well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,16542,0,A,01,exp191121,40000,4,exp191121_4_A01,BPH2807,2,VAN-086
A02,16341,0,A,02,exp191121,40000,4,exp191121_4_A02,BPH2797,3,VAN-081
A03,16322,0,A,03,exp191121,40000,4,exp191121_4_A03,BPH2785,1,VAN-069
A04,16244,0,A,04,exp191121,40000,4,exp191121_4_A04,BPH2796,1,VAN-080
A05,16695,0,A,05,exp191121,40000,4,exp191121_4_A05,TOX-4,3,CONTROL
A06,16459,0,A,06,exp191121,40000,4,exp191121_4_A06,BPH2799,1,VAN-082
A07,16241,0,A,07,exp191121,40000,4,exp191121_4_A07,BPH2789,2,VAN-073
A08,16206,0,A,08,exp191121,40000,4,exp191121_4_A08,Non infected,1,CONTROL
A09,16052,0,A,09,exp191121,40000,4,exp191121_4_A09,BPH2804,2,VAN-083
A10,15924,0,A,10,exp191121,40000,4,exp191121_4_A10,BPH2801,3,VAN-083
A11,16305,0,A,11,exp191121,40000,4,exp191121_4_A11,BPH2791,3,VAN-075
A12,16265,0,A,12,exp191121,40000,4,exp191121_4_A12,BPH2802,3,VAN-083
B01,16066,0,B,01,exp191121,40000,4,exp191121_4_B01,BPH2809,2,VAN-087
B02,16128,0,B,02,exp191121,40000,4,exp191121_4_B02,BPH2787,1,VAN-071
B03,16078,0,B,03,exp191121,40000,4,exp191121_4_B03,BPH2809,1,VAN-087
B04,16412,0,B,04,exp191121,40000,4,exp191121_4_B04,BPH2797,1,VAN-081
B05,16402,0,B,05,exp191121,40000,4,exp191121_4_B05,BPH2810,3,VAN-088
B06,16294,0,B,06,exp191121,40000,4,exp191121_4_B06,JE2,3,CONTROL
B07,16110,0,B,07,exp191121,40000,4,exp191121_4_B07,BPH2799,2,VAN-082
B08,17057,0,B,08,exp191121,40000,4,exp191121_4_B08,BPH2795,3,VAN-079
B09,16379,0,B,09,exp191121,40000,4,exp191121_4_B09,BPH2796,2,VAN-080
B10,16487,0,B,10,exp191121,40000,4,exp191121_4_B10,BPH2808,1,VAN-086
B11,16325,0,B,11,exp191121,40000,4,exp191121_4_B11,BPH2798,3,VAN-082
B12,16487,0,B,12,exp191121,40000,4,exp191121_4_B12,BPH2797,2,VAN-081
C01,16272,0,C,01,exp191121,40000,4,exp191121_4_C01,BPH2791,2,VAN-075
C02,16139,0,C,02,exp191121,40000,4,exp191121_4_C02,BPH2794,1,VAN-078
C03,16754,0,C,03,exp191121,40000,4,exp191121_4_C03,BPH2807,3,VAN-086
C04,16033,0,C,04,exp191121,40000,4,exp191121_4_C04,BPH2809,3,VAN-087
C05,15876,0,C,05,exp191121,40000,4,exp191121_4_C05,BPH2798,1,VAN-082
C06,16062,0,C,06,exp191121,40000,4,exp191121_4_C06,BPH2806,3,VAN-085
C07,16621,0,C,07,exp191121,40000,4,exp191121_4_C07,BPH2793,1,VAN-077
C08,18053,0,C,08,exp191121,40000,4,exp191121_4_C08,BPH2803,1,VAN-083
C09,16134,0,C,09,exp191121,40000,4,exp191121_4_C09,BPH2803,2,VAN-083
C10,16052,0,C,10,exp191121,40000,4,exp191121_4_C10,BPH2786,3,VAN-070
C11,16485,0,C,11,exp191121,40000,4,exp191121_4_C11,BPH2804,1,VAN-083
C12,16774,0,C,12,exp191121,40000,4,exp191121_4_C12,Blank,2,NA
D01,16219,0,D,01,exp191121,40000,4,exp191121_4_D01,Non infected,3,CONTROL
D02,15919,0,D,02,exp191121,40000,4,exp191121_4_D02,BPH2808,2,VAN-086
D03,16354,0,D,03,exp191121,40000,4,exp191121_4_D03,BPH2804,3,VAN-083
D04,17036,0,D,04,exp191121,40000,4,exp191121_4_D04,BPH2792,3,VAN-076
D05,16484,0,D,05,exp191121,40000,4,exp191121_4_D05,BPH2795,2,VAN-079
D06,15960,0,D,06,exp191121,40000,4,exp191121_4_D06,JE2,2,CONTROL
D07,15811,0,D,07,exp191121,40000,4,exp191121_4_D07,BPH2785,2,VAN-069
D08,16518,0,D,08,exp191121,40000,4,exp191121_4_D08,BPH2799,3,VAN-082
D09,15986,0,D,09,exp191121,40000,4,exp191121_4_D09,BPH2790,3,VAN-074
D10,16216,0,D,10,exp191121,40000,4,exp191121_4_D10,BPH2792,1,VAN-076
D11,17050,0,D,11,exp191121,40000,4,exp191121_4_D11,BPH2802,1,VAN-083
D12,16514,0,D,12,exp191121,40000,4,exp191121_4_D12,BPH2808,3,VAN-086
E01,15964,0,E,01,exp191121,40000,4,exp191121_4_E01,Blank,1,NA
E02,16013,0,E,02,exp191121,40000,4,exp191121_4_E02,BPH2806,2,VAN-085
E03,16185,0,E,03,exp191121,40000,4,exp191121_4_E03,BPH2805,2,VAN-084
E04,16052,0,E,04,exp191121,40000,4,exp191121_4_E04,BPH2792,2,VAN-076
E05,15717,0,E,05,exp191121,40000,4,exp191121_4_E05,JE2,1,CONTROL
E06,16150,0,E,06,exp191121,40000,4,exp191121_4_E06,BPH2806,1,VAN-085
E07,16444,0,E,07,exp191121,40000,4,exp191121_4_E07,TOX-4,1,CONTROL
E08,16035,0,E,08,exp191121,40000,4,exp191121_4_E08,BPH2788,2,VAN-072
E09,16202,0,E,09,exp191121,40000,4,exp191121_4_E09,BPH2790,2,VAN-074
E10,16096,0,E,10,exp191121,40000,4,exp191121_4_E10,BPH2796,3,VAN-080
E11,16359,0,E,11,exp191121,40000,4,exp191121_4_E11,BPH2789,1,VAN-073
E12,16313,0,E,12,exp191121,40000,4,exp191121_4_E12,BPH2805,3,VAN-084
F01,15963,0,F,01,exp191121,40000,4,exp191121_4_F01,BPH2810,1,VAN-088
F02,16074,0,F,02,exp191121,40000,4,exp191121_4_F02,BPH2805,1,VAN-084
F03,16287,0,F,03,exp191121,40000,4,exp191121_4_F03,BPH2800,2,VAN-082
F04,16567,0,F,04,exp191121,40000,4,exp191121_4_F04,BPH2807,1,VAN-086
F05,16242,0,F,05,exp191121,40000,4,exp191121_4_F05,BPH2811,2,VAN-089
F06,16065,0,F,06,exp191121,40000,4,exp191121_4_F06,BPH2811,1,VAN-089
F07,15864,0,F,07,exp191121,40000,4,exp191121_4_F07,BPH2800,3,VAN-082
F08,16173,0,F,08,exp191121,40000,4,exp191121_4_F08,BPH2788,3,VAN-072
F09,16100,0,F,09,exp191121,40000,4,exp191121_4_F09,BPH2790,1,VAN-074
