well_row,well_col,OD,well,experiment,plate,OD_blank_normalised,well_id,timepoint,sample_id,replicate,strain_group
A,1,0.004,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,0,BPH2898,2,VAN-156
A,1,0.012,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,10,BPH2898,2,VAN-156
A,1,0.004,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,20,BPH2898,2,VAN-156
A,1,0.009,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,30,BPH2898,2,VAN-156
A,1,-0.005,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,40,BPH2898,2,VAN-156
A,1,-0.005,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,50,BPH2898,2,VAN-156
A,1,0.009,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,60,BPH2898,2,VAN-156
A,1,0.004,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,70,BPH2898,2,VAN-156
A,1,0.002,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,80,BPH2898,2,VAN-156
A,1,-0.013,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,90,BPH2898,2,VAN-156
A,1,-0.007,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,100,BPH2898,2,VAN-156
A,1,-0.008,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,110,BPH2898,2,VAN-156
A,1,-0.008,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,120,BPH2898,2,VAN-156
A,1,-0.007,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,130,BPH2898,2,VAN-156
A,1,-0.005,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,140,BPH2898,2,VAN-156
A,1,-0.005,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,150,BPH2898,2,VAN-156
A,1,-0.005,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,160,BPH2898,2,VAN-156
A,1,-5.33333e-4,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,170,BPH2898,2,VAN-156
A,1,-0.004,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,180,BPH2898,2,VAN-156
A,1,-5e-4,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,190,BPH2898,2,VAN-156
A,1,2.66667e-4,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,200,BPH2898,2,VAN-156
A,1,0.003,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,210,BPH2898,2,VAN-156
A,1,0.008,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,220,BPH2898,2,VAN-156
A,1,0.007,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,230,BPH2898,2,VAN-156
A,1,0.014,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,240,BPH2898,2,VAN-156
A,1,0.017,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,250,BPH2898,2,VAN-156
A,1,0.024,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,260,BPH2898,2,VAN-156
A,1,0.026,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,270,BPH2898,2,VAN-156
A,1,0.039,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,280,BPH2898,2,VAN-156
A,1,0.057,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,290,BPH2898,2,VAN-156
A,1,0.078,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,300,BPH2898,2,VAN-156
A,1,0.096,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,310,BPH2898,2,VAN-156
A,1,0.123,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,320,BPH2898,2,VAN-156
A,1,0.155,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,330,BPH2898,2,VAN-156
A,1,0.212,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,340,BPH2898,2,VAN-156
A,1,0.258,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,350,BPH2898,2,VAN-156
A,1,0.338,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,360,BPH2898,2,VAN-156
A,1,0.403,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,370,BPH2898,2,VAN-156
A,1,0.496,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,380,BPH2898,2,VAN-156
A,1,0.611,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,390,BPH2898,2,VAN-156
A,1,0.715,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,400,BPH2898,2,VAN-156
A,1,0.874,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,410,BPH2898,2,VAN-156
A,1,1.06,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,420,BPH2898,2,VAN-156
A,1,1.24,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,430,BPH2898,2,VAN-156
A,1,1.535,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,440,BPH2898,2,VAN-156
A,1,1.706,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,450,BPH2898,2,VAN-156
A,1,1.95,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,460,BPH2898,2,VAN-156
A,1,2.157,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,470,BPH2898,2,VAN-156
A,1,2.38,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,480,BPH2898,2,VAN-156
A,1,2.542,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,490,BPH2898,2,VAN-156
A,1,2.703,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,500,BPH2898,2,VAN-156
A,1,2.845,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,510,BPH2898,2,VAN-156
A,1,3.013,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,520,BPH2898,2,VAN-156
A,1,3.097,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,530,BPH2898,2,VAN-156
A,1,3.225,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,540,BPH2898,2,VAN-156
A,1,3.346,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,550,BPH2898,2,VAN-156
A,1,3.405,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,560,BPH2898,2,VAN-156
A,1,3.495,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,570,BPH2898,2,VAN-156
A,1,3.576,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,580,BPH2898,2,VAN-156
A,1,3.617,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,590,BPH2898,2,VAN-156
A,1,3.675,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,600,BPH2898,2,VAN-156
A,1,3.787,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,610,BPH2898,2,VAN-156
A,1,3.796,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,620,BPH2898,2,VAN-156
A,1,3.828,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,630,BPH2898,2,VAN-156
A,1,3.619,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,650,BPH2898,2,VAN-156
A,1,3.686,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,660,BPH2898,2,VAN-156
A,1,3.725,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,670,BPH2898,2,VAN-156
A,1,3.744,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,680,BPH2898,2,VAN-156
A,1,3.743,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,690,BPH2898,2,VAN-156
A,1,3.76,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,700,BPH2898,2,VAN-156
A,1,3.797,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,710,BPH2898,2,VAN-156
A,1,3.767,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,720,BPH2898,2,VAN-156
A,1,3.823,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,730,BPH2898,2,VAN-156
A,1,3.807,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,740,BPH2898,2,VAN-156
A,1,3.842,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,750,BPH2898,2,VAN-156
A,1,3.788,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,760,BPH2898,2,VAN-156
A,1,3.811,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,770,BPH2898,2,VAN-156
A,1,3.797,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,780,BPH2898,2,VAN-156
A,1,3.784,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,790,BPH2898,2,VAN-156
A,1,3.741,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,800,BPH2898,2,VAN-156
A,1,3.764,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,810,BPH2898,2,VAN-156
A,1,3.747,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,820,BPH2898,2,VAN-156
A,1,3.753,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,830,BPH2898,2,VAN-156
A,1,3.749,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,840,BPH2898,2,VAN-156
A,1,3.71,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,850,BPH2898,2,VAN-156
A,1,3.724,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,860,BPH2898,2,VAN-156
A,1,3.702,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,870,BPH2898,2,VAN-156
A,1,3.68,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,880,BPH2898,2,VAN-156
A,1,3.698,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,890,BPH2898,2,VAN-156
A,1,3.657,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,900,BPH2898,2,VAN-156
A,1,3.663,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,910,BPH2898,2,VAN-156
A,1,3.584,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,920,BPH2898,2,VAN-156
A,1,3.592,A01,exp200731,GP1,TRUE,exp200731_GP1_A01,930,BPH2898,2,VAN-156
A,2,0.016,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,0,BPH2876,3,VAN-140
A,2,0.044,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,10,BPH2876,3,VAN-140
A,2,0.02,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,20,BPH2876,3,VAN-140
A,2,0.034,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,30,BPH2876,3,VAN-140
A,2,0.037,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,40,BPH2876,3,VAN-140
A,2,0.051,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,50,BPH2876,3,VAN-140
A,2,0.043,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,60,BPH2876,3,VAN-140
A,2,0.019,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,70,BPH2876,3,VAN-140
A,2,0.01,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,80,BPH2876,3,VAN-140
A,2,0.022,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,90,BPH2876,3,VAN-140
A,2,0.043,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,100,BPH2876,3,VAN-140
A,2,0.008,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,110,BPH2876,3,VAN-140
A,2,0.025,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,120,BPH2876,3,VAN-140
A,2,0.023,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,130,BPH2876,3,VAN-140
A,2,0.034,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,140,BPH2876,3,VAN-140
A,2,0.023,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,150,BPH2876,3,VAN-140
A,2,0.044,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,160,BPH2876,3,VAN-140
A,2,0.04,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,170,BPH2876,3,VAN-140
A,2,0.064,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,180,BPH2876,3,VAN-140
A,2,0.087,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,190,BPH2876,3,VAN-140
A,2,0.084,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,200,BPH2876,3,VAN-140
A,2,0.113,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,210,BPH2876,3,VAN-140
A,2,0.157,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,220,BPH2876,3,VAN-140
A,2,0.206,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,230,BPH2876,3,VAN-140
A,2,0.276,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,240,BPH2876,3,VAN-140
A,2,0.35,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,250,BPH2876,3,VAN-140
A,2,0.472,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,260,BPH2876,3,VAN-140
A,2,0.609,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,270,BPH2876,3,VAN-140
A,2,0.806,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,280,BPH2876,3,VAN-140
A,2,1.033,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,290,BPH2876,3,VAN-140
A,2,1.331,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,300,BPH2876,3,VAN-140
A,2,1.619,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,310,BPH2876,3,VAN-140
A,2,1.976,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,320,BPH2876,3,VAN-140
A,2,2.288,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,330,BPH2876,3,VAN-140
A,2,2.692,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,340,BPH2876,3,VAN-140
A,2,2.985,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,350,BPH2876,3,VAN-140
A,2,3.299,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,360,BPH2876,3,VAN-140
A,2,3.559,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,370,BPH2876,3,VAN-140
A,2,3.697,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,380,BPH2876,3,VAN-140
A,2,3.9,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,390,BPH2876,3,VAN-140
A,2,4.041,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,400,BPH2876,3,VAN-140
A,2,4.155,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,410,BPH2876,3,VAN-140
A,2,4.247,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,420,BPH2876,3,VAN-140
A,2,4.341,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,430,BPH2876,3,VAN-140
A,2,4.358,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,440,BPH2876,3,VAN-140
A,2,4.527,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,450,BPH2876,3,VAN-140
A,2,4.603,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,460,BPH2876,3,VAN-140
A,2,4.67,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,470,BPH2876,3,VAN-140
A,2,4.73,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,480,BPH2876,3,VAN-140
A,2,4.732,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,490,BPH2876,3,VAN-140
A,2,4.731,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,500,BPH2876,3,VAN-140
A,2,4.837,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,510,BPH2876,3,VAN-140
A,2,4.92,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,520,BPH2876,3,VAN-140
A,2,4.934,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,530,BPH2876,3,VAN-140
A,2,5.039,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,540,BPH2876,3,VAN-140
A,2,5.085,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,550,BPH2876,3,VAN-140
A,2,5.095,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,560,BPH2876,3,VAN-140
A,2,5.252,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,570,BPH2876,3,VAN-140
A,2,5.368,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,580,BPH2876,3,VAN-140
A,2,5.344,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,590,BPH2876,3,VAN-140
A,2,5.394,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,600,BPH2876,3,VAN-140
A,2,5.432,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,610,BPH2876,3,VAN-140
A,2,5.457,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,620,BPH2876,3,VAN-140
A,2,5.5,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,630,BPH2876,3,VAN-140
A,2,5.33,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,650,BPH2876,3,VAN-140
A,2,5.417,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,660,BPH2876,3,VAN-140
A,2,5.371,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,670,BPH2876,3,VAN-140
A,2,5.363,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,680,BPH2876,3,VAN-140
A,2,5.313,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,690,BPH2876,3,VAN-140
A,2,5.372,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,700,BPH2876,3,VAN-140
A,2,5.452,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,710,BPH2876,3,VAN-140
A,2,5.45,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,720,BPH2876,3,VAN-140
A,2,5.413,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,730,BPH2876,3,VAN-140
A,2,5.395,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,740,BPH2876,3,VAN-140
A,2,5.544,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,750,BPH2876,3,VAN-140
A,2,5.451,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,760,BPH2876,3,VAN-140
A,2,5.481,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,770,BPH2876,3,VAN-140
A,2,5.507,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,780,BPH2876,3,VAN-140
A,2,5.5,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,790,BPH2876,3,VAN-140
A,2,5.431,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,800,BPH2876,3,VAN-140
A,2,5.497,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,810,BPH2876,3,VAN-140
A,2,5.503,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,820,BPH2876,3,VAN-140
A,2,5.529,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,830,BPH2876,3,VAN-140
A,2,5.499,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,840,BPH2876,3,VAN-140
A,2,5.534,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,850,BPH2876,3,VAN-140
A,2,5.472,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,860,BPH2876,3,VAN-140
A,2,5.472,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,870,BPH2876,3,VAN-140
A,2,5.53,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,880,BPH2876,3,VAN-140
A,2,5.438,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,890,BPH2876,3,VAN-140
A,2,5.486,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,900,BPH2876,3,VAN-140
A,2,5.535,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,910,BPH2876,3,VAN-140
A,2,5.518,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,920,BPH2876,3,VAN-140
A,2,5.502,A02,exp200731,GP1,TRUE,exp200731_GP1_A02,930,BPH2876,3,VAN-140
A,3,0.003,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,0,BPH2787,1,VAN-071
A,3,0.007,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,10,BPH2787,1,VAN-071
A,3,-0.003,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,20,BPH2787,1,VAN-071
A,3,0.001,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,30,BPH2787,1,VAN-071
A,3,5e-4,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,40,BPH2787,1,VAN-071
A,3,0.007,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,50,BPH2787,1,VAN-071
A,3,0.007,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,60,BPH2787,1,VAN-071
A,3,9.66667e-4,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,70,BPH2787,1,VAN-071
A,3,0.001,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,80,BPH2787,1,VAN-071
A,3,-0.004,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,90,BPH2787,1,VAN-071
A,3,0.004,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,100,BPH2787,1,VAN-071
A,3,0.009,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,110,BPH2787,1,VAN-071
A,3,0.01,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,120,BPH2787,1,VAN-071
A,3,0.009,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,130,BPH2787,1,VAN-071
A,3,0.013,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,140,BPH2787,1,VAN-071
A,3,0.011,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,150,BPH2787,1,VAN-071
A,3,0.023,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,160,BPH2787,1,VAN-071
A,3,0.027,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,170,BPH2787,1,VAN-071
A,3,0.03,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,180,BPH2787,1,VAN-071
A,3,0.034,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,190,BPH2787,1,VAN-071
A,3,0.041,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,200,BPH2787,1,VAN-071
A,3,0.049,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,210,BPH2787,1,VAN-071
A,3,0.068,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,220,BPH2787,1,VAN-071
A,3,0.088,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,230,BPH2787,1,VAN-071
A,3,0.11,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,240,BPH2787,1,VAN-071
A,3,0.136,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,250,BPH2787,1,VAN-071
A,3,0.177,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,260,BPH2787,1,VAN-071
A,3,0.226,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,270,BPH2787,1,VAN-071
A,3,0.292,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,280,BPH2787,1,VAN-071
A,3,0.379,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,290,BPH2787,1,VAN-071
A,3,0.475,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,300,BPH2787,1,VAN-071
A,3,0.572,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,310,BPH2787,1,VAN-071
A,3,0.72,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,320,BPH2787,1,VAN-071
A,3,0.875,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,330,BPH2787,1,VAN-071
A,3,1.095,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,340,BPH2787,1,VAN-071
A,3,1.293,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,350,BPH2787,1,VAN-071
A,3,1.54,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,360,BPH2787,1,VAN-071
A,3,1.735,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,370,BPH2787,1,VAN-071
A,3,1.982,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,380,BPH2787,1,VAN-071
A,3,2.256,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,390,BPH2787,1,VAN-071
A,3,2.517,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,400,BPH2787,1,VAN-071
A,3,2.721,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,410,BPH2787,1,VAN-071
A,3,2.91,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,420,BPH2787,1,VAN-071
A,3,3.06,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,430,BPH2787,1,VAN-071
A,3,3.221,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,440,BPH2787,1,VAN-071
A,3,3.513,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,450,BPH2787,1,VAN-071
A,3,3.633,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,460,BPH2787,1,VAN-071
A,3,3.792,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,470,BPH2787,1,VAN-071
A,3,3.928,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,480,BPH2787,1,VAN-071
A,3,4.036,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,490,BPH2787,1,VAN-071
A,3,4.174,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,500,BPH2787,1,VAN-071
A,3,4.261,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,510,BPH2787,1,VAN-071
A,3,4.36,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,520,BPH2787,1,VAN-071
A,3,4.447,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,530,BPH2787,1,VAN-071
A,3,4.513,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,540,BPH2787,1,VAN-071
A,3,4.597,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,550,BPH2787,1,VAN-071
A,3,4.66,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,560,BPH2787,1,VAN-071
A,3,4.756,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,570,BPH2787,1,VAN-071
A,3,4.827,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,580,BPH2787,1,VAN-071
A,3,4.863,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,590,BPH2787,1,VAN-071
A,3,4.998,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,600,BPH2787,1,VAN-071
A,3,5.039,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,610,BPH2787,1,VAN-071
A,3,5.109,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,620,BPH2787,1,VAN-071
A,3,5.164,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,630,BPH2787,1,VAN-071
A,3,5.185,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,650,BPH2787,1,VAN-071
A,3,5.261,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,660,BPH2787,1,VAN-071
A,3,5.312,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,670,BPH2787,1,VAN-071
A,3,5.385,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,680,BPH2787,1,VAN-071
A,3,5.436,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,690,BPH2787,1,VAN-071
A,3,5.471,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,700,BPH2787,1,VAN-071
A,3,5.486,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,710,BPH2787,1,VAN-071
A,3,5.489,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,720,BPH2787,1,VAN-071
A,3,5.544,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,730,BPH2787,1,VAN-071
A,3,5.596,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,740,BPH2787,1,VAN-071
A,3,5.597,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,750,BPH2787,1,VAN-071
A,3,5.596,A03,exp200731,GP1,TRUE,exp200731_GP1_A03,760,BPH2787,1,VAN-071
