well_row,well_col,OD,well,experiment,plate,OD_blank_normalised,well_id,timepoint,sample_id,replicate,strain_group
B,6,-9.66667e-4,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,820,Non infected,3,CONTROL
B,6,0.002,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,830,Non infected,3,CONTROL
B,6,5.66667e-4,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,840,Non infected,3,CONTROL
B,6,0.002,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,850,Non infected,3,CONTROL
B,6,-0.002,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,860,Non infected,3,CONTROL
B,6,0.006,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,870,Non infected,3,CONTROL
B,6,-0.002,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,880,Non infected,3,CONTROL
B,6,0.001,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,890,Non infected,3,CONTROL
B,6,7.33333e-4,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,900,Non infected,3,CONTROL
B,6,0.004,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,910,Non infected,3,CONTROL
B,6,-0.002,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,920,Non infected,3,CONTROL
B,6,-3.3333e-5,B06,exp200731,GP1,TRUE,exp200731_GP1_B06,930,Non infected,3,CONTROL
B,7,0.027,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,0,BPH2881,2,VAN-144
B,7,0.019,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,10,BPH2881,2,VAN-144
B,7,0.016,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,20,BPH2881,2,VAN-144
B,7,0.02,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,30,BPH2881,2,VAN-144
B,7,0.019,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,40,BPH2881,2,VAN-144
B,7,0.028,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,50,BPH2881,2,VAN-144
B,7,0.038,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,60,BPH2881,2,VAN-144
B,7,0.036,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,70,BPH2881,2,VAN-144
B,7,0.043,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,80,BPH2881,2,VAN-144
B,7,0.053,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,90,BPH2881,2,VAN-144
B,7,0.072,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,100,BPH2881,2,VAN-144
B,7,0.075,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,110,BPH2881,2,VAN-144
B,7,0.086,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,120,BPH2881,2,VAN-144
B,7,0.096,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,130,BPH2881,2,VAN-144
B,7,0.119,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,140,BPH2881,2,VAN-144
B,7,0.136,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,150,BPH2881,2,VAN-144
B,7,0.194,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,160,BPH2881,2,VAN-144
B,7,0.234,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,170,BPH2881,2,VAN-144
B,7,0.306,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,180,BPH2881,2,VAN-144
B,7,0.437,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,190,BPH2881,2,VAN-144
B,7,0.547,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,200,BPH2881,2,VAN-144
B,7,0.738,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,210,BPH2881,2,VAN-144
B,7,0.893,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,220,BPH2881,2,VAN-144
B,7,1.121,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,230,BPH2881,2,VAN-144
B,7,1.402,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,240,BPH2881,2,VAN-144
B,7,1.712,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,250,BPH2881,2,VAN-144
B,7,2.059,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,260,BPH2881,2,VAN-144
B,7,2.391,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,270,BPH2881,2,VAN-144
B,7,2.725,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,280,BPH2881,2,VAN-144
B,7,3.057,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,290,BPH2881,2,VAN-144
B,7,3.265,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,300,BPH2881,2,VAN-144
B,7,3.624,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,310,BPH2881,2,VAN-144
B,7,3.862,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,320,BPH2881,2,VAN-144
B,7,3.993,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,330,BPH2881,2,VAN-144
B,7,4.132,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,340,BPH2881,2,VAN-144
B,7,4.257,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,350,BPH2881,2,VAN-144
B,7,4.38,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,360,BPH2881,2,VAN-144
B,7,4.477,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,370,BPH2881,2,VAN-144
B,7,4.616,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,380,BPH2881,2,VAN-144
B,7,4.692,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,390,BPH2881,2,VAN-144
B,7,4.782,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,400,BPH2881,2,VAN-144
B,7,4.842,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,410,BPH2881,2,VAN-144
B,7,4.922,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,420,BPH2881,2,VAN-144
B,7,4.991,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,430,BPH2881,2,VAN-144
B,7,4.971,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,440,BPH2881,2,VAN-144
B,7,5.128,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,450,BPH2881,2,VAN-144
B,7,5.168,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,460,BPH2881,2,VAN-144
B,7,5.199,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,470,BPH2881,2,VAN-144
B,7,5.267,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,480,BPH2881,2,VAN-144
B,7,5.337,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,490,BPH2881,2,VAN-144
B,7,5.377,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,500,BPH2881,2,VAN-144
B,7,5.405,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,510,BPH2881,2,VAN-144
B,7,5.425,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,520,BPH2881,2,VAN-144
B,7,5.456,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,530,BPH2881,2,VAN-144
B,7,5.492,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,540,BPH2881,2,VAN-144
B,7,5.507,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,550,BPH2881,2,VAN-144
B,7,5.536,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,560,BPH2881,2,VAN-144
B,7,5.562,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,570,BPH2881,2,VAN-144
B,7,5.582,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,580,BPH2881,2,VAN-144
B,7,5.59,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,590,BPH2881,2,VAN-144
B,7,5.628,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,600,BPH2881,2,VAN-144
B,7,5.633,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,610,BPH2881,2,VAN-144
B,7,5.662,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,620,BPH2881,2,VAN-144
B,7,5.666,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,630,BPH2881,2,VAN-144
B,7,6.239,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,650,BPH2881,2,VAN-144
B,7,5.608,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,660,BPH2881,2,VAN-144
B,7,5.612,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,670,BPH2881,2,VAN-144
B,7,5.609,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,680,BPH2881,2,VAN-144
B,7,5.614,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,690,BPH2881,2,VAN-144
B,7,5.637,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,700,BPH2881,2,VAN-144
B,7,5.638,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,710,BPH2881,2,VAN-144
B,7,5.654,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,720,BPH2881,2,VAN-144
B,7,5.66,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,730,BPH2881,2,VAN-144
B,7,5.674,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,740,BPH2881,2,VAN-144
B,7,5.7,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,750,BPH2881,2,VAN-144
B,7,5.695,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,760,BPH2881,2,VAN-144
B,7,5.683,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,770,BPH2881,2,VAN-144
B,7,5.686,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,780,BPH2881,2,VAN-144
B,7,5.684,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,790,BPH2881,2,VAN-144
B,7,5.675,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,800,BPH2881,2,VAN-144
B,7,5.683,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,810,BPH2881,2,VAN-144
B,7,5.693,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,820,BPH2881,2,VAN-144
B,7,5.712,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,830,BPH2881,2,VAN-144
B,7,5.694,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,840,BPH2881,2,VAN-144
B,7,5.713,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,850,BPH2881,2,VAN-144
B,7,5.689,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,860,BPH2881,2,VAN-144
B,7,5.697,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,870,BPH2881,2,VAN-144
B,7,5.722,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,880,BPH2881,2,VAN-144
B,7,5.686,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,890,BPH2881,2,VAN-144
B,7,5.711,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,900,BPH2881,2,VAN-144
B,7,5.703,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,910,BPH2881,2,VAN-144
B,7,5.712,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,920,BPH2881,2,VAN-144
B,7,5.685,B07,exp200731,GP1,TRUE,exp200731_GP1_B07,930,BPH2881,2,VAN-144
B,8,0.005,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,0,BPH2872,3,VAN-137
B,8,0.003,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,10,BPH2872,3,VAN-137
B,8,0.009,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,20,BPH2872,3,VAN-137
B,8,0.002,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,30,BPH2872,3,VAN-137
B,8,6e-4,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,40,BPH2872,3,VAN-137
B,8,0.01,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,50,BPH2872,3,VAN-137
B,8,0.012,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,60,BPH2872,3,VAN-137
B,8,0.008,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,70,BPH2872,3,VAN-137
B,8,0.015,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,80,BPH2872,3,VAN-137
B,8,0.016,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,90,BPH2872,3,VAN-137
B,8,0.032,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,100,BPH2872,3,VAN-137
B,8,0.04,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,110,BPH2872,3,VAN-137
B,8,0.049,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,120,BPH2872,3,VAN-137
B,8,0.05,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,130,BPH2872,3,VAN-137
B,8,0.071,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,140,BPH2872,3,VAN-137
B,8,0.072,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,150,BPH2872,3,VAN-137
B,8,0.106,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,160,BPH2872,3,VAN-137
B,8,0.12,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,170,BPH2872,3,VAN-137
B,8,0.158,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,180,BPH2872,3,VAN-137
B,8,0.224,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,190,BPH2872,3,VAN-137
B,8,0.286,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,200,BPH2872,3,VAN-137
B,8,0.38,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,210,BPH2872,3,VAN-137
B,8,0.509,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,220,BPH2872,3,VAN-137
B,8,0.652,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,230,BPH2872,3,VAN-137
B,8,0.844,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,240,BPH2872,3,VAN-137
B,8,1.078,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,250,BPH2872,3,VAN-137
B,8,1.341,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,260,BPH2872,3,VAN-137
B,8,1.648,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,270,BPH2872,3,VAN-137
B,8,2.003,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,280,BPH2872,3,VAN-137
B,8,2.358,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,290,BPH2872,3,VAN-137
B,8,2.65,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,300,BPH2872,3,VAN-137
B,8,3.034,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,310,BPH2872,3,VAN-137
B,8,3.312,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,320,BPH2872,3,VAN-137
B,8,3.564,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,330,BPH2872,3,VAN-137
B,8,3.861,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,340,BPH2872,3,VAN-137
B,8,4.11,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,350,BPH2872,3,VAN-137
B,8,4.322,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,360,BPH2872,3,VAN-137
B,8,4.467,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,370,BPH2872,3,VAN-137
B,8,4.536,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,380,BPH2872,3,VAN-137
B,8,4.626,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,390,BPH2872,3,VAN-137
B,8,4.777,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,400,BPH2872,3,VAN-137
B,8,4.867,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,410,BPH2872,3,VAN-137
B,8,5.007,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,420,BPH2872,3,VAN-137
B,8,5.114,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,430,BPH2872,3,VAN-137
B,8,5.097,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,440,BPH2872,3,VAN-137
B,8,5.283,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,450,BPH2872,3,VAN-137
B,8,5.367,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,460,BPH2872,3,VAN-137
B,8,5.43,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,470,BPH2872,3,VAN-137
B,8,5.502,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,480,BPH2872,3,VAN-137
B,8,5.553,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,490,BPH2872,3,VAN-137
B,8,5.59,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,500,BPH2872,3,VAN-137
B,8,5.645,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,510,BPH2872,3,VAN-137
B,8,5.639,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,520,BPH2872,3,VAN-137
B,8,5.691,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,530,BPH2872,3,VAN-137
B,8,5.728,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,540,BPH2872,3,VAN-137
B,8,5.753,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,550,BPH2872,3,VAN-137
B,8,5.773,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,560,BPH2872,3,VAN-137
B,8,5.807,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,570,BPH2872,3,VAN-137
B,8,5.812,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,580,BPH2872,3,VAN-137
B,8,5.817,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,590,BPH2872,3,VAN-137
B,8,5.865,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,600,BPH2872,3,VAN-137
B,8,5.873,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,610,BPH2872,3,VAN-137
B,8,5.884,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,620,BPH2872,3,VAN-137
B,8,5.887,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,630,BPH2872,3,VAN-137
B,8,5.695,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,650,BPH2872,3,VAN-137
B,8,5.776,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,660,BPH2872,3,VAN-137
B,8,5.802,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,670,BPH2872,3,VAN-137
B,8,5.853,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,680,BPH2872,3,VAN-137
B,8,5.879,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,690,BPH2872,3,VAN-137
B,8,5.915,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,700,BPH2872,3,VAN-137
B,8,5.94,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,710,BPH2872,3,VAN-137
B,8,5.957,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,720,BPH2872,3,VAN-137
B,8,5.962,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,730,BPH2872,3,VAN-137
B,8,5.991,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,740,BPH2872,3,VAN-137
B,8,5.977,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,750,BPH2872,3,VAN-137
B,8,5.955,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,760,BPH2872,3,VAN-137
B,8,6.237,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,770,BPH2872,3,VAN-137
B,8,6.095,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,780,BPH2872,3,VAN-137
B,8,6.095,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,790,BPH2872,3,VAN-137
B,8,6.26,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,800,BPH2872,3,VAN-137
B,8,6.162,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,810,BPH2872,3,VAN-137
B,8,6.025,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,820,BPH2872,3,VAN-137
B,8,6.219,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,830,BPH2872,3,VAN-137
B,8,5.985,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,840,BPH2872,3,VAN-137
B,8,6.102,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,850,BPH2872,3,VAN-137
B,8,6.297,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,860,BPH2872,3,VAN-137
B,8,6.165,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,870,BPH2872,3,VAN-137
B,8,6.452,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,880,BPH2872,3,VAN-137
B,8,6.289,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,890,BPH2872,3,VAN-137
B,8,6.128,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,900,BPH2872,3,VAN-137
B,8,6.197,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,910,BPH2872,3,VAN-137
B,8,6.123,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,920,BPH2872,3,VAN-137
B,8,6.179,B08,exp200731,GP1,TRUE,exp200731_GP1_B08,930,BPH2872,3,VAN-137
B,9,0.032,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,0,BPH2873,2,VAN-137
B,9,0.026,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,10,BPH2873,2,VAN-137
B,9,0.021,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,20,BPH2873,2,VAN-137
B,9,0.021,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,30,BPH2873,2,VAN-137
B,9,0.023,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,40,BPH2873,2,VAN-137
B,9,0.031,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,50,BPH2873,2,VAN-137
B,9,0.029,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,60,BPH2873,2,VAN-137
B,9,0.033,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,70,BPH2873,2,VAN-137
B,9,0.036,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,80,BPH2873,2,VAN-137
B,9,0.045,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,90,BPH2873,2,VAN-137
B,9,0.063,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,100,BPH2873,2,VAN-137
B,9,0.071,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,110,BPH2873,2,VAN-137
B,9,0.08,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,120,BPH2873,2,VAN-137
B,9,0.095,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,130,BPH2873,2,VAN-137
B,9,0.108,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,140,BPH2873,2,VAN-137
B,9,0.127,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,150,BPH2873,2,VAN-137
B,9,0.153,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,160,BPH2873,2,VAN-137
B,9,0.191,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,170,BPH2873,2,VAN-137
B,9,0.257,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,180,BPH2873,2,VAN-137
B,9,0.346,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,190,BPH2873,2,VAN-137
B,9,0.446,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,200,BPH2873,2,VAN-137
B,9,0.6,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,210,BPH2873,2,VAN-137
B,9,0.767,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,220,BPH2873,2,VAN-137
B,9,0.954,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,230,BPH2873,2,VAN-137
B,9,1.247,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,240,BPH2873,2,VAN-137
B,9,1.538,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,250,BPH2873,2,VAN-137
B,9,1.867,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,260,BPH2873,2,VAN-137
B,9,2.218,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,270,BPH2873,2,VAN-137
B,9,2.511,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,280,BPH2873,2,VAN-137
B,9,2.843,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,290,BPH2873,2,VAN-137
B,9,3.106,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,300,BPH2873,2,VAN-137
B,9,3.384,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,310,BPH2873,2,VAN-137
B,9,3.72,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,320,BPH2873,2,VAN-137
B,9,3.995,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,330,BPH2873,2,VAN-137
B,9,4.202,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,340,BPH2873,2,VAN-137
B,9,4.385,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,350,BPH2873,2,VAN-137
B,9,4.486,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,360,BPH2873,2,VAN-137
B,9,4.533,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,370,BPH2873,2,VAN-137
B,9,4.662,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,380,BPH2873,2,VAN-137
B,9,4.764,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,390,BPH2873,2,VAN-137
B,9,4.916,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,400,BPH2873,2,VAN-137
B,9,5.003,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,410,BPH2873,2,VAN-137
B,9,5.102,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,420,BPH2873,2,VAN-137
B,9,5.202,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,430,BPH2873,2,VAN-137
B,9,5.14,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,440,BPH2873,2,VAN-137
B,9,5.345,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,450,BPH2873,2,VAN-137
B,9,5.412,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,460,BPH2873,2,VAN-137
B,9,5.466,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,470,BPH2873,2,VAN-137
B,9,5.524,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,480,BPH2873,2,VAN-137
B,9,5.585,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,490,BPH2873,2,VAN-137
B,9,5.621,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,500,BPH2873,2,VAN-137
B,9,5.656,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,510,BPH2873,2,VAN-137
B,9,5.644,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,520,BPH2873,2,VAN-137
B,9,5.699,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,530,BPH2873,2,VAN-137
B,9,5.741,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,540,BPH2873,2,VAN-137
B,9,5.781,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,550,BPH2873,2,VAN-137
B,9,5.763,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,560,BPH2873,2,VAN-137
B,9,5.8,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,570,BPH2873,2,VAN-137
B,9,5.813,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,580,BPH2873,2,VAN-137
B,9,5.817,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,590,BPH2873,2,VAN-137
B,9,5.859,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,600,BPH2873,2,VAN-137
B,9,5.853,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,610,BPH2873,2,VAN-137
B,9,5.855,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,620,BPH2873,2,VAN-137
B,9,5.851,B09,exp200731,GP1,TRUE,exp200731_GP1_B09,630,BPH2873,2,VAN-137
