well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id
D06,16671,144,D,06,exp190923,20000,3,exp190923_3_D06
D07,16565,144,D,07,exp190923,20000,3,exp190923_3_D07
D08,17257,144,D,08,exp190923,20000,3,exp190923_3_D08
D09,16476,144,D,09,exp190923,20000,3,exp190923_3_D09
D10,15280,144,D,10,exp190923,20000,3,exp190923_3_D10
D11,17157,144,D,11,exp190923,20000,3,exp190923_3_D11
D12,16496,144,D,12,exp190923,20000,3,exp190923_3_D12
E01,16739,144,E,01,exp190923,20000,3,exp190923_3_E01
E02,16695,144,E,02,exp190923,20000,3,exp190923_3_E02
E03,16549,144,E,03,exp190923,20000,3,exp190923_3_E03
E04,16425,144,E,04,exp190923,20000,3,exp190923_3_E04
E05,16198,144,E,05,exp190923,20000,3,exp190923_3_E05
E06,17074,144,E,06,exp190923,20000,3,exp190923_3_E06
E07,15665,144,E,07,exp190923,20000,3,exp190923_3_E07
E08,16141,144,E,08,exp190923,20000,3,exp190923_3_E08
E09,16676,144,E,09,exp190923,20000,3,exp190923_3_E09
E10,16605,144,E,10,exp190923,20000,3,exp190923_3_E10
E11,17120,144,E,11,exp190923,20000,3,exp190923_3_E11
E12,17326,144,E,12,exp190923,20000,3,exp190923_3_E12
F01,17169,144,F,01,exp190923,20000,3,exp190923_3_F01
F02,16188,144,F,02,exp190923,20000,3,exp190923_3_F02
F03,17489,144,F,03,exp190923,20000,3,exp190923_3_F03
F04,16611,144,F,04,exp190923,20000,3,exp190923_3_F04
F05,17102,144,F,05,exp190923,20000,3,exp190923_3_F05
F06,17117,144,F,06,exp190923,20000,3,exp190923_3_F06
F07,17201,144,F,07,exp190923,20000,3,exp190923_3_F07
F08,16205,144,F,08,exp190923,20000,3,exp190923_3_F08
F09,16754,144,F,09,exp190923,20000,3,exp190923_3_F09
F10,16386,144,F,10,exp190923,20000,3,exp190923_3_F10
F11,16653,144,F,11,exp190923,20000,3,exp190923_3_F11
F12,16982,144,F,12,exp190923,20000,3,exp190923_3_F12
G01,18096,144,G,01,exp190923,20000,3,exp190923_3_G01
G02,17593,144,G,02,exp190923,20000,3,exp190923_3_G02
G03,16676,144,G,03,exp190923,20000,3,exp190923_3_G03
G04,17143,144,G,04,exp190923,20000,3,exp190923_3_G04
G05,17120,144,G,05,exp190923,20000,3,exp190923_3_G05
G06,17049,144,G,06,exp190923,20000,3,exp190923_3_G06
G07,16488,144,G,07,exp190923,20000,3,exp190923_3_G07
G08,16096,144,G,08,exp190923,20000,3,exp190923_3_G08
G09,17401,144,G,09,exp190923,20000,3,exp190923_3_G09
G10,16510,144,G,10,exp190923,20000,3,exp190923_3_G10
G11,17031,144,G,11,exp190923,20000,3,exp190923_3_G11
G12,16739,144,G,12,exp190923,20000,3,exp190923_3_G12
H01,11767,144,H,01,exp190923,20000,3,exp190923_3_H01
H02,17870,144,H,02,exp190923,20000,3,exp190923_3_H02
H03,18125,144,H,03,exp190923,20000,3,exp190923_3_H03
H04,17309,144,H,04,exp190923,20000,3,exp190923_3_H04
H05,17965,144,H,05,exp190923,20000,3,exp190923_3_H05
H06,17111,144,H,06,exp190923,20000,3,exp190923_3_H06
H07,17100,144,H,07,exp190923,20000,3,exp190923_3_H07
H08,16885,144,H,08,exp190923,20000,3,exp190923_3_H08
H09,17705,144,H,09,exp190923,20000,3,exp190923_3_H09
H10,15518,144,H,10,exp190923,20000,3,exp190923_3_H10
H11,15435,144,H,11,exp190923,20000,3,exp190923_3_H11
H12,25513,144,H,12,exp190923,20000,3,exp190923_3_H12
A01,16814,150,A,01,exp190923,20000,3,exp190923_3_A01
A02,16474,150,A,02,exp190923,20000,3,exp190923_3_A02
A03,17029,150,A,03,exp190923,20000,3,exp190923_3_A03
A04,17170,150,A,04,exp190923,20000,3,exp190923_3_A04
A05,15610,150,A,05,exp190923,20000,3,exp190923_3_A05
A06,16802,150,A,06,exp190923,20000,3,exp190923_3_A06
A07,17034,150,A,07,exp190923,20000,3,exp190923_3_A07
A08,17516,150,A,08,exp190923,20000,3,exp190923_3_A08
A09,16840,150,A,09,exp190923,20000,3,exp190923_3_A09
A10,16574,150,A,10,exp190923,20000,3,exp190923_3_A10
A11,16964,150,A,11,exp190923,20000,3,exp190923_3_A11
A12,17427,150,A,12,exp190923,20000,3,exp190923_3_A12
B01,19124,150,B,01,exp190923,20000,3,exp190923_3_B01
B02,18357,150,B,02,exp190923,20000,3,exp190923_3_B02
B03,16605,150,B,03,exp190923,20000,3,exp190923_3_B03
B04,16684,150,B,04,exp190923,20000,3,exp190923_3_B04
B05,17358,150,B,05,exp190923,20000,3,exp190923_3_B05
B06,16361,150,B,06,exp190923,20000,3,exp190923_3_B06
B07,17396,150,B,07,exp190923,20000,3,exp190923_3_B07
B08,16301,150,B,08,exp190923,20000,3,exp190923_3_B08
B09,16647,150,B,09,exp190923,20000,3,exp190923_3_B09
B10,16044,150,B,10,exp190923,20000,3,exp190923_3_B10
B11,17395,150,B,11,exp190923,20000,3,exp190923_3_B11
B12,17613,150,B,12,exp190923,20000,3,exp190923_3_B12
C01,17236,150,C,01,exp190923,20000,3,exp190923_3_C01
C02,17941,150,C,02,exp190923,20000,3,exp190923_3_C02
C03,16238,150,C,03,exp190923,20000,3,exp190923_3_C03
C04,15957,150,C,04,exp190923,20000,3,exp190923_3_C04
C05,17299,150,C,05,exp190923,20000,3,exp190923_3_C05
C06,16718,150,C,06,exp190923,20000,3,exp190923_3_C06
C07,17460,150,C,07,exp190923,20000,3,exp190923_3_C07
C08,16375,150,C,08,exp190923,20000,3,exp190923_3_C08
C09,16548,150,C,09,exp190923,20000,3,exp190923_3_C09
C10,16741,150,C,10,exp190923,20000,3,exp190923_3_C10
C11,16530,150,C,11,exp190923,20000,3,exp190923_3_C11
C12,16898,150,C,12,exp190923,20000,3,exp190923_3_C12
D01,18666,150,D,01,exp190923,20000,3,exp190923_3_D01
D02,16951,150,D,02,exp190923,20000,3,exp190923_3_D02
D03,16314,150,D,03,exp190923,20000,3,exp190923_3_D03
D04,16431,150,D,04,exp190923,20000,3,exp190923_3_D04
D05,16316,150,D,05,exp190923,20000,3,exp190923_3_D05
D06,16668,150,D,06,exp190923,20000,3,exp190923_3_D06
D07,16726,150,D,07,exp190923,20000,3,exp190923_3_D07
D08,17388,150,D,08,exp190923,20000,3,exp190923_3_D08
D09,16479,150,D,09,exp190923,20000,3,exp190923_3_D09
D10,15423,150,D,10,exp190923,20000,3,exp190923_3_D10
D11,17026,150,D,11,exp190923,20000,3,exp190923_3_D11
D12,16640,150,D,12,exp190923,20000,3,exp190923_3_D12
E01,16589,150,E,01,exp190923,20000,3,exp190923_3_E01
E02,16671,150,E,02,exp190923,20000,3,exp190923_3_E02
E03,16295,150,E,03,exp190923,20000,3,exp190923_3_E03
E04,16312,150,E,04,exp190923,20000,3,exp190923_3_E04
E05,16307,150,E,05,exp190923,20000,3,exp190923_3_E05
E06,16924,150,E,06,exp190923,20000,3,exp190923_3_E06
E07,15503,150,E,07,exp190923,20000,3,exp190923_3_E07
E08,16095,150,E,08,exp190923,20000,3,exp190923_3_E08
E09,16372,150,E,09,exp190923,20000,3,exp190923_3_E09
E10,16426,150,E,10,exp190923,20000,3,exp190923_3_E10
E11,16818,150,E,11,exp190923,20000,3,exp190923_3_E11
E12,17063,150,E,12,exp190923,20000,3,exp190923_3_E12
F01,17248,150,F,01,exp190923,20000,3,exp190923_3_F01
F02,16454,150,F,02,exp190923,20000,3,exp190923_3_F02
F03,17220,150,F,03,exp190923,20000,3,exp190923_3_F03
F04,16961,150,F,04,exp190923,20000,3,exp190923_3_F04
F05,16980,150,F,05,exp190923,20000,3,exp190923_3_F05
F06,16684,150,F,06,exp190923,20000,3,exp190923_3_F06
F07,17405,150,F,07,exp190923,20000,3,exp190923_3_F07
F08,16273,150,F,08,exp190923,20000,3,exp190923_3_F08
F09,16586,150,F,09,exp190923,20000,3,exp190923_3_F09
F10,16276,150,F,10,exp190923,20000,3,exp190923_3_F10
F11,16242,150,F,11,exp190923,20000,3,exp190923_3_F11
F12,17389,150,F,12,exp190923,20000,3,exp190923_3_F12
G01,17633,150,G,01,exp190923,20000,3,exp190923_3_G01
G02,17366,150,G,02,exp190923,20000,3,exp190923_3_G02
G03,16778,150,G,03,exp190923,20000,3,exp190923_3_G03
G04,17017,150,G,04,exp190923,20000,3,exp190923_3_G04
G05,17458,150,G,05,exp190923,20000,3,exp190923_3_G05
G06,17566,150,G,06,exp190923,20000,3,exp190923_3_G06
G07,16169,150,G,07,exp190923,20000,3,exp190923_3_G07
G08,16320,150,G,08,exp190923,20000,3,exp190923_3_G08
G09,17155,150,G,09,exp190923,20000,3,exp190923_3_G09
G10,16411,150,G,10,exp190923,20000,3,exp190923_3_G10
G11,17020,150,G,11,exp190923,20000,3,exp190923_3_G11
G12,16936,150,G,12,exp190923,20000,3,exp190923_3_G12
H01,11864,150,H,01,exp190923,20000,3,exp190923_3_H01
H02,17834,150,H,02,exp190923,20000,3,exp190923_3_H02
H03,18065,150,H,03,exp190923,20000,3,exp190923_3_H03
H04,17112,150,H,04,exp190923,20000,3,exp190923_3_H04
H05,17903,150,H,05,exp190923,20000,3,exp190923_3_H05
H06,17218,150,H,06,exp190923,20000,3,exp190923_3_H06
H07,17057,150,H,07,exp190923,20000,3,exp190923_3_H07
H08,16696,150,H,08,exp190923,20000,3,exp190923_3_H08
H09,17869,150,H,09,exp190923,20000,3,exp190923_3_H09
H10,15625,150,H,10,exp190923,20000,3,exp190923_3_H10
H11,15564,150,H,11,exp190923,20000,3,exp190923_3_H11
H12,25544,150,H,12,exp190923,20000,3,exp190923_3_H12
A01,16547,156,A,01,exp190923,20000,3,exp190923_3_A01
A02,16454,156,A,02,exp190923,20000,3,exp190923_3_A02
A03,16829,156,A,03,exp190923,20000,3,exp190923_3_A03
A04,17195,156,A,04,exp190923,20000,3,exp190923_3_A04
A05,15380,156,A,05,exp190923,20000,3,exp190923_3_A05
A06,17243,156,A,06,exp190923,20000,3,exp190923_3_A06
A07,16715,156,A,07,exp190923,20000,3,exp190923_3_A07
A08,17230,156,A,08,exp190923,20000,3,exp190923_3_A08
A09,16663,156,A,09,exp190923,20000,3,exp190923_3_A09
A10,16357,156,A,10,exp190923,20000,3,exp190923_3_A10
A11,16742,156,A,11,exp190923,20000,3,exp190923_3_A11
A12,17764,156,A,12,exp190923,20000,3,exp190923_3_A12
B01,18304,156,B,01,exp190923,20000,3,exp190923_3_B01
B02,18445,156,B,02,exp190923,20000,3,exp190923_3_B02
B03,16698,156,B,03,exp190923,20000,3,exp190923_3_B03
B04,16312,156,B,04,exp190923,20000,3,exp190923_3_B04
B05,17582,156,B,05,exp190923,20000,3,exp190923_3_B05
B06,16142,156,B,06,exp190923,20000,3,exp190923_3_B06
B07,17627,156,B,07,exp190923,20000,3,exp190923_3_B07
B08,16605,156,B,08,exp190923,20000,3,exp190923_3_B08
B09,16800,156,B,09,exp190923,20000,3,exp190923_3_B09
B10,15731,156,B,10,exp190923,20000,3,exp190923_3_B10
B11,17165,156,B,11,exp190923,20000,3,exp190923_3_B11
B12,17660,156,B,12,exp190923,20000,3,exp190923_3_B12
C01,17125,156,C,01,exp190923,20000,3,exp190923_3_C01
C02,17933,156,C,02,exp190923,20000,3,exp190923_3_C02
C03,16362,156,C,03,exp190923,20000,3,exp190923_3_C03
C04,15930,156,C,04,exp190923,20000,3,exp190923_3_C04
C05,16937,156,C,05,exp190923,20000,3,exp190923_3_C05
C06,16700,156,C,06,exp190923,20000,3,exp190923_3_C06
C07,17260,156,C,07,exp190923,20000,3,exp190923_3_C07
C08,16422,156,C,08,exp190923,20000,3,exp190923_3_C08
C09,16382,156,C,09,exp190923,20000,3,exp190923_3_C09
C10,16790,156,C,10,exp190923,20000,3,exp190923_3_C10
C11,16410,156,C,11,exp190923,20000,3,exp190923_3_C11
C12,16684,156,C,12,exp190923,20000,3,exp190923_3_C12
D01,18342,156,D,01,exp190923,20000,3,exp190923_3_D01
D02,16654,156,D,02,exp190923,20000,3,exp190923_3_D02
D03,16503,156,D,03,exp190923,20000,3,exp190923_3_D03
D04,16283,156,D,04,exp190923,20000,3,exp190923_3_D04
D05,16422,156,D,05,exp190923,20000,3,exp190923_3_D05
D06,16629,156,D,06,exp190923,20000,3,exp190923_3_D06
D07,16857,156,D,07,exp190923,20000,3,exp190923_3_D07
D08,17583,156,D,08,exp190923,20000,3,exp190923_3_D08
D09,16370,156,D,09,exp190923,20000,3,exp190923_3_D09
D10,15667,156,D,10,exp190923,20000,3,exp190923_3_D10
D11,17054,156,D,11,exp190923,20000,3,exp190923_3_D11
D12,16777,156,D,12,exp190923,20000,3,exp190923_3_D12
E01,16608,156,E,01,exp190923,20000,3,exp190923_3_E01
E02,16366,156,E,02,exp190923,20000,3,exp190923_3_E02
E03,16503,156,E,03,exp190923,20000,3,exp190923_3_E03
E04,16305,156,E,04,exp190923,20000,3,exp190923_3_E04
E05,16093,156,E,05,exp190923,20000,3,exp190923_3_E05
E06,16744,156,E,06,exp190923,20000,3,exp190923_3_E06
E07,15166,156,E,07,exp190923,20000,3,exp190923_3_E07
E08,16325,156,E,08,exp190923,20000,3,exp190923_3_E08
E09,16492,156,E,09,exp190923,20000,3,exp190923_3_E09
E10,17172,156,E,10,exp190923,20000,3,exp190923_3_E10
E11,16674,156,E,11,exp190923,20000,3,exp190923_3_E11
E12,17162,156,E,12,exp190923,20000,3,exp190923_3_E12
F01,17178,156,F,01,exp190923,20000,3,exp190923_3_F01
F02,16255,156,F,02,exp190923,20000,3,exp190923_3_F02
F03,17845,156,F,03,exp190923,20000,3,exp190923_3_F03
F04,16657,156,F,04,exp190923,20000,3,exp190923_3_F04
F05,16933,156,F,05,exp190923,20000,3,exp190923_3_F05
F06,16777,156,F,06,exp190923,20000,3,exp190923_3_F06
F07,17238,156,F,07,exp190923,20000,3,exp190923_3_F07
F08,16308,156,F,08,exp190923,20000,3,exp190923_3_F08
F09,16844,156,F,09,exp190923,20000,3,exp190923_3_F09
F10,16213,156,F,10,exp190923,20000,3,exp190923_3_F10
F11,16262,156,F,11,exp190923,20000,3,exp190923_3_F11
F12,17473,156,F,12,exp190923,20000,3,exp190923_3_F12
G01,17451,156,G,01,exp190923,20000,3,exp190923_3_G01
G02,17881,156,G,02,exp190923,20000,3,exp190923_3_G02
G03,17014,156,G,03,exp190923,20000,3,exp190923_3_G03
G04,17165,156,G,04,exp190923,20000,3,exp190923_3_G04
G05,17249,156,G,05,exp190923,20000,3,exp190923_3_G05
G06,17457,156,G,06,exp190923,20000,3,exp190923_3_G06
G07,16085,156,G,07,exp190923,20000,3,exp190923_3_G07
G08,16573,156,G,08,exp190923,20000,3,exp190923_3_G08
G09,16993,156,G,09,exp190923,20000,3,exp190923_3_G09
G10,16645,156,G,10,exp190923,20000,3,exp190923_3_G10
G11,17314,156,G,11,exp190923,20000,3,exp190923_3_G11
G12,16798,156,G,12,exp190923,20000,3,exp190923_3_G12
H01,11857,156,H,01,exp190923,20000,3,exp190923_3_H01
H02,17525,156,H,02,exp190923,20000,3,exp190923_3_H02
H03,17916,156,H,03,exp190923,20000,3,exp190923_3_H03
H04,17170,156,H,04,exp190923,20000,3,exp190923_3_H04
H05,17962,156,H,05,exp190923,20000,3,exp190923_3_H05
H06,17228,156,H,06,exp190923,20000,3,exp190923_3_H06
H07,17519,156,H,07,exp190923,20000,3,exp190923_3_H07
H08,16394,156,H,08,exp190923,20000,3,exp190923_3_H08
H09,17693,156,H,09,exp190923,20000,3,exp190923_3_H09
H10,15569,156,H,10,exp190923,20000,3,exp190923_3_H10
H11,15672,156,H,11,exp190923,20000,3,exp190923_3_H11
H12,25197,156,H,12,exp190923,20000,3,exp190923_3_H12
A01,16601,162,A,01,exp190923,20000,3,exp190923_3_A01
A02,16351,162,A,02,exp190923,20000,3,exp190923_3_A02
A03,16840,162,A,03,exp190923,20000,3,exp190923_3_A03
A04,17397,162,A,04,exp190923,20000,3,exp190923_3_A04
A05,15209,162,A,05,exp190923,20000,3,exp190923_3_A05
A06,17139,162,A,06,exp190923,20000,3,exp190923_3_A06
A07,17010,162,A,07,exp190923,20000,3,exp190923_3_A07
A08,17241,162,A,08,exp190923,20000,3,exp190923_3_A08
A09,16826,162,A,09,exp190923,20000,3,exp190923_3_A09
A10,16556,162,A,10,exp190923,20000,3,exp190923_3_A10
A11,17208,162,A,11,exp190923,20000,3,exp190923_3_A11
A12,17433,162,A,12,exp190923,20000,3,exp190923_3_A12
B01,17969,162,B,01,exp190923,20000,3,exp190923_3_B01
B02,18374,162,B,02,exp190923,20000,3,exp190923_3_B02
B03,16405,162,B,03,exp190923,20000,3,exp190923_3_B03
B04,16458,162,B,04,exp190923,20000,3,exp190923_3_B04
B05,17541,162,B,05,exp190923,20000,3,exp190923_3_B05
B06,16140,162,B,06,exp190923,20000,3,exp190923_3_B06
B07,17589,162,B,07,exp190923,20000,3,exp190923_3_B07
B08,16450,162,B,08,exp190923,20000,3,exp190923_3_B08
B09,17261,162,B,09,exp190923,20000,3,exp190923_3_B09
B10,16018,162,B,10,exp190923,20000,3,exp190923_3_B10
B11,17217,162,B,11,exp190923,20000,3,exp190923_3_B11
B12,17498,162,B,12,exp190923,20000,3,exp190923_3_B12
C01,17258,162,C,01,exp190923,20000,3,exp190923_3_C01
C02,17688,162,C,02,exp190923,20000,3,exp190923_3_C02
C03,16417,162,C,03,exp190923,20000,3,exp190923_3_C03
C04,15845,162,C,04,exp190923,20000,3,exp190923_3_C04
C05,16805,162,C,05,exp190923,20000,3,exp190923_3_C05
C06,17081,162,C,06,exp190923,20000,3,exp190923_3_C06
C07,17406,162,C,07,exp190923,20000,3,exp190923_3_C07
C08,16326,162,C,08,exp190923,20000,3,exp190923_3_C08
C09,16801,162,C,09,exp190923,20000,3,exp190923_3_C09
C10,17206,162,C,10,exp190923,20000,3,exp190923_3_C10
C11,16562,162,C,11,exp190923,20000,3,exp190923_3_C11
C12,16930,162,C,12,exp190923,20000,3,exp190923_3_C12
D01,18366,162,D,01,exp190923,20000,3,exp190923_3_D01
D02,16903,162,D,02,exp190923,20000,3,exp190923_3_D02
D03,16425,162,D,03,exp190923,20000,3,exp190923_3_D03
D04,16291,162,D,04,exp190923,20000,3,exp190923_3_D04
D05,16472,162,D,05,exp190923,20000,3,exp190923_3_D05
D06,16557,162,D,06,exp190923,20000,3,exp190923_3_D06
D07,17063,162,D,07,exp190923,20000,3,exp190923_3_D07
D08,17244,162,D,08,exp190923,20000,3,exp190923_3_D08
D09,16723,162,D,09,exp190923,20000,3,exp190923_3_D09
D10,15489,162,D,10,exp190923,20000,3,exp190923_3_D10
D11,17205,162,D,11,exp190923,20000,3,exp190923_3_D11
D12,16816,162,D,12,exp190923,20000,3,exp190923_3_D12
E01,16713,162,E,01,exp190923,20000,3,exp190923_3_E01
E02,16749,162,E,02,exp190923,20000,3,exp190923_3_E02
E03,16528,162,E,03,exp190923,20000,3,exp190923_3_E03
E04,15919,162,E,04,exp190923,20000,3,exp190923_3_E04
E05,16280,162,E,05,exp190923,20000,3,exp190923_3_E05
E06,17072,162,E,06,exp190923,20000,3,exp190923_3_E06
E07,15414,162,E,07,exp190923,20000,3,exp190923_3_E07
E08,16144,162,E,08,exp190923,20000,3,exp190923_3_E08
E09,16379,162,E,09,exp190923,20000,3,exp190923_3_E09
E10,16767,162,E,10,exp190923,20000,3,exp190923_3_E10
E11,16960,162,E,11,exp190923,20000,3,exp190923_3_E11
E12,17123,162,E,12,exp190923,20000,3,exp190923_3_E12
F01,17461,162,F,01,exp190923,20000,3,exp190923_3_F01
F02,16210,162,F,02,exp190923,20000,3,exp190923_3_F02
F03,17321,162,F,03,exp190923,20000,3,exp190923_3_F03
F04,16883,162,F,04,exp190923,20000,3,exp190923_3_F04
F05,17009,162,F,05,exp190923,20000,3,exp190923_3_F05
F06,16598,162,F,06,exp190923,20000,3,exp190923_3_F06
F07,16865,162,F,07,exp190923,20000,3,exp190923_3_F07
F08,16307,162,F,08,exp190923,20000,3,exp190923_3_F08
F09,16629,162,F,09,exp190923,20000,3,exp190923_3_F09
F10,16236,162,F,10,exp190923,20000,3,exp190923_3_F10
F11,16451,162,F,11,exp190923,20000,3,exp190923_3_F11
F12,17120,162,F,12,exp190923,20000,3,exp190923_3_F12
G01,18340,162,G,01,exp190923,20000,3,exp190923_3_G01
G02,17320,162,G,02,exp190923,20000,3,exp190923_3_G02
G03,17035,162,G,03,exp190923,20000,3,exp190923_3_G03
G04,17092,162,G,04,exp190923,20000,3,exp190923_3_G04
G05,17356,162,G,05,exp190923,20000,3,exp190923_3_G05
G06,17619,162,G,06,exp190923,20000,3,exp190923_3_G06
G07,16273,162,G,07,exp190923,20000,3,exp190923_3_G07
G08,16081,162,G,08,exp190923,20000,3,exp190923_3_G08
G09,17108,162,G,09,exp190923,20000,3,exp190923_3_G09
G10,16620,162,G,10,exp190923,20000,3,exp190923_3_G10
G11,17031,162,G,11,exp190923,20000,3,exp190923_3_G11
G12,16788,162,G,12,exp190923,20000,3,exp190923_3_G12
H01,11889,162,H,01,exp190923,20000,3,exp190923_3_H01
H02,17449,162,H,02,exp190923,20000,3,exp190923_3_H02
H03,17983,162,H,03,exp190923,20000,3,exp190923_3_H03
H04,17393,162,H,04,exp190923,20000,3,exp190923_3_H04
H05,17915,162,H,05,exp190923,20000,3,exp190923_3_H05
H06,17193,162,H,06,exp190923,20000,3,exp190923_3_H06
H07,17175,162,H,07,exp190923,20000,3,exp190923_3_H07
H08,16843,162,H,08,exp190923,20000,3,exp190923_3_H08
H09,18035,162,H,09,exp190923,20000,3,exp190923_3_H09
H10,15583,162,H,10,exp190923,20000,3,exp190923_3_H10
H11,15717,162,H,11,exp190923,20000,3,exp190923_3_H11
H12,25019,162,H,12,exp190923,20000,3,exp190923_3_H12
A01,16230,168,A,01,exp190923,20000,3,exp190923_3_A01
A02,16607,168,A,02,exp190923,20000,3,exp190923_3_A02
A03,17232,168,A,03,exp190923,20000,3,exp190923_3_A03
A04,17585,168,A,04,exp190923,20000,3,exp190923_3_A04
A05,15204,168,A,05,exp190923,20000,3,exp190923_3_A05
A06,17331,168,A,06,exp190923,20000,3,exp190923_3_A06
A07,16848,168,A,07,exp190923,20000,3,exp190923_3_A07
A08,17177,168,A,08,exp190923,20000,3,exp190923_3_A08
A09,16478,168,A,09,exp190923,20000,3,exp190923_3_A09
A10,16339,168,A,10,exp190923,20000,3,exp190923_3_A10
A11,17118,168,A,11,exp190923,20000,3,exp190923_3_A11
A12,17531,168,A,12,exp190923,20000,3,exp190923_3_A12
B01,18830,168,B,01,exp190923,20000,3,exp190923_3_B01
B02,18327,168,B,02,exp190923,20000,3,exp190923_3_B02
B03,17182,168,B,03,exp190923,20000,3,exp190923_3_B03
B04,16439,168,B,04,exp190923,20000,3,exp190923_3_B04
B05,17380,168,B,05,exp190923,20000,3,exp190923_3_B05
B06,16567,168,B,06,exp190923,20000,3,exp190923_3_B06
B07,17350,168,B,07,exp190923,20000,3,exp190923_3_B07
B08,16422,168,B,08,exp190923,20000,3,exp190923_3_B08
B09,17168,168,B,09,exp190923,20000,3,exp190923_3_B09
B10,16138,168,B,10,exp190923,20000,3,exp190923_3_B10
B11,17401,168,B,11,exp190923,20000,3,exp190923_3_B11
B12,17464,168,B,12,exp190923,20000,3,exp190923_3_B12
C01,16931,168,C,01,exp190923,20000,3,exp190923_3_C01
C02,17514,168,C,02,exp190923,20000,3,exp190923_3_C02
C03,16413,168,C,03,exp190923,20000,3,exp190923_3_C03
C04,16103,168,C,04,exp190923,20000,3,exp190923_3_C04
C05,17140,168,C,05,exp190923,20000,3,exp190923_3_C05
C06,16799,168,C,06,exp190923,20000,3,exp190923_3_C06
C07,17406,168,C,07,exp190923,20000,3,exp190923_3_C07
C08,16446,168,C,08,exp190923,20000,3,exp190923_3_C08
C09,16427,168,C,09,exp190923,20000,3,exp190923_3_C09
C10,17012,168,C,10,exp190923,20000,3,exp190923_3_C10
C11,16412,168,C,11,exp190923,20000,3,exp190923_3_C11
C12,17010,168,C,12,exp190923,20000,3,exp190923_3_C12
D01,18250,168,D,01,exp190923,20000,3,exp190923_3_D01
D02,17184,168,D,02,exp190923,20000,3,exp190923_3_D02
D03,16371,168,D,03,exp190923,20000,3,exp190923_3_D03
D04,16236,168,D,04,exp190923,20000,3,exp190923_3_D04
D05,16148,168,D,05,exp190923,20000,3,exp190923_3_D05
D06,16512,168,D,06,exp190923,20000,3,exp190923_3_D06
D07,16999,168,D,07,exp190923,20000,3,exp190923_3_D07
D08,17202,168,D,08,exp190923,20000,3,exp190923_3_D08
D09,16639,168,D,09,exp190923,20000,3,exp190923_3_D09
D10,15621,168,D,10,exp190923,20000,3,exp190923_3_D10
D11,16930,168,D,11,exp190923,20000,3,exp190923_3_D11
D12,16993,168,D,12,exp190923,20000,3,exp190923_3_D12
E01,16840,168,E,01,exp190923,20000,3,exp190923_3_E01
E02,16701,168,E,02,exp190923,20000,3,exp190923_3_E02
E03,16559,168,E,03,exp190923,20000,3,exp190923_3_E03
E04,16639,168,E,04,exp190923,20000,3,exp190923_3_E04
E05,16249,168,E,05,exp190923,20000,3,exp190923_3_E05
E06,17034,168,E,06,exp190923,20000,3,exp190923_3_E06
E07,15323,168,E,07,exp190923,20000,3,exp190923_3_E07
E08,16271,168,E,08,exp190923,20000,3,exp190923_3_E08
E09,16763,168,E,09,exp190923,20000,3,exp190923_3_E09
E10,17077,168,E,10,exp190923,20000,3,exp190923_3_E10
E11,17037,168,E,11,exp190923,20000,3,exp190923_3_E11
E12,17073,168,E,12,exp190923,20000,3,exp190923_3_E12
F01,17366,168,F,01,exp190923,20000,3,exp190923_3_F01
F02,16145,168,F,02,exp190923,20000,3,exp190923_3_F02
F03,17264,168,F,03,exp190923,20000,3,exp190923_3_F03
F04,16803,168,F,04,exp190923,20000,3,exp190923_3_F04
F05,16955,168,F,05,exp190923,20000,3,exp190923_3_F05
F06,16241,168,F,06,exp190923,20000,3,exp190923_3_F06
F07,17088,168,F,07,exp190923,20000,3,exp190923_3_F07
F08,16022,168,F,08,exp190923,20000,3,exp190923_3_F08
F09,16894,168,F,09,exp190923,20000,3,exp190923_3_F09
F10,16634,168,F,10,exp190923,20000,3,exp190923_3_F10
F11,16117,168,F,11,exp190923,20000,3,exp190923_3_F11
F12,17236,168,F,12,exp190923,20000,3,exp190923_3_F12
G01,17678,168,G,01,exp190923,20000,3,exp190923_3_G01
G02,17343,168,G,02,exp190923,20000,3,exp190923_3_G02
G03,16835,168,G,03,exp190923,20000,3,exp190923_3_G03
G04,17334,168,G,04,exp190923,20000,3,exp190923_3_G04
G05,17182,168,G,05,exp190923,20000,3,exp190923_3_G05
G06,17458,168,G,06,exp190923,20000,3,exp190923_3_G06
G07,16166,168,G,07,exp190923,20000,3,exp190923_3_G07
G08,16482,168,G,08,exp190923,20000,3,exp190923_3_G08
G09,16780,168,G,09,exp190923,20000,3,exp190923_3_G09
G10,16454,168,G,10,exp190923,20000,3,exp190923_3_G10
G11,17280,168,G,11,exp190923,20000,3,exp190923_3_G11
G12,16624,168,G,12,exp190923,20000,3,exp190923_3_G12
H01,11736,168,H,01,exp190923,20000,3,exp190923_3_H01
H02,17707,168,H,02,exp190923,20000,3,exp190923_3_H02
H03,18261,168,H,03,exp190923,20000,3,exp190923_3_H03
H04,17335,168,H,04,exp190923,20000,3,exp190923_3_H04
H05,17938,168,H,05,exp190923,20000,3,exp190923_3_H05
H06,17240,168,H,06,exp190923,20000,3,exp190923_3_H06
H07,17154,168,H,07,exp190923,20000,3,exp190923_3_H07
H08,16420,168,H,08,exp190923,20000,3,exp190923_3_H08
H09,17950,168,H,09,exp190923,20000,3,exp190923_3_H09
