well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id
F06,16419,546,F,06,exp190923,20000,3,exp190923_3_F06
F07,21304,546,F,07,exp190923,20000,3,exp190923_3_F07
F08,16015,546,F,08,exp190923,20000,3,exp190923_3_F08
F09,16814,546,F,09,exp190923,20000,3,exp190923_3_F09
F10,19918,546,F,10,exp190923,20000,3,exp190923_3_F10
F11,18587,546,F,11,exp190923,20000,3,exp190923_3_F11
F12,16938,546,F,12,exp190923,20000,3,exp190923_3_F12
G01,18222,546,G,01,exp190923,20000,3,exp190923_3_G01
G02,18402,546,G,02,exp190923,20000,3,exp190923_3_G02
G03,16642,546,G,03,exp190923,20000,3,exp190923_3_G03
G04,17241,546,G,04,exp190923,20000,3,exp190923_3_G04
G05,16924,546,G,05,exp190923,20000,3,exp190923_3_G05
G06,20525,546,G,06,exp190923,20000,3,exp190923_3_G06
G07,18165,546,G,07,exp190923,20000,3,exp190923_3_G07
G08,16109,546,G,08,exp190923,20000,3,exp190923_3_G08
G09,18814,546,G,09,exp190923,20000,3,exp190923_3_G09
G10,18997,546,G,10,exp190923,20000,3,exp190923_3_G10
G11,17927,546,G,11,exp190923,20000,3,exp190923_3_G11
G12,17863,546,G,12,exp190923,20000,3,exp190923_3_G12
H01,11264,546,H,01,exp190923,20000,3,exp190923_3_H01
H02,17293,546,H,02,exp190923,20000,3,exp190923_3_H02
H03,18153,546,H,03,exp190923,20000,3,exp190923_3_H03
H04,19455,546,H,04,exp190923,20000,3,exp190923_3_H04
H05,21592,546,H,05,exp190923,20000,3,exp190923_3_H05
H06,17893,546,H,06,exp190923,20000,3,exp190923_3_H06
H07,18803,546,H,07,exp190923,20000,3,exp190923_3_H07
H08,16421,546,H,08,exp190923,20000,3,exp190923_3_H08
H09,18424,546,H,09,exp190923,20000,3,exp190923_3_H09
H10,15207,546,H,10,exp190923,20000,3,exp190923_3_H10
H11,15263,546,H,11,exp190923,20000,3,exp190923_3_H11
H12,22867,546,H,12,exp190923,20000,3,exp190923_3_H12
A01,15730,552,A,01,exp190923,20000,3,exp190923_3_A01
A02,16462,552,A,02,exp190923,20000,3,exp190923_3_A02
A03,17892,552,A,03,exp190923,20000,3,exp190923_3_A03
A04,18401,552,A,04,exp190923,20000,3,exp190923_3_A04
A05,15036,552,A,05,exp190923,20000,3,exp190923_3_A05
A06,18975,552,A,06,exp190923,20000,3,exp190923_3_A06
A07,16447,552,A,07,exp190923,20000,3,exp190923_3_A07
A08,17753,552,A,08,exp190923,20000,3,exp190923_3_A08
A09,17524,552,A,09,exp190923,20000,3,exp190923_3_A09
A10,22037,552,A,10,exp190923,20000,3,exp190923_3_A10
A11,18173,552,A,11,exp190923,20000,3,exp190923_3_A11
A12,16419,552,A,12,exp190923,20000,3,exp190923_3_A12
B01,17679,552,B,01,exp190923,20000,3,exp190923_3_B01
B02,18000,552,B,02,exp190923,20000,3,exp190923_3_B02
B03,16473,552,B,03,exp190923,20000,3,exp190923_3_B03
B04,23263,552,B,04,exp190923,20000,3,exp190923_3_B04
B05,17803,552,B,05,exp190923,20000,3,exp190923_3_B05
B06,16265,552,B,06,exp190923,20000,3,exp190923_3_B06
B07,19995,552,B,07,exp190923,20000,3,exp190923_3_B07
B08,17130,552,B,08,exp190923,20000,3,exp190923_3_B08
B09,17899,552,B,09,exp190923,20000,3,exp190923_3_B09
B10,16061,552,B,10,exp190923,20000,3,exp190923_3_B10
B11,19570,552,B,11,exp190923,20000,3,exp190923_3_B11
B12,18939,552,B,12,exp190923,20000,3,exp190923_3_B12
C01,17993,552,C,01,exp190923,20000,3,exp190923_3_C01
C02,17335,552,C,02,exp190923,20000,3,exp190923_3_C02
C03,15962,552,C,03,exp190923,20000,3,exp190923_3_C03
C04,16032,552,C,04,exp190923,20000,3,exp190923_3_C04
C05,17832,552,C,05,exp190923,20000,3,exp190923_3_C05
C06,16617,552,C,06,exp190923,20000,3,exp190923_3_C06
C07,19540,552,C,07,exp190923,20000,3,exp190923_3_C07
C08,17022,552,C,08,exp190923,20000,3,exp190923_3_C08
C09,17132,552,C,09,exp190923,20000,3,exp190923_3_C09
C10,17121,552,C,10,exp190923,20000,3,exp190923_3_C10
C11,19023,552,C,11,exp190923,20000,3,exp190923_3_C11
C12,19012,552,C,12,exp190923,20000,3,exp190923_3_C12
D01,17993,552,D,01,exp190923,20000,3,exp190923_3_D01
D02,16393,552,D,02,exp190923,20000,3,exp190923_3_D02
D03,18586,552,D,03,exp190923,20000,3,exp190923_3_D03
D04,16270,552,D,04,exp190923,20000,3,exp190923_3_D04
D05,16859,552,D,05,exp190923,20000,3,exp190923_3_D05
D06,16253,552,D,06,exp190923,20000,3,exp190923_3_D06
D07,17522,552,D,07,exp190923,20000,3,exp190923_3_D07
D08,18372,552,D,08,exp190923,20000,3,exp190923_3_D08
D09,16630,552,D,09,exp190923,20000,3,exp190923_3_D09
D10,15847,552,D,10,exp190923,20000,3,exp190923_3_D10
D11,17387,552,D,11,exp190923,20000,3,exp190923_3_D11
D12,16300,552,D,12,exp190923,20000,3,exp190923_3_D12
E01,18366,552,E,01,exp190923,20000,3,exp190923_3_E01
E02,16508,552,E,02,exp190923,20000,3,exp190923_3_E02
E03,16327,552,E,03,exp190923,20000,3,exp190923_3_E03
E04,16335,552,E,04,exp190923,20000,3,exp190923_3_E04
E05,15918,552,E,05,exp190923,20000,3,exp190923_3_E05
E06,16718,552,E,06,exp190923,20000,3,exp190923_3_E06
E07,15068,552,E,07,exp190923,20000,3,exp190923_3_E07
E08,16355,552,E,08,exp190923,20000,3,exp190923_3_E08
E09,16512,552,E,09,exp190923,20000,3,exp190923_3_E09
E10,22496,552,E,10,exp190923,20000,3,exp190923_3_E10
E11,18248,552,E,11,exp190923,20000,3,exp190923_3_E11
E12,16698,552,E,12,exp190923,20000,3,exp190923_3_E12
F01,17817,552,F,01,exp190923,20000,3,exp190923_3_F01
F02,16164,552,F,02,exp190923,20000,3,exp190923_3_F02
F03,19955,552,F,03,exp190923,20000,3,exp190923_3_F03
F04,17288,552,F,04,exp190923,20000,3,exp190923_3_F04
F05,16709,552,F,05,exp190923,20000,3,exp190923_3_F05
F06,16692,552,F,06,exp190923,20000,3,exp190923_3_F06
F07,21284,552,F,07,exp190923,20000,3,exp190923_3_F07
F08,16103,552,F,08,exp190923,20000,3,exp190923_3_F08
F09,16763,552,F,09,exp190923,20000,3,exp190923_3_F09
F10,19716,552,F,10,exp190923,20000,3,exp190923_3_F10
F11,18331,552,F,11,exp190923,20000,3,exp190923_3_F11
F12,16935,552,F,12,exp190923,20000,3,exp190923_3_F12
G01,18005,552,G,01,exp190923,20000,3,exp190923_3_G01
G02,18672,552,G,02,exp190923,20000,3,exp190923_3_G02
G03,16946,552,G,03,exp190923,20000,3,exp190923_3_G03
G04,17039,552,G,04,exp190923,20000,3,exp190923_3_G04
G05,16804,552,G,05,exp190923,20000,3,exp190923_3_G05
G06,20505,552,G,06,exp190923,20000,3,exp190923_3_G06
G07,17907,552,G,07,exp190923,20000,3,exp190923_3_G07
G08,16471,552,G,08,exp190923,20000,3,exp190923_3_G08
G09,18591,552,G,09,exp190923,20000,3,exp190923_3_G09
G10,18763,552,G,10,exp190923,20000,3,exp190923_3_G10
G11,18023,552,G,11,exp190923,20000,3,exp190923_3_G11
G12,17668,552,G,12,exp190923,20000,3,exp190923_3_G12
H01,11313,552,H,01,exp190923,20000,3,exp190923_3_H01
H02,17613,552,H,02,exp190923,20000,3,exp190923_3_H02
H03,18135,552,H,03,exp190923,20000,3,exp190923_3_H03
H04,19385,552,H,04,exp190923,20000,3,exp190923_3_H04
H05,21656,552,H,05,exp190923,20000,3,exp190923_3_H05
H06,17892,552,H,06,exp190923,20000,3,exp190923_3_H06
H07,18628,552,H,07,exp190923,20000,3,exp190923_3_H07
H08,16613,552,H,08,exp190923,20000,3,exp190923_3_H08
H09,18395,552,H,09,exp190923,20000,3,exp190923_3_H09
H10,15117,552,H,10,exp190923,20000,3,exp190923_3_H10
H11,15335,552,H,11,exp190923,20000,3,exp190923_3_H11
H12,22467,552,H,12,exp190923,20000,3,exp190923_3_H12
A01,15638,558,A,01,exp190923,20000,3,exp190923_3_A01
A02,16435,558,A,02,exp190923,20000,3,exp190923_3_A02
A03,17906,558,A,03,exp190923,20000,3,exp190923_3_A03
A04,18779,558,A,04,exp190923,20000,3,exp190923_3_A04
A05,14806,558,A,05,exp190923,20000,3,exp190923_3_A05
A06,19366,558,A,06,exp190923,20000,3,exp190923_3_A06
A07,16601,558,A,07,exp190923,20000,3,exp190923_3_A07
A08,18329,558,A,08,exp190923,20000,3,exp190923_3_A08
A09,17846,558,A,09,exp190923,20000,3,exp190923_3_A09
A10,21811,558,A,10,exp190923,20000,3,exp190923_3_A10
A11,17729,558,A,11,exp190923,20000,3,exp190923_3_A11
A12,16332,558,A,12,exp190923,20000,3,exp190923_3_A12
B01,17341,558,B,01,exp190923,20000,3,exp190923_3_B01
B02,18522,558,B,02,exp190923,20000,3,exp190923_3_B02
B03,16847,558,B,03,exp190923,20000,3,exp190923_3_B03
B04,23043,558,B,04,exp190923,20000,3,exp190923_3_B04
B05,18087,558,B,05,exp190923,20000,3,exp190923_3_B05
B06,16282,558,B,06,exp190923,20000,3,exp190923_3_B06
B07,20461,558,B,07,exp190923,20000,3,exp190923_3_B07
B08,17079,558,B,08,exp190923,20000,3,exp190923_3_B08
B09,17625,558,B,09,exp190923,20000,3,exp190923_3_B09
B10,15708,558,B,10,exp190923,20000,3,exp190923_3_B10
B11,19147,558,B,11,exp190923,20000,3,exp190923_3_B11
B12,18840,558,B,12,exp190923,20000,3,exp190923_3_B12
C01,17867,558,C,01,exp190923,20000,3,exp190923_3_C01
C02,17246,558,C,02,exp190923,20000,3,exp190923_3_C02
C03,16176,558,C,03,exp190923,20000,3,exp190923_3_C03
C04,16007,558,C,04,exp190923,20000,3,exp190923_3_C04
C05,17273,558,C,05,exp190923,20000,3,exp190923_3_C05
C06,16711,558,C,06,exp190923,20000,3,exp190923_3_C06
C07,19769,558,C,07,exp190923,20000,3,exp190923_3_C07
C08,16784,558,C,08,exp190923,20000,3,exp190923_3_C08
C09,17065,558,C,09,exp190923,20000,3,exp190923_3_C09
C10,17402,558,C,10,exp190923,20000,3,exp190923_3_C10
C11,18861,558,C,11,exp190923,20000,3,exp190923_3_C11
C12,19429,558,C,12,exp190923,20000,3,exp190923_3_C12
D01,17945,558,D,01,exp190923,20000,3,exp190923_3_D01
D02,16630,558,D,02,exp190923,20000,3,exp190923_3_D02
D03,18940,558,D,03,exp190923,20000,3,exp190923_3_D03
D04,16430,558,D,04,exp190923,20000,3,exp190923_3_D04
D05,17064,558,D,05,exp190923,20000,3,exp190923_3_D05
D06,16252,558,D,06,exp190923,20000,3,exp190923_3_D06
D07,17583,558,D,07,exp190923,20000,3,exp190923_3_D07
D08,18300,558,D,08,exp190923,20000,3,exp190923_3_D08
D09,16580,558,D,09,exp190923,20000,3,exp190923_3_D09
D10,16155,558,D,10,exp190923,20000,3,exp190923_3_D10
D11,16898,558,D,11,exp190923,20000,3,exp190923_3_D11
D12,16334,558,D,12,exp190923,20000,3,exp190923_3_D12
E01,17936,558,E,01,exp190923,20000,3,exp190923_3_E01
E02,16395,558,E,02,exp190923,20000,3,exp190923_3_E02
E03,16249,558,E,03,exp190923,20000,3,exp190923_3_E03
E04,16112,558,E,04,exp190923,20000,3,exp190923_3_E04
E05,15944,558,E,05,exp190923,20000,3,exp190923_3_E05
E06,16649,558,E,06,exp190923,20000,3,exp190923_3_E06
E07,15303,558,E,07,exp190923,20000,3,exp190923_3_E07
E08,16047,558,E,08,exp190923,20000,3,exp190923_3_E08
E09,16452,558,E,09,exp190923,20000,3,exp190923_3_E09
E10,22627,558,E,10,exp190923,20000,3,exp190923_3_E10
E11,18317,558,E,11,exp190923,20000,3,exp190923_3_E11
E12,16920,558,E,12,exp190923,20000,3,exp190923_3_E12
F01,18188,558,F,01,exp190923,20000,3,exp190923_3_F01
F02,16397,558,F,02,exp190923,20000,3,exp190923_3_F02
F03,19879,558,F,03,exp190923,20000,3,exp190923_3_F03
F04,17421,558,F,04,exp190923,20000,3,exp190923_3_F04
F05,16702,558,F,05,exp190923,20000,3,exp190923_3_F05
F06,16803,558,F,06,exp190923,20000,3,exp190923_3_F06
F07,21612,558,F,07,exp190923,20000,3,exp190923_3_F07
F08,16025,558,F,08,exp190923,20000,3,exp190923_3_F08
F09,16701,558,F,09,exp190923,20000,3,exp190923_3_F09
F10,19770,558,F,10,exp190923,20000,3,exp190923_3_F10
F11,18500,558,F,11,exp190923,20000,3,exp190923_3_F11
F12,17046,558,F,12,exp190923,20000,3,exp190923_3_F12
G01,18569,558,G,01,exp190923,20000,3,exp190923_3_G01
G02,18874,558,G,02,exp190923,20000,3,exp190923_3_G02
G03,17089,558,G,03,exp190923,20000,3,exp190923_3_G03
G04,16972,558,G,04,exp190923,20000,3,exp190923_3_G04
G05,17088,558,G,05,exp190923,20000,3,exp190923_3_G05
G06,20842,558,G,06,exp190923,20000,3,exp190923_3_G06
G07,18320,558,G,07,exp190923,20000,3,exp190923_3_G07
G08,16169,558,G,08,exp190923,20000,3,exp190923_3_G08
G09,18982,558,G,09,exp190923,20000,3,exp190923_3_G09
G10,18930,558,G,10,exp190923,20000,3,exp190923_3_G10
G11,17871,558,G,11,exp190923,20000,3,exp190923_3_G11
G12,17934,558,G,12,exp190923,20000,3,exp190923_3_G12
H01,11450,558,H,01,exp190923,20000,3,exp190923_3_H01
H02,17409,558,H,02,exp190923,20000,3,exp190923_3_H02
H03,18378,558,H,03,exp190923,20000,3,exp190923_3_H03
H04,19407,558,H,04,exp190923,20000,3,exp190923_3_H04
H05,21508,558,H,05,exp190923,20000,3,exp190923_3_H05
H06,17689,558,H,06,exp190923,20000,3,exp190923_3_H06
H07,18755,558,H,07,exp190923,20000,3,exp190923_3_H07
H08,16530,558,H,08,exp190923,20000,3,exp190923_3_H08
H09,18715,558,H,09,exp190923,20000,3,exp190923_3_H09
H10,15590,558,H,10,exp190923,20000,3,exp190923_3_H10
H11,15410,558,H,11,exp190923,20000,3,exp190923_3_H11
H12,22560,558,H,12,exp190923,20000,3,exp190923_3_H12
A01,16200,564,A,01,exp190923,20000,3,exp190923_3_A01
A02,16443,564,A,02,exp190923,20000,3,exp190923_3_A02
A03,17871,564,A,03,exp190923,20000,3,exp190923_3_A03
A04,18680,564,A,04,exp190923,20000,3,exp190923_3_A04
A05,14816,564,A,05,exp190923,20000,3,exp190923_3_A05
A06,19075,564,A,06,exp190923,20000,3,exp190923_3_A06
A07,16420,564,A,07,exp190923,20000,3,exp190923_3_A07
A08,18208,564,A,08,exp190923,20000,3,exp190923_3_A08
A09,17946,564,A,09,exp190923,20000,3,exp190923_3_A09
A10,21929,564,A,10,exp190923,20000,3,exp190923_3_A10
A11,17992,564,A,11,exp190923,20000,3,exp190923_3_A11
A12,16274,564,A,12,exp190923,20000,3,exp190923_3_A12
B01,17739,564,B,01,exp190923,20000,3,exp190923_3_B01
B02,18329,564,B,02,exp190923,20000,3,exp190923_3_B02
B03,16763,564,B,03,exp190923,20000,3,exp190923_3_B03
B04,23319,564,B,04,exp190923,20000,3,exp190923_3_B04
B05,18018,564,B,05,exp190923,20000,3,exp190923_3_B05
B06,16296,564,B,06,exp190923,20000,3,exp190923_3_B06
B07,20433,564,B,07,exp190923,20000,3,exp190923_3_B07
B08,17153,564,B,08,exp190923,20000,3,exp190923_3_B08
B09,17836,564,B,09,exp190923,20000,3,exp190923_3_B09
B10,15760,564,B,10,exp190923,20000,3,exp190923_3_B10
B11,19385,564,B,11,exp190923,20000,3,exp190923_3_B11
B12,18957,564,B,12,exp190923,20000,3,exp190923_3_B12
C01,17929,564,C,01,exp190923,20000,3,exp190923_3_C01
C02,17266,564,C,02,exp190923,20000,3,exp190923_3_C02
C03,16140,564,C,03,exp190923,20000,3,exp190923_3_C03
C04,16081,564,C,04,exp190923,20000,3,exp190923_3_C04
C05,17698,564,C,05,exp190923,20000,3,exp190923_3_C05
C06,16736,564,C,06,exp190923,20000,3,exp190923_3_C06
C07,20185,564,C,07,exp190923,20000,3,exp190923_3_C07
C08,17407,564,C,08,exp190923,20000,3,exp190923_3_C08
C09,17215,564,C,09,exp190923,20000,3,exp190923_3_C09
C10,17421,564,C,10,exp190923,20000,3,exp190923_3_C10
C11,18923,564,C,11,exp190923,20000,3,exp190923_3_C11
C12,19241,564,C,12,exp190923,20000,3,exp190923_3_C12
D01,18083,564,D,01,exp190923,20000,3,exp190923_3_D01
D02,16512,564,D,02,exp190923,20000,3,exp190923_3_D02
D03,18570,564,D,03,exp190923,20000,3,exp190923_3_D03
D04,16418,564,D,04,exp190923,20000,3,exp190923_3_D04
D05,16887,564,D,05,exp190923,20000,3,exp190923_3_D05
D06,15899,564,D,06,exp190923,20000,3,exp190923_3_D06
D07,17517,564,D,07,exp190923,20000,3,exp190923_3_D07
D08,18361,564,D,08,exp190923,20000,3,exp190923_3_D08
D09,16430,564,D,09,exp190923,20000,3,exp190923_3_D09
D10,15699,564,D,10,exp190923,20000,3,exp190923_3_D10
D11,17127,564,D,11,exp190923,20000,3,exp190923_3_D11
D12,16367,564,D,12,exp190923,20000,3,exp190923_3_D12
E01,18215,564,E,01,exp190923,20000,3,exp190923_3_E01
E02,16511,564,E,02,exp190923,20000,3,exp190923_3_E02
E03,16281,564,E,03,exp190923,20000,3,exp190923_3_E03
E04,15926,564,E,04,exp190923,20000,3,exp190923_3_E04
E05,16313,564,E,05,exp190923,20000,3,exp190923_3_E05
E06,16408,564,E,06,exp190923,20000,3,exp190923_3_E06
E07,15335,564,E,07,exp190923,20000,3,exp190923_3_E07
E08,16155,564,E,08,exp190923,20000,3,exp190923_3_E08
E09,16654,564,E,09,exp190923,20000,3,exp190923_3_E09
E10,22670,564,E,10,exp190923,20000,3,exp190923_3_E10
E11,18267,564,E,11,exp190923,20000,3,exp190923_3_E11
E12,16714,564,E,12,exp190923,20000,3,exp190923_3_E12
F01,17875,564,F,01,exp190923,20000,3,exp190923_3_F01
F02,16230,564,F,02,exp190923,20000,3,exp190923_3_F02
F03,20125,564,F,03,exp190923,20000,3,exp190923_3_F03
F04,17336,564,F,04,exp190923,20000,3,exp190923_3_F04
F05,17191,564,F,05,exp190923,20000,3,exp190923_3_F05
F06,16665,564,F,06,exp190923,20000,3,exp190923_3_F06
F07,21534,564,F,07,exp190923,20000,3,exp190923_3_F07
F08,16148,564,F,08,exp190923,20000,3,exp190923_3_F08
F09,16871,564,F,09,exp190923,20000,3,exp190923_3_F09
F10,20165,564,F,10,exp190923,20000,3,exp190923_3_F10
F11,18163,564,F,11,exp190923,20000,3,exp190923_3_F11
F12,16785,564,F,12,exp190923,20000,3,exp190923_3_F12
G01,18328,564,G,01,exp190923,20000,3,exp190923_3_G01
G02,18686,564,G,02,exp190923,20000,3,exp190923_3_G02
G03,17029,564,G,03,exp190923,20000,3,exp190923_3_G03
G04,17079,564,G,04,exp190923,20000,3,exp190923_3_G04
G05,16961,564,G,05,exp190923,20000,3,exp190923_3_G05
G06,20551,564,G,06,exp190923,20000,3,exp190923_3_G06
G07,18032,564,G,07,exp190923,20000,3,exp190923_3_G07
G08,16216,564,G,08,exp190923,20000,3,exp190923_3_G08
G09,18508,564,G,09,exp190923,20000,3,exp190923_3_G09
G10,18852,564,G,10,exp190923,20000,3,exp190923_3_G10
G11,18173,564,G,11,exp190923,20000,3,exp190923_3_G11
G12,17949,564,G,12,exp190923,20000,3,exp190923_3_G12
H01,11183,564,H,01,exp190923,20000,3,exp190923_3_H01
H02,17496,564,H,02,exp190923,20000,3,exp190923_3_H02
H03,18426,564,H,03,exp190923,20000,3,exp190923_3_H03
H04,19710,564,H,04,exp190923,20000,3,exp190923_3_H04
H05,21956,564,H,05,exp190923,20000,3,exp190923_3_H05
H06,17576,564,H,06,exp190923,20000,3,exp190923_3_H06
H07,18704,564,H,07,exp190923,20000,3,exp190923_3_H07
H08,16314,564,H,08,exp190923,20000,3,exp190923_3_H08
H09,18623,564,H,09,exp190923,20000,3,exp190923_3_H09
H10,15180,564,H,10,exp190923,20000,3,exp190923_3_H10
H11,15128,564,H,11,exp190923,20000,3,exp190923_3_H11
H12,22923,564,H,12,exp190923,20000,3,exp190923_3_H12
A01,15874,570,A,01,exp190923,20000,3,exp190923_3_A01
A02,16395,570,A,02,exp190923,20000,3,exp190923_3_A02
A03,17962,570,A,03,exp190923,20000,3,exp190923_3_A03
A04,18662,570,A,04,exp190923,20000,3,exp190923_3_A04
A05,14807,570,A,05,exp190923,20000,3,exp190923_3_A05
A06,19127,570,A,06,exp190923,20000,3,exp190923_3_A06
A07,16296,570,A,07,exp190923,20000,3,exp190923_3_A07
A08,18069,570,A,08,exp190923,20000,3,exp190923_3_A08
A09,18163,570,A,09,exp190923,20000,3,exp190923_3_A09
A10,22035,570,A,10,exp190923,20000,3,exp190923_3_A10
A11,17832,570,A,11,exp190923,20000,3,exp190923_3_A11
A12,16272,570,A,12,exp190923,20000,3,exp190923_3_A12
B01,17192,570,B,01,exp190923,20000,3,exp190923_3_B01
B02,18274,570,B,02,exp190923,20000,3,exp190923_3_B02
B03,16476,570,B,03,exp190923,20000,3,exp190923_3_B03
B04,22912,570,B,04,exp190923,20000,3,exp190923_3_B04
B05,18214,570,B,05,exp190923,20000,3,exp190923_3_B05
B06,16132,570,B,06,exp190923,20000,3,exp190923_3_B06
B07,20415,570,B,07,exp190923,20000,3,exp190923_3_B07
B08,17319,570,B,08,exp190923,20000,3,exp190923_3_B08
B09,18011,570,B,09,exp190923,20000,3,exp190923_3_B09
B10,15821,570,B,10,exp190923,20000,3,exp190923_3_B10
B11,19335,570,B,11,exp190923,20000,3,exp190923_3_B11
B12,19028,570,B,12,exp190923,20000,3,exp190923_3_B12
C01,17941,570,C,01,exp190923,20000,3,exp190923_3_C01
C02,17347,570,C,02,exp190923,20000,3,exp190923_3_C02
C03,15741,570,C,03,exp190923,20000,3,exp190923_3_C03
C04,15769,570,C,04,exp190923,20000,3,exp190923_3_C04
C05,17758,570,C,05,exp190923,20000,3,exp190923_3_C05
C06,16489,570,C,06,exp190923,20000,3,exp190923_3_C06
C07,20215,570,C,07,exp190923,20000,3,exp190923_3_C07
C08,17142,570,C,08,exp190923,20000,3,exp190923_3_C08
C09,17266,570,C,09,exp190923,20000,3,exp190923_3_C09
C10,17174,570,C,10,exp190923,20000,3,exp190923_3_C10
C11,18889,570,C,11,exp190923,20000,3,exp190923_3_C11
C12,19059,570,C,12,exp190923,20000,3,exp190923_3_C12
D01,17809,570,D,01,exp190923,20000,3,exp190923_3_D01
D02,16541,570,D,02,exp190923,20000,3,exp190923_3_D02
D03,18789,570,D,03,exp190923,20000,3,exp190923_3_D03
D04,16443,570,D,04,exp190923,20000,3,exp190923_3_D04
D05,16690,570,D,05,exp190923,20000,3,exp190923_3_D05
D06,16122,570,D,06,exp190923,20000,3,exp190923_3_D06
D07,17491,570,D,07,exp190923,20000,3,exp190923_3_D07
D08,18534,570,D,08,exp190923,20000,3,exp190923_3_D08
D09,16620,570,D,09,exp190923,20000,3,exp190923_3_D09
D10,15871,570,D,10,exp190923,20000,3,exp190923_3_D10
D11,17135,570,D,11,exp190923,20000,3,exp190923_3_D11
D12,16264,570,D,12,exp190923,20000,3,exp190923_3_D12
E01,18479,570,E,01,exp190923,20000,3,exp190923_3_E01
E02,16389,570,E,02,exp190923,20000,3,exp190923_3_E02
E03,16151,570,E,03,exp190923,20000,3,exp190923_3_E03
E04,16210,570,E,04,exp190923,20000,3,exp190923_3_E04
E05,16164,570,E,05,exp190923,20000,3,exp190923_3_E05
E06,16794,570,E,06,exp190923,20000,3,exp190923_3_E06
E07,15009,570,E,07,exp190923,20000,3,exp190923_3_E07
E08,16206,570,E,08,exp190923,20000,3,exp190923_3_E08
E09,16596,570,E,09,exp190923,20000,3,exp190923_3_E09
E10,22622,570,E,10,exp190923,20000,3,exp190923_3_E10
E11,18218,570,E,11,exp190923,20000,3,exp190923_3_E11
E12,17072,570,E,12,exp190923,20000,3,exp190923_3_E12
F01,18008,570,F,01,exp190923,20000,3,exp190923_3_F01
F02,16370,570,F,02,exp190923,20000,3,exp190923_3_F02
F03,20115,570,F,03,exp190923,20000,3,exp190923_3_F03
F04,17278,570,F,04,exp190923,20000,3,exp190923_3_F04
F05,16560,570,F,05,exp190923,20000,3,exp190923_3_F05
F06,16595,570,F,06,exp190923,20000,3,exp190923_3_F06
F07,21462,570,F,07,exp190923,20000,3,exp190923_3_F07
F08,16153,570,F,08,exp190923,20000,3,exp190923_3_F08
F09,16638,570,F,09,exp190923,20000,3,exp190923_3_F09
F10,19710,570,F,10,exp190923,20000,3,exp190923_3_F10
F11,18374,570,F,11,exp190923,20000,3,exp190923_3_F11
F12,17073,570,F,12,exp190923,20000,3,exp190923_3_F12
G01,18387,570,G,01,exp190923,20000,3,exp190923_3_G01
G02,18898,570,G,02,exp190923,20000,3,exp190923_3_G02
G03,16761,570,G,03,exp190923,20000,3,exp190923_3_G03
G04,17253,570,G,04,exp190923,20000,3,exp190923_3_G04
G05,17021,570,G,05,exp190923,20000,3,exp190923_3_G05
G06,20596,570,G,06,exp190923,20000,3,exp190923_3_G06
G07,18395,570,G,07,exp190923,20000,3,exp190923_3_G07
G08,16397,570,G,08,exp190923,20000,3,exp190923_3_G08
G09,18800,570,G,09,exp190923,20000,3,exp190923_3_G09
G10,18574,570,G,10,exp190923,20000,3,exp190923_3_G10
G11,17959,570,G,11,exp190923,20000,3,exp190923_3_G11
G12,18270,570,G,12,exp190923,20000,3,exp190923_3_G12
H01,11318,570,H,01,exp190923,20000,3,exp190923_3_H01
H02,17423,570,H,02,exp190923,20000,3,exp190923_3_H02
H03,18086,570,H,03,exp190923,20000,3,exp190923_3_H03
H04,19631,570,H,04,exp190923,20000,3,exp190923_3_H04
H05,21416,570,H,05,exp190923,20000,3,exp190923_3_H05
H06,18087,570,H,06,exp190923,20000,3,exp190923_3_H06
H07,18933,570,H,07,exp190923,20000,3,exp190923_3_H07
H08,16529,570,H,08,exp190923,20000,3,exp190923_3_H08
H09,18335,570,H,09,exp190923,20000,3,exp190923_3_H09
H10,15214,570,H,10,exp190923,20000,3,exp190923_3_H10
H11,15353,570,H,11,exp190923,20000,3,exp190923_3_H11
H12,22197,570,H,12,exp190923,20000,3,exp190923_3_H12
A01,16054,576,A,01,exp190923,20000,3,exp190923_3_A01
A02,16606,576,A,02,exp190923,20000,3,exp190923_3_A02
A03,17870,576,A,03,exp190923,20000,3,exp190923_3_A03
A04,18866,576,A,04,exp190923,20000,3,exp190923_3_A04
A05,14799,576,A,05,exp190923,20000,3,exp190923_3_A05
A06,19177,576,A,06,exp190923,20000,3,exp190923_3_A06
A07,16033,576,A,07,exp190923,20000,3,exp190923_3_A07
A08,18110,576,A,08,exp190923,20000,3,exp190923_3_A08
A09,17762,576,A,09,exp190923,20000,3,exp190923_3_A09
A10,21832,576,A,10,exp190923,20000,3,exp190923_3_A10
A11,17970,576,A,11,exp190923,20000,3,exp190923_3_A11
A12,16535,576,A,12,exp190923,20000,3,exp190923_3_A12
B01,16928,576,B,01,exp190923,20000,3,exp190923_3_B01
B02,18078,576,B,02,exp190923,20000,3,exp190923_3_B02
B03,16474,576,B,03,exp190923,20000,3,exp190923_3_B03
B04,22881,576,B,04,exp190923,20000,3,exp190923_3_B04
B05,18437,576,B,05,exp190923,20000,3,exp190923_3_B05
B06,15969,576,B,06,exp190923,20000,3,exp190923_3_B06
B07,20465,576,B,07,exp190923,20000,3,exp190923_3_B07
B08,17454,576,B,08,exp190923,20000,3,exp190923_3_B08
B09,17624,576,B,09,exp190923,20000,3,exp190923_3_B09
