well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,13299,0,A,01,exp200902,40000,GP6,exp200902_GP6_A01,BPH3660,2,VSS-479
A02,12464,0,A,02,exp200902,40000,GP6,exp200902_GP6_A02,BPH3632,3,VSS-451
A03,12646,0,A,03,exp200902,40000,GP6,exp200902_GP6_A03,BPH3529,1,VSS-333
A04,12526,0,A,04,exp200902,40000,GP6,exp200902_GP6_A04,BPH3628,1,VSS-447
A05,12852,0,A,05,exp200902,40000,GP6,exp200902_GP6_A05,JE2,3,CONTROL
A06,12989,0,A,06,exp200902,40000,GP6,exp200902_GP6_A06,BPH3636,1,VSS-455
A07,13402,0,A,07,exp200902,40000,GP6,exp200902_GP6_A07,BPH3568,2,VSS-375
A08,14133,0,A,08,exp200902,40000,GP6,exp200902_GP6_A08,BPH3670,1,VSS-489
A09,12988,0,A,09,exp200902,40000,GP6,exp200902_GP6_A09,BPH3650,2,VSS-469
A10,12897,0,A,10,exp200902,40000,GP6,exp200902_GP6_A10,BPH3640,3,VSS-459
A11,12958,0,A,11,exp200902,40000,GP6,exp200902_GP6_A11,BPH3588,3,VSS-397
A12,12368,0,A,12,exp200902,40000,GP6,exp200902_GP6_A12,BPH3643,3,VSS-462
B01,13618,0,B,01,exp200902,40000,GP6,exp200902_GP6_B01,BPH3664,2,VSS-483
B02,12246,0,B,02,exp200902,40000,GP6,exp200902_GP6_B02,BPH3547,1,VSS-351
B03,12896,0,B,03,exp200902,40000,GP6,exp200902_GP6_B03,BPH3664,1,VSS-483
B04,12558,0,B,04,exp200902,40000,GP6,exp200902_GP6_B04,BPH3632,1,VSS-451
B05,13053,0,B,05,exp200902,40000,GP6,exp200902_GP6_B05,BPH3666,3,VSS-485
B06,12689,0,B,06,exp200902,40000,GP6,exp200902_GP6_B06,Non infected,3,CONTROL
B07,13499,0,B,07,exp200902,40000,GP6,exp200902_GP6_B07,BPH3636,2,VSS-455
B08,12522,0,B,08,exp200902,40000,GP6,exp200902_GP6_B08,BPH3612,3,VSS-431
B09,13020,0,B,09,exp200902,40000,GP6,exp200902_GP6_B09,BPH3628,2,VSS-447
B10,13233,0,B,10,exp200902,40000,GP6,exp200902_GP6_B10,BPH3662,1,VSS-481
B11,13079,0,B,11,exp200902,40000,GP6,exp200902_GP6_B11,BPH3634,3,VSS-453
B12,12450,0,B,12,exp200902,40000,GP6,exp200902_GP6_B12,BPH3632,2,VSS-451
C01,13086,0,C,01,exp200902,40000,GP6,exp200902_GP6_C01,BPH3588,2,VSS-397
C02,12571,0,C,02,exp200902,40000,GP6,exp200902_GP6_C02,BPH3602,1,VSS-417
C03,13427,0,C,03,exp200902,40000,GP6,exp200902_GP6_C03,BPH3660,3,VSS-479
C04,12532,0,C,04,exp200902,40000,GP6,exp200902_GP6_C04,BPH3664,3,VSS-483
C05,12418,0,C,05,exp200902,40000,GP6,exp200902_GP6_C05,BPH3634,1,VSS-453
C06,12847,0,C,06,exp200902,40000,GP6,exp200902_GP6_C06,BPH3658,3,VSS-477
C07,13322,0,C,07,exp200902,40000,GP6,exp200902_GP6_C07,BPH3596,1,VSS-411
C08,12465,0,C,08,exp200902,40000,GP6,exp200902_GP6_C08,BPH3648,1,VSS-467
C09,12821,0,C,09,exp200902,40000,GP6,exp200902_GP6_C09,BPH3648,2,VSS-467
C10,12303,0,C,10,exp200902,40000,GP6,exp200902_GP6_C10,BPH3545,3,VSS-349
C11,12916,0,C,11,exp200902,40000,GP6,exp200902_GP6_C11,BPH3650,1,VSS-469
C12,12447,0,C,12,exp200902,40000,GP6,exp200902_GP6_C12,TOX-4,2,CONTROL
D01,13531,0,D,01,exp200902,40000,GP6,exp200902_GP6_D01,BPH3670,3,VSS-489
D02,12602,0,D,02,exp200902,40000,GP6,exp200902_GP6_D02,BPH3662,2,VSS-481
D03,13511,0,D,03,exp200902,40000,GP6,exp200902_GP6_D03,BPH3650,3,VSS-469
D04,12486,0,D,04,exp200902,40000,GP6,exp200902_GP6_D04,BPH3590,3,VSS-399
D05,13475,0,D,05,exp200902,40000,GP6,exp200902_GP6_D05,BPH3612,2,VSS-431
D06,13312,0,D,06,exp200902,40000,GP6,exp200902_GP6_D06,Non infected,2,CONTROL
D07,13593,0,D,07,exp200902,40000,GP6,exp200902_GP6_D07,BPH3529,2,VSS-333
D08,13332,0,D,08,exp200902,40000,GP6,exp200902_GP6_D08,BPH3636,3,VSS-455
D09,13158,0,D,09,exp200902,40000,GP6,exp200902_GP6_D09,BPH3584,3,VSS-393
D10,13389,0,D,10,exp200902,40000,GP6,exp200902_GP6_D10,BPH3590,1,VSS-399
D11,12973,0,D,11,exp200902,40000,GP6,exp200902_GP6_D11,BPH3643,1,VSS-462
D12,12397,0,D,12,exp200902,40000,GP6,exp200902_GP6_D12,BPH3662,3,VSS-481
E01,13433,0,E,01,exp200902,40000,GP6,exp200902_GP6_E01,TOX-4,1,CONTROL
E02,13380,0,E,02,exp200902,40000,GP6,exp200902_GP6_E02,BPH3658,2,VSS-477
E03,12967,0,E,03,exp200902,40000,GP6,exp200902_GP6_E03,BPH3652,2,VSS-471
E04,12790,0,E,04,exp200902,40000,GP6,exp200902_GP6_E04,BPH3590,2,VSS-399
E05,13218,0,E,05,exp200902,40000,GP6,exp200902_GP6_E05,Non infected,1,CONTROL
E06,13445,0,E,06,exp200902,40000,GP6,exp200902_GP6_E06,BPH3658,1,VSS-477
E07,13465,0,E,07,exp200902,40000,GP6,exp200902_GP6_E07,JE2,1,CONTROL
E08,13623,0,E,08,exp200902,40000,GP6,exp200902_GP6_E08,BPH3548,2,VSS-352
E09,13472,0,E,09,exp200902,40000,GP6,exp200902_GP6_E09,BPH3584,2,VSS-393
E10,13650,0,E,10,exp200902,40000,GP6,exp200902_GP6_E10,BPH3628,3,VSS-447
E11,12678,0,E,11,exp200902,40000,GP6,exp200902_GP6_E11,BPH3568,1,VSS-375
E12,12305,0,E,12,exp200902,40000,GP6,exp200902_GP6_E12,BPH3652,3,VSS-471
F01,13395,0,F,01,exp200902,40000,GP6,exp200902_GP6_F01,BPH3666,1,VSS-485
F02,12649,0,F,02,exp200902,40000,GP6,exp200902_GP6_F02,BPH3652,1,VSS-471
F03,13421,0,F,03,exp200902,40000,GP6,exp200902_GP6_F03,BPH3638,2,VSS-457
F04,12597,0,F,04,exp200902,40000,GP6,exp200902_GP6_F04,BPH3660,1,VSS-479
F05,13969,0,F,05,exp200902,40000,GP6,exp200902_GP6_F05,BPH3668,2,VSS-487
F06,13371,0,F,06,exp200902,40000,GP6,exp200902_GP6_F06,BPH3668,1,VSS-487
F07,14509,0,F,07,exp200902,40000,GP6,exp200902_GP6_F07,BPH3638,3,VSS-457
