well,well_row,well_col,OD,OD_blank_normalised,experiment,plate,well_id,timepoint,sample_id,replicate,strain_group
A01,A,1,0.046,TRUE,exp210221,5,exp210221_5_A01,0,BPH2835,2,VAN-106
A01,A,1,0.031,TRUE,exp210221,5,exp210221_5_A01,10,BPH2835,2,VAN-106
A01,A,1,0.028,TRUE,exp210221,5,exp210221_5_A01,20,BPH2835,2,VAN-106
A01,A,1,0.041,TRUE,exp210221,5,exp210221_5_A01,30,BPH2835,2,VAN-106
A01,A,1,0.047,TRUE,exp210221,5,exp210221_5_A01,40,BPH2835,2,VAN-106
A01,A,1,0.021,TRUE,exp210221,5,exp210221_5_A01,50,BPH2835,2,VAN-106
A01,A,1,0.02,TRUE,exp210221,5,exp210221_5_A01,60,BPH2835,2,VAN-106
A01,A,1,0.025,TRUE,exp210221,5,exp210221_5_A01,70,BPH2835,2,VAN-106
A01,A,1,0.021,TRUE,exp210221,5,exp210221_5_A01,80,BPH2835,2,VAN-106
A01,A,1,0.032,TRUE,exp210221,5,exp210221_5_A01,90,BPH2835,2,VAN-106
A01,A,1,0.02,TRUE,exp210221,5,exp210221_5_A01,100,BPH2835,2,VAN-106
A01,A,1,0.021,TRUE,exp210221,5,exp210221_5_A01,110,BPH2835,2,VAN-106
A01,A,1,0.006,TRUE,exp210221,5,exp210221_5_A01,120,BPH2835,2,VAN-106
A01,A,1,0.005,TRUE,exp210221,5,exp210221_5_A01,130,BPH2835,2,VAN-106
A01,A,1,0.004,TRUE,exp210221,5,exp210221_5_A01,140,BPH2835,2,VAN-106
A01,A,1,0.021,TRUE,exp210221,5,exp210221_5_A01,150,BPH2835,2,VAN-106
A01,A,1,0.033,TRUE,exp210221,5,exp210221_5_A01,160,BPH2835,2,VAN-106
A01,A,1,0.02,TRUE,exp210221,5,exp210221_5_A01,170,BPH2835,2,VAN-106
A01,A,1,0.024,TRUE,exp210221,5,exp210221_5_A01,180,BPH2835,2,VAN-106
A01,A,1,0.04,TRUE,exp210221,5,exp210221_5_A01,190,BPH2835,2,VAN-106
A01,A,1,0.032,TRUE,exp210221,5,exp210221_5_A01,200,BPH2835,2,VAN-106
A01,A,1,0.048,TRUE,exp210221,5,exp210221_5_A01,210,BPH2835,2,VAN-106
A01,A,1,0.034,TRUE,exp210221,5,exp210221_5_A01,220,BPH2835,2,VAN-106
