well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,16880,0,A,01,exp200731,40000,GP1,exp200731_GP1_A01,BPH2898,2,VAN-156
A02,17071,0,A,02,exp200731,40000,GP1,exp200731_GP1_A02,BPH2876,3,VAN-140
A03,16633,0,A,03,exp200731,40000,GP1,exp200731_GP1_A03,BPH2787,1,VAN-071
A04,17356,0,A,04,exp200731,40000,GP1,exp200731_GP1_A04,BPH2873,1,VAN-137
A05,16247,0,A,05,exp200731,40000,GP1,exp200731_GP1_A05,Non infected,3,CONTROL
A06,18016,0,A,06,exp200731,40000,GP1,exp200731_GP1_A06,BPH2881,1,VAN-144
A07,17878,0,A,07,exp200731,40000,GP1,exp200731_GP1_A07,BPH2801,2,VAN-083
A08,16982,0,A,08,exp200731,40000,GP1,exp200731_GP1_A08,Non infected,1,CONTROL
A09,17758,0,A,09,exp200731,40000,GP1,exp200731_GP1_A09,BPH2890,2,VAN-150
A10,16912,0,A,10,exp200731,40000,GP1,exp200731_GP1_A10,BPH2883,3,VAN-145
A11,17171,0,A,11,exp200731,40000,GP1,exp200731_GP1_A11,BPH2803,3,VAN-083
A12,17086,0,A,12,exp200731,40000,GP1,exp200731_GP1_A12,BPH2884,3,VAN-145
B01,18634,0,B,01,exp200731,40000,GP1,exp200731_GP1_B01,JE2,2,CONTROL
B02,17449,0,B,02,exp200731,40000,GP1,exp200731_GP1_B02,BPH2799,1,VAN-082
B03,16866,0,B,03,exp200731,40000,GP1,exp200731_GP1_B03,JE2,1,CONTROL
B04,16722,0,B,04,exp200731,40000,GP1,exp200731_GP1_B04,BPH2876,1,VAN-140
B05,16033,0,B,05,exp200731,40000,GP1,exp200731_GP1_B05,Non infected,3,CONTROL
B06,17775,0,B,06,exp200731,40000,GP1,exp200731_GP1_B06,Non infected,3,CONTROL
B07,17623,0,B,07,exp200731,40000,GP1,exp200731_GP1_B07,BPH2881,2,VAN-144
B08,17309,0,B,08,exp200731,40000,GP1,exp200731_GP1_B08,BPH2872,3,VAN-137
B09,17788,0,B,09,exp200731,40000,GP1,exp200731_GP1_B09,BPH2873,2,VAN-137
B10,17261,0,B,10,exp200731,40000,GP1,exp200731_GP1_B10,BPH2907,1,VAN-162
B11,17451,0,B,11,exp200731,40000,GP1,exp200731_GP1_B11,BPH2877,3,VAN-140
B12,17252,0,B,12,exp200731,40000,GP1,exp200731_GP1_B12,BPH2876,2,VAN-140
C01,18546,0,C,01,exp200731,40000,GP1,exp200731_GP1_C01,BPH2803,2,VAN-083
C02,16837,0,C,02,exp200731,40000,GP1,exp200731_GP1_C02,BPH2869,1,VAN-134
C03,17369,0,C,03,exp200731,40000,GP1,exp200731_GP1_C03,BPH2898,3,VAN-156
C04,17193,0,C,04,exp200731,40000,GP1,exp200731_GP1_C04,JE2,3,CONTROL
C05,17345,0,C,05,exp200731,40000,GP1,exp200731_GP1_C05,BPH2877,1,VAN-140
C06,17982,0,C,06,exp200731,40000,GP1,exp200731_GP1_C06,BPH2897,3,VAN-156
C07,18922,0,C,07,exp200731,40000,GP1,exp200731_GP1_C07,BPH2808,1,VAN-086
C08,17155,0,C,08,exp200731,40000,GP1,exp200731_GP1_C08,BPH2888,1,VAN-148
C09,17146,0,C,09,exp200731,40000,GP1,exp200731_GP1_C09,BPH2888,2,VAN-148
C10,16769,0,C,10,exp200731,40000,GP1,exp200731_GP1_C10,BPH2798,3,VAN-082
C11,18058,0,C,11,exp200731,40000,GP1,exp200731_GP1_C11,BPH2890,1,VAN-150
C12,16410,0,C,12,exp200731,40000,GP1,exp200731_GP1_C12,Non infected,2,CONTROL
D01,17356,0,D,01,exp200731,40000,GP1,exp200731_GP1_D01,Non infected,3,CONTROL
D02,17912,0,D,02,exp200731,40000,GP1,exp200731_GP1_D02,BPH2907,2,VAN-162
D03,18010,0,D,03,exp200731,40000,GP1,exp200731_GP1_D03,BPH2890,3,VAN-150
D04,17155,0,D,04,exp200731,40000,GP1,exp200731_GP1_D04,BPH2807,3,VAN-086
D05,18354,0,D,05,exp200731,40000,GP1,exp200731_GP1_D05,BPH2872,2,VAN-137
D06,17699,0,D,06,exp200731,40000,GP1,exp200731_GP1_D06,Non infected,2,CONTROL
D07,17636,0,D,07,exp200731,40000,GP1,exp200731_GP1_D07,BPH2787,2,VAN-071
D08,17668,0,D,08,exp200731,40000,GP1,exp200731_GP1_D08,BPH2881,3,VAN-144
D09,18159,0,D,09,exp200731,40000,GP1,exp200731_GP1_D09,BPH2802,3,VAN-083
D10,17236,0,D,10,exp200731,40000,GP1,exp200731_GP1_D10,BPH2807,1,VAN-086
D11,17648,0,D,11,exp200731,40000,GP1,exp200731_GP1_D11,BPH2884,1,VAN-145
D12,17370,0,D,12,exp200731,40000,GP1,exp200731_GP1_D12,BPH2907,3,VAN-162
E01,16746,0,E,01,exp200731,40000,GP1,exp200731_GP1_E01,Non infected,1,CONTROL
E02,18000,0,E,02,exp200731,40000,GP1,exp200731_GP1_E02,BPH2897,2,VAN-156
E03,18391,0,E,03,exp200731,40000,GP1,exp200731_GP1_E03,BPH2891,2,VAN-150
E04,17579,0,E,04,exp200731,40000,GP1,exp200731_GP1_E04,BPH2807,2,VAN-086
E05,17750,0,E,05,exp200731,40000,GP1,exp200731_GP1_E05,Non infected,1,CONTROL
E06,17838,0,E,06,exp200731,40000,GP1,exp200731_GP1_E06,BPH2897,1,VAN-156
E07,18815,0,E,07,exp200731,40000,GP1,exp200731_GP1_E07,Non infected,1,CONTROL
E08,17659,0,E,08,exp200731,40000,GP1,exp200731_GP1_E08,BPH2800,2,VAN-082
E09,18185,0,E,09,exp200731,40000,GP1,exp200731_GP1_E09,BPH2802,2,VAN-083
E10,17228,0,E,10,exp200731,40000,GP1,exp200731_GP1_E10,BPH2873,3,VAN-137
E11,18141,0,E,11,exp200731,40000,GP1,exp200731_GP1_E11,BPH2801,1,VAN-083
E12,18071,0,E,12,exp200731,40000,GP1,exp200731_GP1_E12,BPH2891,3,VAN-150
F01,18871,0,F,01,exp200731,40000,GP1,exp200731_GP1_F01,Non infected,1,CONTROL
F02,18021,0,F,02,exp200731,40000,GP1,exp200731_GP1_F02,BPH2891,1,VAN-150
F03,19100,0,F,03,exp200731,40000,GP1,exp200731_GP1_F03,BPH2882,2,VAN-144
F04,17306,0,F,04,exp200731,40000,GP1,exp200731_GP1_F04,BPH2898,1,VAN-156
F05,17643,0,F,05,exp200731,40000,GP1,exp200731_GP1_F05,TOX-4,2,CONTROL
F06,18491,0,F,06,exp200731,40000,GP1,exp200731_GP1_F06,TOX-4,1,CONTROL
F07,19047,0,F,07,exp200731,40000,GP1,exp200731_GP1_F07,BPH2882,3,VAN-144
F08,18013,0,F,08,exp200731,40000,GP1,exp200731_GP1_F08,BPH2800,3,VAN-082
F09,18307,0,F,09,exp200731,40000,GP1,exp200731_GP1_F09,BPH2802,1,VAN-083
F10,18330,0,F,10,exp200731,40000,GP1,exp200731_GP1_F10,BPH2883,2,VAN-145
F11,17616,0,F,11,exp200731,40000,GP1,exp200731_GP1_F11,Non infected,3,CONTROL
F12,15799,0,F,12,exp200731,40000,GP1,exp200731_GP1_F12,Non infected,2,CONTROL
G01,18557,0,G,01,exp200731,40000,GP1,exp200731_GP1_G01,BPH2877,2,VAN-140
G02,17528,0,G,02,exp200731,40000,GP1,exp200731_GP1_G02,Non infected,2,CONTROL
G03,18682,0,G,03,exp200731,40000,GP1,exp200731_GP1_G03,BPH2799,3,VAN-082
G04,17378,0,G,04,exp200731,40000,GP1,exp200731_GP1_G04,BPH2869,2,VAN-134
G05,18895,0,G,05,exp200731,40000,GP1,exp200731_GP1_G05,JE2,4,CONTROL
G06,19329,0,G,06,exp200731,40000,GP1,exp200731_GP1_G06,BPH2882,1,VAN-144
G07,18620,0,G,07,exp200731,40000,GP1,exp200731_GP1_G07,BPH2872,1,VAN-137
G08,17279,0,G,08,exp200731,40000,GP1,exp200731_GP1_G08,BPH2800,1,VAN-082
G09,17348,0,G,09,exp200731,40000,GP1,exp200731_GP1_G09,BPH2883,1,VAN-145
G10,17479,0,G,10,exp200731,40000,GP1,exp200731_GP1_G10,BPH2808,2,VAN-086
G11,17431,0,G,11,exp200731,40000,GP1,exp200731_GP1_G11,BPH2787,3,VAN-071
G12,16871,0,G,12,exp200731,40000,GP1,exp200731_GP1_G12,BPH2888,3,VAN-148
H01,17575,0,H,01,exp200731,40000,GP1,exp200731_GP1_H01,Non infected,2,CONTROL
H02,17609,0,H,02,exp200731,40000,GP1,exp200731_GP1_H02,BPH2869,3,VAN-134
H03,18538,0,H,03,exp200731,40000,GP1,exp200731_GP1_H03,BPH2799,2,VAN-082
H04,17259,0,H,04,exp200731,40000,GP1,exp200731_GP1_H04,BPH2801,3,VAN-083
H05,17825,0,H,05,exp200731,40000,GP1,exp200731_GP1_H05,BPH2808,3,VAN-086
H06,19241,0,H,06,exp200731,40000,GP1,exp200731_GP1_H06,BPH2803,1,VAN-083
H07,17127,0,H,07,exp200731,40000,GP1,exp200731_GP1_H07,BPH2798,2,VAN-082
H08,17315,0,H,08,exp200731,40000,GP1,exp200731_GP1_H08,BPH2884,2,VAN-145
H09,16613,0,H,09,exp200731,40000,GP1,exp200731_GP1_H09,BPH2798,1,VAN-082
H10,34453,0,H,10,exp200731,40000,GP1,exp200731_GP1_H10,Complete lysis,1,CONTROL
H11,33447,0,H,11,exp200731,40000,GP1,exp200731_GP1_H11,Complete lysis,2,CONTROL
H12,31933,0,H,12,exp200731,40000,GP1,exp200731_GP1_H12,Complete lysis,3,CONTROL
A01,16908,6,A,01,exp200731,40000,GP1,exp200731_GP1_A01,BPH2898,2,VAN-156
A02,17406,6,A,02,exp200731,40000,GP1,exp200731_GP1_A02,BPH2876,3,VAN-140
A03,16381,6,A,03,exp200731,40000,GP1,exp200731_GP1_A03,BPH2787,1,VAN-071
A04,17569,6,A,04,exp200731,40000,GP1,exp200731_GP1_A04,BPH2873,1,VAN-137
A05,16137,6,A,05,exp200731,40000,GP1,exp200731_GP1_A05,Non infected,3,CONTROL
A06,18376,6,A,06,exp200731,40000,GP1,exp200731_GP1_A06,BPH2881,1,VAN-144
A07,17887,6,A,07,exp200731,40000,GP1,exp200731_GP1_A07,BPH2801,2,VAN-083
A08,16944,6,A,08,exp200731,40000,GP1,exp200731_GP1_A08,Non infected,1,CONTROL
A09,17359,6,A,09,exp200731,40000,GP1,exp200731_GP1_A09,BPH2890,2,VAN-150
A10,16822,6,A,10,exp200731,40000,GP1,exp200731_GP1_A10,BPH2883,3,VAN-145
A11,16509,6,A,11,exp200731,40000,GP1,exp200731_GP1_A11,BPH2803,3,VAN-083
A12,17033,6,A,12,exp200731,40000,GP1,exp200731_GP1_A12,BPH2884,3,VAN-145
B01,18217,6,B,01,exp200731,40000,GP1,exp200731_GP1_B01,JE2,2,CONTROL
B02,17184,6,B,02,exp200731,40000,GP1,exp200731_GP1_B02,BPH2799,1,VAN-082
B03,16589,6,B,03,exp200731,40000,GP1,exp200731_GP1_B03,JE2,1,CONTROL
B04,16221,6,B,04,exp200731,40000,GP1,exp200731_GP1_B04,BPH2876,1,VAN-140
B05,15480,6,B,05,exp200731,40000,GP1,exp200731_GP1_B05,Non infected,3,CONTROL
B06,17566,6,B,06,exp200731,40000,GP1,exp200731_GP1_B06,Non infected,3,CONTROL
B07,17676,6,B,07,exp200731,40000,GP1,exp200731_GP1_B07,BPH2881,2,VAN-144
B08,17437,6,B,08,exp200731,40000,GP1,exp200731_GP1_B08,BPH2872,3,VAN-137
B09,17402,6,B,09,exp200731,40000,GP1,exp200731_GP1_B09,BPH2873,2,VAN-137
B10,16624,6,B,10,exp200731,40000,GP1,exp200731_GP1_B10,BPH2907,1,VAN-162
B11,17016,6,B,11,exp200731,40000,GP1,exp200731_GP1_B11,BPH2877,3,VAN-140
B12,16709,6,B,12,exp200731,40000,GP1,exp200731_GP1_B12,BPH2876,2,VAN-140
C01,18575,6,C,01,exp200731,40000,GP1,exp200731_GP1_C01,BPH2803,2,VAN-083
C02,17537,6,C,02,exp200731,40000,GP1,exp200731_GP1_C02,BPH2869,1,VAN-134
C03,17710,6,C,03,exp200731,40000,GP1,exp200731_GP1_C03,BPH2898,3,VAN-156
C04,16842,6,C,04,exp200731,40000,GP1,exp200731_GP1_C04,JE2,3,CONTROL
C05,17628,6,C,05,exp200731,40000,GP1,exp200731_GP1_C05,BPH2877,1,VAN-140
C06,17942,6,C,06,exp200731,40000,GP1,exp200731_GP1_C06,BPH2897,3,VAN-156
C07,18811,6,C,07,exp200731,40000,GP1,exp200731_GP1_C07,BPH2808,1,VAN-086
C08,17366,6,C,08,exp200731,40000,GP1,exp200731_GP1_C08,BPH2888,1,VAN-148
C09,16880,6,C,09,exp200731,40000,GP1,exp200731_GP1_C09,BPH2888,2,VAN-148
C10,16510,6,C,10,exp200731,40000,GP1,exp200731_GP1_C10,BPH2798,3,VAN-082
C11,17652,6,C,11,exp200731,40000,GP1,exp200731_GP1_C11,BPH2890,1,VAN-150
C12,15971,6,C,12,exp200731,40000,GP1,exp200731_GP1_C12,Non infected,2,CONTROL
