sample_id	sample_id2	phensim
zero	zero	-22.7281
1	1	-10.6022
2	2	31.2018
3	3	19.3015
4	4	-34.8911
5	5	17.1528
6	6	-9.86616
7	7	-29.4892
8	8	18.2741
9	9	-7.21802
10	10	24.9805
11	11	4.7744
12	12	-32.7461
13	13	31.9132
14	14	-5.34295
15	15	17.8258
16	16	-23.3957
17	17	5.95259
18	18	-28.9344
19	19	1.94623
20	20	16.6967
21	21	21.6511
22	22	-3.03848
23	23	-49.1946
24	24	-18.6042
25	25	30.4238
26	26	-35.31
27	27	3.38795
28	28	30.3143
29	29	34.6744
30	30	-36.7278
31	31	5.80596
32	32	11.1604
33	33	-14.2732
34	34	9.41189
35	35	-35.2916
36	36	-16.487
37	37	-39.7075
38	38	-29.6465
39	39	-15.5797
40	40	5.92269
41	41	16.2959
42	42	31.2347
43	43	25.7047
44	44	4.44891
45	45	17.0707
46	46	4.82689
47	47	27.6349
48	48	-10.6328
49	49	18.2338
50	50	10.8751
51	51	3.23051
52	52	36.378
53	53	9.29858
54	54	51.0954
55	55	-8.5139
56	56	-29.0162
57	57	20.2035
58	58	27.0816
59	59	-12.4877
60	60	9.49945
61	61	-28.3289
62	62	-15.9209
63	63	-23.1904
64	64	25.6032
65	65	-15.9881
66	66	35.1714
67	67	25.2991
68	68	-14.9532
69	69	3.09861
70	70	-29.8549
71	71	-18.2169
72	72	-7.03557
73	73	-9.36964
74	74	1.69504
75	75	42.892
76	76	22.0862
77	77	59.0526
78	78	-35.788
79	79	-16.2113
80	80	31.0787
81	81	-31.8653
82	82	-13.1829
83	83	14.691
84	84	-48.9472
85	85	-2.52086
86	86	8.6326
87	87	-50.0039
88	88	4.04352
89	89	-12.219
90	90	-18.9657
91	91	48.4658
92	92	-5.67743
93	93	22.8407
94	94	17.202
95	95	-15.7525
96	96	8.35369
97	97	24.5651
98	98	4.49876
99	99	5.52377
100	100	15.5852
101	101	-9.71401
102	102	32.5235
103	103	11.0902
104	104	-39.9879
105	105	33.2266
106	106	-0.0336785
107	107	28.2154
108	108	-14.1882
109	109	25.0319
110	110	10.0815
111	111	-28.5257
112	112	4.51047
113	113	-6.38654
114	114	-10.381
115	115	-23.87
116	116	1.60209
117	117	38.4189
118	118	4.35949
119	119	-14.7063
120	120	-4.7524
121	121	18.8424
122	122	6.56558
123	123	16.7448
124	124	-17.7068
125	125	19.5302
126	126	-39.9312
127	127	-3.61453
128	128	5.48458
129	129	-17.7831
130	130	-19.239
131	131	-50.1085
132	132	-17.2202
133	133	-29.757
134	134	38.331
135	135	-14.3919
136	136	38.2728
137	137	-17.6097
138	138	-20.9209
139	139	-36.6697
140	140	-31.0227
141	141	2.52362
142	142	59.1874
143	143	-12.6444
144	144	-6.29577
145	145	-35.2967
146	146	-4.47188
147	147	22.1985
148	148	36.1021
149	149	13.6789
150	150	-20.166
151	151	19.9353
152	152	-55.0043
153	153	-11.3195
154	154	45.3946
155	155	-24.4743
156	156	22.2315
157	157	17.0388
158	158	-18.7363
159	159	20.7725
160	160	22.884
161	161	-26.8544
162	162	15.156
163	163	5.91368
164	164	-35.1439
165	165	-26.7611
166	166	-19.4397
167	167	7.61794
168	168	-18.3519
169	169	17.2604
170	170	-17.0642
171	171	14.6071
172	172	-15.0748
173	173	-28.6109
174	174	38.0686
175	175	19.4826
176	176	-24.0206
177	177	-21.3725
178	178	8.38926
179	179	-9.13282
180	180	29.1088
181	181	11.6771
182	182	9.12525
183	183	-11.8747
184	184	15.8716
185	185	11.2375
186	186	22.6778
187	187	-21.0629
188	188	-23.6828
189	189	2.19543
190	190	0.680379
191	191	3.15211
192	192	18.1688
193	193	9.26233
194	194	40.6257
195	195	21.4973
196	196	-12.1959
197	197	50.8262
198	198	-5.13724
199	199	17.8985
200	200	-8.81814
201	201	-9.48867
202	202	-26.6338
203	203	25.7542
204	204	-30.2262
205	205	35.5885
206	206	2.50978
207	207	2.56719
208	208	-19.2168
209	209	-4.89187
210	210	-6.28499
211	211	8.84087
212	212	12.6413
213	213	12.4083
214	214	3.46078
215	215	25.9364
216	216	21.9327
217	217	36.346
218	218	-10.6116
219	219	-13.435
220	220	37.5737
221	221	-30.3517
222	222	-3.33402
223	223	-9.16753
224	224	16.3584
225	225	-3.48856
226	226	-23.6297
227	227	-23.2759
228	228	-10.0228
229	229	15.8093
230	230	31.7703
231	231	-5.64044
232	232	-9.49504
233	233	-33.1651
234	234	25.2621
235	235	-28.5588
236	236	54.5166
237	237	17.2534
238	238	-18.076
239	239	3.88157
240	240	9.05849
241	241	7.01311
242	242	3.07721
243	243	-22.9213
244	244	14.3746
245	245	-2.3058
246	246	29.0092
247	247	-21.6893
248	248	-30.3294
249	249	-11.8752
250	250	-3.13956
251	251	-5.51608
252	252	-22.9217
253	253	8.21728
254	254	-28.6465
255	255	-30.8472
256	256	-24.829
257	257	13.0575
258	258	-37.1268
259	259	-22.0075
260	260	2.65178
261	261	-45.5277
262	262	22.7361
263	263	-7.79304
264	264	11.4315
265	265	37.1028
266	266	8.48384
267	267	32.2682
268	268	-35.249
269	269	13.4983
270	270	-10.7986
271	271	18.7803
272	272	6.35933
273	273	13.4186
274	274	14.6633
275	275	-30.0986
276	276	17.4612
277	277	-13.565
278	278	2.95234
279	279	30.3279
280	280	-27.5464
281	281	33.7381
282	282	1.23264
283	283	-0.551938
284	284	12.4598
285	285	-19.1321
286	286	-8.92897
287	287	13.6031
288	288	3.03596
