row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2779,BPH2768,BPH2756,BPH2767,Non infected,BPH2770,BPH2760,BPH2784,BPH2776,BPH2773,BPH2762,BPH2774
B,BPH2781,BPH2758,BPH2781,BPH2768,BPH2782,TOX-4,BPH2770,BPH2766,BPH2767,BPH2780,BPH2769,BPH2768
C,BPH2762,BPH2765,BPH2779,BPH2781,BPH2769,BPH2778,BPH2764,BPH2775,BPH2775,BPH2757,BPH2776,TOX-5
D,BPH2784,BPH2780,BPH2776,BPH2763,BPH2766,TOX-4,BPH2756,BPH2770,BPH2761,BPH2763,BPH2774,BPH2780
E,TOX-5,BPH2778,BPH2777,BPH2763,TOX-4,BPH2778,Non infected,BPH2759,BPH2761,BPH2767,BPH2760,BPH2777
F,BPH2782,BPH2777,BPH2771,BPH2779,BPH2783,BPH2783,BPH2771,BPH2759,BPH2761,BPH2773,TOX-5,BPH2784
G,BPH2769,BPH2782,BPH2758,BPH2765,BPH2783,BPH2771,BPH2766,BPH2759,BPH2773,BPH2764,BPH2756,BPH2775
H,Non infected,BPH2765,BPH2758,BPH2760,BPH2764,BPH2762,BPH2757,BPH2774,BPH2757,Total LDH,Total LDH,Total LDH
