row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3203,BPH2988,BPH2976,BPH2987,Non infected,BPH2990,BPH2980,BPH3208,BPH3200,BPH2992,BPH2982,BPH2993
B,BPH3205,BPH2978,BPH3205,BPH2988,BPH3206,TOX-4,BPH2990,BPH2986,BPH2987,BPH3204,BPH2989,BPH2988
C,BPH2982,BPH2985,BPH3203,BPH3205,BPH2989,BPH3202,BPH2984,BPH2994,BPH2994,BPH2977,BPH3200,TOX-5
D,BPH3208,BPH3204,BPH3200,BPH2983,BPH2986,TOX-4,BPH2976,BPH2990,BPH2981,BPH2983,BPH2993,BPH3204
E,TOX-5,BPH3202,BPH3201,BPH2983,TOX-4,BPH3202,Non infected,BPH2979,BPH2981,BPH2987,BPH2980,BPH3201
F,BPH3206,BPH3201,BPH2991,BPH3203,BPH3207,BPH3207,BPH2991,BPH2979,BPH2981,BPH2992,TOX-5,BPH3208
G,BPH2989,BPH3206,BPH2978,BPH2985,BPH3207,BPH2991,BPH2986,BPH2979,BPH2992,BPH2984,BPH2976,BPH2994
H,Non infected,BPH2985,BPH2978,BPH2980,BPH2984,BPH2982,BPH2977,BPH2993,BPH2977,Total LDH,Total LDH,Total LDH
