row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3524,BPH3258,BPH2704,BPH3216,JE2,BPH3276,BPH2784,BPH3733,BPH3481,BPH3396,JE2,BPH2860
B,BPH3453,BPH3548,BPH2752,BPH3548,BPH3708,BPH3258,BPH3708,TOX-4,BPH3276,BPH2966,BPH3216,BPH3541
C,BPH3270,BPH3258,BPH2860,BPH2965,BPH3708,BPH3688,BPH3270,BPH3524,BPH2924,BPH3455,BPH3455,BPH2705
D,BPH3481,Non infected,TOX-4,BPH3541,BPH3489,BPH2923,BPH2966,Non infected,BPH2704,BPH3276,BPH2787,BPH2923
E,BPH3453,BPH3541,Non infected,BPH3501,BPH3489,BPH2923,BPH3501,BPH3481,Non infected,BPH2761,BPH2787,BPH3216
F,BPH2784,BPH3501,BPH3733,TOX-4,BPH3336,Non infected,Non infected,BPH2965,BPH3688,BPH3396,BPH2761,BPH2787
G,BPH3336,BPH3524,JE2,BPH3455,BPH3336,BPH2752,BPH2965,BPH3688,BPH3270,BPH3733,BPH2761,BPH3396
H,BPH2924,BPH2704,BPH3453,BPH3489,BPH2966,BPH2752,BPH2784,BPH2924,BPH2860,BPH2705,BPH3548,BPH2705
