row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3692,BPH3682,BPH3670,BPH3681,Non infected,BPH3684,BPH3674,BPH3755,BPH3689,BPH3686,BPH3676,BPH3687
B,BPH3694,BPH3672,BPH3694,BPH3682,BPH3753,TOX-4,BPH3684,BPH3680,BPH3681,BPH3693,BPH3683,BPH3682
C,BPH3676,BPH3679,BPH3692,BPH3694,BPH3683,BPH3691,BPH3678,BPH3688,BPH3688,BPH3671,BPH3689,TOX-5
D,BPH3755,BPH3693,BPH3689,BPH3677,BPH3680,TOX-4,BPH3670,BPH3684,BPH3675,BPH3677,BPH3687,BPH3693
E,TOX-5,BPH3691,BPH3690,BPH3677,TOX-4,BPH3691,Non infected,BPH3673,BPH3675,BPH3681,BPH3674,BPH3690
F,BPH3753,BPH3690,BPH3685,BPH3692,BPH3754,BPH3754,BPH3685,BPH3673,BPH3675,BPH3686,TOX-5,BPH3755
G,BPH3683,BPH3753,BPH3672,BPH3679,BPH3754,BPH3685,BPH3680,BPH3673,BPH3686,BPH3678,BPH3670,BPH3688
H,Non infected,BPH3679,BPH3672,BPH3674,BPH3678,BPH3676,BPH3671,BPH3687,BPH3671,Total LDH,Total LDH,Total LDH
