row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3524,BPH3514,BPH3502,BPH3513,Non infected,BPH3516,BPH3506,BPH3529,BPH3521,BPH3518,BPH3508,BPH3519
B,BPH3526,BPH3504,BPH3526,BPH3514,BPH3527,TOX-4,BPH3516,BPH3512,BPH3513,BPH3525,BPH3515,BPH3514
C,BPH3508,BPH3511,BPH3524,BPH3526,BPH3515,BPH3523,BPH3510,BPH3520,BPH3520,BPH3503,BPH3521,TOX-5
D,BPH3529,BPH3525,BPH3521,BPH3509,BPH3512,TOX-4,BPH3502,BPH3516,BPH3507,BPH3509,BPH3519,BPH3525
E,TOX-5,BPH3523,BPH3522,BPH3509,TOX-4,BPH3523,Non infected,BPH3505,BPH3507,BPH3513,BPH3506,BPH3522
F,BPH3527,BPH3522,BPH3517,BPH3524,BPH3528,BPH3528,BPH3517,BPH3505,BPH3507,BPH3518,TOX-5,BPH3529
G,BPH3515,BPH3527,BPH3504,BPH3511,BPH3528,BPH3517,BPH3512,BPH3505,BPH3518,BPH3510,BPH3502,BPH3520
H,Non infected,BPH3511,BPH3504,BPH3506,BPH3510,BPH3508,BPH3503,BPH3519,BPH3503,Total LDH,Total LDH,Total LDH
