row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3469,BPH3459,BPH3446,BPH3458,Non infected,BPH3461,BPH3451,BPH3751,BPH3466,BPH3463,BPH3453,BPH3464
B,BPH3471,BPH3448,BPH3471,BPH3459,BPH3472,TOX-4,BPH3461,BPH3457,BPH3458,BPH3470,BPH3460,BPH3459
C,BPH3453,BPH3456,BPH3469,BPH3471,BPH3460,BPH3468,BPH3455,BPH3465,BPH3465,BPH3447,BPH3466,TOX-5
D,BPH3751,BPH3470,BPH3466,BPH3454,BPH3457,TOX-4,BPH3446,BPH3461,BPH3452,BPH3454,BPH3464,BPH3470
E,TOX-5,BPH3468,BPH3467,BPH3454,TOX-4,BPH3468,Non infected,BPH3450,BPH3452,BPH3458,BPH3451,BPH3467
F,BPH3472,BPH3467,BPH3462,BPH3469,BPH3750,BPH3750,BPH3462,BPH3450,BPH3452,BPH3463,TOX-5,BPH3751
G,BPH3460,BPH3472,BPH3448,BPH3456,BPH3750,BPH3462,BPH3457,BPH3450,BPH3463,BPH3455,BPH3446,BPH3465
H,Non infected,BPH3456,BPH3448,BPH3451,BPH3455,BPH3453,BPH3447,BPH3464,BPH3447,Total LDH,Total LDH,Total LDH
