row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3664,BPH3654,BPH3642,BPH3653,Non infected,BPH3656,BPH3646,BPH3669,BPH3661,BPH3658,BPH3648,BPH3659
B,BPH3666,BPH3644,BPH3666,BPH3654,BPH3667,TOX-4,BPH3656,BPH3652,BPH3653,BPH3665,BPH3655,BPH3654
C,BPH3648,BPH3651,BPH3664,BPH3666,BPH3655,BPH3663,BPH3650,BPH3660,BPH3660,BPH3643,BPH3661,TOX-5
D,BPH3669,BPH3665,BPH3661,BPH3649,BPH3652,TOX-4,BPH3642,BPH3656,BPH3647,BPH3649,BPH3659,BPH3665
E,TOX-5,BPH3663,BPH3662,BPH3649,TOX-4,BPH3663,Non infected,BPH3645,BPH3647,BPH3653,BPH3646,BPH3662
F,BPH3667,BPH3662,BPH3657,BPH3664,BPH3668,BPH3668,BPH3657,BPH3645,BPH3647,BPH3658,TOX-5,BPH3669
G,BPH3655,BPH3667,BPH3644,BPH3651,BPH3668,BPH3657,BPH3652,BPH3645,BPH3658,BPH3650,BPH3642,BPH3660
H,Non infected,BPH3651,BPH3644,BPH3646,BPH3650,BPH3648,BPH3643,BPH3659,BPH3643,Total LDH,Total LDH,Total LDH
