row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3636,BPH3626,BPH3613,BPH3625,Non infected,BPH3628,BPH3617,BPH3641,BPH3633,BPH3630,BPH3619,BPH3631
B,BPH3638,BPH3615,BPH3638,BPH3626,BPH3639,TOX-4,BPH3628,BPH3623,BPH3625,BPH3637,BPH3627,BPH3626
C,BPH3619,BPH3622,BPH3636,BPH3638,BPH3627,BPH3635,BPH3621,BPH3632,BPH3632,BPH3614,BPH3633,TOX-5
D,BPH3641,BPH3637,BPH3633,BPH3620,BPH3623,TOX-4,BPH3613,BPH3628,BPH3618,BPH3620,BPH3631,BPH3637
E,TOX-5,BPH3635,BPH3634,BPH3620,TOX-4,BPH3635,Non infected,BPH3616,BPH3618,BPH3625,BPH3617,BPH3634
F,BPH3639,BPH3634,BPH3629,BPH3636,BPH3640,BPH3640,BPH3629,BPH3616,BPH3618,BPH3630,TOX-5,BPH3641
G,BPH3627,BPH3639,BPH3615,BPH3622,BPH3640,BPH3629,BPH3623,BPH3616,BPH3630,BPH3621,BPH3613,BPH3632
H,Non infected,BPH3622,BPH3615,BPH3617,BPH3621,BPH3619,BPH3614,BPH3631,BPH3614,Total LDH,Total LDH,Total LDH
