row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3718,BPH3707,BPH3695,BPH3706,Non infected,BPH3709,BPH3699,BPH3757,BPH3715,BPH3712,BPH3701,BPH3713
B,BPH3720,BPH3697,BPH3720,BPH3707,BPH3721,TOX-4,BPH3709,BPH3705,BPH3706,BPH3719,BPH3708,BPH3707
C,BPH3701,BPH3704,BPH3718,BPH3720,BPH3708,BPH3717,BPH3703,BPH3714,BPH3714,BPH3696,BPH3715,TOX-5
D,BPH3757,BPH3719,BPH3715,BPH3702,BPH3705,TOX-4,BPH3695,BPH3709,BPH3700,BPH3702,BPH3713,BPH3719
E,TOX-5,BPH3717,BPH3716,BPH3702,TOX-4,BPH3717,Non infected,BPH3698,BPH3700,BPH3706,BPH3699,BPH3716
F,BPH3721,BPH3716,BPH3710,BPH3718,BPH3722,BPH3722,BPH3710,BPH3698,BPH3700,BPH3712,TOX-5,BPH3757
G,BPH3708,BPH3721,BPH3697,BPH3704,BPH3722,BPH3710,BPH3705,BPH3698,BPH3712,BPH3703,BPH3695,BPH3714
H,Non infected,BPH3704,BPH3697,BPH3699,BPH3703,BPH3701,BPH3696,BPH3713,BPH3696,Total LDH,Total LDH,Total LDH
