row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2750,BPH2740,BPH2728,BPH2739,Non infected,BPH2742,BPH2732,BPH2755,BPH2747,BPH2744,BPH2734,BPH2745
B,BPH2752,BPH2730,BPH2752,BPH2740,BPH2753,TOX-4,BPH2742,BPH2738,BPH2739,BPH2751,BPH2741,BPH2740
C,BPH2734,BPH2737,BPH2750,BPH2752,BPH2741,BPH2749,BPH2736,BPH2746,BPH2746,BPH2729,BPH2747,TOX-5
D,BPH2755,BPH2751,BPH2747,BPH2735,BPH2738,TOX-4,BPH2728,BPH2742,BPH2733,BPH2735,BPH2745,BPH2751
E,TOX-5,BPH2749,BPH2748,BPH2735,TOX-4,BPH2749,Non infected,BPH2731,BPH2733,BPH2739,BPH2732,BPH2748
F,BPH2753,BPH2748,BPH2743,BPH2750,BPH2754,BPH2754,BPH2743,BPH2731,BPH2733,BPH2744,TOX-5,BPH2755
G,BPH2741,BPH2753,BPH2730,BPH2737,BPH2754,BPH2743,BPH2738,BPH2731,BPH2744,BPH2736,BPH2728,BPH2746
H,Non infected,BPH2737,BPH2730,BPH2732,BPH2736,BPH2734,BPH2729,BPH2745,BPH2729,Total LDH,Total LDH,Total LDH
