row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2890,BPH2880,BPH2868,BPH2879,Non infected,BPH2882,BPH2872,BPH2895,BPH2887,BPH2884,BPH2874,BPH2885
B,BPH2892,BPH2870,BPH2892,BPH2880,BPH2893,TOX-4,BPH2882,BPH2878,BPH2879,BPH2891,BPH2881,BPH2880
C,BPH2874,BPH2877,BPH2890,BPH2892,BPH2881,BPH2889,BPH2876,BPH2886,BPH2886,BPH2869,BPH2887,TOX-5
D,BPH2895,BPH2891,BPH2887,BPH2875,BPH2878,TOX-4,BPH2868,BPH2882,BPH2873,BPH2875,BPH2885,BPH2891
E,TOX-5,BPH2889,BPH2888,BPH2875,TOX-4,BPH2889,Non infected,BPH2871,BPH2873,BPH2879,BPH2872,BPH2888
F,BPH2893,BPH2888,BPH2883,BPH2890,BPH2894,BPH2894,BPH2883,BPH2871,BPH2873,BPH2884,TOX-5,BPH2895
G,BPH2881,BPH2893,BPH2870,BPH2877,BPH2894,BPH2883,BPH2878,BPH2871,BPH2884,BPH2876,BPH2868,BPH2886
H,Non infected,BPH2877,BPH2870,BPH2872,BPH2876,BPH2874,BPH2869,BPH2885,BPH2869,Total LDH,Total LDH,Total LDH
