row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3396,BPH3384,BPH3372,BPH3383,TOX-4,BPH3388,BPH3376,Non infected,BPH3393,BPH3390,BPH3378,BPH3391
B,BPH3398,BPH3374,BPH3398,BPH3384,BPH3738,TOX-5,BPH3388,BPH3382,BPH3383,BPH3397,BPH3387,BPH3384
C,BPH3378,BPH3381,BPH3396,BPH3398,BPH3387,BPH3395,BPH3380,BPH3392,BPH3392,BPH3373,BPH3393,Blank
D,Non infected,BPH3397,BPH3393,BPH3379,BPH3382,TOX-5,BPH3372,BPH3388,BPH3377,BPH3379,BPH3391,BPH3397
E,Blank,BPH3395,BPH3394,BPH3379,TOX-5,BPH3395,TOX-4,BPH3375,BPH3377,BPH3383,BPH3376,BPH3394
F,BPH3738,BPH3394,BPH3389,BPH3396,BPH3739,BPH3739,BPH3389,BPH3375,BPH3377,BPH3390,Blank,Non infected
G,BPH3387,BPH3738,BPH3374,BPH3381,BPH3739,BPH3389,BPH3382,BPH3375,BPH3390,BPH3380,BPH3372,BPH3392
H,TOX-4,BPH3381,BPH3374,BPH3376,BPH3380,BPH3378,BPH3373,BPH3391,BPH3373,Total LDH,Total LDH,Total LDH
