row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3444,BPH3434,BPH3422,BPH3433,Non infected,BPH3436,BPH3426,BPH3749,BPH3441,BPH3438,BPH3428,BPH3439
B,BPH3746,BPH3424,BPH3746,BPH3434,BPH3747,TOX-4,BPH3436,BPH3432,BPH3433,BPH3445,BPH3435,BPH3434
C,BPH3428,BPH3431,BPH3444,BPH3746,BPH3435,BPH3443,BPH3430,BPH3440,BPH3440,BPH3423,BPH3441,TOX-5
D,BPH3749,BPH3445,BPH3441,BPH3429,BPH3432,TOX-4,BPH3422,BPH3436,BPH3427,BPH3429,BPH3439,BPH3445
E,TOX-5,BPH3443,BPH3442,BPH3429,TOX-4,BPH3443,Non infected,BPH3425,BPH3427,BPH3433,BPH3426,BPH3442
F,BPH3747,BPH3442,BPH3437,BPH3444,BPH3748,BPH3748,BPH3437,BPH3425,BPH3427,BPH3438,TOX-5,BPH3749
G,BPH3435,BPH3747,BPH3424,BPH3431,BPH3748,BPH3437,BPH3432,BPH3425,BPH3438,BPH3430,BPH3422,BPH3440
H,Non infected,BPH3431,BPH3424,BPH3426,BPH3430,BPH3428,BPH3423,BPH3439,BPH3423,Total LDH,Total LDH,Total LDH
