row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2807,BPH2797,BPH2785,BPH2796,TOX-4,BPH2799,BPH2789,Non infected,BPH2804,BPH2801,BPH2791,BPH2802
B,BPH2809,BPH2787,BPH2809,BPH2797,BPH2810,TOX-5,BPH2799,BPH2795,BPH2796,BPH2808,BPH2798,BPH2797
C,BPH2791,BPH2794,BPH2807,BPH2809,BPH2798,BPH2806,BPH2793,BPH2803,BPH2803,BPH2786,BPH2804,Blank
D,Non infected,BPH2808,BPH2804,BPH2792,BPH2795,TOX-5,BPH2785,BPH2799,BPH2790,BPH2792,BPH2802,BPH2808
E,Blank,BPH2806,BPH2805,BPH2792,TOX-5,BPH2806,TOX-4,BPH2788,BPH2790,BPH2796,BPH2789,BPH2805
F,BPH2810,BPH2805,BPH2800,BPH2807,BPH2811,BPH2811,BPH2800,BPH2788,BPH2790,BPH2801,Blank,Non infected
G,BPH2798,BPH2810,BPH2787,BPH2794,BPH2811,BPH2800,BPH2795,BPH2788,BPH2801,BPH2793,BPH2785,BPH2803
H,TOX-4,BPH2794,BPH2787,BPH2789,BPH2793,BPH2791,BPH2786,BPH2802,BPH2786,Total LDH,Total LDH,Total LDH
