row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3315,BPH3305,BPH3293,BPH3304,Non infected,BPH3307,BPH3297,BPH3320,BPH3312,BPH3309,BPH3299,BPH3310
B,BPH3317,BPH3295,BPH3317,BPH3305,BPH3318,TOX-4,BPH3307,BPH3303,BPH3304,BPH3316,BPH3306,BPH3305
C,BPH3299,BPH3302,BPH3315,BPH3317,BPH3306,BPH3314,BPH3301,BPH3311,BPH3311,BPH3294,BPH3312,TOX-5
D,BPH3320,BPH3316,BPH3312,BPH3300,BPH3303,TOX-4,BPH3293,BPH3307,BPH3298,BPH3300,BPH3310,BPH3316
E,TOX-5,BPH3314,BPH3313,BPH3300,TOX-4,BPH3314,Non infected,BPH3296,BPH3298,BPH3304,BPH3297,BPH3313
F,BPH3318,BPH3313,BPH3308,BPH3315,BPH3319,BPH3319,BPH3308,BPH3296,BPH3298,BPH3309,TOX-5,BPH3320
G,BPH3306,BPH3318,BPH3295,BPH3302,BPH3319,BPH3308,BPH3303,BPH3296,BPH3309,BPH3301,BPH3293,BPH3311
H,Non infected,BPH3302,BPH3295,BPH3297,BPH3301,BPH3299,BPH3294,BPH3310,BPH3294,Total LDH,Total LDH,Total LDH
