row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2862,BPH2852,BPH2840,BPH2851,Non infected,BPH2854,BPH2844,BPH2867,BPH2859,BPH2856,BPH2846,BPH2857
B,BPH2864,BPH2842,BPH2864,BPH2852,BPH2865,TOX-4,BPH2854,BPH2850,BPH2851,BPH2863,BPH2853,BPH2852
C,BPH2846,BPH2849,BPH2862,BPH2864,BPH2853,BPH2861,BPH2848,BPH2858,BPH2858,BPH2841,BPH2859,TOX-5
D,BPH2867,BPH2863,BPH2859,BPH2847,BPH2850,TOX-4,BPH2840,BPH2854,BPH2845,BPH2847,BPH2857,BPH2863
E,TOX-5,BPH2861,BPH2860,BPH2847,TOX-4,BPH2861,Non infected,BPH2843,BPH2845,BPH2851,BPH2844,BPH2860
F,BPH2865,BPH2860,BPH2855,BPH2862,BPH2866,BPH2866,BPH2855,BPH2843,BPH2845,BPH2856,TOX-5,BPH2867
G,BPH2853,BPH2865,BPH2842,BPH2849,BPH2866,BPH2855,BPH2850,BPH2843,BPH2856,BPH2848,BPH2840,BPH2858
H,Non infected,BPH2849,BPH2842,BPH2844,BPH2848,BPH2846,BPH2841,BPH2857,BPH2841,Total LDH,Total LDH,Total LDH
