row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3495,BPH3485,BPH3473,BPH3484,Non infected,BPH3487,BPH3477,BPH3501,BPH3492,BPH3489,BPH3479,BPH3490
B,BPH3497,BPH3475,BPH3497,BPH3485,BPH3499,TOX-4,BPH3487,BPH3483,BPH3484,BPH3496,BPH3486,BPH3485
C,BPH3479,BPH3482,BPH3495,BPH3497,BPH3486,BPH3494,BPH3481,BPH3491,BPH3491,BPH3474,BPH3492,TOX-5
D,BPH3501,BPH3496,BPH3492,BPH3480,BPH3483,TOX-4,BPH3473,BPH3487,BPH3478,BPH3480,BPH3490,BPH3496
E,TOX-5,BPH3494,BPH3493,BPH3480,TOX-4,BPH3494,Non infected,BPH3476,BPH3478,BPH3484,BPH3477,BPH3493
F,BPH3499,BPH3493,BPH3488,BPH3495,BPH3500,BPH3500,BPH3488,BPH3476,BPH3478,BPH3489,TOX-5,BPH3501
G,BPH3486,BPH3499,BPH3475,BPH3482,BPH3500,BPH3488,BPH3483,BPH3476,BPH3489,BPH3481,BPH3473,BPH3491
H,Non infected,BPH3482,BPH3475,BPH3477,BPH3481,BPH3479,BPH3474,BPH3490,BPH3474,Total LDH,Total LDH,Total LDH
