well,well_row,well_col,OD,OD_blank_normalised,experiment,plate,well_id,timepoint,sample_id,strain_group
C01,C,1,0.495,FALSE,exp210324,GPV1,exp210324_GPV1_C01,90,NE1183,NEBRASKA
C01,C,1,0.501,FALSE,exp210324,GPV1,exp210324_GPV1_C01,100,NE1183,NEBRASKA
C01,C,1,0.502,FALSE,exp210324,GPV1,exp210324_GPV1_C01,110,NE1183,NEBRASKA
C01,C,1,0.502,FALSE,exp210324,GPV1,exp210324_GPV1_C01,120,NE1183,NEBRASKA
C01,C,1,0.51,FALSE,exp210324,GPV1,exp210324_GPV1_C01,130,NE1183,NEBRASKA
C01,C,1,0.512,FALSE,exp210324,GPV1,exp210324_GPV1_C01,140,NE1183,NEBRASKA
C01,C,1,0.518,FALSE,exp210324,GPV1,exp210324_GPV1_C01,150,NE1183,NEBRASKA
C01,C,1,0.53,FALSE,exp210324,GPV1,exp210324_GPV1_C01,160,NE1183,NEBRASKA
C01,C,1,0.543,FALSE,exp210324,GPV1,exp210324_GPV1_C01,170,NE1183,NEBRASKA
C01,C,1,0.559,FALSE,exp210324,GPV1,exp210324_GPV1_C01,180,NE1183,NEBRASKA
C01,C,1,0.578,FALSE,exp210324,GPV1,exp210324_GPV1_C01,190,NE1183,NEBRASKA
C01,C,1,0.601,FALSE,exp210324,GPV1,exp210324_GPV1_C01,200,NE1183,NEBRASKA
C01,C,1,0.62,FALSE,exp210324,GPV1,exp210324_GPV1_C01,210,NE1183,NEBRASKA
C01,C,1,0.648,FALSE,exp210324,GPV1,exp210324_GPV1_C01,220,NE1183,NEBRASKA
C01,C,1,0.683,FALSE,exp210324,GPV1,exp210324_GPV1_C01,230,NE1183,NEBRASKA
C01,C,1,0.719,FALSE,exp210324,GPV1,exp210324_GPV1_C01,240,NE1183,NEBRASKA
C01,C,1,0.756,FALSE,exp210324,GPV1,exp210324_GPV1_C01,250,NE1183,NEBRASKA
C01,C,1,0.794,FALSE,exp210324,GPV1,exp210324_GPV1_C01,260,NE1183,NEBRASKA
C01,C,1,0.832,FALSE,exp210324,GPV1,exp210324_GPV1_C01,270,NE1183,NEBRASKA
C01,C,1,0.87,FALSE,exp210324,GPV1,exp210324_GPV1_C01,280,NE1183,NEBRASKA
C01,C,1,0.903,FALSE,exp210324,GPV1,exp210324_GPV1_C01,290,NE1183,NEBRASKA
C01,C,1,0.934,FALSE,exp210324,GPV1,exp210324_GPV1_C01,300,NE1183,NEBRASKA
C01,C,1,0.95,FALSE,exp210324,GPV1,exp210324_GPV1_C01,310,NE1183,NEBRASKA
C01,C,1,0.966,FALSE,exp210324,GPV1,exp210324_GPV1_C01,320,NE1183,NEBRASKA
C01,C,1,0.974,FALSE,exp210324,GPV1,exp210324_GPV1_C01,330,NE1183,NEBRASKA
C01,C,1,0.991,FALSE,exp210324,GPV1,exp210324_GPV1_C01,340,NE1183,NEBRASKA
C01,C,1,0.995,FALSE,exp210324,GPV1,exp210324_GPV1_C01,350,NE1183,NEBRASKA
C01,C,1,1.006,FALSE,exp210324,GPV1,exp210324_GPV1_C01,360,NE1183,NEBRASKA
C01,C,1,1.021,FALSE,exp210324,GPV1,exp210324_GPV1_C01,370,NE1183,NEBRASKA
C01,C,1,1.025,FALSE,exp210324,GPV1,exp210324_GPV1_C01,380,NE1183,NEBRASKA
C01,C,1,1.037,FALSE,exp210324,GPV1,exp210324_GPV1_C01,390,NE1183,NEBRASKA
C01,C,1,1.042,FALSE,exp210324,GPV1,exp210324_GPV1_C01,400,NE1183,NEBRASKA
C01,C,1,1.056,FALSE,exp210324,GPV1,exp210324_GPV1_C01,410,NE1183,NEBRASKA
C01,C,1,1.074,FALSE,exp210324,GPV1,exp210324_GPV1_C01,420,NE1183,NEBRASKA
C01,C,1,1.077,FALSE,exp210324,GPV1,exp210324_GPV1_C01,430,NE1183,NEBRASKA
C01,C,1,1.087,FALSE,exp210324,GPV1,exp210324_GPV1_C01,440,NE1183,NEBRASKA
C01,C,1,1.089,FALSE,exp210324,GPV1,exp210324_GPV1_C01,450,NE1183,NEBRASKA
C01,C,1,1.105,FALSE,exp210324,GPV1,exp210324_GPV1_C01,460,NE1183,NEBRASKA
C01,C,1,1.116,FALSE,exp210324,GPV1,exp210324_GPV1_C01,470,NE1183,NEBRASKA
C01,C,1,1.113,FALSE,exp210324,GPV1,exp210324_GPV1_C01,480,NE1183,NEBRASKA
C01,C,1,1.121,FALSE,exp210324,GPV1,exp210324_GPV1_C01,490,NE1183,NEBRASKA
C01,C,1,1.126,FALSE,exp210324,GPV1,exp210324_GPV1_C01,500,NE1183,NEBRASKA
C01,C,1,1.132,FALSE,exp210324,GPV1,exp210324_GPV1_C01,510,NE1183,NEBRASKA
C01,C,1,1.141,FALSE,exp210324,GPV1,exp210324_GPV1_C01,520,NE1183,NEBRASKA
C01,C,1,1.146,FALSE,exp210324,GPV1,exp210324_GPV1_C01,530,NE1183,NEBRASKA
C01,C,1,1.157,FALSE,exp210324,GPV1,exp210324_GPV1_C01,540,NE1183,NEBRASKA
C01,C,1,1.156,FALSE,exp210324,GPV1,exp210324_GPV1_C01,550,NE1183,NEBRASKA
C01,C,1,1.164,FALSE,exp210324,GPV1,exp210324_GPV1_C01,560,NE1183,NEBRASKA
C01,C,1,1.17,FALSE,exp210324,GPV1,exp210324_GPV1_C01,570,NE1183,NEBRASKA
C01,C,1,1.179,FALSE,exp210324,GPV1,exp210324_GPV1_C01,580,NE1183,NEBRASKA
C01,C,1,1.178,FALSE,exp210324,GPV1,exp210324_GPV1_C01,590,NE1183,NEBRASKA
C01,C,1,1.184,FALSE,exp210324,GPV1,exp210324_GPV1_C01,600,NE1183,NEBRASKA
C01,C,1,1.183,FALSE,exp210324,GPV1,exp210324_GPV1_C01,610,NE1183,NEBRASKA
C01,C,1,1.193,FALSE,exp210324,GPV1,exp210324_GPV1_C01,620,NE1183,NEBRASKA
C01,C,1,1.19,FALSE,exp210324,GPV1,exp210324_GPV1_C01,630,NE1183,NEBRASKA
C01,C,1,1.199,FALSE,exp210324,GPV1,exp210324_GPV1_C01,640,NE1183,NEBRASKA
C01,C,1,1.201,FALSE,exp210324,GPV1,exp210324_GPV1_C01,650,NE1183,NEBRASKA
C01,C,1,1.205,FALSE,exp210324,GPV1,exp210324_GPV1_C01,660,NE1183,NEBRASKA
C01,C,1,1.205,FALSE,exp210324,GPV1,exp210324_GPV1_C01,670,NE1183,NEBRASKA
C01,C,1,1.21,FALSE,exp210324,GPV1,exp210324_GPV1_C01,680,NE1183,NEBRASKA
C01,C,1,1.216,FALSE,exp210324,GPV1,exp210324_GPV1_C01,690,NE1183,NEBRASKA
C01,C,1,1.214,FALSE,exp210324,GPV1,exp210324_GPV1_C01,700,NE1183,NEBRASKA
C01,C,1,1.221,FALSE,exp210324,GPV1,exp210324_GPV1_C01,710,NE1183,NEBRASKA
C01,C,1,1.219,FALSE,exp210324,GPV1,exp210324_GPV1_C01,720,NE1183,NEBRASKA
C01,C,1,1.222,FALSE,exp210324,GPV1,exp210324_GPV1_C01,730,NE1183,NEBRASKA
C01,C,1,1.224,FALSE,exp210324,GPV1,exp210324_GPV1_C01,740,NE1183,NEBRASKA
C01,C,1,1.228,FALSE,exp210324,GPV1,exp210324_GPV1_C01,750,NE1183,NEBRASKA
C01,C,1,1.227,FALSE,exp210324,GPV1,exp210324_GPV1_C01,760,NE1183,NEBRASKA
C01,C,1,1.234,FALSE,exp210324,GPV1,exp210324_GPV1_C01,770,NE1183,NEBRASKA
C01,C,1,1.226,FALSE,exp210324,GPV1,exp210324_GPV1_C01,780,NE1183,NEBRASKA
C01,C,1,1.225,FALSE,exp210324,GPV1,exp210324_GPV1_C01,790,NE1183,NEBRASKA
C01,C,1,1.23,FALSE,exp210324,GPV1,exp210324_GPV1_C01,800,NE1183,NEBRASKA
C01,C,1,1.23,FALSE,exp210324,GPV1,exp210324_GPV1_C01,810,NE1183,NEBRASKA
C01,C,1,1.229,FALSE,exp210324,GPV1,exp210324_GPV1_C01,820,NE1183,NEBRASKA
C01,C,1,1.258,FALSE,exp210324,GPV1,exp210324_GPV1_C01,830,NE1183,NEBRASKA
C01,C,1,1.24,FALSE,exp210324,GPV1,exp210324_GPV1_C01,840,NE1183,NEBRASKA
C01,C,1,1.227,FALSE,exp210324,GPV1,exp210324_GPV1_C01,850,NE1183,NEBRASKA
C01,C,1,1.241,FALSE,exp210324,GPV1,exp210324_GPV1_C01,860,NE1183,NEBRASKA
C01,C,1,1.247,FALSE,exp210324,GPV1,exp210324_GPV1_C01,870,NE1183,NEBRASKA
C01,C,1,1.236,FALSE,exp210324,GPV1,exp210324_GPV1_C01,880,NE1183,NEBRASKA
C01,C,1,1.231,FALSE,exp210324,GPV1,exp210324_GPV1_C01,890,NE1183,NEBRASKA
C01,C,1,1.257,FALSE,exp210324,GPV1,exp210324_GPV1_C01,900,NE1183,NEBRASKA
C01,C,1,1.241,FALSE,exp210324,GPV1,exp210324_GPV1_C01,910,NE1183,NEBRASKA
C01,C,1,1.253,FALSE,exp210324,GPV1,exp210324_GPV1_C01,920,NE1183,NEBRASKA
C01,C,1,1.249,FALSE,exp210324,GPV1,exp210324_GPV1_C01,930,NE1183,NEBRASKA
C01,C,1,1.252,FALSE,exp210324,GPV1,exp210324_GPV1_C01,940,NE1183,NEBRASKA
C01,C,1,1.253,FALSE,exp210324,GPV1,exp210324_GPV1_C01,950,NE1183,NEBRASKA
C01,C,1,1.239,FALSE,exp210324,GPV1,exp210324_GPV1_C01,960,NE1183,NEBRASKA
C01,C,1,1.206,FALSE,exp210324,GPV1,exp210324_GPV1_C01,970,NE1183,NEBRASKA
C01,C,1,1.228,FALSE,exp210324,GPV1,exp210324_GPV1_C01,980,NE1183,NEBRASKA
C01,C,1,1.241,FALSE,exp210324,GPV1,exp210324_GPV1_C01,990,NE1183,NEBRASKA
C01,C,1,1.24,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1000,NE1183,NEBRASKA
C01,C,1,1.244,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1010,NE1183,NEBRASKA
C01,C,1,1.23,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1020,NE1183,NEBRASKA
C01,C,1,1.231,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1030,NE1183,NEBRASKA
C01,C,1,1.218,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1040,NE1183,NEBRASKA
C01,C,1,1.22,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1050,NE1183,NEBRASKA
C01,C,1,1.235,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1060,NE1183,NEBRASKA
C01,C,1,1.211,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1070,NE1183,NEBRASKA
C01,C,1,1.21,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1080,NE1183,NEBRASKA
C01,C,1,1.196,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1090,NE1183,NEBRASKA
C01,C,1,1.225,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1100,NE1183,NEBRASKA
C01,C,1,1.228,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1110,NE1183,NEBRASKA
C01,C,1,1.235,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1120,NE1183,NEBRASKA
C01,C,1,1.217,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1130,NE1183,NEBRASKA
C01,C,1,1.218,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1140,NE1183,NEBRASKA
C01,C,1,1.217,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1150,NE1183,NEBRASKA
C01,C,1,1.213,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1160,NE1183,NEBRASKA
C01,C,1,1.22,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1170,NE1183,NEBRASKA
C01,C,1,1.202,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1180,NE1183,NEBRASKA
C01,C,1,1.2,FALSE,exp210324,GPV1,exp210324_GPV1_C01,1190,NE1183,NEBRASKA
C02,C,2,0.494,FALSE,exp210324,GPV1,exp210324_GPV1_C02,0,NE1462,NEBRASKA
C02,C,2,0.495,FALSE,exp210324,GPV1,exp210324_GPV1_C02,10,NE1462,NEBRASKA
C02,C,2,0.495,FALSE,exp210324,GPV1,exp210324_GPV1_C02,20,NE1462,NEBRASKA
C02,C,2,0.484,FALSE,exp210324,GPV1,exp210324_GPV1_C02,30,NE1462,NEBRASKA
C02,C,2,0.491,FALSE,exp210324,GPV1,exp210324_GPV1_C02,40,NE1462,NEBRASKA
C02,C,2,0.494,FALSE,exp210324,GPV1,exp210324_GPV1_C02,50,NE1462,NEBRASKA
C02,C,2,0.49,FALSE,exp210324,GPV1,exp210324_GPV1_C02,60,NE1462,NEBRASKA
C02,C,2,0.487,FALSE,exp210324,GPV1,exp210324_GPV1_C02,70,NE1462,NEBRASKA
C02,C,2,0.488,FALSE,exp210324,GPV1,exp210324_GPV1_C02,80,NE1462,NEBRASKA
C02,C,2,0.487,FALSE,exp210324,GPV1,exp210324_GPV1_C02,90,NE1462,NEBRASKA
C02,C,2,0.501,FALSE,exp210324,GPV1,exp210324_GPV1_C02,100,NE1462,NEBRASKA
C02,C,2,0.497,FALSE,exp210324,GPV1,exp210324_GPV1_C02,110,NE1462,NEBRASKA
C02,C,2,0.498,FALSE,exp210324,GPV1,exp210324_GPV1_C02,120,NE1462,NEBRASKA
C02,C,2,0.488,FALSE,exp210324,GPV1,exp210324_GPV1_C02,130,NE1462,NEBRASKA
C02,C,2,0.489,FALSE,exp210324,GPV1,exp210324_GPV1_C02,140,NE1462,NEBRASKA
C02,C,2,0.494,FALSE,exp210324,GPV1,exp210324_GPV1_C02,150,NE1462,NEBRASKA
C02,C,2,0.494,FALSE,exp210324,GPV1,exp210324_GPV1_C02,160,NE1462,NEBRASKA
C02,C,2,0.494,FALSE,exp210324,GPV1,exp210324_GPV1_C02,170,NE1462,NEBRASKA
C02,C,2,0.51,FALSE,exp210324,GPV1,exp210324_GPV1_C02,180,NE1462,NEBRASKA
C02,C,2,0.492,FALSE,exp210324,GPV1,exp210324_GPV1_C02,190,NE1462,NEBRASKA
C02,C,2,0.497,FALSE,exp210324,GPV1,exp210324_GPV1_C02,200,NE1462,NEBRASKA
C02,C,2,0.5,FALSE,exp210324,GPV1,exp210324_GPV1_C02,210,NE1462,NEBRASKA
C02,C,2,0.491,FALSE,exp210324,GPV1,exp210324_GPV1_C02,220,NE1462,NEBRASKA
C02,C,2,0.504,FALSE,exp210324,GPV1,exp210324_GPV1_C02,230,NE1462,NEBRASKA
C02,C,2,0.5,FALSE,exp210324,GPV1,exp210324_GPV1_C02,240,NE1462,NEBRASKA
C02,C,2,0.502,FALSE,exp210324,GPV1,exp210324_GPV1_C02,250,NE1462,NEBRASKA
C02,C,2,0.514,FALSE,exp210324,GPV1,exp210324_GPV1_C02,260,NE1462,NEBRASKA
C02,C,2,0.5,FALSE,exp210324,GPV1,exp210324_GPV1_C02,270,NE1462,NEBRASKA
C02,C,2,0.506,FALSE,exp210324,GPV1,exp210324_GPV1_C02,280,NE1462,NEBRASKA
C02,C,2,0.509,FALSE,exp210324,GPV1,exp210324_GPV1_C02,290,NE1462,NEBRASKA
C02,C,2,0.51,FALSE,exp210324,GPV1,exp210324_GPV1_C02,300,NE1462,NEBRASKA
C02,C,2,0.509,FALSE,exp210324,GPV1,exp210324_GPV1_C02,310,NE1462,NEBRASKA
C02,C,2,0.531,FALSE,exp210324,GPV1,exp210324_GPV1_C02,320,NE1462,NEBRASKA
C02,C,2,0.53,FALSE,exp210324,GPV1,exp210324_GPV1_C02,330,NE1462,NEBRASKA
C02,C,2,0.549,FALSE,exp210324,GPV1,exp210324_GPV1_C02,340,NE1462,NEBRASKA
C02,C,2,0.567,FALSE,exp210324,GPV1,exp210324_GPV1_C02,350,NE1462,NEBRASKA
C02,C,2,0.588,FALSE,exp210324,GPV1,exp210324_GPV1_C02,360,NE1462,NEBRASKA
C02,C,2,0.605,FALSE,exp210324,GPV1,exp210324_GPV1_C02,370,NE1462,NEBRASKA
C02,C,2,0.641,FALSE,exp210324,GPV1,exp210324_GPV1_C02,380,NE1462,NEBRASKA
C02,C,2,0.675,FALSE,exp210324,GPV1,exp210324_GPV1_C02,390,NE1462,NEBRASKA
C02,C,2,0.711,FALSE,exp210324,GPV1,exp210324_GPV1_C02,400,NE1462,NEBRASKA
C02,C,2,0.744,FALSE,exp210324,GPV1,exp210324_GPV1_C02,410,NE1462,NEBRASKA
C02,C,2,0.791,FALSE,exp210324,GPV1,exp210324_GPV1_C02,420,NE1462,NEBRASKA
C02,C,2,0.843,FALSE,exp210324,GPV1,exp210324_GPV1_C02,430,NE1462,NEBRASKA
C02,C,2,0.871,FALSE,exp210324,GPV1,exp210324_GPV1_C02,440,NE1462,NEBRASKA
C02,C,2,0.9,FALSE,exp210324,GPV1,exp210324_GPV1_C02,450,NE1462,NEBRASKA
C02,C,2,0.934,FALSE,exp210324,GPV1,exp210324_GPV1_C02,460,NE1462,NEBRASKA
C02,C,2,0.954,FALSE,exp210324,GPV1,exp210324_GPV1_C02,470,NE1462,NEBRASKA
C02,C,2,0.972,FALSE,exp210324,GPV1,exp210324_GPV1_C02,480,NE1462,NEBRASKA
C02,C,2,0.996,FALSE,exp210324,GPV1,exp210324_GPV1_C02,490,NE1462,NEBRASKA
C02,C,2,1.004,FALSE,exp210324,GPV1,exp210324_GPV1_C02,500,NE1462,NEBRASKA
C02,C,2,1.016,FALSE,exp210324,GPV1,exp210324_GPV1_C02,510,NE1462,NEBRASKA
C02,C,2,1.024,FALSE,exp210324,GPV1,exp210324_GPV1_C02,520,NE1462,NEBRASKA
C02,C,2,1.036,FALSE,exp210324,GPV1,exp210324_GPV1_C02,530,NE1462,NEBRASKA
C02,C,2,1.056,FALSE,exp210324,GPV1,exp210324_GPV1_C02,540,NE1462,NEBRASKA
C02,C,2,1.072,FALSE,exp210324,GPV1,exp210324_GPV1_C02,550,NE1462,NEBRASKA
C02,C,2,1.073,FALSE,exp210324,GPV1,exp210324_GPV1_C02,560,NE1462,NEBRASKA
C02,C,2,1.093,FALSE,exp210324,GPV1,exp210324_GPV1_C02,570,NE1462,NEBRASKA
C02,C,2,1.094,FALSE,exp210324,GPV1,exp210324_GPV1_C02,580,NE1462,NEBRASKA
C02,C,2,1.091,FALSE,exp210324,GPV1,exp210324_GPV1_C02,590,NE1462,NEBRASKA
C02,C,2,1.098,FALSE,exp210324,GPV1,exp210324_GPV1_C02,600,NE1462,NEBRASKA
C02,C,2,1.099,FALSE,exp210324,GPV1,exp210324_GPV1_C02,610,NE1462,NEBRASKA
C02,C,2,1.098,FALSE,exp210324,GPV1,exp210324_GPV1_C02,620,NE1462,NEBRASKA
C02,C,2,1.101,FALSE,exp210324,GPV1,exp210324_GPV1_C02,630,NE1462,NEBRASKA
C02,C,2,1.1,FALSE,exp210324,GPV1,exp210324_GPV1_C02,640,NE1462,NEBRASKA
C02,C,2,1.095,FALSE,exp210324,GPV1,exp210324_GPV1_C02,650,NE1462,NEBRASKA
C02,C,2,1.104,FALSE,exp210324,GPV1,exp210324_GPV1_C02,660,NE1462,NEBRASKA
C02,C,2,1.106,FALSE,exp210324,GPV1,exp210324_GPV1_C02,670,NE1462,NEBRASKA
C02,C,2,1.108,FALSE,exp210324,GPV1,exp210324_GPV1_C02,680,NE1462,NEBRASKA
C02,C,2,1.12,FALSE,exp210324,GPV1,exp210324_GPV1_C02,690,NE1462,NEBRASKA
C02,C,2,1.114,FALSE,exp210324,GPV1,exp210324_GPV1_C02,700,NE1462,NEBRASKA
C02,C,2,1.122,FALSE,exp210324,GPV1,exp210324_GPV1_C02,710,NE1462,NEBRASKA
C02,C,2,1.122,FALSE,exp210324,GPV1,exp210324_GPV1_C02,720,NE1462,NEBRASKA
C02,C,2,1.126,FALSE,exp210324,GPV1,exp210324_GPV1_C02,730,NE1462,NEBRASKA
C02,C,2,1.134,FALSE,exp210324,GPV1,exp210324_GPV1_C02,740,NE1462,NEBRASKA
C02,C,2,1.134,FALSE,exp210324,GPV1,exp210324_GPV1_C02,750,NE1462,NEBRASKA
C02,C,2,1.142,FALSE,exp210324,GPV1,exp210324_GPV1_C02,760,NE1462,NEBRASKA
C02,C,2,1.132,FALSE,exp210324,GPV1,exp210324_GPV1_C02,770,NE1462,NEBRASKA
C02,C,2,1.135,FALSE,exp210324,GPV1,exp210324_GPV1_C02,780,NE1462,NEBRASKA
C02,C,2,1.142,FALSE,exp210324,GPV1,exp210324_GPV1_C02,790,NE1462,NEBRASKA
C02,C,2,1.143,FALSE,exp210324,GPV1,exp210324_GPV1_C02,800,NE1462,NEBRASKA
C02,C,2,1.145,FALSE,exp210324,GPV1,exp210324_GPV1_C02,810,NE1462,NEBRASKA
C02,C,2,1.147,FALSE,exp210324,GPV1,exp210324_GPV1_C02,820,NE1462,NEBRASKA
C02,C,2,1.148,FALSE,exp210324,GPV1,exp210324_GPV1_C02,830,NE1462,NEBRASKA
C02,C,2,1.15,FALSE,exp210324,GPV1,exp210324_GPV1_C02,840,NE1462,NEBRASKA
C02,C,2,1.148,FALSE,exp210324,GPV1,exp210324_GPV1_C02,850,NE1462,NEBRASKA
C02,C,2,1.159,FALSE,exp210324,GPV1,exp210324_GPV1_C02,860,NE1462,NEBRASKA
C02,C,2,1.172,FALSE,exp210324,GPV1,exp210324_GPV1_C02,870,NE1462,NEBRASKA
C02,C,2,1.166,FALSE,exp210324,GPV1,exp210324_GPV1_C02,880,NE1462,NEBRASKA
C02,C,2,1.157,FALSE,exp210324,GPV1,exp210324_GPV1_C02,890,NE1462,NEBRASKA
C02,C,2,1.166,FALSE,exp210324,GPV1,exp210324_GPV1_C02,900,NE1462,NEBRASKA
C02,C,2,1.183,FALSE,exp210324,GPV1,exp210324_GPV1_C02,910,NE1462,NEBRASKA
C02,C,2,1.196,FALSE,exp210324,GPV1,exp210324_GPV1_C02,920,NE1462,NEBRASKA
C02,C,2,1.189,FALSE,exp210324,GPV1,exp210324_GPV1_C02,930,NE1462,NEBRASKA
C02,C,2,1.19,FALSE,exp210324,GPV1,exp210324_GPV1_C02,940,NE1462,NEBRASKA
C02,C,2,1.203,FALSE,exp210324,GPV1,exp210324_GPV1_C02,950,NE1462,NEBRASKA
C02,C,2,1.198,FALSE,exp210324,GPV1,exp210324_GPV1_C02,960,NE1462,NEBRASKA
C02,C,2,1.199,FALSE,exp210324,GPV1,exp210324_GPV1_C02,970,NE1462,NEBRASKA
C02,C,2,1.192,FALSE,exp210324,GPV1,exp210324_GPV1_C02,980,NE1462,NEBRASKA
C02,C,2,1.195,FALSE,exp210324,GPV1,exp210324_GPV1_C02,990,NE1462,NEBRASKA
C02,C,2,1.206,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1000,NE1462,NEBRASKA
C02,C,2,1.197,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1010,NE1462,NEBRASKA
C02,C,2,1.197,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1020,NE1462,NEBRASKA
C02,C,2,1.2,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1030,NE1462,NEBRASKA
C02,C,2,1.199,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1040,NE1462,NEBRASKA
C02,C,2,1.216,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1050,NE1462,NEBRASKA
C02,C,2,1.212,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1060,NE1462,NEBRASKA
C02,C,2,1.206,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1070,NE1462,NEBRASKA
C02,C,2,1.208,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1080,NE1462,NEBRASKA
C02,C,2,1.209,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1090,NE1462,NEBRASKA
C02,C,2,1.208,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1100,NE1462,NEBRASKA
C02,C,2,1.227,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1110,NE1462,NEBRASKA
C02,C,2,1.222,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1120,NE1462,NEBRASKA
C02,C,2,1.234,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1130,NE1462,NEBRASKA
C02,C,2,1.221,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1140,NE1462,NEBRASKA
C02,C,2,1.241,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1150,NE1462,NEBRASKA
C02,C,2,1.246,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1160,NE1462,NEBRASKA
C02,C,2,1.244,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1170,NE1462,NEBRASKA
C02,C,2,1.244,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1180,NE1462,NEBRASKA
C02,C,2,1.243,FALSE,exp210324,GPV1,exp210324_GPV1_C02,1190,NE1462,NEBRASKA
C03,C,3,0.497,FALSE,exp210324,GPV1,exp210324_GPV1_C03,0,NE46,NEBRASKA
C03,C,3,0.502,FALSE,exp210324,GPV1,exp210324_GPV1_C03,10,NE46,NEBRASKA
C03,C,3,0.501,FALSE,exp210324,GPV1,exp210324_GPV1_C03,20,NE46,NEBRASKA
C03,C,3,0.49,FALSE,exp210324,GPV1,exp210324_GPV1_C03,30,NE46,NEBRASKA
C03,C,3,0.495,FALSE,exp210324,GPV1,exp210324_GPV1_C03,40,NE46,NEBRASKA
C03,C,3,0.495,FALSE,exp210324,GPV1,exp210324_GPV1_C03,50,NE46,NEBRASKA
C03,C,3,0.501,FALSE,exp210324,GPV1,exp210324_GPV1_C03,60,NE46,NEBRASKA
C03,C,3,0.496,FALSE,exp210324,GPV1,exp210324_GPV1_C03,70,NE46,NEBRASKA
C03,C,3,0.498,FALSE,exp210324,GPV1,exp210324_GPV1_C03,80,NE46,NEBRASKA
C03,C,3,0.494,FALSE,exp210324,GPV1,exp210324_GPV1_C03,90,NE46,NEBRASKA
C03,C,3,0.498,FALSE,exp210324,GPV1,exp210324_GPV1_C03,100,NE46,NEBRASKA
C03,C,3,0.501,FALSE,exp210324,GPV1,exp210324_GPV1_C03,110,NE46,NEBRASKA
C03,C,3,0.495,FALSE,exp210324,GPV1,exp210324_GPV1_C03,120,NE46,NEBRASKA
C03,C,3,0.503,FALSE,exp210324,GPV1,exp210324_GPV1_C03,130,NE46,NEBRASKA
C03,C,3,0.497,FALSE,exp210324,GPV1,exp210324_GPV1_C03,140,NE46,NEBRASKA
C03,C,3,0.501,FALSE,exp210324,GPV1,exp210324_GPV1_C03,150,NE46,NEBRASKA
C03,C,3,0.498,FALSE,exp210324,GPV1,exp210324_GPV1_C03,160,NE46,NEBRASKA
C03,C,3,0.509,FALSE,exp210324,GPV1,exp210324_GPV1_C03,170,NE46,NEBRASKA
C03,C,3,0.522,FALSE,exp210324,GPV1,exp210324_GPV1_C03,180,NE46,NEBRASKA
C03,C,3,0.512,FALSE,exp210324,GPV1,exp210324_GPV1_C03,190,NE46,NEBRASKA
C03,C,3,0.519,FALSE,exp210324,GPV1,exp210324_GPV1_C03,200,NE46,NEBRASKA
C03,C,3,0.519,FALSE,exp210324,GPV1,exp210324_GPV1_C03,210,NE46,NEBRASKA
C03,C,3,0.517,FALSE,exp210324,GPV1,exp210324_GPV1_C03,220,NE46,NEBRASKA
C03,C,3,0.538,FALSE,exp210324,GPV1,exp210324_GPV1_C03,230,NE46,NEBRASKA
C03,C,3,0.556,FALSE,exp210324,GPV1,exp210324_GPV1_C03,240,NE46,NEBRASKA
C03,C,3,0.568,FALSE,exp210324,GPV1,exp210324_GPV1_C03,250,NE46,NEBRASKA
C03,C,3,0.6,FALSE,exp210324,GPV1,exp210324_GPV1_C03,260,NE46,NEBRASKA
