well,well_row,well_col,OD,OD_blank_normalised,experiment,plate,well_id,timepoint,sample_id,strain_group
F01,F,1,0.527,FALSE,exp210324,GPV1,exp210324_GPV1_F01,130,NE581,NEBRASKA
F01,F,1,0.541,FALSE,exp210324,GPV1,exp210324_GPV1_F01,140,NE581,NEBRASKA
F01,F,1,0.558,FALSE,exp210324,GPV1,exp210324_GPV1_F01,150,NE581,NEBRASKA
F01,F,1,0.578,FALSE,exp210324,GPV1,exp210324_GPV1_F01,160,NE581,NEBRASKA
F01,F,1,0.605,FALSE,exp210324,GPV1,exp210324_GPV1_F01,170,NE581,NEBRASKA
F01,F,1,0.632,FALSE,exp210324,GPV1,exp210324_GPV1_F01,180,NE581,NEBRASKA
F01,F,1,0.664,FALSE,exp210324,GPV1,exp210324_GPV1_F01,190,NE581,NEBRASKA
F01,F,1,0.698,FALSE,exp210324,GPV1,exp210324_GPV1_F01,200,NE581,NEBRASKA
F01,F,1,0.733,FALSE,exp210324,GPV1,exp210324_GPV1_F01,210,NE581,NEBRASKA
F01,F,1,0.778,FALSE,exp210324,GPV1,exp210324_GPV1_F01,220,NE581,NEBRASKA
F01,F,1,0.819,FALSE,exp210324,GPV1,exp210324_GPV1_F01,230,NE581,NEBRASKA
F01,F,1,0.861,FALSE,exp210324,GPV1,exp210324_GPV1_F01,240,NE581,NEBRASKA
F01,F,1,0.899,FALSE,exp210324,GPV1,exp210324_GPV1_F01,250,NE581,NEBRASKA
F01,F,1,0.926,FALSE,exp210324,GPV1,exp210324_GPV1_F01,260,NE581,NEBRASKA
F01,F,1,0.945,FALSE,exp210324,GPV1,exp210324_GPV1_F01,270,NE581,NEBRASKA
F01,F,1,0.968,FALSE,exp210324,GPV1,exp210324_GPV1_F01,280,NE581,NEBRASKA
F01,F,1,0.971,FALSE,exp210324,GPV1,exp210324_GPV1_F01,290,NE581,NEBRASKA
F01,F,1,0.98,FALSE,exp210324,GPV1,exp210324_GPV1_F01,300,NE581,NEBRASKA
F01,F,1,0.99,FALSE,exp210324,GPV1,exp210324_GPV1_F01,310,NE581,NEBRASKA
F01,F,1,0.986,FALSE,exp210324,GPV1,exp210324_GPV1_F01,320,NE581,NEBRASKA
F01,F,1,1.001,FALSE,exp210324,GPV1,exp210324_GPV1_F01,330,NE581,NEBRASKA
F01,F,1,1.002,FALSE,exp210324,GPV1,exp210324_GPV1_F01,340,NE581,NEBRASKA
F01,F,1,1.016,FALSE,exp210324,GPV1,exp210324_GPV1_F01,350,NE581,NEBRASKA
F01,F,1,1.029,FALSE,exp210324,GPV1,exp210324_GPV1_F01,360,NE581,NEBRASKA
F01,F,1,1.048,FALSE,exp210324,GPV1,exp210324_GPV1_F01,370,NE581,NEBRASKA
F01,F,1,1.073,FALSE,exp210324,GPV1,exp210324_GPV1_F01,380,NE581,NEBRASKA
F01,F,1,1.077,FALSE,exp210324,GPV1,exp210324_GPV1_F01,390,NE581,NEBRASKA
F01,F,1,1.08,FALSE,exp210324,GPV1,exp210324_GPV1_F01,400,NE581,NEBRASKA
F01,F,1,1.095,FALSE,exp210324,GPV1,exp210324_GPV1_F01,410,NE581,NEBRASKA
F01,F,1,1.101,FALSE,exp210324,GPV1,exp210324_GPV1_F01,420,NE581,NEBRASKA
F01,F,1,1.113,FALSE,exp210324,GPV1,exp210324_GPV1_F01,430,NE581,NEBRASKA
F01,F,1,1.12,FALSE,exp210324,GPV1,exp210324_GPV1_F01,440,NE581,NEBRASKA
F01,F,1,1.137,FALSE,exp210324,GPV1,exp210324_GPV1_F01,450,NE581,NEBRASKA
F01,F,1,1.151,FALSE,exp210324,GPV1,exp210324_GPV1_F01,460,NE581,NEBRASKA
F01,F,1,1.164,FALSE,exp210324,GPV1,exp210324_GPV1_F01,470,NE581,NEBRASKA
F01,F,1,1.158,FALSE,exp210324,GPV1,exp210324_GPV1_F01,480,NE581,NEBRASKA
F01,F,1,1.162,FALSE,exp210324,GPV1,exp210324_GPV1_F01,490,NE581,NEBRASKA
F01,F,1,1.167,FALSE,exp210324,GPV1,exp210324_GPV1_F01,500,NE581,NEBRASKA
F01,F,1,1.173,FALSE,exp210324,GPV1,exp210324_GPV1_F01,510,NE581,NEBRASKA
F01,F,1,1.179,FALSE,exp210324,GPV1,exp210324_GPV1_F01,520,NE581,NEBRASKA
F01,F,1,1.182,FALSE,exp210324,GPV1,exp210324_GPV1_F01,530,NE581,NEBRASKA
F01,F,1,1.19,FALSE,exp210324,GPV1,exp210324_GPV1_F01,540,NE581,NEBRASKA
F01,F,1,1.2,FALSE,exp210324,GPV1,exp210324_GPV1_F01,550,NE581,NEBRASKA
F01,F,1,1.208,FALSE,exp210324,GPV1,exp210324_GPV1_F01,560,NE581,NEBRASKA
F01,F,1,1.2,FALSE,exp210324,GPV1,exp210324_GPV1_F01,570,NE581,NEBRASKA
F01,F,1,1.218,FALSE,exp210324,GPV1,exp210324_GPV1_F01,580,NE581,NEBRASKA
F01,F,1,1.219,FALSE,exp210324,GPV1,exp210324_GPV1_F01,590,NE581,NEBRASKA
F01,F,1,1.229,FALSE,exp210324,GPV1,exp210324_GPV1_F01,600,NE581,NEBRASKA
F01,F,1,1.228,FALSE,exp210324,GPV1,exp210324_GPV1_F01,610,NE581,NEBRASKA
F01,F,1,1.224,FALSE,exp210324,GPV1,exp210324_GPV1_F01,620,NE581,NEBRASKA
F01,F,1,1.236,FALSE,exp210324,GPV1,exp210324_GPV1_F01,630,NE581,NEBRASKA
F01,F,1,1.238,FALSE,exp210324,GPV1,exp210324_GPV1_F01,640,NE581,NEBRASKA
F01,F,1,1.247,FALSE,exp210324,GPV1,exp210324_GPV1_F01,650,NE581,NEBRASKA
F01,F,1,1.24,FALSE,exp210324,GPV1,exp210324_GPV1_F01,660,NE581,NEBRASKA
F01,F,1,1.241,FALSE,exp210324,GPV1,exp210324_GPV1_F01,670,NE581,NEBRASKA
F01,F,1,1.25,FALSE,exp210324,GPV1,exp210324_GPV1_F01,680,NE581,NEBRASKA
F01,F,1,1.252,FALSE,exp210324,GPV1,exp210324_GPV1_F01,690,NE581,NEBRASKA
F01,F,1,1.265,FALSE,exp210324,GPV1,exp210324_GPV1_F01,700,NE581,NEBRASKA
F01,F,1,1.259,FALSE,exp210324,GPV1,exp210324_GPV1_F01,710,NE581,NEBRASKA
F01,F,1,1.268,FALSE,exp210324,GPV1,exp210324_GPV1_F01,720,NE581,NEBRASKA
F01,F,1,1.271,FALSE,exp210324,GPV1,exp210324_GPV1_F01,730,NE581,NEBRASKA
F01,F,1,1.266,FALSE,exp210324,GPV1,exp210324_GPV1_F01,740,NE581,NEBRASKA
F01,F,1,1.268,FALSE,exp210324,GPV1,exp210324_GPV1_F01,750,NE581,NEBRASKA
F01,F,1,1.269,FALSE,exp210324,GPV1,exp210324_GPV1_F01,760,NE581,NEBRASKA
F01,F,1,1.281,FALSE,exp210324,GPV1,exp210324_GPV1_F01,770,NE581,NEBRASKA
F01,F,1,1.281,FALSE,exp210324,GPV1,exp210324_GPV1_F01,780,NE581,NEBRASKA
F01,F,1,1.281,FALSE,exp210324,GPV1,exp210324_GPV1_F01,790,NE581,NEBRASKA
F01,F,1,1.284,FALSE,exp210324,GPV1,exp210324_GPV1_F01,800,NE581,NEBRASKA
F01,F,1,1.285,FALSE,exp210324,GPV1,exp210324_GPV1_F01,810,NE581,NEBRASKA
F01,F,1,1.29,FALSE,exp210324,GPV1,exp210324_GPV1_F01,820,NE581,NEBRASKA
F01,F,1,1.286,FALSE,exp210324,GPV1,exp210324_GPV1_F01,830,NE581,NEBRASKA
F01,F,1,1.29,FALSE,exp210324,GPV1,exp210324_GPV1_F01,840,NE581,NEBRASKA
F01,F,1,1.296,FALSE,exp210324,GPV1,exp210324_GPV1_F01,850,NE581,NEBRASKA
F01,F,1,1.296,FALSE,exp210324,GPV1,exp210324_GPV1_F01,860,NE581,NEBRASKA
F01,F,1,1.29,FALSE,exp210324,GPV1,exp210324_GPV1_F01,870,NE581,NEBRASKA
F01,F,1,1.305,FALSE,exp210324,GPV1,exp210324_GPV1_F01,880,NE581,NEBRASKA
F01,F,1,1.302,FALSE,exp210324,GPV1,exp210324_GPV1_F01,890,NE581,NEBRASKA
F01,F,1,1.292,FALSE,exp210324,GPV1,exp210324_GPV1_F01,900,NE581,NEBRASKA
F01,F,1,1.297,FALSE,exp210324,GPV1,exp210324_GPV1_F01,910,NE581,NEBRASKA
F01,F,1,1.301,FALSE,exp210324,GPV1,exp210324_GPV1_F01,920,NE581,NEBRASKA
F01,F,1,1.3,FALSE,exp210324,GPV1,exp210324_GPV1_F01,930,NE581,NEBRASKA
F01,F,1,1.309,FALSE,exp210324,GPV1,exp210324_GPV1_F01,940,NE581,NEBRASKA
F01,F,1,1.302,FALSE,exp210324,GPV1,exp210324_GPV1_F01,950,NE581,NEBRASKA
F01,F,1,1.299,FALSE,exp210324,GPV1,exp210324_GPV1_F01,960,NE581,NEBRASKA
F01,F,1,1.301,FALSE,exp210324,GPV1,exp210324_GPV1_F01,970,NE581,NEBRASKA
F01,F,1,1.315,FALSE,exp210324,GPV1,exp210324_GPV1_F01,980,NE581,NEBRASKA
F01,F,1,1.302,FALSE,exp210324,GPV1,exp210324_GPV1_F01,990,NE581,NEBRASKA
F01,F,1,1.308,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1000,NE581,NEBRASKA
F01,F,1,1.31,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1010,NE581,NEBRASKA
F01,F,1,1.319,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1020,NE581,NEBRASKA
F01,F,1,1.317,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1030,NE581,NEBRASKA
F01,F,1,1.306,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1040,NE581,NEBRASKA
F01,F,1,1.311,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1050,NE581,NEBRASKA
F01,F,1,1.313,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1060,NE581,NEBRASKA
F01,F,1,1.317,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1070,NE581,NEBRASKA
F01,F,1,1.314,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1080,NE581,NEBRASKA
F01,F,1,1.314,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1090,NE581,NEBRASKA
F01,F,1,1.319,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1100,NE581,NEBRASKA
F01,F,1,1.313,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1110,NE581,NEBRASKA
F01,F,1,1.325,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1120,NE581,NEBRASKA
F01,F,1,1.306,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1130,NE581,NEBRASKA
F01,F,1,1.32,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1140,NE581,NEBRASKA
F01,F,1,1.304,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1150,NE581,NEBRASKA
F01,F,1,1.289,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1160,NE581,NEBRASKA
F01,F,1,1.282,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1170,NE581,NEBRASKA
F01,F,1,1.287,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1180,NE581,NEBRASKA
F01,F,1,1.284,FALSE,exp210324,GPV1,exp210324_GPV1_F01,1190,NE581,NEBRASKA
F02,F,2,0.477,FALSE,exp210324,GPV1,exp210324_GPV1_F02,0,NE369,NEBRASKA
F02,F,2,0.479,FALSE,exp210324,GPV1,exp210324_GPV1_F02,10,NE369,NEBRASKA
F02,F,2,0.473,FALSE,exp210324,GPV1,exp210324_GPV1_F02,20,NE369,NEBRASKA
F02,F,2,0.49,FALSE,exp210324,GPV1,exp210324_GPV1_F02,30,NE369,NEBRASKA
F02,F,2,0.481,FALSE,exp210324,GPV1,exp210324_GPV1_F02,40,NE369,NEBRASKA
F02,F,2,0.481,FALSE,exp210324,GPV1,exp210324_GPV1_F02,50,NE369,NEBRASKA
F02,F,2,0.484,FALSE,exp210324,GPV1,exp210324_GPV1_F02,60,NE369,NEBRASKA
F02,F,2,0.49,FALSE,exp210324,GPV1,exp210324_GPV1_F02,70,NE369,NEBRASKA
F02,F,2,0.489,FALSE,exp210324,GPV1,exp210324_GPV1_F02,80,NE369,NEBRASKA
F02,F,2,0.495,FALSE,exp210324,GPV1,exp210324_GPV1_F02,90,NE369,NEBRASKA
F02,F,2,0.502,FALSE,exp210324,GPV1,exp210324_GPV1_F02,100,NE369,NEBRASKA
F02,F,2,0.499,FALSE,exp210324,GPV1,exp210324_GPV1_F02,110,NE369,NEBRASKA
F02,F,2,0.516,FALSE,exp210324,GPV1,exp210324_GPV1_F02,120,NE369,NEBRASKA
F02,F,2,0.515,FALSE,exp210324,GPV1,exp210324_GPV1_F02,130,NE369,NEBRASKA
F02,F,2,0.528,FALSE,exp210324,GPV1,exp210324_GPV1_F02,140,NE369,NEBRASKA
F02,F,2,0.548,FALSE,exp210324,GPV1,exp210324_GPV1_F02,150,NE369,NEBRASKA
F02,F,2,0.563,FALSE,exp210324,GPV1,exp210324_GPV1_F02,160,NE369,NEBRASKA
F02,F,2,0.587,FALSE,exp210324,GPV1,exp210324_GPV1_F02,170,NE369,NEBRASKA
F02,F,2,0.614,FALSE,exp210324,GPV1,exp210324_GPV1_F02,180,NE369,NEBRASKA
F02,F,2,0.643,FALSE,exp210324,GPV1,exp210324_GPV1_F02,190,NE369,NEBRASKA
F02,F,2,0.675,FALSE,exp210324,GPV1,exp210324_GPV1_F02,200,NE369,NEBRASKA
F02,F,2,0.715,FALSE,exp210324,GPV1,exp210324_GPV1_F02,210,NE369,NEBRASKA
F02,F,2,0.756,FALSE,exp210324,GPV1,exp210324_GPV1_F02,220,NE369,NEBRASKA
F02,F,2,0.798,FALSE,exp210324,GPV1,exp210324_GPV1_F02,230,NE369,NEBRASKA
F02,F,2,0.845,FALSE,exp210324,GPV1,exp210324_GPV1_F02,240,NE369,NEBRASKA
F02,F,2,0.884,FALSE,exp210324,GPV1,exp210324_GPV1_F02,250,NE369,NEBRASKA
F02,F,2,0.914,FALSE,exp210324,GPV1,exp210324_GPV1_F02,260,NE369,NEBRASKA
F02,F,2,0.936,FALSE,exp210324,GPV1,exp210324_GPV1_F02,270,NE369,NEBRASKA
F02,F,2,0.956,FALSE,exp210324,GPV1,exp210324_GPV1_F02,280,NE369,NEBRASKA
F02,F,2,0.965,FALSE,exp210324,GPV1,exp210324_GPV1_F02,290,NE369,NEBRASKA
F02,F,2,0.966,FALSE,exp210324,GPV1,exp210324_GPV1_F02,300,NE369,NEBRASKA
F02,F,2,0.981,FALSE,exp210324,GPV1,exp210324_GPV1_F02,310,NE369,NEBRASKA
F02,F,2,0.978,FALSE,exp210324,GPV1,exp210324_GPV1_F02,320,NE369,NEBRASKA
F02,F,2,0.999,FALSE,exp210324,GPV1,exp210324_GPV1_F02,330,NE369,NEBRASKA
F02,F,2,1.003,FALSE,exp210324,GPV1,exp210324_GPV1_F02,340,NE369,NEBRASKA
F02,F,2,1.026,FALSE,exp210324,GPV1,exp210324_GPV1_F02,350,NE369,NEBRASKA
F02,F,2,1.038,FALSE,exp210324,GPV1,exp210324_GPV1_F02,360,NE369,NEBRASKA
F02,F,2,1.071,FALSE,exp210324,GPV1,exp210324_GPV1_F02,370,NE369,NEBRASKA
F02,F,2,1.09,FALSE,exp210324,GPV1,exp210324_GPV1_F02,380,NE369,NEBRASKA
F02,F,2,1.085,FALSE,exp210324,GPV1,exp210324_GPV1_F02,390,NE369,NEBRASKA
F02,F,2,1.091,FALSE,exp210324,GPV1,exp210324_GPV1_F02,400,NE369,NEBRASKA
F02,F,2,1.102,FALSE,exp210324,GPV1,exp210324_GPV1_F02,410,NE369,NEBRASKA
F02,F,2,1.112,FALSE,exp210324,GPV1,exp210324_GPV1_F02,420,NE369,NEBRASKA
F02,F,2,1.106,FALSE,exp210324,GPV1,exp210324_GPV1_F02,430,NE369,NEBRASKA
F02,F,2,1.129,FALSE,exp210324,GPV1,exp210324_GPV1_F02,440,NE369,NEBRASKA
F02,F,2,1.137,FALSE,exp210324,GPV1,exp210324_GPV1_F02,450,NE369,NEBRASKA
F02,F,2,1.137,FALSE,exp210324,GPV1,exp210324_GPV1_F02,460,NE369,NEBRASKA
F02,F,2,1.152,FALSE,exp210324,GPV1,exp210324_GPV1_F02,470,NE369,NEBRASKA
F02,F,2,1.149,FALSE,exp210324,GPV1,exp210324_GPV1_F02,480,NE369,NEBRASKA
F02,F,2,1.146,FALSE,exp210324,GPV1,exp210324_GPV1_F02,490,NE369,NEBRASKA
F02,F,2,1.158,FALSE,exp210324,GPV1,exp210324_GPV1_F02,500,NE369,NEBRASKA
F02,F,2,1.159,FALSE,exp210324,GPV1,exp210324_GPV1_F02,510,NE369,NEBRASKA
F02,F,2,1.157,FALSE,exp210324,GPV1,exp210324_GPV1_F02,520,NE369,NEBRASKA
F02,F,2,1.16,FALSE,exp210324,GPV1,exp210324_GPV1_F02,530,NE369,NEBRASKA
F02,F,2,1.164,FALSE,exp210324,GPV1,exp210324_GPV1_F02,540,NE369,NEBRASKA
F02,F,2,1.175,FALSE,exp210324,GPV1,exp210324_GPV1_F02,550,NE369,NEBRASKA
F02,F,2,1.187,FALSE,exp210324,GPV1,exp210324_GPV1_F02,560,NE369,NEBRASKA
F02,F,2,1.183,FALSE,exp210324,GPV1,exp210324_GPV1_F02,570,NE369,NEBRASKA
F02,F,2,1.199,FALSE,exp210324,GPV1,exp210324_GPV1_F02,580,NE369,NEBRASKA
F02,F,2,1.195,FALSE,exp210324,GPV1,exp210324_GPV1_F02,590,NE369,NEBRASKA
F02,F,2,1.206,FALSE,exp210324,GPV1,exp210324_GPV1_F02,600,NE369,NEBRASKA
F02,F,2,1.203,FALSE,exp210324,GPV1,exp210324_GPV1_F02,610,NE369,NEBRASKA
F02,F,2,1.199,FALSE,exp210324,GPV1,exp210324_GPV1_F02,620,NE369,NEBRASKA
F02,F,2,1.194,FALSE,exp210324,GPV1,exp210324_GPV1_F02,630,NE369,NEBRASKA
F02,F,2,1.202,FALSE,exp210324,GPV1,exp210324_GPV1_F02,640,NE369,NEBRASKA
F02,F,2,1.206,FALSE,exp210324,GPV1,exp210324_GPV1_F02,650,NE369,NEBRASKA
F02,F,2,1.209,FALSE,exp210324,GPV1,exp210324_GPV1_F02,660,NE369,NEBRASKA
F02,F,2,1.205,FALSE,exp210324,GPV1,exp210324_GPV1_F02,670,NE369,NEBRASKA
F02,F,2,1.214,FALSE,exp210324,GPV1,exp210324_GPV1_F02,680,NE369,NEBRASKA
F02,F,2,1.23,FALSE,exp210324,GPV1,exp210324_GPV1_F02,690,NE369,NEBRASKA
F02,F,2,1.238,FALSE,exp210324,GPV1,exp210324_GPV1_F02,700,NE369,NEBRASKA
F02,F,2,1.218,FALSE,exp210324,GPV1,exp210324_GPV1_F02,710,NE369,NEBRASKA
F02,F,2,1.224,FALSE,exp210324,GPV1,exp210324_GPV1_F02,720,NE369,NEBRASKA
F02,F,2,1.224,FALSE,exp210324,GPV1,exp210324_GPV1_F02,730,NE369,NEBRASKA
F02,F,2,1.226,FALSE,exp210324,GPV1,exp210324_GPV1_F02,740,NE369,NEBRASKA
F02,F,2,1.229,FALSE,exp210324,GPV1,exp210324_GPV1_F02,750,NE369,NEBRASKA
F02,F,2,1.224,FALSE,exp210324,GPV1,exp210324_GPV1_F02,760,NE369,NEBRASKA
F02,F,2,1.237,FALSE,exp210324,GPV1,exp210324_GPV1_F02,770,NE369,NEBRASKA
F02,F,2,1.229,FALSE,exp210324,GPV1,exp210324_GPV1_F02,780,NE369,NEBRASKA
F02,F,2,1.227,FALSE,exp210324,GPV1,exp210324_GPV1_F02,790,NE369,NEBRASKA
F02,F,2,1.234,FALSE,exp210324,GPV1,exp210324_GPV1_F02,800,NE369,NEBRASKA
F02,F,2,1.248,FALSE,exp210324,GPV1,exp210324_GPV1_F02,810,NE369,NEBRASKA
F02,F,2,1.233,FALSE,exp210324,GPV1,exp210324_GPV1_F02,820,NE369,NEBRASKA
F02,F,2,1.239,FALSE,exp210324,GPV1,exp210324_GPV1_F02,830,NE369,NEBRASKA
F02,F,2,1.248,FALSE,exp210324,GPV1,exp210324_GPV1_F02,840,NE369,NEBRASKA
F02,F,2,1.252,FALSE,exp210324,GPV1,exp210324_GPV1_F02,850,NE369,NEBRASKA
F02,F,2,1.246,FALSE,exp210324,GPV1,exp210324_GPV1_F02,860,NE369,NEBRASKA
F02,F,2,1.24,FALSE,exp210324,GPV1,exp210324_GPV1_F02,870,NE369,NEBRASKA
F02,F,2,1.252,FALSE,exp210324,GPV1,exp210324_GPV1_F02,880,NE369,NEBRASKA
F02,F,2,1.252,FALSE,exp210324,GPV1,exp210324_GPV1_F02,890,NE369,NEBRASKA
F02,F,2,1.241,FALSE,exp210324,GPV1,exp210324_GPV1_F02,900,NE369,NEBRASKA
F02,F,2,1.243,FALSE,exp210324,GPV1,exp210324_GPV1_F02,910,NE369,NEBRASKA
F02,F,2,1.245,FALSE,exp210324,GPV1,exp210324_GPV1_F02,920,NE369,NEBRASKA
F02,F,2,1.255,FALSE,exp210324,GPV1,exp210324_GPV1_F02,930,NE369,NEBRASKA
F02,F,2,1.238,FALSE,exp210324,GPV1,exp210324_GPV1_F02,940,NE369,NEBRASKA
F02,F,2,1.265,FALSE,exp210324,GPV1,exp210324_GPV1_F02,950,NE369,NEBRASKA
F02,F,2,1.24,FALSE,exp210324,GPV1,exp210324_GPV1_F02,960,NE369,NEBRASKA
F02,F,2,1.244,FALSE,exp210324,GPV1,exp210324_GPV1_F02,970,NE369,NEBRASKA
F02,F,2,1.258,FALSE,exp210324,GPV1,exp210324_GPV1_F02,980,NE369,NEBRASKA
F02,F,2,1.249,FALSE,exp210324,GPV1,exp210324_GPV1_F02,990,NE369,NEBRASKA
F02,F,2,1.254,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1000,NE369,NEBRASKA
F02,F,2,1.259,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1010,NE369,NEBRASKA
F02,F,2,1.263,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1020,NE369,NEBRASKA
F02,F,2,1.253,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1030,NE369,NEBRASKA
F02,F,2,1.254,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1040,NE369,NEBRASKA
F02,F,2,1.251,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1050,NE369,NEBRASKA
F02,F,2,1.247,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1060,NE369,NEBRASKA
F02,F,2,1.272,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1070,NE369,NEBRASKA
F02,F,2,1.243,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1080,NE369,NEBRASKA
F02,F,2,1.249,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1090,NE369,NEBRASKA
F02,F,2,1.274,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1100,NE369,NEBRASKA
F02,F,2,1.263,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1110,NE369,NEBRASKA
F02,F,2,1.274,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1120,NE369,NEBRASKA
F02,F,2,1.281,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1130,NE369,NEBRASKA
F02,F,2,1.266,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1140,NE369,NEBRASKA
F02,F,2,1.254,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1150,NE369,NEBRASKA
F02,F,2,1.252,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1160,NE369,NEBRASKA
F02,F,2,1.253,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1170,NE369,NEBRASKA
F02,F,2,1.243,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1180,NE369,NEBRASKA
F02,F,2,1.261,FALSE,exp210324,GPV1,exp210324_GPV1_F02,1190,NE369,NEBRASKA
F03,F,3,0.478,FALSE,exp210324,GPV1,exp210324_GPV1_F03,0,NE186,NEBRASKA
F03,F,3,0.474,FALSE,exp210324,GPV1,exp210324_GPV1_F03,10,NE186,NEBRASKA
F03,F,3,0.475,FALSE,exp210324,GPV1,exp210324_GPV1_F03,20,NE186,NEBRASKA
F03,F,3,0.48,FALSE,exp210324,GPV1,exp210324_GPV1_F03,30,NE186,NEBRASKA
F03,F,3,0.476,FALSE,exp210324,GPV1,exp210324_GPV1_F03,40,NE186,NEBRASKA
F03,F,3,0.476,FALSE,exp210324,GPV1,exp210324_GPV1_F03,50,NE186,NEBRASKA
F03,F,3,0.479,FALSE,exp210324,GPV1,exp210324_GPV1_F03,60,NE186,NEBRASKA
F03,F,3,0.486,FALSE,exp210324,GPV1,exp210324_GPV1_F03,70,NE186,NEBRASKA
F03,F,3,0.479,FALSE,exp210324,GPV1,exp210324_GPV1_F03,80,NE186,NEBRASKA
F03,F,3,0.479,FALSE,exp210324,GPV1,exp210324_GPV1_F03,90,NE186,NEBRASKA
F03,F,3,0.488,FALSE,exp210324,GPV1,exp210324_GPV1_F03,100,NE186,NEBRASKA
F03,F,3,0.477,FALSE,exp210324,GPV1,exp210324_GPV1_F03,110,NE186,NEBRASKA
F03,F,3,0.489,FALSE,exp210324,GPV1,exp210324_GPV1_F03,120,NE186,NEBRASKA
F03,F,3,0.476,FALSE,exp210324,GPV1,exp210324_GPV1_F03,130,NE186,NEBRASKA
F03,F,3,0.485,FALSE,exp210324,GPV1,exp210324_GPV1_F03,140,NE186,NEBRASKA
F03,F,3,0.486,FALSE,exp210324,GPV1,exp210324_GPV1_F03,150,NE186,NEBRASKA
F03,F,3,0.487,FALSE,exp210324,GPV1,exp210324_GPV1_F03,160,NE186,NEBRASKA
F03,F,3,0.5,FALSE,exp210324,GPV1,exp210324_GPV1_F03,170,NE186,NEBRASKA
F03,F,3,0.506,FALSE,exp210324,GPV1,exp210324_GPV1_F03,180,NE186,NEBRASKA
F03,F,3,0.519,FALSE,exp210324,GPV1,exp210324_GPV1_F03,190,NE186,NEBRASKA
F03,F,3,0.527,FALSE,exp210324,GPV1,exp210324_GPV1_F03,200,NE186,NEBRASKA
F03,F,3,0.538,FALSE,exp210324,GPV1,exp210324_GPV1_F03,210,NE186,NEBRASKA
F03,F,3,0.573,FALSE,exp210324,GPV1,exp210324_GPV1_F03,220,NE186,NEBRASKA
F03,F,3,0.588,FALSE,exp210324,GPV1,exp210324_GPV1_F03,230,NE186,NEBRASKA
F03,F,3,0.616,FALSE,exp210324,GPV1,exp210324_GPV1_F03,240,NE186,NEBRASKA
F03,F,3,0.65,FALSE,exp210324,GPV1,exp210324_GPV1_F03,250,NE186,NEBRASKA
F03,F,3,0.692,FALSE,exp210324,GPV1,exp210324_GPV1_F03,260,NE186,NEBRASKA
F03,F,3,0.734,FALSE,exp210324,GPV1,exp210324_GPV1_F03,270,NE186,NEBRASKA
F03,F,3,0.786,FALSE,exp210324,GPV1,exp210324_GPV1_F03,280,NE186,NEBRASKA
F03,F,3,0.827,FALSE,exp210324,GPV1,exp210324_GPV1_F03,290,NE186,NEBRASKA
F03,F,3,0.868,FALSE,exp210324,GPV1,exp210324_GPV1_F03,300,NE186,NEBRASKA
F03,F,3,0.907,FALSE,exp210324,GPV1,exp210324_GPV1_F03,310,NE186,NEBRASKA
F03,F,3,0.934,FALSE,exp210324,GPV1,exp210324_GPV1_F03,320,NE186,NEBRASKA
F03,F,3,0.952,FALSE,exp210324,GPV1,exp210324_GPV1_F03,330,NE186,NEBRASKA
F03,F,3,0.96,FALSE,exp210324,GPV1,exp210324_GPV1_F03,340,NE186,NEBRASKA
