well_row,well_col,OD,well,OD_blank_normalised,experiment,plate,well_id,timepoint,sample_id,replicate,strain_group
A,1,0.022,A01,TRUE,exp200321,6,exp200321_6_A01,0,BPH2862,2,VAN-129
A,1,0.009,A01,TRUE,exp200321,6,exp200321_6_A01,10,BPH2862,2,VAN-129
A,1,0.002,A01,TRUE,exp200321,6,exp200321_6_A01,20,BPH2862,2,VAN-129
A,1,3.3333e-5,A01,TRUE,exp200321,6,exp200321_6_A01,30,BPH2862,2,VAN-129
A,1,0.005,A01,TRUE,exp200321,6,exp200321_6_A01,40,BPH2862,2,VAN-129
A,1,-0.001,A01,TRUE,exp200321,6,exp200321_6_A01,50,BPH2862,2,VAN-129
A,1,0.002,A01,TRUE,exp200321,6,exp200321_6_A01,60,BPH2862,2,VAN-129
A,1,0.001,A01,TRUE,exp200321,6,exp200321_6_A01,70,BPH2862,2,VAN-129
A,1,0.004,A01,TRUE,exp200321,6,exp200321_6_A01,80,BPH2862,2,VAN-129
A,1,0.008,A01,TRUE,exp200321,6,exp200321_6_A01,90,BPH2862,2,VAN-129
A,1,0.003,A01,TRUE,exp200321,6,exp200321_6_A01,100,BPH2862,2,VAN-129
A,1,0.014,A01,TRUE,exp200321,6,exp200321_6_A01,110,BPH2862,2,VAN-129
A,1,0.007,A01,TRUE,exp200321,6,exp200321_6_A01,120,BPH2862,2,VAN-129
A,1,0.025,A01,TRUE,exp200321,6,exp200321_6_A01,130,BPH2862,2,VAN-129
A,1,0.023,A01,TRUE,exp200321,6,exp200321_6_A01,140,BPH2862,2,VAN-129
A,1,0.017,A01,TRUE,exp200321,6,exp200321_6_A01,150,BPH2862,2,VAN-129
A,1,0.039,A01,TRUE,exp200321,6,exp200321_6_A01,160,BPH2862,2,VAN-129
A,1,0.046,A01,TRUE,exp200321,6,exp200321_6_A01,170,BPH2862,2,VAN-129
A,1,0.038,A01,TRUE,exp200321,6,exp200321_6_A01,180,BPH2862,2,VAN-129
A,1,0.053,A01,TRUE,exp200321,6,exp200321_6_A01,190,BPH2862,2,VAN-129
A,1,0.065,A01,TRUE,exp200321,6,exp200321_6_A01,200,BPH2862,2,VAN-129
A,1,0.098,A01,TRUE,exp200321,6,exp200321_6_A01,210,BPH2862,2,VAN-129
A,1,0.121,A01,TRUE,exp200321,6,exp200321_6_A01,220,BPH2862,2,VAN-129
A,1,0.145,A01,TRUE,exp200321,6,exp200321_6_A01,230,BPH2862,2,VAN-129
A,1,0.228,A01,TRUE,exp200321,6,exp200321_6_A01,240,BPH2862,2,VAN-129
A,1,0.287,A01,TRUE,exp200321,6,exp200321_6_A01,250,BPH2862,2,VAN-129
A,1,0.358,A01,TRUE,exp200321,6,exp200321_6_A01,260,BPH2862,2,VAN-129
A,1,0.463,A01,TRUE,exp200321,6,exp200321_6_A01,270,BPH2862,2,VAN-129
A,1,0.612,A01,TRUE,exp200321,6,exp200321_6_A01,280,BPH2862,2,VAN-129
A,1,0.771,A01,TRUE,exp200321,6,exp200321_6_A01,290,BPH2862,2,VAN-129
A,1,0.961,A01,TRUE,exp200321,6,exp200321_6_A01,300,BPH2862,2,VAN-129
A,1,1.222,A01,TRUE,exp200321,6,exp200321_6_A01,310,BPH2862,2,VAN-129
A,1,1.5,A01,TRUE,exp200321,6,exp200321_6_A01,320,BPH2862,2,VAN-129
A,1,1.75,A01,TRUE,exp200321,6,exp200321_6_A01,330,BPH2862,2,VAN-129
A,1,2.094,A01,TRUE,exp200321,6,exp200321_6_A01,340,BPH2862,2,VAN-129
A,1,2.377,A01,TRUE,exp200321,6,exp200321_6_A01,350,BPH2862,2,VAN-129
A,1,2.683,A01,TRUE,exp200321,6,exp200321_6_A01,360,BPH2862,2,VAN-129
A,1,2.887,A01,TRUE,exp200321,6,exp200321_6_A01,370,BPH2862,2,VAN-129
A,1,3.14,A01,TRUE,exp200321,6,exp200321_6_A01,380,BPH2862,2,VAN-129
A,1,3.405,A01,TRUE,exp200321,6,exp200321_6_A01,390,BPH2862,2,VAN-129
A,1,3.551,A01,TRUE,exp200321,6,exp200321_6_A01,400,BPH2862,2,VAN-129
A,1,3.63,A01,TRUE,exp200321,6,exp200321_6_A01,410,BPH2862,2,VAN-129
A,1,3.791,A01,TRUE,exp200321,6,exp200321_6_A01,420,BPH2862,2,VAN-129
A,1,3.823,A01,TRUE,exp200321,6,exp200321_6_A01,430,BPH2862,2,VAN-129
A,1,3.974,A01,TRUE,exp200321,6,exp200321_6_A01,440,BPH2862,2,VAN-129
A,1,4.039,A01,TRUE,exp200321,6,exp200321_6_A01,450,BPH2862,2,VAN-129
A,1,4.193,A01,TRUE,exp200321,6,exp200321_6_A01,460,BPH2862,2,VAN-129
A,1,4.225,A01,TRUE,exp200321,6,exp200321_6_A01,470,BPH2862,2,VAN-129
A,1,4.4,A01,TRUE,exp200321,6,exp200321_6_A01,480,BPH2862,2,VAN-129
A,1,4.453,A01,TRUE,exp200321,6,exp200321_6_A01,490,BPH2862,2,VAN-129
A,1,4.53,A01,TRUE,exp200321,6,exp200321_6_A01,500,BPH2862,2,VAN-129
A,1,4.631,A01,TRUE,exp200321,6,exp200321_6_A01,510,BPH2862,2,VAN-129
A,1,4.684,A01,TRUE,exp200321,6,exp200321_6_A01,520,BPH2862,2,VAN-129
A,1,4.734,A01,TRUE,exp200321,6,exp200321_6_A01,530,BPH2862,2,VAN-129
A,1,4.795,A01,TRUE,exp200321,6,exp200321_6_A01,540,BPH2862,2,VAN-129
A,1,4.823,A01,TRUE,exp200321,6,exp200321_6_A01,550,BPH2862,2,VAN-129
A,1,4.842,A01,TRUE,exp200321,6,exp200321_6_A01,560,BPH2862,2,VAN-129
A,1,4.845,A01,TRUE,exp200321,6,exp200321_6_A01,570,BPH2862,2,VAN-129
A,1,4.939,A01,TRUE,exp200321,6,exp200321_6_A01,580,BPH2862,2,VAN-129
A,1,5.058,A01,TRUE,exp200321,6,exp200321_6_A01,590,BPH2862,2,VAN-129
A,1,5.006,A01,TRUE,exp200321,6,exp200321_6_A01,600,BPH2862,2,VAN-129
A,1,5.053,A01,TRUE,exp200321,6,exp200321_6_A01,610,BPH2862,2,VAN-129
A,1,5.018,A01,TRUE,exp200321,6,exp200321_6_A01,620,BPH2862,2,VAN-129
A,1,5.032,A01,TRUE,exp200321,6,exp200321_6_A01,630,BPH2862,2,VAN-129
A,1,5.101,A01,TRUE,exp200321,6,exp200321_6_A01,640,BPH2862,2,VAN-129
A,1,4.979,A01,TRUE,exp200321,6,exp200321_6_A01,650,BPH2862,2,VAN-129
A,1,5.113,A01,TRUE,exp200321,6,exp200321_6_A01,660,BPH2862,2,VAN-129
A,1,5.112,A01,TRUE,exp200321,6,exp200321_6_A01,670,BPH2862,2,VAN-129
A,1,5.026,A01,TRUE,exp200321,6,exp200321_6_A01,680,BPH2862,2,VAN-129
A,1,5.053,A01,TRUE,exp200321,6,exp200321_6_A01,690,BPH2862,2,VAN-129
A,1,5.116,A01,TRUE,exp200321,6,exp200321_6_A01,700,BPH2862,2,VAN-129
A,1,5.085,A01,TRUE,exp200321,6,exp200321_6_A01,710,BPH2862,2,VAN-129
A,1,5.115,A01,TRUE,exp200321,6,exp200321_6_A01,720,BPH2862,2,VAN-129
A,1,5.126,A01,TRUE,exp200321,6,exp200321_6_A01,730,BPH2862,2,VAN-129
A,1,5.113,A01,TRUE,exp200321,6,exp200321_6_A01,740,BPH2862,2,VAN-129
A,1,5.102,A01,TRUE,exp200321,6,exp200321_6_A01,750,BPH2862,2,VAN-129
A,1,5.108,A01,TRUE,exp200321,6,exp200321_6_A01,760,BPH2862,2,VAN-129
A,1,5.146,A01,TRUE,exp200321,6,exp200321_6_A01,770,BPH2862,2,VAN-129
A,1,5.038,A01,TRUE,exp200321,6,exp200321_6_A01,780,BPH2862,2,VAN-129
A,1,5.073,A01,TRUE,exp200321,6,exp200321_6_A01,790,BPH2862,2,VAN-129
A,1,5.145,A01,TRUE,exp200321,6,exp200321_6_A01,800,BPH2862,2,VAN-129
A,1,5.067,A01,TRUE,exp200321,6,exp200321_6_A01,810,BPH2862,2,VAN-129
A,1,5.103,A01,TRUE,exp200321,6,exp200321_6_A01,820,BPH2862,2,VAN-129
A,1,5.066,A01,TRUE,exp200321,6,exp200321_6_A01,830,BPH2862,2,VAN-129
A,1,5.019,A01,TRUE,exp200321,6,exp200321_6_A01,840,BPH2862,2,VAN-129
A,1,5.018,A01,TRUE,exp200321,6,exp200321_6_A01,850,BPH2862,2,VAN-129
A,1,4.993,A01,TRUE,exp200321,6,exp200321_6_A01,860,BPH2862,2,VAN-129
A,1,4.952,A01,TRUE,exp200321,6,exp200321_6_A01,870,BPH2862,2,VAN-129
