well_row,well_col,OD,well,OD_blank_normalised,experiment,plate,well_id,timepoint,sample_id,replicate,strain_group
A,1,0.299,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,0,BPH3660,2,VSS-479
A,1,0.304,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,10,BPH3660,2,VSS-479
A,1,0.319,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,20,BPH3660,2,VSS-479
A,1,0.328,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,30,BPH3660,2,VSS-479
A,1,0.341,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,40,BPH3660,2,VSS-479
A,1,0.351,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,50,BPH3660,2,VSS-479
A,1,0.37,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,60,BPH3660,2,VSS-479
A,1,0.392,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,70,BPH3660,2,VSS-479
A,1,0.417,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,80,BPH3660,2,VSS-479
A,1,0.456,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,90,BPH3660,2,VSS-479
A,1,0.488,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,100,BPH3660,2,VSS-479
A,1,0.556,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,110,BPH3660,2,VSS-479
A,1,0.619,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,120,BPH3660,2,VSS-479
A,1,0.696,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,130,BPH3660,2,VSS-479
A,1,0.732,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,140,BPH3660,2,VSS-479
A,1,0.849,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,150,BPH3660,2,VSS-479
A,1,0.973,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,160,BPH3660,2,VSS-479
A,1,1,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,170,BPH3660,2,VSS-479
A,1,1.091,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,180,BPH3660,2,VSS-479
A,1,1.34,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,190,BPH3660,2,VSS-479
A,1,1.475,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,200,BPH3660,2,VSS-479
A,1,1.702,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,210,BPH3660,2,VSS-479
A,1,2.071,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,220,BPH3660,2,VSS-479
A,1,2.684,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,230,BPH3660,2,VSS-479
A,1,3.436,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,240,BPH3660,2,VSS-479
A,1,4.154,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,250,BPH3660,2,VSS-479
A,1,2.718,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,260,BPH3660,2,VSS-479
A,1,3.614,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,270,BPH3660,2,VSS-479
A,1,4.298,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,280,BPH3660,2,VSS-479
A,1,3.08,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,290,BPH3660,2,VSS-479
A,1,3.199,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,300,BPH3660,2,VSS-479
A,1,3.572,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,310,BPH3660,2,VSS-479
A,1,3.978,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,320,BPH3660,2,VSS-479
A,1,4.49,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,330,BPH3660,2,VSS-479
A,1,5.053,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,340,BPH3660,2,VSS-479
A,1,5.787,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,350,BPH3660,2,VSS-479
A,1,6.079,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,360,BPH3660,2,VSS-479
A,1,6.18,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,370,BPH3660,2,VSS-479
A,1,6.38,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,380,BPH3660,2,VSS-479
A,1,6.364,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,390,BPH3660,2,VSS-479
A,1,6.48,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,400,BPH3660,2,VSS-479
A,1,6.646,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,410,BPH3660,2,VSS-479
A,1,6.628,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,420,BPH3660,2,VSS-479
A,1,6.774,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,430,BPH3660,2,VSS-479
A,1,6.649,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,440,BPH3660,2,VSS-479
A,1,6.709,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,450,BPH3660,2,VSS-479
A,1,6.686,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,460,BPH3660,2,VSS-479
A,1,6.698,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,470,BPH3660,2,VSS-479
A,1,6.831,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,480,BPH3660,2,VSS-479
A,1,6.807,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,490,BPH3660,2,VSS-479
A,1,6.774,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,500,BPH3660,2,VSS-479
A,1,6.894,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,510,BPH3660,2,VSS-479
A,1,6.856,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,520,BPH3660,2,VSS-479
A,1,6.937,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,530,BPH3660,2,VSS-479
A,1,6.865,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,540,BPH3660,2,VSS-479
A,1,7.007,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,550,BPH3660,2,VSS-479
A,1,6.984,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,560,BPH3660,2,VSS-479
A,1,7.08,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,570,BPH3660,2,VSS-479
A,1,7.007,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,580,BPH3660,2,VSS-479
A,1,7.011,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,590,BPH3660,2,VSS-479
A,1,6.992,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,600,BPH3660,2,VSS-479
A,1,7.168,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,610,BPH3660,2,VSS-479
A,1,7.082,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,620,BPH3660,2,VSS-479
A,1,6.982,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,630,BPH3660,2,VSS-479
A,1,7.093,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,640,BPH3660,2,VSS-479
A,1,7.089,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,650,BPH3660,2,VSS-479
A,1,7.096,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,660,BPH3660,2,VSS-479
A,1,7.138,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,670,BPH3660,2,VSS-479
A,1,7.107,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,680,BPH3660,2,VSS-479
A,1,7.027,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,690,BPH3660,2,VSS-479
A,1,6.933,A01,FALSE,exp200902,GP6,exp200902_GP6_A01,700,BPH3660,2,VSS-479
