well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,15112,0,A,01,exp191107,40000,2,exp191107_2_A01,BPH2750,2,VAN-040
A02,15166,0,A,02,exp191107,40000,2,exp191107_2_A02,BPH2740,3,VAN-030
A03,15799,0,A,03,exp191107,40000,2,exp191107_2_A03,BPH2728,1,VAN-024
A04,15422,0,A,04,exp191107,40000,2,exp191107_2_A04,BPH2739,1,VAN-030
A05,14969,0,A,05,exp191107,40000,2,exp191107_2_A05,Non infected,3,CONTROL
A06,15489,0,A,06,exp191107,40000,2,exp191107_2_A06,BPH2742,1,VAN-032
A07,15563,0,A,07,exp191107,40000,2,exp191107_2_A07,BPH2732,2,VAN-026
A08,15241,0,A,08,exp191107,40000,2,exp191107_2_A08,BPH2755,1,VAN-043
A09,14810,0,A,09,exp191107,40000,2,exp191107_2_A09,BPH2747,2,VAN-038
A10,15169,0,A,10,exp191107,40000,2,exp191107_2_A10,BPH2744,3,VAN-034
A11,15094,0,A,11,exp191107,40000,2,exp191107_2_A11,BPH2734,3,VAN-026
A12,15327,0,A,12,exp191107,40000,2,exp191107_2_A12,BPH2745,3,VAN-035
B01,15197,0,B,01,exp191107,40000,2,exp191107_2_B01,BPH2752,2,VAN-041
B02,15149,0,B,02,exp191107,40000,2,exp191107_2_B02,BPH2730,1,VAN-024
B03,15748,0,B,03,exp191107,40000,2,exp191107_2_B03,BPH2752,1,VAN-041
B04,15541,0,B,04,exp191107,40000,2,exp191107_2_B04,BPH2740,1,VAN-030
B05,15376,0,B,05,exp191107,40000,2,exp191107_2_B05,BPH2753,3,VAN-042
B06,15296,0,B,06,exp191107,40000,2,exp191107_2_B06,TOX-4,3,CONTROL
B07,15747,0,B,07,exp191107,40000,2,exp191107_2_B07,BPH2742,2,VAN-032
B08,15358,0,B,08,exp191107,40000,2,exp191107_2_B08,BPH2738,3,VAN-029
B09,15607,0,B,09,exp191107,40000,2,exp191107_2_B09,BPH2739,2,VAN-030
B10,14962,0,B,10,exp191107,40000,2,exp191107_2_B10,BPH2751,1,VAN-040
B11,15012,0,B,11,exp191107,40000,2,exp191107_2_B11,BPH2741,3,VAN-031
B12,15204,0,B,12,exp191107,40000,2,exp191107_2_B12,BPH2740,2,VAN-030
C01,15361,0,C,01,exp191107,40000,2,exp191107_2_C01,BPH2734,2,VAN-026
C02,15607,0,C,02,exp191107,40000,2,exp191107_2_C02,BPH2737,1,VAN-029
C03,15400,0,C,03,exp191107,40000,2,exp191107_2_C03,BPH2750,3,VAN-040
C04,15545,0,C,04,exp191107,40000,2,exp191107_2_C04,BPH2752,3,VAN-041
C05,15289,0,C,05,exp191107,40000,2,exp191107_2_C05,BPH2741,1,VAN-031
C06,15277,0,C,06,exp191107,40000,2,exp191107_2_C06,BPH2749,3,VAN-039
C07,15747,0,C,07,exp191107,40000,2,exp191107_2_C07,BPH2736,1,VAN-028
C08,14925,0,C,08,exp191107,40000,2,exp191107_2_C08,BPH2746,1,VAN-037
C09,14706,0,C,09,exp191107,40000,2,exp191107_2_C09,BPH2746,2,VAN-037
C10,14685,0,C,10,exp191107,40000,2,exp191107_2_C10,BPH2729,3,VAN-024
C11,14948,0,C,11,exp191107,40000,2,exp191107_2_C11,BPH2747,1,VAN-038
C12,15073,0,C,12,exp191107,40000,2,exp191107_2_C12,JE2,2,CONTROL
D01,14966,0,D,01,exp191107,40000,2,exp191107_2_D01,BPH2755,3,VAN-043
D02,15139,0,D,02,exp191107,40000,2,exp191107_2_D02,BPH2751,2,VAN-040
D03,15418,0,D,03,exp191107,40000,2,exp191107_2_D03,BPH2747,3,VAN-038
D04,14839,0,D,04,exp191107,40000,2,exp191107_2_D04,BPH2735,3,VAN-027
D05,15673,0,D,05,exp191107,40000,2,exp191107_2_D05,BPH2738,2,VAN-029
D06,15366,0,D,06,exp191107,40000,2,exp191107_2_D06,TOX-4,2,CONTROL
D07,15549,0,D,07,exp191107,40000,2,exp191107_2_D07,BPH2728,2,VAN-024
D08,15465,0,D,08,exp191107,40000,2,exp191107_2_D08,BPH2742,3,VAN-032
D09,15112,0,D,09,exp191107,40000,2,exp191107_2_D09,BPH2733,3,VAN-026
D10,14920,0,D,10,exp191107,40000,2,exp191107_2_D10,BPH2735,1,VAN-027
D11,15104,0,D,11,exp191107,40000,2,exp191107_2_D11,BPH2745,1,VAN-035
D12,14791,0,D,12,exp191107,40000,2,exp191107_2_D12,BPH2751,3,VAN-040
E01,16002,0,E,01,exp191107,40000,2,exp191107_2_E01,JE2,1,CONTROL
E02,15357,0,E,02,exp191107,40000,2,exp191107_2_E02,BPH2749,2,VAN-039
E03,15925,0,E,03,exp191107,40000,2,exp191107_2_E03,BPH2748,2,VAN-038
E04,14833,0,E,04,exp191107,40000,2,exp191107_2_E04,BPH2735,2,VAN-027
E05,15034,0,E,05,exp191107,40000,2,exp191107_2_E05,TOX-4,1,CONTROL
E06,15214,0,E,06,exp191107,40000,2,exp191107_2_E06,BPH2749,1,VAN-039
E07,14635,0,E,07,exp191107,40000,2,exp191107_2_E07,Non infected,1,CONTROL
E08,14735,0,E,08,exp191107,40000,2,exp191107_2_E08,BPH2731,2,VAN-025
E09,15158,0,E,09,exp191107,40000,2,exp191107_2_E09,BPH2733,2,VAN-026
E10,14444,0,E,10,exp191107,40000,2,exp191107_2_E10,BPH2739,3,VAN-030
E11,14941,0,E,11,exp191107,40000,2,exp191107_2_E11,BPH2732,1,VAN-026
E12,15196,0,E,12,exp191107,40000,2,exp191107_2_E12,BPH2748,3,VAN-038
F01,15366,0,F,01,exp191107,40000,2,exp191107_2_F01,BPH2753,1,VAN-042
F02,15379,0,F,02,exp191107,40000,2,exp191107_2_F02,BPH2748,1,VAN-038
F03,14934,0,F,03,exp191107,40000,2,exp191107_2_F03,BPH2743,2,VAN-033
F04,14588,0,F,04,exp191107,40000,2,exp191107_2_F04,BPH2750,1,VAN-040
F05,14797,0,F,05,exp191107,40000,2,exp191107_2_F05,BPH2754,2,VAN-043
F06,14932,0,F,06,exp191107,40000,2,exp191107_2_F06,BPH2754,1,VAN-043
F07,15173,0,F,07,exp191107,40000,2,exp191107_2_F07,BPH2743,3,VAN-033
F08,14501,0,F,08,exp191107,40000,2,exp191107_2_F08,BPH2731,3,VAN-025
F09,14869,0,F,09,exp191107,40000,2,exp191107_2_F09,BPH2733,1,VAN-026
F10,15633,0,F,10,exp191107,40000,2,exp191107_2_F10,BPH2744,2,VAN-034
F11,14704,0,F,11,exp191107,40000,2,exp191107_2_F11,JE2,3,CONTROL
F12,14815,0,F,12,exp191107,40000,2,exp191107_2_F12,BPH2755,2,VAN-043
G01,15508,0,G,01,exp191107,40000,2,exp191107_2_G01,BPH2741,2,VAN-031
G02,14446,0,G,02,exp191107,40000,2,exp191107_2_G02,BPH2753,2,VAN-042
G03,15449,0,G,03,exp191107,40000,2,exp191107_2_G03,BPH2730,3,VAN-024
G04,15075,0,G,04,exp191107,40000,2,exp191107_2_G04,BPH2737,2,VAN-029
G05,14763,0,G,05,exp191107,40000,2,exp191107_2_G05,BPH2754,3,VAN-043
G06,15074,0,G,06,exp191107,40000,2,exp191107_2_G06,BPH2743,1,VAN-033
G07,15054,0,G,07,exp191107,40000,2,exp191107_2_G07,BPH2738,1,VAN-029
G08,14990,0,G,08,exp191107,40000,2,exp191107_2_G08,BPH2731,1,VAN-025
G09,14361,0,G,09,exp191107,40000,2,exp191107_2_G09,BPH2744,1,VAN-034
G10,14373,0,G,10,exp191107,40000,2,exp191107_2_G10,BPH2736,2,VAN-028
G11,14602,0,G,11,exp191107,40000,2,exp191107_2_G11,BPH2728,3,VAN-024
G12,14566,0,G,12,exp191107,40000,2,exp191107_2_G12,BPH2746,3,VAN-037
H01,14334,0,H,01,exp191107,40000,2,exp191107_2_H01,Non infected,2,CONTROL
H02,14706,0,H,02,exp191107,40000,2,exp191107_2_H02,BPH2737,3,VAN-029
H03,15459,0,H,03,exp191107,40000,2,exp191107_2_H03,BPH2730,2,VAN-024
H04,14429,0,H,04,exp191107,40000,2,exp191107_2_H04,BPH2732,3,VAN-026
H05,14590,0,H,05,exp191107,40000,2,exp191107_2_H05,BPH2736,3,VAN-028
H06,14460,0,H,06,exp191107,40000,2,exp191107_2_H06,BPH2734,1,VAN-026
H07,14541,0,H,07,exp191107,40000,2,exp191107_2_H07,BPH2729,2,VAN-024
H08,14275,0,H,08,exp191107,40000,2,exp191107_2_H08,BPH2745,2,VAN-035
H09,14625,0,H,09,exp191107,40000,2,exp191107_2_H09,BPH2729,1,VAN-024
H10,32961,0,H,10,exp191107,40000,2,exp191107_2_H10,Complete lysis,1,CONTROL
H11,28869,0,H,11,exp191107,40000,2,exp191107_2_H11,Complete lysis,2,CONTROL
H12,27338,0,H,12,exp191107,40000,2,exp191107_2_H12,Complete lysis,3,CONTROL
A01,14081,6,A,01,exp191107,40000,2,exp191107_2_A01,BPH2750,2,VAN-040
A02,14050,6,A,02,exp191107,40000,2,exp191107_2_A02,BPH2740,3,VAN-030
A03,14890,6,A,03,exp191107,40000,2,exp191107_2_A03,BPH2728,1,VAN-024
A04,14565,6,A,04,exp191107,40000,2,exp191107_2_A04,BPH2739,1,VAN-030
A05,14216,6,A,05,exp191107,40000,2,exp191107_2_A05,Non infected,3,CONTROL
A06,14610,6,A,06,exp191107,40000,2,exp191107_2_A06,BPH2742,1,VAN-032
A07,14200,6,A,07,exp191107,40000,2,exp191107_2_A07,BPH2732,2,VAN-026
A08,14619,6,A,08,exp191107,40000,2,exp191107_2_A08,BPH2755,1,VAN-043
A09,13766,6,A,09,exp191107,40000,2,exp191107_2_A09,BPH2747,2,VAN-038
A10,14489,6,A,10,exp191107,40000,2,exp191107_2_A10,BPH2744,3,VAN-034
A11,14440,6,A,11,exp191107,40000,2,exp191107_2_A11,BPH2734,3,VAN-026
A12,14046,6,A,12,exp191107,40000,2,exp191107_2_A12,BPH2745,3,VAN-035
B01,14233,6,B,01,exp191107,40000,2,exp191107_2_B01,BPH2752,2,VAN-041
B02,13831,6,B,02,exp191107,40000,2,exp191107_2_B02,BPH2730,1,VAN-024
B03,14609,6,B,03,exp191107,40000,2,exp191107_2_B03,BPH2752,1,VAN-041
B04,14479,6,B,04,exp191107,40000,2,exp191107_2_B04,BPH2740,1,VAN-030
B05,14177,6,B,05,exp191107,40000,2,exp191107_2_B05,BPH2753,3,VAN-042
B06,14300,6,B,06,exp191107,40000,2,exp191107_2_B06,TOX-4,3,CONTROL
B07,14596,6,B,07,exp191107,40000,2,exp191107_2_B07,BPH2742,2,VAN-032
B08,14136,6,B,08,exp191107,40000,2,exp191107_2_B08,BPH2738,3,VAN-029
B09,14228,6,B,09,exp191107,40000,2,exp191107_2_B09,BPH2739,2,VAN-030
B10,14250,6,B,10,exp191107,40000,2,exp191107_2_B10,BPH2751,1,VAN-040
B11,14555,6,B,11,exp191107,40000,2,exp191107_2_B11,BPH2741,3,VAN-031
B12,13936,6,B,12,exp191107,40000,2,exp191107_2_B12,BPH2740,2,VAN-030
C01,14498,6,C,01,exp191107,40000,2,exp191107_2_C01,BPH2734,2,VAN-026
C02,14385,6,C,02,exp191107,40000,2,exp191107_2_C02,BPH2737,1,VAN-029
C03,14436,6,C,03,exp191107,40000,2,exp191107_2_C03,BPH2750,3,VAN-040
C04,14377,6,C,04,exp191107,40000,2,exp191107_2_C04,BPH2752,3,VAN-041
C05,14342,6,C,05,exp191107,40000,2,exp191107_2_C05,BPH2741,1,VAN-031
C06,14529,6,C,06,exp191107,40000,2,exp191107_2_C06,BPH2749,3,VAN-039
C07,14932,6,C,07,exp191107,40000,2,exp191107_2_C07,BPH2736,1,VAN-028
C08,13740,6,C,08,exp191107,40000,2,exp191107_2_C08,BPH2746,1,VAN-037
C09,13774,6,C,09,exp191107,40000,2,exp191107_2_C09,BPH2746,2,VAN-037
C10,13716,6,C,10,exp191107,40000,2,exp191107_2_C10,BPH2729,3,VAN-024
C11,14164,6,C,11,exp191107,40000,2,exp191107_2_C11,BPH2747,1,VAN-038
C12,14273,6,C,12,exp191107,40000,2,exp191107_2_C12,JE2,2,CONTROL
D01,14532,6,D,01,exp191107,40000,2,exp191107_2_D01,BPH2755,3,VAN-043
D02,14274,6,D,02,exp191107,40000,2,exp191107_2_D02,BPH2751,2,VAN-040
