well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,19315,0,A,01,exp191116,40000,1,exp191116_1_A01,BPH2722,2,VAN-019
A02,18284,0,A,02,exp191116,40000,1,exp191116_1_A02,BPH2712,3,VAN-010
A03,18787,0,A,03,exp191116,40000,1,exp191116_1_A03,BPH2700,1,VAN-001
A04,20081,0,A,04,exp191116,40000,1,exp191116_1_A04,BPH2711,1,VAN-009
A05,16714,0,A,05,exp191116,40000,1,exp191116_1_A05,Non infected,3,CONTROL
A06,17366,0,A,06,exp191116,40000,1,exp191116_1_A06,BPH2714,1,VAN-011
A07,17408,0,A,07,exp191116,40000,1,exp191116_1_A07,BPH2704,2,VAN-004
A08,17020,0,A,08,exp191116,40000,1,exp191116_1_A08,BPH2727,1,VAN-023
A09,19013,0,A,09,exp191116,40000,1,exp191116_1_A09,BPH2719,2,VAN-016
A10,20881,0,A,10,exp191116,40000,1,exp191116_1_A10,BPH2716,3,VAN-013
A11,20576,0,A,11,exp191116,40000,1,exp191116_1_A11,BPH2706,3,VAN-005
A12,17699,0,A,12,exp191116,40000,1,exp191116_1_A12,BPH2717,3,VAN-014
B01,18736,0,B,01,exp191116,40000,1,exp191116_1_B01,BPH2724,2,VAN-021
B02,17696,0,B,02,exp191116,40000,1,exp191116_1_B02,BPH2702,1,VAN-002
B03,18571,0,B,03,exp191116,40000,1,exp191116_1_B03,BPH2724,1,VAN-021
B04,18474,0,B,04,exp191116,40000,1,exp191116_1_B04,BPH2712,1,VAN-010
B05,18667,0,B,05,exp191116,40000,1,exp191116_1_B05,BPH2725,3,VAN-022
B06,18411,0,B,06,exp191116,40000,1,exp191116_1_B06,TOX-4,3,CONTROL
B07,19645,0,B,07,exp191116,40000,1,exp191116_1_B07,BPH2714,2,VAN-011
B08,17756,0,B,08,exp191116,40000,1,exp191116_1_B08,BPH2710,3,VAN-008
B09,18112,0,B,09,exp191116,40000,1,exp191116_1_B09,BPH2711,2,VAN-009
B10,17493,0,B,10,exp191116,40000,1,exp191116_1_B10,BPH2723,1,VAN-020
B11,18148,0,B,11,exp191116,40000,1,exp191116_1_B11,BPH2713,3,VAN-011
B12,19550,0,B,12,exp191116,40000,1,exp191116_1_B12,BPH2712,2,VAN-010
C01,18707,0,C,01,exp191116,40000,1,exp191116_1_C01,BPH2706,2,VAN-005
C02,18281,0,C,02,exp191116,40000,1,exp191116_1_C02,BPH2709,1,VAN-007
C03,18289,0,C,03,exp191116,40000,1,exp191116_1_C03,BPH2722,3,VAN-019
C04,20540,0,C,04,exp191116,40000,1,exp191116_1_C04,BPH2724,3,VAN-021
C05,17041,0,C,05,exp191116,40000,1,exp191116_1_C05,BPH2713,1,VAN-011
C06,18271,0,C,06,exp191116,40000,1,exp191116_1_C06,BPH2721,3,VAN-018
C07,17748,0,C,07,exp191116,40000,1,exp191116_1_C07,BPH2708,1,VAN-007
C08,15629,0,C,08,exp191116,40000,1,exp191116_1_C08,BPH2718,1,VAN-015
C09,17055,0,C,09,exp191116,40000,1,exp191116_1_C09,BPH2718,2,VAN-015
C10,18753,0,C,10,exp191116,40000,1,exp191116_1_C10,BPH2701,3,VAN-001
C11,18867,0,C,11,exp191116,40000,1,exp191116_1_C11,BPH2719,1,VAN-016
C12,17488,0,C,12,exp191116,40000,1,exp191116_1_C12,JE2,2,CONTROL
D01,18661,0,D,01,exp191116,40000,1,exp191116_1_D01,BPH2727,3,VAN-023
D02,17798,0,D,02,exp191116,40000,1,exp191116_1_D02,BPH2723,2,VAN-020
D03,18345,0,D,03,exp191116,40000,1,exp191116_1_D03,BPH2719,3,VAN-016
D04,18153,0,D,04,exp191116,40000,1,exp191116_1_D04,BPH2707,3,VAN-006
D05,17301,0,D,05,exp191116,40000,1,exp191116_1_D05,BPH2710,2,VAN-008
D06,17851,0,D,06,exp191116,40000,1,exp191116_1_D06,TOX-4,2,CONTROL
D07,18330,0,D,07,exp191116,40000,1,exp191116_1_D07,BPH2700,2,VAN-001
D08,17773,0,D,08,exp191116,40000,1,exp191116_1_D08,BPH2714,3,VAN-011
D09,17344,0,D,09,exp191116,40000,1,exp191116_1_D09,BPH2705,3,VAN-004
D10,18133,0,D,10,exp191116,40000,1,exp191116_1_D10,BPH2707,1,VAN-006
D11,18880,0,D,11,exp191116,40000,1,exp191116_1_D11,BPH2717,1,VAN-014
D12,18070,0,D,12,exp191116,40000,1,exp191116_1_D12,BPH2723,3,VAN-020
E01,18466,0,E,01,exp191116,40000,1,exp191116_1_E01,JE2,1,CONTROL
E02,18251,0,E,02,exp191116,40000,1,exp191116_1_E02,BPH2721,2,VAN-018
E03,18423,0,E,03,exp191116,40000,1,exp191116_1_E03,BPH2720,2,VAN-017
E04,18360,0,E,04,exp191116,40000,1,exp191116_1_E04,BPH2707,2,VAN-006
E05,17933,0,E,05,exp191116,40000,1,exp191116_1_E05,TOX-4,1,CONTROL
E06,18774,0,E,06,exp191116,40000,1,exp191116_1_E06,BPH2721,1,VAN-018
E07,16276,0,E,07,exp191116,40000,1,exp191116_1_E07,Non infected,1,CONTROL
E08,18129,0,E,08,exp191116,40000,1,exp191116_1_E08,BPH2703,2,VAN-003
E09,17056,0,E,09,exp191116,40000,1,exp191116_1_E09,BPH2705,2,VAN-004
E10,18760,0,E,10,exp191116,40000,1,exp191116_1_E10,BPH2711,3,VAN-009
E11,17750,0,E,11,exp191116,40000,1,exp191116_1_E11,BPH2704,1,VAN-004
E12,17653,0,E,12,exp191116,40000,1,exp191116_1_E12,BPH2720,3,VAN-017
F01,18125,0,F,01,exp191116,40000,1,exp191116_1_F01,BPH2725,1,VAN-022
F02,17720,0,F,02,exp191116,40000,1,exp191116_1_F02,BPH2720,1,VAN-017
F03,17089,0,F,03,exp191116,40000,1,exp191116_1_F03,BPH2715,2,VAN-012
F04,18214,0,F,04,exp191116,40000,1,exp191116_1_F04,BPH2722,1,VAN-019
F05,17600,0,F,05,exp191116,40000,1,exp191116_1_F05,BPH2726,2,VAN-023
F06,17377,0,F,06,exp191116,40000,1,exp191116_1_F06,BPH2726,1,VAN-023
F07,17900,0,F,07,exp191116,40000,1,exp191116_1_F07,BPH2715,3,VAN-012
F08,17568,0,F,08,exp191116,40000,1,exp191116_1_F08,BPH2703,3,VAN-003
F09,17245,0,F,09,exp191116,40000,1,exp191116_1_F09,BPH2705,1,VAN-004
F10,17438,0,F,10,exp191116,40000,1,exp191116_1_F10,BPH2716,2,VAN-013
F11,17787,0,F,11,exp191116,40000,1,exp191116_1_F11,JE2,3,CONTROL
F12,17243,0,F,12,exp191116,40000,1,exp191116_1_F12,BPH2727,2,VAN-023
G01,17608,0,G,01,exp191116,40000,1,exp191116_1_G01,BPH2713,2,VAN-011
G02,18371,0,G,02,exp191116,40000,1,exp191116_1_G02,BPH2725,2,VAN-022
G03,17279,0,G,03,exp191116,40000,1,exp191116_1_G03,BPH2702,3,VAN-002
G04,17885,0,G,04,exp191116,40000,1,exp191116_1_G04,BPH2709,2,VAN-007
G05,16860,0,G,05,exp191116,40000,1,exp191116_1_G05,BPH2726,3,VAN-023
G06,17564,0,G,06,exp191116,40000,1,exp191116_1_G06,BPH2715,1,VAN-012
G07,17420,0,G,07,exp191116,40000,1,exp191116_1_G07,BPH2710,1,VAN-008
G08,17284,0,G,08,exp191116,40000,1,exp191116_1_G08,BPH2703,1,VAN-003
G09,17257,0,G,09,exp191116,40000,1,exp191116_1_G09,BPH2716,1,VAN-013
G10,17320,0,G,10,exp191116,40000,1,exp191116_1_G10,BPH2708,2,VAN-007
G11,17617,0,G,11,exp191116,40000,1,exp191116_1_G11,BPH2700,3,VAN-001
G12,18006,0,G,12,exp191116,40000,1,exp191116_1_G12,BPH2718,3,VAN-015
H01,16340,0,H,01,exp191116,40000,1,exp191116_1_H01,Non infected,2,CONTROL
H02,17231,0,H,02,exp191116,40000,1,exp191116_1_H02,BPH2709,3,VAN-007
H03,17298,0,H,03,exp191116,40000,1,exp191116_1_H03,BPH2702,2,VAN-002
H04,17013,0,H,04,exp191116,40000,1,exp191116_1_H04,BPH2704,3,VAN-004
H05,17396,0,H,05,exp191116,40000,1,exp191116_1_H05,BPH2708,3,VAN-007
H06,17823,0,H,06,exp191116,40000,1,exp191116_1_H06,BPH2706,1,VAN-005
H07,18781,0,H,07,exp191116,40000,1,exp191116_1_H07,BPH2701,2,VAN-001
H08,17578,0,H,08,exp191116,40000,1,exp191116_1_H08,BPH2717,2,VAN-014
H09,18821,0,H,09,exp191116,40000,1,exp191116_1_H09,BPH2701,1,VAN-001
H10,30652,0,H,10,exp191116,40000,1,exp191116_1_H10,Complete lysis,1,CONTROL
H11,30902,0,H,11,exp191116,40000,1,exp191116_1_H11,Complete lysis,2,CONTROL
H12,30452,0,H,12,exp191116,40000,1,exp191116_1_H12,Complete lysis,3,CONTROL
A01,18087,6,A,01,exp191116,40000,1,exp191116_1_A01,BPH2722,2,VAN-019
A02,17281,6,A,02,exp191116,40000,1,exp191116_1_A02,BPH2712,3,VAN-010
A03,17509,6,A,03,exp191116,40000,1,exp191116_1_A03,BPH2700,1,VAN-001
A04,18723,6,A,04,exp191116,40000,1,exp191116_1_A04,BPH2711,1,VAN-009
A05,15039,6,A,05,exp191116,40000,1,exp191116_1_A05,Non infected,3,CONTROL
A06,16553,6,A,06,exp191116,40000,1,exp191116_1_A06,BPH2714,1,VAN-011
A07,16489,6,A,07,exp191116,40000,1,exp191116_1_A07,BPH2704,2,VAN-004
A08,16493,6,A,08,exp191116,40000,1,exp191116_1_A08,BPH2727,1,VAN-023
A09,17749,6,A,09,exp191116,40000,1,exp191116_1_A09,BPH2719,2,VAN-016
A10,19305,6,A,10,exp191116,40000,1,exp191116_1_A10,BPH2716,3,VAN-013
A11,19069,6,A,11,exp191116,40000,1,exp191116_1_A11,BPH2706,3,VAN-005
A12,16658,6,A,12,exp191116,40000,1,exp191116_1_A12,BPH2717,3,VAN-014
B01,17981,6,B,01,exp191116,40000,1,exp191116_1_B01,BPH2724,2,VAN-021
B02,16665,6,B,02,exp191116,40000,1,exp191116_1_B02,BPH2702,1,VAN-002
B03,17343,6,B,03,exp191116,40000,1,exp191116_1_B03,BPH2724,1,VAN-021
B04,17412,6,B,04,exp191116,40000,1,exp191116_1_B04,BPH2712,1,VAN-010
B05,17426,6,B,05,exp191116,40000,1,exp191116_1_B05,BPH2725,3,VAN-022
B06,17347,6,B,06,exp191116,40000,1,exp191116_1_B06,TOX-4,3,CONTROL
B07,19163,6,B,07,exp191116,40000,1,exp191116_1_B07,BPH2714,2,VAN-011
B08,16741,6,B,08,exp191116,40000,1,exp191116_1_B08,BPH2710,3,VAN-008
B09,16876,6,B,09,exp191116,40000,1,exp191116_1_B09,BPH2711,2,VAN-009
B10,16650,6,B,10,exp191116,40000,1,exp191116_1_B10,BPH2723,1,VAN-020
B11,17013,6,B,11,exp191116,40000,1,exp191116_1_B11,BPH2713,3,VAN-011
B12,17862,6,B,12,exp191116,40000,1,exp191116_1_B12,BPH2712,2,VAN-010
C01,17739,6,C,01,exp191116,40000,1,exp191116_1_C01,BPH2706,2,VAN-005
C02,17399,6,C,02,exp191116,40000,1,exp191116_1_C02,BPH2709,1,VAN-007
C03,17215,6,C,03,exp191116,40000,1,exp191116_1_C03,BPH2722,3,VAN-019
C04,19293,6,C,04,exp191116,40000,1,exp191116_1_C04,BPH2724,3,VAN-021
C05,16364,6,C,05,exp191116,40000,1,exp191116_1_C05,BPH2713,1,VAN-011
C06,17657,6,C,06,exp191116,40000,1,exp191116_1_C06,BPH2721,3,VAN-018
C07,16882,6,C,07,exp191116,40000,1,exp191116_1_C07,BPH2708,1,VAN-007
C08,14648,6,C,08,exp191116,40000,1,exp191116_1_C08,BPH2718,1,VAN-015
C09,16125,6,C,09,exp191116,40000,1,exp191116_1_C09,BPH2718,2,VAN-015
C10,17618,6,C,10,exp191116,40000,1,exp191116_1_C10,BPH2701,3,VAN-001
C11,17800,6,C,11,exp191116,40000,1,exp191116_1_C11,BPH2719,1,VAN-016
C12,16534,6,C,12,exp191116,40000,1,exp191116_1_C12,JE2,2,CONTROL
D01,17518,6,D,01,exp191116,40000,1,exp191116_1_D01,BPH2727,3,VAN-023
D02,16811,6,D,02,exp191116,40000,1,exp191116_1_D02,BPH2723,2,VAN-020
D03,17171,6,D,03,exp191116,40000,1,exp191116_1_D03,BPH2719,3,VAN-016
D04,17027,6,D,04,exp191116,40000,1,exp191116_1_D04,BPH2707,3,VAN-006
D05,16529,6,D,05,exp191116,40000,1,exp191116_1_D05,BPH2710,2,VAN-008
D06,16885,6,D,06,exp191116,40000,1,exp191116_1_D06,TOX-4,2,CONTROL
D07,17248,6,D,07,exp191116,40000,1,exp191116_1_D07,BPH2700,2,VAN-001
D08,16421,6,D,08,exp191116,40000,1,exp191116_1_D08,BPH2714,3,VAN-011
D09,16411,6,D,09,exp191116,40000,1,exp191116_1_D09,BPH2705,3,VAN-004
D10,17098,6,D,10,exp191116,40000,1,exp191116_1_D10,BPH2707,1,VAN-006
D11,17841,6,D,11,exp191116,40000,1,exp191116_1_D11,BPH2717,1,VAN-014
D12,16842,6,D,12,exp191116,40000,1,exp191116_1_D12,BPH2723,3,VAN-020
E01,17224,6,E,01,exp191116,40000,1,exp191116_1_E01,JE2,1,CONTROL
E02,17330,6,E,02,exp191116,40000,1,exp191116_1_E02,BPH2721,2,VAN-018
E03,17150,6,E,03,exp191116,40000,1,exp191116_1_E03,BPH2720,2,VAN-017
E04,17177,6,E,04,exp191116,40000,1,exp191116_1_E04,BPH2707,2,VAN-006
E05,17344,6,E,05,exp191116,40000,1,exp191116_1_E05,TOX-4,1,CONTROL
E06,17287,6,E,06,exp191116,40000,1,exp191116_1_E06,BPH2721,1,VAN-018
E07,15034,6,E,07,exp191116,40000,1,exp191116_1_E07,Non infected,1,CONTROL
E08,17097,6,E,08,exp191116,40000,1,exp191116_1_E08,BPH2703,2,VAN-003
