well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,13764,0,A,01,exp200816,40000,GP4,exp200816_GP4_A01,BPH3742,2,VSS-205
A02,13799,0,A,02,exp200816,40000,GP4,exp200816_GP4_A02,BPH3413,3,VSS-217
A03,14993,0,A,03,exp200816,40000,GP4,exp200816_GP4_A03,BPH3356,1,VSS-157
A04,13856,0,A,04,exp200816,40000,GP4,exp200816_GP4_A04,BPH3403,1,VSS-207
A05,14778,0,A,05,exp200816,40000,GP4,exp200816_GP4_A05,JE2,3,CONTROL
A06,13969,0,A,06,exp200816,40000,GP4,exp200816_GP4_A06,BPH3417,1,VSS-221
A07,13158,0,A,07,exp200816,40000,GP4,exp200816_GP4_A07,BPH3370,2,VSS-173
A08,14061,0,A,08,exp200816,40000,GP4,exp200816_GP4_A08,BPH3748,1,VSS-237
A09,13733,0,A,09,exp200816,40000,GP4,exp200816_GP4_A09,BPH3738,2,VSS-184
A10,14107,0,A,10,exp200816,40000,GP4,exp200816_GP4_A10,BPH3434,3,VSS-238
A11,14154,0,A,11,exp200816,40000,GP4,exp200816_GP4_A11,BPH3376,3,VSS-179
A12,13923,0,A,12,exp200816,40000,GP4,exp200816_GP4_A12,BPH3435,3,VSS-239
B01,14863,0,B,01,exp200816,40000,GP4,exp200816_GP4_B01,BPH3744,2,VSS-205
B02,13892,0,B,02,exp200816,40000,GP4,exp200816_GP4_B02,BPH3366,1,VSS-167
B03,14242,0,B,03,exp200816,40000,GP4,exp200816_GP4_B03,BPH3744,1,VSS-205
B04,13672,0,B,04,exp200816,40000,GP4,exp200816_GP4_B04,BPH3413,1,VSS-217
B05,13688,0,B,05,exp200816,40000,GP4,exp200816_GP4_B05,BPH3745,3,VSS-221
B06,13112,0,B,06,exp200816,40000,GP4,exp200816_GP4_B06,Non infected,3,CONTROL
B07,13617,0,B,07,exp200816,40000,GP4,exp200816_GP4_B07,BPH3417,2,VSS-221
B08,13841,0,B,08,exp200816,40000,GP4,exp200816_GP4_B08,BPH3401,3,VSS-205
B09,13646,0,B,09,exp200816,40000,GP4,exp200816_GP4_B09,BPH3403,2,VSS-207
B10,13256,0,B,10,exp200816,40000,GP4,exp200816_GP4_B10,BPH3743,1,VSS-205
B11,14239,0,B,11,exp200816,40000,GP4,exp200816_GP4_B11,BPH3415,3,VSS-219
B12,13965,0,B,12,exp200816,40000,GP4,exp200816_GP4_B12,BPH3413,2,VSS-217
C01,14824,0,C,01,exp200816,40000,GP4,exp200816_GP4_C01,BPH3376,2,VSS-179
C02,13701,0,C,02,exp200816,40000,GP4,exp200816_GP4_C02,BPH3389,1,VSS-192
C03,14015,0,C,03,exp200816,40000,GP4,exp200816_GP4_C03,BPH3742,3,VSS-205
C04,13744,0,C,04,exp200816,40000,GP4,exp200816_GP4_C04,BPH3744,3,VSS-205
C05,15041,0,C,05,exp200816,40000,GP4,exp200816_GP4_C05,BPH3415,1,VSS-219
C06,13822,0,C,06,exp200816,40000,GP4,exp200816_GP4_C06,BPH3741,3,VSS-205
C07,13677,0,C,07,exp200816,40000,GP4,exp200816_GP4_C07,BPH3382,1,VSS-185
C08,13544,0,C,08,exp200816,40000,GP4,exp200816_GP4_C08,BPH3737,1,VSS-157
C09,13541,0,C,09,exp200816,40000,GP4,exp200816_GP4_C09,BPH3737,2,VSS-157
C10,13345,0,C,10,exp200816,40000,GP4,exp200816_GP4_C10,BPH3362,3,VSS-163
C11,14158,0,C,11,exp200816,40000,GP4,exp200816_GP4_C11,BPH3738,1,VSS-184
C12,13679,0,C,12,exp200816,40000,GP4,exp200816_GP4_C12,TOX-4,2,CONTROL
D01,14101,0,D,01,exp200816,40000,GP4,exp200816_GP4_D01,BPH3748,3,VSS-237
D02,13743,0,D,02,exp200816,40000,GP4,exp200816_GP4_D02,BPH3743,2,VSS-205
D03,13843,0,D,03,exp200816,40000,GP4,exp200816_GP4_D03,BPH3738,3,VSS-184
D04,13486,0,D,04,exp200816,40000,GP4,exp200816_GP4_D04,BPH3381,3,VSS-184
D05,13824,0,D,05,exp200816,40000,GP4,exp200816_GP4_D05,BPH3401,2,VSS-205
D06,13327,0,D,06,exp200816,40000,GP4,exp200816_GP4_D06,Non infected,2,CONTROL
D07,13768,0,D,07,exp200816,40000,GP4,exp200816_GP4_D07,BPH3356,2,VSS-157
D08,13586,0,D,08,exp200816,40000,GP4,exp200816_GP4_D08,BPH3417,3,VSS-221
D09,13376,0,D,09,exp200816,40000,GP4,exp200816_GP4_D09,BPH3372,3,VSS-175
D10,13389,0,D,10,exp200816,40000,GP4,exp200816_GP4_D10,BPH3381,1,VSS-184
D11,13811,0,D,11,exp200816,40000,GP4,exp200816_GP4_D11,BPH3435,1,VSS-239
D12,13893,0,D,12,exp200816,40000,GP4,exp200816_GP4_D12,BPH3743,3,VSS-205
E01,14574,0,E,01,exp200816,40000,GP4,exp200816_GP4_E01,TOX-4,1,CONTROL
E02,14199,0,E,02,exp200816,40000,GP4,exp200816_GP4_E02,BPH3741,2,VSS-205
E03,14035,0,E,03,exp200816,40000,GP4,exp200816_GP4_E03,BPH3739,2,VSS-193
E04,13801,0,E,04,exp200816,40000,GP4,exp200816_GP4_E04,BPH3381,2,VSS-184
E05,13369,0,E,05,exp200816,40000,GP4,exp200816_GP4_E05,Non infected,1,CONTROL
E06,13589,0,E,06,exp200816,40000,GP4,exp200816_GP4_E06,BPH3741,1,VSS-205
E07,13842,0,E,07,exp200816,40000,GP4,exp200816_GP4_E07,JE2,1,CONTROL
E08,13831,0,E,08,exp200816,40000,GP4,exp200816_GP4_E08,BPH3368,2,VSS-171
E09,13307,0,E,09,exp200816,40000,GP4,exp200816_GP4_E09,BPH3372,2,VSS-175
E10,13121,0,E,10,exp200816,40000,GP4,exp200816_GP4_E10,BPH3403,3,VSS-207
E11,14764,0,E,11,exp200816,40000,GP4,exp200816_GP4_E11,BPH3370,1,VSS-173
E12,14211,0,E,12,exp200816,40000,GP4,exp200816_GP4_E12,BPH3739,3,VSS-193
F01,14373,0,F,01,exp200816,40000,GP4,exp200816_GP4_F01,BPH3745,1,VSS-221
F02,13389,0,F,02,exp200816,40000,GP4,exp200816_GP4_F02,BPH3739,1,VSS-193
F03,14309,0,F,03,exp200816,40000,GP4,exp200816_GP4_F03,BPH3431,2,VSS-235
F04,14073,0,F,04,exp200816,40000,GP4,exp200816_GP4_F04,BPH3742,1,VSS-205
F05,13382,0,F,05,exp200816,40000,GP4,exp200816_GP4_F05,BPH3746,2,VSS-227
F06,14054,0,F,06,exp200816,40000,GP4,exp200816_GP4_F06,BPH3746,1,VSS-227
F07,13862,0,F,07,exp200816,40000,GP4,exp200816_GP4_F07,BPH3431,3,VSS-235
F08,13562,0,F,08,exp200816,40000,GP4,exp200816_GP4_F08,BPH3368,3,VSS-171
F09,13598,0,F,09,exp200816,40000,GP4,exp200816_GP4_F09,BPH3372,1,VSS-175
F10,13926,0,F,10,exp200816,40000,GP4,exp200816_GP4_F10,BPH3434,2,VSS-238
F11,13907,0,F,11,exp200816,40000,GP4,exp200816_GP4_F11,JE2,4,CONTROL
F12,14484,0,F,12,exp200816,40000,GP4,exp200816_GP4_F12,BPH3748,2,VSS-237
G01,14549,0,G,01,exp200816,40000,GP4,exp200816_GP4_G01,BPH3415,2,VSS-219
G02,14099,0,G,02,exp200816,40000,GP4,exp200816_GP4_G02,BPH3745,2,VSS-221
G03,13857,0,G,03,exp200816,40000,GP4,exp200816_GP4_G03,BPH3366,3,VSS-167
G04,14279,0,G,04,exp200816,40000,GP4,exp200816_GP4_G04,BPH3389,2,VSS-192
G05,14213,0,G,05,exp200816,40000,GP4,exp200816_GP4_G05,BPH3746,3,VSS-227
G06,13868,0,G,06,exp200816,40000,GP4,exp200816_GP4_G06,BPH3431,1,VSS-235
G07,13636,0,G,07,exp200816,40000,GP4,exp200816_GP4_G07,BPH3401,1,VSS-205
G08,13688,0,G,08,exp200816,40000,GP4,exp200816_GP4_G08,BPH3368,1,VSS-171
G09,13689,0,G,09,exp200816,40000,GP4,exp200816_GP4_G09,BPH3434,1,VSS-238
G10,13484,0,G,10,exp200816,40000,GP4,exp200816_GP4_G10,BPH3382,2,VSS-185
G11,14213,0,G,11,exp200816,40000,GP4,exp200816_GP4_G11,BPH3356,3,VSS-157
G12,13994,0,G,12,exp200816,40000,GP4,exp200816_GP4_G12,BPH3737,3,VSS-157
H01,14859,0,H,01,exp200816,40000,GP4,exp200816_GP4_H01,JE2,2,CONTROL
H02,14377,0,H,02,exp200816,40000,GP4,exp200816_GP4_H02,BPH3389,3,VSS-192
H03,14391,0,H,03,exp200816,40000,GP4,exp200816_GP4_H03,BPH3366,2,VSS-167
H04,13530,0,H,04,exp200816,40000,GP4,exp200816_GP4_H04,BPH3370,3,VSS-173
H05,13407,0,H,05,exp200816,40000,GP4,exp200816_GP4_H05,BPH3382,3,VSS-185
H06,13707,0,H,06,exp200816,40000,GP4,exp200816_GP4_H06,BPH3376,1,VSS-179
H07,13236,0,H,07,exp200816,40000,GP4,exp200816_GP4_H07,BPH3362,2,VSS-163
H08,13707,0,H,08,exp200816,40000,GP4,exp200816_GP4_H08,BPH3435,2,VSS-239
H09,13937,0,H,09,exp200816,40000,GP4,exp200816_GP4_H09,BPH3362,1,VSS-163
H10,28803,0,H,10,exp200816,40000,GP4,exp200816_GP4_H10,Complete lysis,1,CONTROL
H11,29332,0,H,11,exp200816,40000,GP4,exp200816_GP4_H11,Complete lysis,2,CONTROL
H12,26278,0,H,12,exp200816,40000,GP4,exp200816_GP4_H12,Complete lysis,3,CONTROL
A01,13714,6,A,01,exp200816,40000,GP4,exp200816_GP4_A01,BPH3742,2,VSS-205
A02,13578,6,A,02,exp200816,40000,GP4,exp200816_GP4_A02,BPH3413,3,VSS-217
