"sample_id","time_of_max_rate_death_mean","max_rate_death_mean","doubling_time_death_mean","AUC_death_mean","time_of_max_death_mean","max_death_mean","time_of_min_death_mean","min_death_mean","end_point_death_mean","end_point_timepoint_death_mean","time_of_max_rate_death_sd","max_rate_death_sd","doubling_time_death_sd","AUC_death_sd","time_of_max_death_sd","max_death_sd","time_of_min_death_sd","min_death_sd","end_point_death_sd","end_point_timepoint_death_sd","time_of_max_rate_death_median","max_rate_death_median","doubling_time_death_median","AUC_death_median","time_of_max_death_median","max_death_median","time_of_min_death_median","min_death_median","end_point_death_median","end_point_timepoint_death_median","time_of_max_rate_death_mad","max_rate_death_mad","doubling_time_death_mad","AUC_death_mad","time_of_max_death_mad","max_death_mad","time_of_min_death_mad","min_death_mad","end_point_death_mad","end_point_timepoint_death_mad","time_of_max_rate_death_IQR","max_rate_death_IQR","doubling_time_death_IQR","AUC_death_IQR","time_of_max_death_IQR","max_death_IQR","time_of_min_death_IQR","min_death_IQR","end_point_death_IQR","end_point_timepoint_death_IQR"
"BPH2709",543.6,0.00203414917764458,351.715197276857,70.5516408674144,1104,0.857610672555693,196.8,-0.044129583816484,0.857610672555693,1104,29.2711462023611,0.000387153476984544,72.9201274885514,10.4638832141607,0,0.098464188555257,20.5231576517845,0.0300802426819258,0.098464188555257,0,528,0.0019673520958287,352.324925482124,64.3830841634441,1104,0.813200386140021,198,-0.0608410050683601,0.813200386140021,1104,17.7912,0.000541684110080807,81.8140988056959,4.23445758800491,0,0.0704296803356685,26.6868,0.00878713579359645,0.0704296803356685,0,30,0.00042102799965918,65.4423352273283,18.8081492540199,0,0.179027435288928,30,0.0329632054199787,0.179027435288928,0
"BPH2710",920,0.000225126174817856,3329.35456719828,-3.7613702478414,736,0.0723706307669999,277,-0.0665567623226934,0.059530169635248,1104,208.940182827526,7.43845184876522e-05,922.409568458536,3.00055331746778,570.103148561732,0.0437306034979209,135.627430853792,0.0202427676609921,0.0490712592809208,0,963,0.000190201984151882,3648.68213424527,-4.2594834500437,1104,0.068065424290966,219,-0.0667546565381727,0.0439526627718318,1104,209.0466,3.29104185117438e-05,724.698570908959,3.082098641378,0,0.0375649155096317,13.3434,0.0213516847718409,0.0399976141118518,0,345,8.78870575136224e-05,1207.08010138622,3.25311221912234,828,0.0471470374511221,33,0.0254869263001808,0.0592150674299883,0
"BPH2711",817,0.000339749306402758,2077.82597953758,15.975348419661,1104,0.223110737710523,231,-0.000734288066997773,0.223110737710523,1104,314.423281580738,5.31164865518336e-05,290.905017402248,7.96313372055714,0,0.040453611474198,12.4418648119966,0.0428945062860879,0.040453611474198,0,819,0.000321270199409434,2157.52989744404,13.3490534509702,1104,0.22860652210265,237,-0.0083118222530738,0.22860652210265,1104,422.541,3.62372245518434e-05,265.847419024732,6.43262869677137,0,0.041297734010763,4.4478,0.0529015008209354,0.041297734010763,0,570,4.84793659251865e-05,299.04010210154,9.96331028422996,0,0.0542495836619117,15,0.0742543383486934,0.0542495836619117,0
"BPH2712",402,0.00135681906786449,580.789216211022,84.2577896356593,1091,0.876675724729191,122,0.0264385369621156,0.876370353151518,1104,61.6571163775926,0.000519733190874514,223.825513361282,27.7442233944277,31.8433666561813,0.226829135006201,52.398473260201,0.0183732472770828,0.226658131068415,0,426,0.00131141099993468,544.841158080878,77.8181499079726,1104,0.887081781217174,138,0.0306217268928625,0.886165666484155,1104,35.5824,0.000717269084709298,274.050378228534,29.8190320860758,0,0.279568276068227,17.7912,0.00388161254508798,0.279568276068227,0,69,0.000858272733413468,387.954898679998,47.5558444865127,0,0.330933579604309,18,0.0047315492015864,0.3304755222378,0
"BPH2713",408,0.00155544494494229,507.437354246804,50.8394160493283,854.4,0.492316213128468,157.2,-0.0511988671119408,0.44778284358389,1104,22.0454076850486,0.000548555096241919,227.541371391916,17.468751218351,157.755507035412,0.144626393596397,20.9570990358876,0.0462817011915797,0.117744354664253,0,402,0.0016739817886355,414.070920762493,56.3800451177818,828,0.564700439193964,156,-0.070298831923612,0.474853374874649,1104,8.8956,0.000646831232860017,138.379935964452,24.6420663224566,133.434,0.12018969370415,17.7912,0.0517071568149562,0.147574092609854,0,6,0.000679835867617335,198.550319642185,25.7562331160302,156,0.215552633560522,24,0.0704024023594585,0.207915472275249,0
"BPH2714",380,0.00162178581590985,437.691212725473,68.1746999226197,967,0.617652253450763,135,-0.0133220234423297,0.603246952900948,1104,21.0142808585019,0.00026716720033277,76.3469510675961,13.5761257824535,150.523087930058,0.0841581098259964,25.6670995634489,0.0602386806805748,0.0909501071940469,0,381,0.00160567580410112,431.907309217415,71.1568506286346,975,0.631225098561033,141,-0.0196780167045888,0.609256210755151,1104,26.6868,0.000159835687423586,41.3477277239238,14.5217095276072,191.2554,0.0686527155290827,17.7912,0.070651954060287,0.0574629577236181,0,28.5,0.000179899723260003,46.7253906772432,19.3503823761269,267,0.0719698265087607,22.5,0.0810615301233347,0.0666104017453544,0
"BPH2715",600,0.00149177779053606,467.429310184818,61.1855055657535,1104,0.913746454771079,182,-0.0651938081572238,0.913746454771079,1104,100.327463837177,0.000130538987278269,38.3069570680117,8.38690932859107,0,0.0625248879368497,22.6627447587445,0.0266778488694061,0.0625248879368497,0,642,0.00145861931018858,475.323469859101,63.8970079934946,1104,0.906754526009991,186,-0.0755833991251004,0.906754526009991,1104,57.8214,7.59436079122674e-05,24.116217899904,6.79304040375436,0,0.0473958130848545,26.6868,0.018764001684954,0.0473958130848545,0,141,8.82150151005512e-05,28.1077146171367,9.44490701505006,0,0.0480838584084564,30,0.0388121273325895,0.0480838584084564,0
"BPH2716",417,0.00234534925230346,316.854642868618,121.831382685298,1080,1.27709765182195,123,-0.00713434426951707,1.27362361512629,1104,82.7695596218803,0.00072437948551926,84.8204418969135,26.7745014147158,58.7877538267963,0.127309067041389,39.934947101505,0.0453147594474222,0.122886427963952,0,402,0.00212239466394378,328.184200307377,120.576869597386,1104,1.31068995510908,126,-0.0290717496514957,1.31068995510908,1104,97.8516,0.000578542065436233,98.7265716543683,20.3113278635565,0,0.128928451700484,40.0302,0.0198942778054584,0.113476631285555,0,120,0.000801426960290293,111.33154570411,23.2353718186527,0,0.174831275957392,49.5,0.0679165684878235,0.174831275957392,0
"BPH2717",473,0.002657013988257,267.504493886631,109.458057695984,1096,1.12834720670102,166,-0.00993414284256233,1.12823613935115,1104,34.6583323314899,0.000468812082877476,45.6292661128302,16.5912588064049,19.5959179422654,0.136013978769202,19.2249837451167,0.0341821147306936,0.135922349364318,0,468,0.0025490521314018,272.075417566903,107.754393795703,1104,1.12275347390509,165,-0.019558352724426,1.12275347390509,1104,26.6868,0.000475972614695168,46.1811519769441,18.3510996318851,0,0.10468513947204,17.7912,0.0326921271868067,0.104191134113265,0,30,0.000511675314468868,49.937665351367,19.3053250530707,0,0.126264027813478,19.5,0.0498648236855324,0.125764224739039,0
"BPH2718",914,0.00140272358065421,644.681473160806,29.938504809229,1104,0.709122502562967,189,-0.0774251392555319,0.709122502562967,1104,199.527441721684,0.00077101132631224,363.579447613688,21.5195018404415,0,0.367579754610687,30.0599401197008,0.0565644754337585,0.367579754610687,0,951,0.0012415216560422,558.305903880053,30.2048949167144,1104,0.700561412990723,189,-0.0726543582986611,0.700561412990723,1104,226.8378,0.00085695893990227,373.60083614014,25.4757855024032,0,0.461106553769499,40.0302,0.0265013784783971,0.461106553769499,0,252,0.00092652320643651,420.347632786539,30.6299972930375,0,0.499402575088268,51,0.0318323369046782,0.499402575088268,0
"BPH2719",516,0.00144090975798275,618.13131211536,78.85330545827,1104,0.954996710016099,165.6,0.0036650960376125,0.954996710016099,1104,123.983869918631,0.000735449170061524,346.297920936439,46.0390365153278,0,0.478972850807337,36.149688795341,0.0256627339828807,0.478972850807337,0,546,0.00156951548039304,441.631311840497,83.3409469040431,1104,1.07725052832686,168,0.0133183038347305,1.07725052832686,1104,177.912,0.0011835775341611,220.7529387764,66.5417249336521,0,0.748558293156131,53.3736,0.0169307639867176,0.748558293156131,0,174,0.00116123656458091,606.583128696835,68.6732556627523,0,0.656871056143309,66,0.0114756290683971,0.656871056143309,0
"BPH2720",490,0.000409561388213965,2052.09711390212,17.0959043279542,1104,0.249094130742391,161,-0.0312478900931033,0.249094130742391,1104,263.499525616271,0.000172565450204992,1064.69812908475,15.9371080670888,0,0.159468424678329,23.2120658279266,0.0413301218705051,0.159468424678329,0,330,0.00045869343030606,1515.05183302532,19.3751573285417,1104,0.252222536267912,156,-0.036681716531044,0.252222536267912,1104,17.7912,0.000156028700197747,389.267416256093,20.9316807165442,0,0.193249726071983,26.6868,0.0556579283888418,0.193249726071983,0,309,0.000209057758811288,1294.59146947902,24.8067663154728,0,0.202542655152879,36,0.0665901500469072,0.202542655152879,0
"BPH2721",565,0.00199786864108086,351.783386195235,81.7017041285969,1079,0.971037787900253,168,-0.0281800239032823,0.969835686868545,1104,80.5357063668035,0.000266935933033888,43.6956745606821,14.2473869984462,61.2372435695795,0.0184115354043228,17.7988763690296,0.0156170995786856,0.0162539258638129,0,588,0.00194982360026362,356.636119952293,81.1106326891856,1104,0.969209146382174,171,-0.0262201890059425,0.969209146382174,1104,75.6126,0.000237450783395654,43.8065172432023,15.9733548162862,0,0.0135247057223429,22.239,0.0105590611913147,0.0135247057223429,0,124.5,0.000295450471404858,54.4194609710799,18.3634478546876,0,0.017269777008678,28.5,0.0116001248623428,0.017269777008678,0
"BPH2722",822,0.000396143254450019,1787.43448997942,16.1451897581084,1104,0.256819067064439,223.5,-0.00764621135321712,0.256819067064439,1104,84.8528137423857,6.73689634746907e-05,298.267995974949,4.52990653500581,0,0.0476937773834667,40.5092582010582,0.0336578462608202,0.0476937773834667,0,792,0.00038951179181106,1781.95178095627,16.8958530862009,1104,0.260858848314771,216,-0.0191093375294077,0.260858848314771,1104,44.478,6.06448796520234e-05,306.906555095141,4.00213572567459,0,0.0448917458867537,35.5824,0.0168460210726476,0.0448917458867537,0,90,6.1901016727844e-05,278.206489492425,5.19028498846736,0,0.0460120694522378,49.5,0.0316075006894719,0.0460120694522378,0
"BPH2723",605,0.000268955892601111,3322.02610177092,6.9327580241089,510,0.133030252066464,184,-0.0331507708625315,0.102845741806989,1104,264.365655863238,0.000177292446557529,1514.45219620897,14.7820760281621,566.204203446071,0.148516346855267,28.8166618469246,0.0293193542958831,0.169548463660667,0,573,0.000218436151971511,3196.17659463705,1.66201974541932,426,0.0711741032643547,189,-0.0364948980199209,0.0296535728511432,1104,155.673,0.000109672993960645,1871.705867152,8.49441705384915,631.5876,0.0573575624529715,35.5824,0.0275907190880301,0.0684955504038079,0,159,0.000120215213612385,2029.09362680887,10.3720408676226,1041,0.101620251301842,42,0.0315215313538558,0.144395573544257,0
"BPH2724",311,0.000757093240016719,1098.97113653129,40.0940851547621,1090,0.314646958623981,134,0.0452143946848435,0.314261700793186,1104,19.131126469709,0.000358006283898552,502.003659443279,18.3379033219204,34.2928563989645,0.124965851446233,26.4726273724389,0.0368543279620156,0.12454224879834,0,306,0.000596766014929261,1161.61733396184,34.9431893647026,1104,0.270550110853038,129,0.0416383599522064,0.270550110853038,1104,8.8956,0.000182285695156853,418.755997093123,15.8623049278884,0,0.0908270241717694,31.1346,0.0344285755743295,0.0908270241717694,0,9,0.000412561137596687,429.362092581291,28.6948479898561,0,0.187334562020675,45,0.0362665594773156,0.185600901782095,0
"BPH2725",376.8,0.0018797007321493,376.184752465365,92.4021963915391,1044,0.812288872098337,118.8,0.0325062907950406,0.810644493310036,1104,31.0032256386332,0.000297444291475591,59.0858505138318,12.6657357461745,94.4880944881417,0.0834558944087333,17.6974574445032,0.0378415432274885,0.08295070775256,0,372,0.00190220156265632,364.39207819386,89.8357802341946,1104,0.797424231289568,114,0.0214988850200216,0.794001626998421,1104,26.6868,0.000375800176242844,83.0571340199593,16.0541035784966,0,0.0929734081662454,17.7912,0.0407808700732178,0.0909323344526759,0,30,0.000372559985149412,77.4898015118221,11.8901477702579,84,0.113026870568794,12,0.0586831761008957,0.108227580918434,0
"BPH2726",748.666666666667,0.000874827866283539,871.554740237101,14.5153773907318,1060.66666666667,0.375033150598059,249.333333333333,-0.0758471590857385,0.372450987006467,1104,173.060682998768,0.000236106263087895,352.467439814655,7.83564506788065,65.299310869258,0.135453452689809,31.7647603485372,0.027614082219865,0.138151136595753,0,738,0.000842713742216225,822.51795103882,15.2086579360324,1104,0.367382007453534,234,-0.0759740605217101,0.364676428144615,1104,195.7032,0.000173294427215463,196.379483342296,5.52736707833758,0,0.177384372010265,26.6868,0.0135582407562049,0.181395663893668,0,210,0.00028059138648124,219.347104267542,7.70370525474389,120,0.14958935260292,42,0.0174479921209759,0.14958935260292,0
