"well_id","time_of_max_rate_death","max_rate_death","doubling_time_death","AUC_death","time_of_max_death","max_death","time_of_min_death","min_death","end_point_death","end_point_timepoint_death","experiment_id","well","well_row","well_col","experiment","cell_number","plate","sample_id","replicate","strain_group","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","plate_replicate"
"exp191109_3_C10",378,0.00222526446344587,311.489799053634,104.36610660262,1104,1.35039245582432,132,-0.0936252877236272,1.35039245582432,1104,"exp191109_3","C10","C","10","exp191109","40000","3","BPH2757","3","VAN-045",0.0501403801736364,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_C11",636,0.000824613066252141,840.572638159001,25.4359201413515,1104,0.39139003193673,186,-0.0388037396973068,0.39139003193673,1104,"exp191109_3","C11","C","11","exp191109","40000","3","BPH2776","1","VAN-061",0.0281140428013385,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_C12",444,0.00304047087592539,227.973629363899,125.19951681342,780,1.14879262799044,84,-0.0124371211521212,0.997318693509574,1104,"exp191109_3","C12","C","12","exp191109","40000","3","JE2","2","CONTROL",0.158091602213144,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D01",372,0.000531385334409432,1304.41533793982,20.7432605477165,1104,0.228067840200256,132,-0.00847442400046959,0.228067840200256,1104,"exp191109_3","D01","D","01","exp191109","40000","3","BPH2784","3","VAN-068",0.0439273607912255,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D02",918,0.000647884709385447,1069.86192221982,12.8760213969425,1104,0.292803699213732,156,-0.0166181902320914,0.292803699213732,1104,"exp191109_3","D02","D","02","exp191109","40000","3","BPH2780","2","VAN-064",0.0360083730559996,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D03",534,0.00195548069983249,354.463831128234,63.6908115746752,960,0.74606748996196,162,-0.0575590654702734,0.727240612114571,1104,"exp191109_3","D03","D","03","exp191109","40000","3","BPH2776","3","VAN-061",0.0281140428013385,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D04",342,0.000555819596860633,1247.07222356851,8.16497732149466,984,0.1253755633595,138,-0.0876381437904631,0.122759753989978,1104,"exp191109_3","D04","D","04","exp191109","40000","3","BPH2763","3","VAN-050",0.0345380040118329,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D05",654,0.00127060755837221,545.524206898267,41.6122030978153,1104,0.699533139238859,168,-0.0822032448289351,0.699533139238859,1104,"exp191109_3","D05","D","05","exp191109","40000","3","BPH2766","2","VAN-052",0.0429771719631376,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D06",486,0.000124646480867605,5560.9045336481,-6.05809871498418,1104,0.0205833614876311,180,-0.0741478134880969,0.0205833614876311,1104,"exp191109_3","D06","D","06","exp191109","40000","3","TOX-4","2","CONTROL",0.167908467895464,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D07",456,0.00270893288052772,255.874623377496,140.889723963697,1104,1.65453602142595,108,-0.0910636175527284,1.65453602142595,1104,"exp191109_3","D07","D","07","exp191109","40000","3","BPH2756","2","VAN-044",0.0166730757777407,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D08",600,0.0029003702700016,238.98575562201,80.9604353285736,1104,1.06437490196055,234,-0.0603977323644271,1.06437490196055,1104,"exp191109_3","D08","D","08","exp191109","40000","3","BPH2770","3","VAN-056",0.0343281981808973,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D10",372,0.000393527388190358,1761.36960567699,3.53497336095206,1104,0.0941816141158356,174,-0.0745497297986321,0.0941816141158356,1104,"exp191109_3","D10","D","10","exp191109","40000","3","BPH2763","1","VAN-050",0.0345380040118329,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D11",1104,0.000185197031820641,3742.75534410964,4.01090884757392,1104,0.0982188509010249,144,-0.028590485724981,0.0982188509010249,1104,"exp191109_3","D11","D","11","exp191109","40000","3","BPH2774","1","VAN-059",0.0690618186368838,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_D12",1104,0.00183875147099282,376.966214028743,37.1296871999021,1104,0.807302314135078,102,-0.0304500276350028,0.807302314135078,1104,"exp191109_3","D12","D","12","exp191109","40000","3","BPH2780","3","VAN-064",0.0360083730559996,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E01",516,0.00216560468632387,320.070964445762,96.4029054032677,942,0.979604965634686,72,-0.00509518600747148,0.954190913018555,1104,"exp191109_3","E01","E","01","exp191109","40000","3","JE2","1","CONTROL",0.158091602213144,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E02",300,0.000339168949158021,2043.66343758964,4.46277138043021,1104,0.0894297345652934,150,-0.052336705977719,0.0894297345652934,1104,"exp191109_3","E02","E","02","exp191109","40000","3","BPH2778","2","VAN-062",0.0413714533681942,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E03",324,0.000309099156491716,2242.47516048631,3.83316470949048,1104,0.0962291217187235,150,-0.0620545415124526,0.0962291217187235,1104,"exp191109_3","E03","E","03","exp191109","40000","3","BPH2777","2","VAN-062",0.0589625414827758,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E04",336,0.000525134592216071,1319.94195551822,9.31643946278284,990,0.128001665527612,144,-0.0713106904937617,0.124423633875786,1104,"exp191109_3","E04","E","04","exp191109","40000","3","BPH2763","2","VAN-050",0.0345380040118329,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E05",786,0.000138344955461011,5010.28156935793,-5.44605210963403,1104,0.0321938663919642,156,-0.0726760176755626,0.0321938663919642,1104,"exp191109_3","E05","E","05","exp191109","40000","3","TOX-4","1","CONTROL",0.167908467895464,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E06",360,0.000178662079281495,3879.65472778274,-4.03110654287431,1104,0.0415949733709923,168,-0.0747643642144442,0.0415949733709923,1104,"exp191109_3","E06","E","06","exp191109","40000","3","BPH2778","1","VAN-062",0.0413714533681942,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E07",636,0.000118328575104333,5857.81735264521,-11.8004050461329,1104,-0.0158661857606327,168,-0.102596236027947,-0.0158661857606327,1104,"exp191109_3","E07","E","07","exp191109","40000","3","Non infected","1","CONTROL",0.174704740381647,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E08",528,0.00329419594081596,210.414678729844,127.643663595323,1080,1.4251700687178,132,-0.0720532666941164,1.42506909591197,1104,"exp191109_3","E08","E","08","exp191109","40000","3","BPH2759","2","VAN-047",0.0365423603031738,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E09",612,0.000864421819804983,801.862198152659,25.3646081379003,1104,0.429228255719067,162,-0.0803877649553278,0.429228255719067,1104,"exp191109_3","E09","E","09","exp191109","40000","3","BPH2761","2","VAN-049",0.0426274378084409,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E10",330,0.0028019994159702,247.375918998877,141.312567045435,942,1.3881995152649,102,-0.0642316911091991,1.33804708675699,1104,"exp191109_3","E10","E","10","exp191109","40000","3","BPH2767","3","VAN-053",0.0183309034428062,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E11",288,0.002211569110537,313.418729379721,93.4668294599792,1104,0.740039625773564,60,0.0147190439119124,0.740039625773564,1104,"exp191109_3","E11","E","11","exp191109","40000","3","BPH2760","1","VAN-048",0.0425304147733262,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_E12",288,0.000493342717241412,1405.00134356045,19.1707690403823,1104,0.207804460743147,72,-0.0266702012119437,0.207804460743147,1104,"exp191109_3","E12","E","12","exp191109","40000","3","BPH2777","3","VAN-062",0.0589625414827758,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F01",600,0.00099184469136995,698.84648936575,33.8369687977351,1104,0.425808505405995,114,-0.0130606591348516,0.425808505405995,1104,"exp191109_3","F01","F","01","exp191109","40000","3","BPH2782","1","VAN-066",0.0706053078009746,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F02",318,0.000323772429285654,2140.8468351961,4.27389762331068,1104,0.0970115029875207,138,-0.0580711023822607,0.0970115029875207,1104,"exp191109_3","F02","F","02","exp191109","40000","3","BPH2777","1","VAN-062",0.0589625414827758,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F03",654,0.00146856248287313,471.99025485375,37.816343473605,1104,0.636671182550259,138,-0.0623211603895796,0.636671182550259,1104,"exp191109_3","F03","F","03","exp191109","40000","3","BPH2771","2","VAN-056",0.0799923828081624,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F04",708,0.000266484309156704,2601.08065181558,-2.14731546902556,1104,0.087868264587234,156,-0.0832223421567537,0.087868264587234,1104,"exp191109_3","F04","F","04","exp191109","40000","3","BPH2779","1","VAN-063",0.0540618702546158,FALSE,FALSE,FALSE,0,0,0.00540540540540541,FALSE,"1"
"exp191109_3_F05",888,0.0005369914676038,1290.7973820384,12.478817659796,1104,0.270165543655961,156,-0.0317138832093412,0.270165543655961,1104,"exp191109_3","F05","F","05","exp191109","40000","3","BPH2783","2","VAN-067",0.0485436189106879,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F06",804,0.000661484390175542,1047.86626994478,13.9245139517445,1104,0.32813178684085,156,-0.0581067918454197,0.32813178684085,1104,"exp191109_3","F06","F","06","exp191109","40000","3","BPH2783","1","VAN-067",0.0485436189106879,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F07",690,0.00111995770882512,618.90478104489,22.9165041581227,1104,0.473135428348427,138,-0.0760878764630635,0.473135428348427,1104,"exp191109_3","F07","F","07","exp191109","40000","3","BPH2771","3","VAN-056",0.0799923828081624,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F08",498,0.00320809338326939,216.062033659866,126.595583248634,1014,1.35534773312597,126,-0.0799931402603395,1.34889014897912,1104,"exp191109_3","F08","F","08","exp191109","40000","3","BPH2759","3","VAN-047",0.0365423603031738,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F09",624,0.000834497559525802,830.616186527642,21.5414603366468,1104,0.385826966840275,150,-0.0967142648036881,0.385826966840275,1104,"exp191109_3","F09","F","09","exp191109","40000","3","BPH2761","1","VAN-049",0.0426274378084409,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F10",504,0.00277731520651299,249.574545566333,78.132275469125,834,0.879349224499819,186,-0.0860771379528576,0.761469498453899,1104,"exp191109_3","F10","F","10","exp191109","40000","3","BPH2773","2","VAN-058",0.0536551228196022,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F11",540,0.00208084120142827,333.109119563845,86.7972197590906,900,0.899920408372703,132,0.0138490682745247,0.823068133300743,1104,"exp191109_3","F11","F","11","exp191109","40000","3","JE2","3","CONTROL",0.158091602213144,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_F12",384,0.0006843265692992,1012.88947654009,42.0285332913761,1104,0.482263157433549,96,-0.00759164916635712,0.482263157433549,1104,"exp191109_3","F12","F","12","exp191109","40000","3","BPH2784","2","VAN-068",0.0439273607912255,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G01",552,0.00115702890306001,599.075078182379,50.7061735912079,1104,0.593247352823815,72,-0.0195604841192786,0.593247352823815,1104,"exp191109_3","G01","G","01","exp191109","40000","3","BPH2769","2","VAN-055",0.0872549746395823,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G02",588,0.00171282991536958,404.67951566013,46.9244939260669,930,0.584984836367439,204,-0.0370147010053235,0.551584774013579,1104,"exp191109_3","G02","G","02","exp191109","40000","3","BPH2782","2","VAN-066",0.0706053078009746,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G03",798,0.00149793343927495,462.735634565614,38.6154501203803,1104,0.741921403681876,144,-0.089584106549712,0.741921403681876,1104,"exp191109_3","G03","G","03","exp191109","40000","3","BPH2758","3","VAN-046",0.0941829748950439,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G04",720,0.000811003731058543,854.6781648652,22.6605229202971,1104,0.421490305464458,180,-0.0628575008671288,0.421490305464458,1104,"exp191109_3","G04","G","04","exp191109","40000","3","BPH2765","2","VAN-051",0.0650411844718332,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G05",870,0.000429221787079047,1614.89281631525,5.46229361147448,1104,0.214699865755011,126,-0.0651240715268928,0.214699865755011,1104,"exp191109_3","G05","G","05","exp191109","40000","3","BPH2783","3","VAN-067",0.0485436189106879,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G06",660,0.0015515302278345,446.750677572931,48.2176732164117,1104,0.700902306833412,216,-2.90341985815251e-05,0.700902306833412,1104,"exp191109_3","G06","G","06","exp191109","40000","3","BPH2771","1","VAN-056",0.0799923828081624,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G07",684,0.00123622470406269,560.696755437752,42.8541036989722,1104,0.685925091969138,210,-0.0419382486335619,0.685925091969138,1104,"exp191109_3","G07","G","07","exp191109","40000","3","BPH2766","1","VAN-052",0.0429771719631376,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G08",492,0.00309825255408681,223.721975035778,128.048699286605,1014,1.37096068800642,126,-0.0695251815376331,1.36773168098907,1104,"exp191109_3","G08","G","08","exp191109","40000","3","BPH2759","1","VAN-047",0.0365423603031738,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G09",510,0.00258921875292289,267.705144564349,73.1016052232908,828,0.814876599661788,180,-0.0654609822663754,0.703325566893264,1104,"exp191109_3","G09","G","09","exp191109","40000","3","BPH2773","1","VAN-058",0.0536551228196022,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_G10",384,0.00339510498964444,204.1607498661,173.74872876356,846,1.57878601374951,54,-0.0443380233133563,1.4846304584362,1104,"exp191109_3","G10","G","10","exp191109","40000","3","BPH2764","2","VAN-050",0.149679077401709,FALSE,FALSE,FALSE,0,0.0324324324324324,0,FALSE,"1"
"exp191109_3_G11",1104,0.0017539633294109,395.189094855677,80.3740280678139,1104,1.1671263722213,96,0.00620028435443308,1.1671263722213,1104,"exp191109_3","G11","G","11","exp191109","40000","3","BPH2756","3","VAN-044",0.0166730757777407,FALSE,FALSE,FALSE,0,0.027027027027027,0.0108108108108108,FALSE,"1"
"exp191109_3_H01",768,0.000154308448113821,4491.95872962616,-4.00670382261781,1104,0.0454828280438057,54,-0.0812149152054142,0.0454828280438057,1104,"exp191109_3","H01","H","01","exp191109","40000","3","Non infected","2","CONTROL",0.174704740381647,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H02",618,0.000887219556850412,781.257779101021,42.4923498594937,1104,0.555866980784348,108,0.00480584304200097,0.555866980784348,1104,"exp191109_3","H02","H","02","exp191109","40000","3","BPH2765","3","VAN-051",0.0650411844718332,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H03",768,0.00103271912798317,671.18654218559,48.3143772395897,1104,0.691258737393217,108,-0.0537971687538569,0.691258737393217,1104,"exp191109_3","H03","H","03","exp191109","40000","3","BPH2758","2","VAN-046",0.0941829748950439,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H04",276,0.00186977098412344,370.712342017062,82.0569913492776,1032,0.644376415218978,0,-0.026692533438745,0.641903327323542,1104,"exp191109_3","H04","H","04","exp191109","40000","3","BPH2760","3","VAN-048",0.0425304147733262,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H05",462,0.00277355327401176,249.91305811745,134.932162556229,936,1.26787221053611,84,0.0382227765719437,1.24902073840178,1104,"exp191109_3","H05","H","05","exp191109","40000","3","BPH2764","3","VAN-050",0.149679077401709,FALSE,FALSE,FALSE,0,0.0216216216216216,0,FALSE,"1"
"exp191109_3_H06",396,0.00153479368300344,451.622383018625,103.569390762895,1104,1.33319192589582,78,0.0234120075792184,1.33319192589582,1104,"exp191109_3","H06","H","06","exp191109","40000","3","BPH2762","1","VAN-049",0.316967132327342,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H07",372,0.00172891296600651,400.915022438055,108.212173174922,1104,1.25623582935182,60,0.0252150436443502,1.25623582935182,1104,"exp191109_3","H07","H","07","exp191109","40000","3","BPH2757","2","VAN-045",0.0501403801736364,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H08",282,0.000265540841638002,2610.32230026926,12.8434569560592,1104,0.179130983963586,96,-0.0215560728080783,0.179130983963586,1104,"exp191109_3","H08","H","08","exp191109","40000","3","BPH2774","2","VAN-059",0.0690618186368838,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H09",330,0.0026637396279377,260.215815874087,127.321069526524,1104,1.52347735430144,60,-0.0504064054669813,1.52347735430144,1104,"exp191109_3","H09","H","09","exp191109","40000","3","BPH2757","1","VAN-045",0.0501403801736364,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H10",1020,-0.000255588041005801,-2711.97031689058,247.445191262777,0,1.84541797731695,1104,1.08692109747752,1.08692109747752,1104,"exp191109_3","H10","H","10","exp191109","40000","3","Complete lysis","1","CONTROL",0.745265816633711,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H11",1068,-0.000236333874150544,-2932.91506793652,274.97335586933,72,1.94403095579641,1104,1.24330223609163,1.24330223609163,1104,"exp191109_3","H11","H","11","exp191109","40000","3","Complete lysis","2","CONTROL",0.745265816633711,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191109_3_H12",0,0.00101471327110464,683.096595164632,317.200614440605,108,2.05004012147848,1104,1.49240349798009,1.49240349798009,1104,"exp191109_3","H12","H","12","exp191109","40000","3","Complete lysis","3","CONTROL",0.745265816633711,FALSE,FALSE,FALSE,0,0,0,FALSE,"1"
"exp191111_3_A01",852,0.00109043556460533,635.660834128077,34.4996303421941,1104,0.663284104111285,168,-0.0626486392482481,0.663284104111285,1104,"exp191111_3","A01","A","01","exp191111","40000","3","BPH2779","2","VAN-063",0.0540618702546158,FALSE,FALSE,FALSE,0,0.00540540540540541,0.00540540540540541,FALSE,"2"
"exp191111_3_A03",330,0.00234944132309019,295.026385101739,126.79233786974,1104,1.34083505603061,84,-0.0502157105224034,1.34083505603061,1104,"exp191111_3","A03","A","03","exp191111","40000","3","BPH2756","1","VAN-044",0.0166730757777407,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_A04",264,0.00201393337505853,344.175824853094,97.4596915562053,1104,0.903131797830944,54,-0.0201735617872486,0.903131797830944,1104,"exp191111_3","A04","A","04","exp191111","40000","3","BPH2767","1","VAN-053",0.0183309034428062,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_A05",714,0.000147763237297135,4690.9312034502,1.13905958815002,0,0.0609748875911472,462,-0.019102195719513,0.0404135549659151,1104,"exp191111_3","A05","A","05","exp191111","40000","3","Non infected","3","CONTROL",0.174704740381647,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_A06",486,0.0020061279676768,345.514938093727,99.0964042678892,1104,1.101069837016,156,0.0107342005552347,1.101069837016,1104,"exp191111_3","A06","A","06","exp191111","40000","3","BPH2770","1","VAN-056",0.0343281981808973,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_A07",456,0.000444225010897024,1560.35154157636,19.7141068198698,1104,0.278079470072272,192,-0.0275137805565956,0.278079470072272,1104,"exp191111_3","A07","A","07","exp191111","40000","3","BPH2760","2","VAN-048",0.0425304147733262,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_A08",426,0.00230392877031394,300.854431565388,102.530665977271,900,0.990937413510018,144,-0.0125278576624003,0.923858821751164,1104,"exp191111_3","A08","A","08","exp191111","40000","3","BPH2784","1","VAN-068",0.0439273607912255,FALSE,FALSE,FALSE,0,0.00540540540540541,0,FALSE,"2"
"exp191111_3_A09",378,0.00176676714325776,392.325147773488,84.6893465844001,888,0.772591935829647,78,-0.0236938294585173,0.730124861590157,1104,"exp191111_3","A09","A","09","exp191111","40000","3","BPH2776","2","VAN-061",0.0281140428013385,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_A10",462,0.00152432201551489,454.724902943694,66.1532219210271,948,0.67215017194429,180,-0.000857883392425885,0.66314506548099,1104,"exp191111_3","A10","A","10","exp191111","40000","3","BPH2773","3","VAN-058",0.0536551228196022,FALSE,FALSE,FALSE,0,0.0486486486486487,0,FALSE,"2"
"exp191111_3_A11",426,0.00129845088478425,533.826260725385,89.3558444118203,1104,1.05688375355528,120,0.0483514907254747,1.05688375355528,1104,"exp191111_3","A11","A","11","exp191111","40000","3","BPH2762","3","VAN-049",0.316967132327342,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_A12",786,0.000236192555964057,2934.66988292987,17.7136177963485,1104,0.197040691331982,156,0.0269121365958083,0.197040691331982,1104,"exp191111_3","A12","A","12","exp191111","40000","3","BPH2774","3","VAN-059",0.0690618186368838,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B01",960,0.00142737586675303,485.609429656888,72.9596189326258,1104,1.03709856397075,0,0.0404035869610996,1.03709856397075,1104,"exp191111_3","B01","B","01","exp191111","40000","3","BPH2781","2","VAN-065",0.056992341960698,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B02",1104,0.000821044202789969,844.226386599625,33.1673744511717,1104,0.510899217417707,204,0.0158363143441176,0.510899217417707,1104,"exp191111_3","B02","B","02","exp191111","40000","3","BPH2758","1","VAN-046",0.0941829748950439,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B03",948,0.00114482969388506,605.458771957339,44.0274259664902,1104,0.73156330577653,234,-0.0308836946303323,0.73156330577653,1104,"exp191111_3","B03","B","03","exp191111","40000","3","BPH2781","1","VAN-065",0.056992341960698,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B04",348,0.00279483472285418,248.010079054721,105.797261238397,984,0.976059356965893,120,-0.0794653996108178,0.96712307467735,1104,"exp191111_3","B04","B","04","exp191111","40000","3","BPH2768","1","VAN-054",0.0343154871113391,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B05",450,0.00156910454946218,441.746970141361,67.8182844841694,876,0.633318383247329,186,0.0211626987399511,0.60436482244289,1104,"exp191111_3","B05","B","05","exp191111","40000","3","BPH2782","3","VAN-066",0.0706053078009746,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B06",816,0.000129478953570717,5353.35791219051,-5.59239276661075,0,0.0511756743968865,270,-0.0523581109276707,-0.00302872917112421,1104,"exp191111_3","B06","B","06","exp191111","40000","3","TOX-4","3","CONTROL",0.167908467895464,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B07",510,0.00268192692710034,258.451180588043,101.878900085227,1104,1.21340553263194,192,-0.062711338789791,1.21340553263194,1104,"exp191111_3","B07","B","07","exp191111","40000","3","BPH2770","2","VAN-056",0.0343281981808973,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B08",444,0.00118600738251469,584.437492362201,46.4815126134151,1104,0.557453801248224,186,-0.0438617369401526,0.557453801248224,1104,"exp191111_3","B08","B","08","exp191111","40000","3","BPH2766","3","VAN-052",0.0429771719631376,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B09",306,0.00139306648346958,497.569347037616,56.6629454070825,1104,0.741192061796678,120,-0.0992841030980814,0.741192061796678,1104,"exp191111_3","B09","B","09","exp191111","40000","3","BPH2767","2","VAN-053",0.0183309034428062,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B10",840,0.00110431589077696,627.671109642612,24.6888040225997,1104,0.560833078788661,246,-0.0565421624225153,0.560833078788661,1104,"exp191111_3","B10","B","10","exp191111","40000","3","BPH2780","1","VAN-064",0.0360083730559996,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B11",534,0.00167246927570258,414.445389598421,78.5551123876839,1104,0.863222645191153,204,0.0264432839904992,0.863222645191153,1104,"exp191111_3","B11","B","11","exp191111","40000","3","BPH2769","3","VAN-055",0.0872549746395823,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_B12",336,0.00198797113034057,348.670647164377,97.7491781582721,1104,0.90178685813026,90,-0.00656858059798432,0.90178685813026,1104,"exp191111_3","B12","B","12","exp191111","40000","3","BPH2768","2","VAN-054",0.0343154871113391,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_C02",456,0.00106942348248578,648.150327640822,57.0260667718581,1104,0.6621749245325,186,0.0126242962606837,0.6621749245325,1104,"exp191111_3","C02","C","02","exp191111","40000","3","BPH2765","1","VAN-051",0.0650411844718332,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_C03",894,0.000592512729867468,1169.84352507496,6.9489078607049,1104,0.238375294974197,342,-0.0476493741921516,0.238375294974197,1104,"exp191111_3","C03","C","03","exp191111","40000","3","BPH2779","3","VAN-063",0.0540618702546158,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_C04",474,0.00109357753063973,633.834512084813,39.4386797118946,1104,0.642443265973291,240,-0.0567043678516016,0.642443265973291,1104,"exp191111_3","C04","C","04","exp191111","40000","3","BPH2781","3","VAN-065",0.056992341960698,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_C05",402,0.00233680137267319,296.622207032949,104.43749757071,912,0.97636732184846,132,-0.0170650850270653,0.936467575281884,1104,"exp191111_3","C05","C","05","exp191111","40000","3","BPH2769","1","VAN-055",0.0872549746395823,FALSE,FALSE,FALSE,0,0.00540540540540541,0.0216216216216216,FALSE,"2"
"exp191111_3_C06",300,0.000229444345600169,3020.9817493948,-1.91439718574106,0,0.0285520799675666,174,-0.0619626374137724,0.0255056996890274,1104,"exp191111_3","C06","C","06","exp191111","40000","3","BPH2778","3","VAN-062",0.0413714533681942,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
"exp191111_3_C07",300,0.00393183056611564,176.291213190482,182.322679595435,864,1.49613487062125,42,-0.0451521815817558,1.41938639519666,1104,"exp191111_3","C07","C","07","exp191111","40000","3","BPH2764","1","VAN-050",0.149679077401709,FALSE,FALSE,FALSE,0,0.00540540540540541,0,FALSE,"2"
"exp191111_3_C08",660,0.00134762831259416,514.345961777582,58.9752827966946,1104,0.778172729457173,174,-0.0552989050775823,0.778172729457173,1104,"exp191111_3","C08","C","08","exp191111","40000","3","BPH2775","1","VAN-060",0.0543845068654044,FALSE,FALSE,FALSE,0,0,0.0540540540540541,FALSE,"2"
"exp191111_3_C09",528,0.0014823364710486,467.604483933136,64.2174790929294,1104,0.851129568648641,162,-0.097649150492265,0.851129568648641,1104,"exp191111_3","C09","C","09","exp191111","40000","3","BPH2775","2","VAN-060",0.0543845068654044,FALSE,FALSE,FALSE,0,0,0,FALSE,"2"
