sample_id	sample_id2	phensim
zero	zero	-33.9079
1	1	22.3921
2	2	9.04131
3	3	-19.6726
4	4	-30.6307
5	5	9.26481
6	6	-1.54208
7	7	16.325
8	8	-25.5071
9	9	21.2717
10	10	-5.54876
11	11	-37.0205
12	12	66.4
13	13	-57.7731
14	14	-12.4016
15	15	-15.2699
16	16	-17.0644
17	17	37.8834
18	18	28.159
19	19	-27.964
20	20	-46.909
21	21	-26.1197
22	22	46.212
23	23	-28.4002
24	24	10.4167
25	25	3.29512
26	26	27.9953
27	27	-0.531597
28	28	37.7914
29	29	79.3168
30	30	33.289
31	31	31.1005
32	32	-13.7708
33	33	-31.5819
34	34	12.8755
35	35	5.61647
36	36	-18.4736
37	37	-44.3232
38	38	18.2463
39	39	-48.0077
40	40	-7.44466
41	41	10.4419
42	42	-3.62731
43	43	8.83263
44	44	10.0659
45	45	-5.01611
46	46	12.1465
47	47	40.4111
48	48	17.0234
49	49	-26.0075
50	50	21.1773
51	51	20.9591
52	52	-9.02204
53	53	-17.8582
54	54	-25.4601
55	55	62.6225
56	56	-26.5999
57	57	10.9356
58	58	20.5978
59	59	11.5069
60	60	29.9396
61	61	3.35584
62	62	-0.678199
63	63	7.91082
64	64	44.9843
65	65	19.791
66	66	21.6183
67	67	-6.47645
68	68	19.515
69	69	0.976776
70	70	-42.7638
71	71	-8.91221
72	72	-1.29846
73	73	60.0039
74	74	46.1019
75	75	48.9267
76	76	16.591
77	77	28.3511
78	78	-12.7987
79	79	29.3604
80	80	-5.65841
81	81	-29.8659
82	82	25.3232
83	83	32.7536
84	84	35.03
85	85	53.7062
86	86	50.6721
87	87	10.5207
88	88	-23.037
89	89	21.5365
90	90	10.2339
91	91	27.4954
92	92	20.1144
93	93	-13.9216
94	94	-29.4415
95	95	27.7978
96	96	-28.1508
97	97	-29.1748
98	98	-32.8513
99	99	-5.93969
100	100	-13.4631
101	101	10.3377
102	102	5.28071
103	103	40.0297
104	104	-24.1347
105	105	3.17508
106	106	-36.5319
107	107	26.6405
108	108	-16.6181
109	109	-29.8866
110	110	43.5204
111	111	33.1296
112	112	-19.0319
113	113	-3.22715
114	114	-53.7868
115	115	-21.3654
116	116	15.7925
117	117	-19.2432
118	118	-29.4787
119	119	-21.4802
120	120	48.6577
121	121	1.93497
122	122	-42.3908
123	123	-13.2561
124	124	7.11122
