well,well_row,well_col,OD,OD_blank_normalised,experiment,plate,well_id,timepoint,sample_id,replicate,strain_group
A01,A,1,0.426,FALSE,exp200919,GP7,exp200919_GP7_A01,0,Non infected,2,CONTROL
A01,A,1,0.419,FALSE,exp200919,GP7,exp200919_GP7_A01,10,Non infected,2,CONTROL
A01,A,1,0.416,FALSE,exp200919,GP7,exp200919_GP7_A01,20,Non infected,2,CONTROL
A01,A,1,0.414,FALSE,exp200919,GP7,exp200919_GP7_A01,30,Non infected,2,CONTROL
A01,A,1,0.416,FALSE,exp200919,GP7,exp200919_GP7_A01,40,Non infected,2,CONTROL
A01,A,1,0.415,FALSE,exp200919,GP7,exp200919_GP7_A01,50,Non infected,2,CONTROL
A01,A,1,0.413,FALSE,exp200919,GP7,exp200919_GP7_A01,60,Non infected,2,CONTROL
A01,A,1,0.419,FALSE,exp200919,GP7,exp200919_GP7_A01,70,Non infected,2,CONTROL
A01,A,1,0.416,FALSE,exp200919,GP7,exp200919_GP7_A01,80,Non infected,2,CONTROL
A01,A,1,0.42,FALSE,exp200919,GP7,exp200919_GP7_A01,90,Non infected,2,CONTROL
A01,A,1,0.423,FALSE,exp200919,GP7,exp200919_GP7_A01,100,Non infected,2,CONTROL
A01,A,1,0.422,FALSE,exp200919,GP7,exp200919_GP7_A01,110,Non infected,2,CONTROL
A01,A,1,0.425,FALSE,exp200919,GP7,exp200919_GP7_A01,120,Non infected,2,CONTROL
A01,A,1,0.423,FALSE,exp200919,GP7,exp200919_GP7_A01,130,Non infected,2,CONTROL
A01,A,1,0.425,FALSE,exp200919,GP7,exp200919_GP7_A01,140,Non infected,2,CONTROL
A01,A,1,0.43,FALSE,exp200919,GP7,exp200919_GP7_A01,150,Non infected,2,CONTROL
A01,A,1,0.431,FALSE,exp200919,GP7,exp200919_GP7_A01,160,Non infected,2,CONTROL
A01,A,1,0.425,FALSE,exp200919,GP7,exp200919_GP7_A01,170,Non infected,2,CONTROL
A01,A,1,0.43,FALSE,exp200919,GP7,exp200919_GP7_A01,180,Non infected,2,CONTROL
A01,A,1,0.431,FALSE,exp200919,GP7,exp200919_GP7_A01,190,Non infected,2,CONTROL
A01,A,1,0.433,FALSE,exp200919,GP7,exp200919_GP7_A01,200,Non infected,2,CONTROL
A01,A,1,0.434,FALSE,exp200919,GP7,exp200919_GP7_A01,210,Non infected,2,CONTROL
A01,A,1,0.434,FALSE,exp200919,GP7,exp200919_GP7_A01,220,Non infected,2,CONTROL
A01,A,1,0.435,FALSE,exp200919,GP7,exp200919_GP7_A01,230,Non infected,2,CONTROL
A01,A,1,0.436,FALSE,exp200919,GP7,exp200919_GP7_A01,240,Non infected,2,CONTROL
A01,A,1,0.438,FALSE,exp200919,GP7,exp200919_GP7_A01,250,Non infected,2,CONTROL
A01,A,1,0.44,FALSE,exp200919,GP7,exp200919_GP7_A01,260,Non infected,2,CONTROL
A01,A,1,0.437,FALSE,exp200919,GP7,exp200919_GP7_A01,270,Non infected,2,CONTROL
A01,A,1,0.441,FALSE,exp200919,GP7,exp200919_GP7_A01,280,Non infected,2,CONTROL
A01,A,1,0.442,FALSE,exp200919,GP7,exp200919_GP7_A01,290,Non infected,2,CONTROL
A01,A,1,0.444,FALSE,exp200919,GP7,exp200919_GP7_A01,300,Non infected,2,CONTROL
A01,A,1,0.448,FALSE,exp200919,GP7,exp200919_GP7_A01,310,Non infected,2,CONTROL
A01,A,1,0.449,FALSE,exp200919,GP7,exp200919_GP7_A01,320,Non infected,2,CONTROL
A01,A,1,0.445,FALSE,exp200919,GP7,exp200919_GP7_A01,330,Non infected,2,CONTROL
A01,A,1,0.45,FALSE,exp200919,GP7,exp200919_GP7_A01,340,Non infected,2,CONTROL
A01,A,1,0.445,FALSE,exp200919,GP7,exp200919_GP7_A01,350,Non infected,2,CONTROL
A01,A,1,0.449,FALSE,exp200919,GP7,exp200919_GP7_A01,360,Non infected,2,CONTROL
A01,A,1,0.452,FALSE,exp200919,GP7,exp200919_GP7_A01,370,Non infected,2,CONTROL
A01,A,1,0.454,FALSE,exp200919,GP7,exp200919_GP7_A01,380,Non infected,2,CONTROL
A01,A,1,0.458,FALSE,exp200919,GP7,exp200919_GP7_A01,390,Non infected,2,CONTROL
A01,A,1,0.449,FALSE,exp200919,GP7,exp200919_GP7_A01,400,Non infected,2,CONTROL
A01,A,1,0.458,FALSE,exp200919,GP7,exp200919_GP7_A01,410,Non infected,2,CONTROL
A01,A,1,0.462,FALSE,exp200919,GP7,exp200919_GP7_A01,420,Non infected,2,CONTROL
A01,A,1,0.463,FALSE,exp200919,GP7,exp200919_GP7_A01,430,Non infected,2,CONTROL
A01,A,1,0.464,FALSE,exp200919,GP7,exp200919_GP7_A01,440,Non infected,2,CONTROL
A01,A,1,0.468,FALSE,exp200919,GP7,exp200919_GP7_A01,450,Non infected,2,CONTROL
A01,A,1,0.466,FALSE,exp200919,GP7,exp200919_GP7_A01,460,Non infected,2,CONTROL
A01,A,1,0.468,FALSE,exp200919,GP7,exp200919_GP7_A01,470,Non infected,2,CONTROL
A01,A,1,0.472,FALSE,exp200919,GP7,exp200919_GP7_A01,480,Non infected,2,CONTROL
A01,A,1,0.472,FALSE,exp200919,GP7,exp200919_GP7_A01,490,Non infected,2,CONTROL
A01,A,1,0.476,FALSE,exp200919,GP7,exp200919_GP7_A01,500,Non infected,2,CONTROL
A01,A,1,0.473,FALSE,exp200919,GP7,exp200919_GP7_A01,510,Non infected,2,CONTROL
A01,A,1,0.475,FALSE,exp200919,GP7,exp200919_GP7_A01,520,Non infected,2,CONTROL
A01,A,1,0.474,FALSE,exp200919,GP7,exp200919_GP7_A01,530,Non infected,2,CONTROL
A01,A,1,0.474,FALSE,exp200919,GP7,exp200919_GP7_A01,540,Non infected,2,CONTROL
A01,A,1,0.476,FALSE,exp200919,GP7,exp200919_GP7_A01,550,Non infected,2,CONTROL
A01,A,1,0.477,FALSE,exp200919,GP7,exp200919_GP7_A01,560,Non infected,2,CONTROL
A01,A,1,0.478,FALSE,exp200919,GP7,exp200919_GP7_A01,570,Non infected,2,CONTROL
A01,A,1,0.48,FALSE,exp200919,GP7,exp200919_GP7_A01,580,Non infected,2,CONTROL
A01,A,1,0.48,FALSE,exp200919,GP7,exp200919_GP7_A01,590,Non infected,2,CONTROL
A01,A,1,0.489,FALSE,exp200919,GP7,exp200919_GP7_A01,600,Non infected,2,CONTROL
A01,A,1,0.484,FALSE,exp200919,GP7,exp200919_GP7_A01,610,Non infected,2,CONTROL
A01,A,1,0.484,FALSE,exp200919,GP7,exp200919_GP7_A01,620,Non infected,2,CONTROL
A01,A,1,0.486,FALSE,exp200919,GP7,exp200919_GP7_A01,630,Non infected,2,CONTROL
A01,A,1,0.487,FALSE,exp200919,GP7,exp200919_GP7_A01,640,Non infected,2,CONTROL
A01,A,1,0.492,FALSE,exp200919,GP7,exp200919_GP7_A01,650,Non infected,2,CONTROL
A01,A,1,0.492,FALSE,exp200919,GP7,exp200919_GP7_A01,660,Non infected,2,CONTROL
A01,A,1,0.494,FALSE,exp200919,GP7,exp200919_GP7_A01,670,Non infected,2,CONTROL
A01,A,1,0.495,FALSE,exp200919,GP7,exp200919_GP7_A01,680,Non infected,2,CONTROL
A01,A,1,0.499,FALSE,exp200919,GP7,exp200919_GP7_A01,690,Non infected,2,CONTROL
A01,A,1,0.497,FALSE,exp200919,GP7,exp200919_GP7_A01,700,Non infected,2,CONTROL
A01,A,1,0.497,FALSE,exp200919,GP7,exp200919_GP7_A01,710,Non infected,2,CONTROL
A01,A,1,0.496,FALSE,exp200919,GP7,exp200919_GP7_A01,720,Non infected,2,CONTROL
A01,A,1,0.501,FALSE,exp200919,GP7,exp200919_GP7_A01,730,Non infected,2,CONTROL
A01,A,1,0.503,FALSE,exp200919,GP7,exp200919_GP7_A01,740,Non infected,2,CONTROL
A01,A,1,0.512,FALSE,exp200919,GP7,exp200919_GP7_A01,750,Non infected,2,CONTROL
A01,A,1,0.513,FALSE,exp200919,GP7,exp200919_GP7_A01,760,Non infected,2,CONTROL
A01,A,1,0.519,FALSE,exp200919,GP7,exp200919_GP7_A01,770,Non infected,2,CONTROL
A01,A,1,0.507,FALSE,exp200919,GP7,exp200919_GP7_A01,780,Non infected,2,CONTROL
A01,A,1,0.509,FALSE,exp200919,GP7,exp200919_GP7_A01,790,Non infected,2,CONTROL
A01,A,1,0.519,FALSE,exp200919,GP7,exp200919_GP7_A01,800,Non infected,2,CONTROL
A01,A,1,0.513,FALSE,exp200919,GP7,exp200919_GP7_A01,810,Non infected,2,CONTROL
A01,A,1,0.512,FALSE,exp200919,GP7,exp200919_GP7_A01,820,Non infected,2,CONTROL
A01,A,1,0.512,FALSE,exp200919,GP7,exp200919_GP7_A01,830,Non infected,2,CONTROL
A01,A,1,0.517,FALSE,exp200919,GP7,exp200919_GP7_A01,840,Non infected,2,CONTROL
A01,A,1,0.514,FALSE,exp200919,GP7,exp200919_GP7_A01,850,Non infected,2,CONTROL
A01,A,1,0.517,FALSE,exp200919,GP7,exp200919_GP7_A01,860,Non infected,2,CONTROL
A01,A,1,0.515,FALSE,exp200919,GP7,exp200919_GP7_A01,870,Non infected,2,CONTROL
A01,A,1,0.517,FALSE,exp200919,GP7,exp200919_GP7_A01,880,Non infected,2,CONTROL
A01,A,1,0.527,FALSE,exp200919,GP7,exp200919_GP7_A01,890,Non infected,2,CONTROL
A01,A,1,0.518,FALSE,exp200919,GP7,exp200919_GP7_A01,900,Non infected,2,CONTROL
A01,A,1,0.525,FALSE,exp200919,GP7,exp200919_GP7_A01,910,Non infected,2,CONTROL
A01,A,1,0.528,FALSE,exp200919,GP7,exp200919_GP7_A01,920,Non infected,2,CONTROL
A01,A,1,0.523,FALSE,exp200919,GP7,exp200919_GP7_A01,930,Non infected,2,CONTROL
A01,A,1,0.523,FALSE,exp200919,GP7,exp200919_GP7_A01,940,Non infected,2,CONTROL
A01,A,1,0.532,FALSE,exp200919,GP7,exp200919_GP7_A01,950,Non infected,2,CONTROL
A01,A,1,0.525,FALSE,exp200919,GP7,exp200919_GP7_A01,960,Non infected,2,CONTROL
A01,A,1,0.546,FALSE,exp200919,GP7,exp200919_GP7_A01,970,Non infected,2,CONTROL
A01,A,1,0.54,FALSE,exp200919,GP7,exp200919_GP7_A01,980,Non infected,2,CONTROL
A01,A,1,0.536,FALSE,exp200919,GP7,exp200919_GP7_A01,990,Non infected,2,CONTROL
A01,A,1,0.542,FALSE,exp200919,GP7,exp200919_GP7_A01,1000,Non infected,2,CONTROL
A01,A,1,0.541,FALSE,exp200919,GP7,exp200919_GP7_A01,1010,Non infected,2,CONTROL
A01,A,1,0.544,FALSE,exp200919,GP7,exp200919_GP7_A01,1020,Non infected,2,CONTROL
A01,A,1,0.541,FALSE,exp200919,GP7,exp200919_GP7_A01,1030,Non infected,2,CONTROL
A01,A,1,0.544,FALSE,exp200919,GP7,exp200919_GP7_A01,1040,Non infected,2,CONTROL
A01,A,1,0.55,FALSE,exp200919,GP7,exp200919_GP7_A01,1050,Non infected,2,CONTROL
A01,A,1,0.55,FALSE,exp200919,GP7,exp200919_GP7_A01,1060,Non infected,2,CONTROL
A01,A,1,0.546,FALSE,exp200919,GP7,exp200919_GP7_A01,1070,Non infected,2,CONTROL
A01,A,1,0.55,FALSE,exp200919,GP7,exp200919_GP7_A01,1080,Non infected,2,CONTROL
A01,A,1,0.55,FALSE,exp200919,GP7,exp200919_GP7_A01,1090,Non infected,2,CONTROL
A01,A,1,0.546,FALSE,exp200919,GP7,exp200919_GP7_A01,1100,Non infected,2,CONTROL
A01,A,1,0.547,FALSE,exp200919,GP7,exp200919_GP7_A01,1110,Non infected,2,CONTROL
A01,A,1,0.551,FALSE,exp200919,GP7,exp200919_GP7_A01,1120,Non infected,2,CONTROL
A01,A,1,0.546,FALSE,exp200919,GP7,exp200919_GP7_A01,1130,Non infected,2,CONTROL
A01,A,1,0.553,FALSE,exp200919,GP7,exp200919_GP7_A01,1140,Non infected,2,CONTROL
A01,A,1,0.554,FALSE,exp200919,GP7,exp200919_GP7_A01,1150,Non infected,2,CONTROL
A01,A,1,0.56,FALSE,exp200919,GP7,exp200919_GP7_A01,1160,Non infected,2,CONTROL
A01,A,1,0.557,FALSE,exp200919,GP7,exp200919_GP7_A01,1170,Non infected,2,CONTROL
A02,A,2,0.422,FALSE,exp200919,GP7,exp200919_GP7_A02,0,BPH3710,3,VSS-545
A02,A,2,0.418,FALSE,exp200919,GP7,exp200919_GP7_A02,10,BPH3710,3,VSS-545
A02,A,2,0.41,FALSE,exp200919,GP7,exp200919_GP7_A02,20,BPH3710,3,VSS-545
A02,A,2,0.41,FALSE,exp200919,GP7,exp200919_GP7_A02,30,BPH3710,3,VSS-545
A02,A,2,0.411,FALSE,exp200919,GP7,exp200919_GP7_A02,40,BPH3710,3,VSS-545
A02,A,2,0.411,FALSE,exp200919,GP7,exp200919_GP7_A02,50,BPH3710,3,VSS-545
A02,A,2,0.41,FALSE,exp200919,GP7,exp200919_GP7_A02,60,BPH3710,3,VSS-545
A02,A,2,0.413,FALSE,exp200919,GP7,exp200919_GP7_A02,70,BPH3710,3,VSS-545
A02,A,2,0.41,FALSE,exp200919,GP7,exp200919_GP7_A02,80,BPH3710,3,VSS-545
A02,A,2,0.414,FALSE,exp200919,GP7,exp200919_GP7_A02,90,BPH3710,3,VSS-545
A02,A,2,0.413,FALSE,exp200919,GP7,exp200919_GP7_A02,100,BPH3710,3,VSS-545
A02,A,2,0.413,FALSE,exp200919,GP7,exp200919_GP7_A02,110,BPH3710,3,VSS-545
