inoculum_OD,well,inoculum_OD_blank_normalised,experiment,plate,sample_id,replicate
0.406,B10,TRUE,exp191116,1,BPH2723,1
0.272,B11,TRUE,exp191116,1,BPH2713,3
0.334,B12,TRUE,exp191116,1,BPH2712,2
0.454,C01,TRUE,exp191116,1,BPH2706,2
0.43,C02,TRUE,exp191116,1,BPH2709,1
0.375,C03,TRUE,exp191116,1,BPH2722,3
0.247,C04,TRUE,exp191116,1,BPH2724,3
0.242,C05,TRUE,exp191116,1,BPH2713,1
0.276,C06,TRUE,exp191116,1,BPH2721,3
0.368,C07,TRUE,exp191116,1,BPH2708,1
0.216,C08,TRUE,exp191116,1,BPH2718,1
0.199,C09,TRUE,exp191116,1,BPH2718,2
0.25,C10,TRUE,exp191116,1,BPH2701,3
0.358,C11,TRUE,exp191116,1,BPH2719,1
0.337,C12,TRUE,exp191116,1,JE2,2
0.537,D01,TRUE,exp191116,1,BPH2727,3
0.406,D02,TRUE,exp191116,1,BPH2723,2
0.336,D03,TRUE,exp191116,1,BPH2719,3
0.375,D04,TRUE,exp191116,1,BPH2707,3
0.368,D05,TRUE,exp191116,1,BPH2710,2
0.296,D06,TRUE,exp191116,1,TOX-4,2
0.315,D07,TRUE,exp191116,1,BPH2700,2
0.263,D08,TRUE,exp191116,1,BPH2714,3
0.284,D09,TRUE,exp191116,1,BPH2705,3
0.294,D10,TRUE,exp191116,1,BPH2707,1
0.322,D11,TRUE,exp191116,1,BPH2717,1
0.366,D12,TRUE,exp191116,1,BPH2723,3
0.373,E01,TRUE,exp191116,1,JE2,1
0.294,E02,TRUE,exp191116,1,BPH2721,2
0.286,E03,TRUE,exp191116,1,BPH2720,2
0.357,E04,TRUE,exp191116,1,BPH2707,2
0.268,E05,TRUE,exp191116,1,TOX-4,1
0.234,E06,TRUE,exp191116,1,BPH2721,1
-0.004,E07,TRUE,exp191116,1,Non infected,1
0.396,E08,TRUE,exp191116,1,BPH2703,2
0.288,E09,TRUE,exp191116,1,BPH2705,2
0.264,E10,TRUE,exp191116,1,BPH2711,3
0.316,E11,TRUE,exp191116,1,BPH2704,1
0.312,E12,TRUE,exp191116,1,BPH2720,3
0.391,F01,TRUE,exp191116,1,BPH2725,1
0.287,F02,TRUE,exp191116,1,BPH2720,1
0.28,F03,TRUE,exp191116,1,BPH2715,2
0.376,F04,TRUE,exp191116,1,BPH2722,1
0.38,F05,TRUE,exp191116,1,BPH2726,2
0.362,F06,TRUE,exp191116,1,BPH2726,1
0.262,F07,TRUE,exp191116,1,BPH2715,3
0.346,F08,TRUE,exp191116,1,BPH2703,3
0.291,F09,TRUE,exp191116,1,BPH2705,1
0.281,F10,TRUE,exp191116,1,BPH2716,2
0.254,F11,TRUE,exp191116,1,JE2,3
0.458,F12,TRUE,exp191116,1,BPH2727,2
0.353,G01,TRUE,exp191116,1,BPH2713,2
0.33,G02,TRUE,exp191116,1,BPH2725,2
0.329,G03,TRUE,exp191116,1,BPH2702,3
0.357,G04,TRUE,exp191116,1,BPH2709,2
0.37,G05,TRUE,exp191116,1,BPH2726,3
0.307,G06,TRUE,exp191116,1,BPH2715,1
0.387,G07,TRUE,exp191116,1,BPH2710,1
0.376,G08,TRUE,exp191116,1,BPH2703,1
0.282,G09,TRUE,exp191116,1,BPH2716,1
0.322,G10,TRUE,exp191116,1,BPH2708,2
0.364,G11,TRUE,exp191116,1,BPH2700,3
0.325,G12,TRUE,exp191116,1,BPH2718,3
0.003,H01,TRUE,exp191116,1,Non infected,2
0.443,H02,TRUE,exp191116,1,BPH2709,3
0.513,H03,TRUE,exp191116,1,BPH2702,2
0.411,H04,TRUE,exp191116,1,BPH2704,3
0.476,H05,TRUE,exp191116,1,BPH2708,3
0.46,H06,TRUE,exp191116,1,BPH2706,1
0.422,H07,TRUE,exp191116,1,BPH2701,2
0.423,H08,TRUE,exp191116,1,BPH2717,2
0.63,H09,TRUE,exp191116,1,BPH2701,1
NA,H11,TRUE,exp191120,4,Complete lysis,2
NA,H12,TRUE,exp191120,4,Complete lysis,3
0.302,A01,TRUE,exp191120,4,BPH2807,2
0.346,A02,TRUE,exp191120,4,BPH2797,3
0.288,A03,TRUE,exp191120,4,BPH2785,1
0.299,A04,TRUE,exp191120,4,BPH2796,1
0.238,A05,TRUE,exp191120,4,TOX-4,3
0.266,A06,TRUE,exp191120,4,BPH2799,1
0.271,A07,TRUE,exp191120,4,BPH2789,2
-0.005,A08,TRUE,exp191120,4,Non infected,1
0.345,A09,TRUE,exp191120,4,BPH2804,2
0.223,A10,TRUE,exp191120,4,BPH2801,3
0.306,A11,TRUE,exp191120,4,BPH2791,3
0.331,A12,TRUE,exp191120,4,BPH2802,3
0.355,B01,TRUE,exp191120,4,BPH2809,2
0.237,B02,TRUE,exp191120,4,BPH2787,1
0.242,B03,TRUE,exp191120,4,BPH2809,1
0.249,B04,TRUE,exp191120,4,BPH2797,1
0.208,B05,TRUE,exp191120,4,BPH2810,3
0.222,B06,TRUE,exp191120,4,JE2,3
0.196,B07,TRUE,exp191120,4,BPH2799,2
0.183,B08,TRUE,exp191120,4,BPH2795,3
0.208,B09,TRUE,exp191120,4,BPH2796,2
0.175,B10,TRUE,exp191120,4,BPH2808,1
0.16,B11,TRUE,exp191120,4,BPH2798,3
0.322,B12,TRUE,exp191120,4,BPH2797,2
0.284,C01,TRUE,exp191120,4,BPH2791,2
0.234,C02,TRUE,exp191120,4,BPH2794,1
0.185,C03,TRUE,exp191120,4,BPH2807,3
0.224,C04,TRUE,exp191120,4,BPH2809,3
0.123,C05,TRUE,exp191120,4,BPH2798,1
0.221,C06,TRUE,exp191120,4,BPH2806,3
0.139,C07,TRUE,exp191120,4,BPH2793,1
0.17,C08,TRUE,exp191120,4,BPH2803,1
0.154,C09,TRUE,exp191120,4,BPH2803,2
0.193,C10,TRUE,exp191120,4,BPH2786,3
0.235,C11,TRUE,exp191120,4,BPH2804,1
-5.33333e-4,C12,TRUE,exp191120,4,Non infected,2
1.66667e-4,D01,TRUE,exp191120,4,Non infected,3
0.196,D02,TRUE,exp191120,4,BPH2808,2
0.187,D03,TRUE,exp191120,4,BPH2804,3
0.176,D04,TRUE,exp191120,4,BPH2792,3
0.198,D05,TRUE,exp191120,4,BPH2795,2
0.232,D06,TRUE,exp191120,4,JE2,2
0.178,D07,TRUE,exp191120,4,BPH2785,2
0.231,D08,TRUE,exp191120,4,BPH2799,3
0.188,D09,TRUE,exp191120,4,BPH2790,3
0.153,D10,TRUE,exp191120,4,BPH2792,1
0.173,D11,TRUE,exp191120,4,BPH2802,1
0.228,D12,TRUE,exp191120,4,BPH2808,3
-0.002,E01,TRUE,exp191120,4,Non infected,1
0.142,E02,TRUE,exp191120,4,BPH2806,2
0.165,E03,TRUE,exp191120,4,BPH2805,2
0.181,E04,TRUE,exp191120,4,BPH2792,2
0.211,E05,TRUE,exp191120,4,JE2,1
0.199,E06,TRUE,exp191120,4,BPH2806,1
0.112,E07,TRUE,exp191120,4,TOX-4,1
0.239,E08,TRUE,exp191120,4,BPH2788,2
0.196,E09,TRUE,exp191120,4,BPH2790,2
0.187,E10,TRUE,exp191120,4,BPH2796,3
0.181,E11,TRUE,exp191120,4,BPH2789,1
0.223,E12,TRUE,exp191120,4,BPH2805,3
0.265,F01,TRUE,exp191120,4,BPH2810,1
0.167,F02,TRUE,exp191120,4,BPH2805,1
0.097,F03,TRUE,exp191120,4,BPH2800,2
0.16,F04,TRUE,exp191120,4,BPH2807,1
0.218,F05,TRUE,exp191120,4,BPH2811,2
0.095,F06,TRUE,exp191120,4,BPH2811,1
0.219,F07,TRUE,exp191120,4,BPH2800,3
0.217,F08,TRUE,exp191120,4,BPH2788,3
0.212,F09,TRUE,exp191120,4,BPH2790,1
0.162,F10,TRUE,exp191120,4,BPH2801,2
-0.005,F11,TRUE,exp191120,4,Non infected,3
-1.33333e-4,F12,TRUE,exp191120,4,Non infected,2
0.162,G01,TRUE,exp191120,4,BPH2798,2
0.186,G02,TRUE,exp191120,4,BPH2810,2
0.16,G03,TRUE,exp191120,4,BPH2787,3
0.195,G04,TRUE,exp191120,4,BPH2794,2
0.244,G05,TRUE,exp191120,4,BPH2811,3
0.174,G06,TRUE,exp191120,4,BPH2800,1
0.11,G07,TRUE,exp191120,4,BPH2795,1
0.24,G08,TRUE,exp191120,4,BPH2788,1
0.195,G09,TRUE,exp191120,4,BPH2801,1
0.225,G10,TRUE,exp191120,4,BPH2793,2
0.221,G11,TRUE,exp191120,4,BPH2785,3
0.251,G12,TRUE,exp191120,4,BPH2803,3
0.357,H01,TRUE,exp191120,4,TOX-4,2
0.285,H02,TRUE,exp191120,4,BPH2794,3
0.229,H03,TRUE,exp191120,4,BPH2787,2
0.268,H04,TRUE,exp191120,4,BPH2789,3
0.266,H05,TRUE,exp191120,4,BPH2793,3
0.271,H06,TRUE,exp191120,4,BPH2791,1
0.269,H07,TRUE,exp191120,4,BPH2786,2
0.214,H08,TRUE,exp191120,4,BPH2802,2
0.308,H09,TRUE,exp191120,4,BPH2786,1
NA,H10,TRUE,exp191121,4,Complete lysis,1
NA,H11,TRUE,exp191121,4,Complete lysis,2
NA,H12,TRUE,exp191121,4,Complete lysis,3
0.636,A01,TRUE,exp191121,4,BPH2807,2
0.48,A02,TRUE,exp191121,4,BPH2797,3
0.47,A03,TRUE,exp191121,4,BPH2785,1
0.367,A04,TRUE,exp191121,4,BPH2796,1
0.445,A05,TRUE,exp191121,4,TOX-4,3
0.533,A06,TRUE,exp191121,4,BPH2799,1
0.373,A07,TRUE,exp191121,4,BPH2789,2
0.003,A08,TRUE,exp191121,4,Non infected,1
0.393,A09,TRUE,exp191121,4,BPH2804,2
0.384,A10,TRUE,exp191121,4,BPH2801,3
0.438,A11,TRUE,exp191121,4,BPH2791,3
0.502,A12,TRUE,exp191121,4,BPH2802,3
0.421,B01,TRUE,exp191121,4,BPH2809,2
0.293,B02,TRUE,exp191121,4,BPH2787,1
0.573,B03,TRUE,exp191121,4,BPH2809,1
0.318,B04,TRUE,exp191121,4,BPH2797,1
0.281,B05,TRUE,exp191121,4,BPH2810,3
0.362,B06,TRUE,exp191121,4,JE2,3
0.295,B07,TRUE,exp191121,4,BPH2799,2
0.307,B08,TRUE,exp191121,4,BPH2795,3
0.334,B09,TRUE,exp191121,4,BPH2796,2
0.365,B10,TRUE,exp191121,4,BPH2808,1
0.138,B11,TRUE,exp191121,4,BPH2798,3
0.497,B12,TRUE,exp191121,4,BPH2797,2
0.464,C01,TRUE,exp191121,4,BPH2791,2
0.339,C02,TRUE,exp191121,4,BPH2794,1
0.451,C03,TRUE,exp191121,4,BPH2807,3
0.358,C04,TRUE,exp191121,4,BPH2809,3
0.155,C05,TRUE,exp191121,4,BPH2798,1
0.233,C06,TRUE,exp191121,4,BPH2806,3
0.267,C07,TRUE,exp191121,4,BPH2793,1
0.284,C08,TRUE,exp191121,4,BPH2803,1
0.296,C09,TRUE,exp191121,4,BPH2803,2
0.273,C10,TRUE,exp191121,4,BPH2786,3
0.319,C11,TRUE,exp191121,4,BPH2804,1
0.004,C12,TRUE,exp191121,4,Non infected,2
-8.33333e-4,D01,TRUE,exp191121,4,Non infected,3
0.397,D02,TRUE,exp191121,4,BPH2808,2
0.498,D03,TRUE,exp191121,4,BPH2804,3
0.335,D04,TRUE,exp191121,4,BPH2792,3
0.312,D05,TRUE,exp191121,4,BPH2795,2
0.327,D06,TRUE,exp191121,4,JE2,2
0.275,D07,TRUE,exp191121,4,BPH2785,2
0.273,D08,TRUE,exp191121,4,BPH2799,3
0.313,D09,TRUE,exp191121,4,BPH2790,3
0.291,D10,TRUE,exp191121,4,BPH2792,1
0.3,D11,TRUE,exp191121,4,BPH2802,1
0.418,D12,TRUE,exp191121,4,BPH2808,3
-3.3333e-5,E01,TRUE,exp191121,4,Non infected,1
0.3,E02,TRUE,exp191121,4,BPH2806,2
0.345,E03,TRUE,exp191121,4,BPH2805,2
0.316,E04,TRUE,exp191121,4,BPH2792,2
0.284,E05,TRUE,exp191121,4,JE2,1
0.264,E06,TRUE,exp191121,4,BPH2806,1
0.249,E07,TRUE,exp191121,4,TOX-4,1
0.277,E08,TRUE,exp191121,4,BPH2788,2
0.289,E09,TRUE,exp191121,4,BPH2790,2
0.278,E10,TRUE,exp191121,4,BPH2796,3
0.448,E11,TRUE,exp191121,4,BPH2789,1
0.303,E12,TRUE,exp191121,4,BPH2805,3
0.378,F01,TRUE,exp191121,4,BPH2810,1
0.292,F02,TRUE,exp191121,4,BPH2805,1
0.265,F03,TRUE,exp191121,4,BPH2800,2
0.326,F04,TRUE,exp191121,4,BPH2807,1
0.373,F05,TRUE,exp191121,4,BPH2811,2
0.212,F06,TRUE,exp191121,4,BPH2811,1
0.321,F07,TRUE,exp191121,4,BPH2800,3
0.295,F08,TRUE,exp191121,4,BPH2788,3
0.285,F09,TRUE,exp191121,4,BPH2790,1
0.283,F10,TRUE,exp191121,4,BPH2801,2
-0.003,F11,TRUE,exp191121,4,Non infected,3
9.66667e-4,F12,TRUE,exp191121,4,Non infected,2
0.17,G01,TRUE,exp191121,4,BPH2798,2
0.312,G02,TRUE,exp191121,4,BPH2810,2
0.426,G03,TRUE,exp191121,4,BPH2787,3
0.309,G04,TRUE,exp191121,4,BPH2794,2
0.326,G05,TRUE,exp191121,4,BPH2811,3
0.265,G06,TRUE,exp191121,4,BPH2800,1
0.194,G07,TRUE,exp191121,4,BPH2795,1
0.346,G08,TRUE,exp191121,4,BPH2788,1
0.314,G09,TRUE,exp191121,4,BPH2801,1
0.357,G10,TRUE,exp191121,4,BPH2793,2
0.286,G11,TRUE,exp191121,4,BPH2785,3
0.363,G12,TRUE,exp191121,4,BPH2803,3
0.584,H01,TRUE,exp191121,4,TOX-4,2
0.44,H02,TRUE,exp191121,4,BPH2794,3
0.547,H03,TRUE,exp191121,4,BPH2787,2
0.523,H04,TRUE,exp191121,4,BPH2789,3
0.564,H05,TRUE,exp191121,4,BPH2793,3
0.385,H06,TRUE,exp191121,4,BPH2791,1
0.51,H07,TRUE,exp191121,4,BPH2786,2
0.405,H08,TRUE,exp191121,4,BPH2802,2
0.378,H09,TRUE,exp191121,4,BPH2786,1
NA,H10,TRUE,exp191129,5,Complete lysis,1
NA,H11,TRUE,exp191129,5,Complete lysis,2
NA,H12,TRUE,exp191129,5,Complete lysis,3
0.194,A01,TRUE,exp191129,5,BPH2835,2
0.279,A02,TRUE,exp191129,5,BPH2824,3
0.101,A03,TRUE,exp191129,5,BPH2812,1
0.167,A04,TRUE,exp191129,5,BPH2823,1
0.16,A05,TRUE,exp191129,5,TOX-4,3
0.213,A06,TRUE,exp191129,5,BPH2827,1
0.121,A07,TRUE,exp191129,5,BPH2816,2
0.002,A08,TRUE,exp191129,5,Non infected,1
0.113,A09,TRUE,exp191129,5,BPH2832,2
0.069,A10,TRUE,exp191129,5,BPH2829,3
0.134,A11,TRUE,exp191129,5,BPH2818,3
0.161,A12,TRUE,exp191129,5,BPH2830,3
0.076,B01,TRUE,exp191129,5,BPH2837,2
0.082,B02,TRUE,exp191129,5,BPH2814,1
0.065,B03,TRUE,exp191129,5,BPH2837,1
0.154,B04,TRUE,exp191129,5,BPH2824,1
0.103,B05,TRUE,exp191129,5,BPH2838,3
0.109,B06,TRUE,exp191129,5,JE2,3
0.172,B07,TRUE,exp191129,5,BPH2827,2
0.098,B08,TRUE,exp191129,5,BPH2822,3
0.139,B09,TRUE,exp191129,5,BPH2823,2
0.053,B10,TRUE,exp191129,5,BPH2836,1
0.115,B11,TRUE,exp191129,5,BPH2825,3
0.25,B12,TRUE,exp191129,5,BPH2824,2
0.146,C01,TRUE,exp191129,5,BPH2818,2
0.104,C02,TRUE,exp191129,5,BPH2821,1
0.113,C03,TRUE,exp191129,5,BPH2835,3
0.069,C04,TRUE,exp191129,5,BPH2837,3
0.15,C05,TRUE,exp191129,5,BPH2825,1
0.114,C06,TRUE,exp191129,5,BPH2834,3
0.11,C07,TRUE,exp191129,5,BPH2820,1
0.072,C08,TRUE,exp191129,5,BPH2831,1
0.088,C09,TRUE,exp191129,5,BPH2831,2
0.074,C10,TRUE,exp191129,5,BPH2813,3
0.061,C11,TRUE,exp191129,5,BPH2832,1
0.002,C12,TRUE,exp191129,5,Non infected,2
0.004,D01,TRUE,exp191129,5,Non infected,3
0.168,D02,TRUE,exp191129,5,BPH2836,2
0.075,D03,TRUE,exp191129,5,BPH2832,3
0.072,D04,TRUE,exp191129,5,BPH2819,3
0.1,D05,TRUE,exp191129,5,BPH2822,2
0.109,D06,TRUE,exp191129,5,JE2,2
0.088,D07,TRUE,exp191129,5,BPH2812,2
0.2,D08,TRUE,exp191129,5,BPH2827,3
0.097,D09,TRUE,exp191129,5,BPH2817,3
0.087,D10,TRUE,exp191129,5,BPH2819,1
0.119,D11,TRUE,exp191129,5,BPH2830,1
0.074,D12,TRUE,exp191129,5,BPH2836,3
0.006,E01,TRUE,exp191129,5,Non infected,1
0.121,E02,TRUE,exp191129,5,BPH2834,2
0.086,E03,TRUE,exp191129,5,BPH2833,2
0.073,E04,TRUE,exp191129,5,BPH2819,2
0.146,E05,TRUE,exp191129,5,JE2,1
0.098,E06,TRUE,exp191129,5,BPH2834,1
0.075,E07,TRUE,exp191129,5,TOX-4,1
0.075,E08,TRUE,exp191129,5,BPH2815,2
0.095,E09,TRUE,exp191129,5,BPH2817,2
0.147,E10,TRUE,exp191129,5,BPH2823,3
0.064,E11,TRUE,exp191129,5,BPH2816,1
0.144,E12,TRUE,exp191129,5,BPH2833,3
0.145,F01,TRUE,exp191129,5,BPH2838,1
0.11,F02,TRUE,exp191129,5,BPH2833,1
0.096,F03,TRUE,exp191129,5,BPH2828,2
0.133,F04,TRUE,exp191129,5,BPH2835,1
0.111,F05,TRUE,exp191129,5,BPH2839,2
0.111,F06,TRUE,exp191129,5,BPH2839,1
0.067,F07,TRUE,exp191129,5,BPH2828,3
0.077,F08,TRUE,exp191129,5,BPH2815,3
0.099,F09,TRUE,exp191129,5,BPH2817,1
0.091,F10,TRUE,exp191129,5,BPH2829,2
5e-4,F11,TRUE,exp191129,5,Non infected,3
-0.002,F12,TRUE,exp191129,5,Non infected,2
0.302,G01,TRUE,exp191129,5,BPH2825,2
0.148,G02,TRUE,exp191129,5,BPH2838,2
0.108,G03,TRUE,exp191129,5,BPH2814,3
0.13,G04,TRUE,exp191129,5,BPH2821,2
0.104,G05,TRUE,exp191129,5,BPH2839,3
0.089,G06,TRUE,exp191129,5,BPH2828,1
0.108,G07,TRUE,exp191129,5,BPH2822,1
0.073,G08,TRUE,exp191129,5,BPH2815,1
0.086,G09,TRUE,exp191129,5,BPH2829,1
0.12,G10,TRUE,exp191129,5,BPH2820,2
0.089,G11,TRUE,exp191129,5,BPH2812,3
0.109,G12,TRUE,exp191129,5,BPH2831,3
0.215,H01,TRUE,exp191129,5,TOX-4,2
0.206,H02,TRUE,exp191129,5,BPH2821,3
0.113,H03,TRUE,exp191129,5,BPH2814,2
0.141,H04,TRUE,exp191129,5,BPH2816,3
0.12,H05,TRUE,exp191129,5,BPH2820,3
0.178,H06,TRUE,exp191129,5,BPH2818,1
0.076,H07,TRUE,exp191129,5,BPH2813,2
0.145,H08,TRUE,exp191129,5,BPH2830,2
0.095,H09,TRUE,exp191129,5,BPH2813,1
NA,H10,TRUE,exp191130,5,Complete lysis,1
NA,H11,TRUE,exp191130,5,Complete lysis,2
NA,H12,TRUE,exp191130,5,Complete lysis,3
0.122,A01,TRUE,exp191130,5,BPH2835,2
0.075,A02,TRUE,exp191130,5,BPH2824,3
0.079,A03,TRUE,exp191130,5,BPH2812,1
0.09,A04,TRUE,exp191130,5,BPH2823,1
0.071,A05,TRUE,exp191130,5,TOX-4,3
0.089,A06,TRUE,exp191130,5,BPH2827,1
0.076,A07,TRUE,exp191130,5,BPH2816,2
0.002,A08,TRUE,exp191130,5,Non infected,1
0.066,A09,TRUE,exp191130,5,BPH2832,2
0.055,A10,TRUE,exp191130,5,BPH2829,3
0.086,A11,TRUE,exp191130,5,BPH2818,3
0.136,A12,TRUE,exp191130,5,BPH2830,3
0.053,B01,TRUE,exp191130,5,BPH2837,2
0.049,B02,TRUE,exp191130,5,BPH2814,1
0.028,B03,TRUE,exp191130,5,BPH2837,1
0.046,B04,TRUE,exp191130,5,BPH2824,1
0.049,B05,TRUE,exp191130,5,BPH2838,3
0.035,B06,TRUE,exp191130,5,JE2,3
0.043,B07,TRUE,exp191130,5,BPH2827,2
0.05,B08,TRUE,exp191130,5,BPH2822,3
0.037,B09,TRUE,exp191130,5,BPH2823,2
0.044,B10,TRUE,exp191130,5,BPH2836,1
0.042,B11,TRUE,exp191130,5,BPH2825,3
0.06,B12,TRUE,exp191130,5,BPH2824,2
0.088,C01,TRUE,exp191130,5,BPH2818,2
0.045,C02,TRUE,exp191130,5,BPH2821,1
0.051,C03,TRUE,exp191130,5,BPH2835,3
0.031,C04,TRUE,exp191130,5,BPH2837,3
0.053,C05,TRUE,exp191130,5,BPH2825,1
0.049,C06,TRUE,exp191130,5,BPH2834,3
0.046,C07,TRUE,exp191130,5,BPH2820,1
0.031,C08,TRUE,exp191130,5,BPH2831,1
0.027,C09,TRUE,exp191130,5,BPH2831,2
0.048,C10,TRUE,exp191130,5,BPH2813,3
0.031,C11,TRUE,exp191130,5,BPH2832,1
-7e-4,C12,TRUE,exp191130,5,Non infected,2
6e-4,D01,TRUE,exp191130,5,Non infected,3
0.05,D02,TRUE,exp191130,5,BPH2836,2
0.031,D03,TRUE,exp191130,5,BPH2832,3
0.052,D04,TRUE,exp191130,5,BPH2819,3
0.047,D05,TRUE,exp191130,5,BPH2822,2
0.036,D06,TRUE,exp191130,5,JE2,2
0.04,D07,TRUE,exp191130,5,BPH2812,2
0.046,D08,TRUE,exp191130,5,BPH2827,3
0.048,D09,TRUE,exp191130,5,BPH2817,3
0.051,D10,TRUE,exp191130,5,BPH2819,1
0.037,D11,TRUE,exp191130,5,BPH2830,1
0.047,D12,TRUE,exp191130,5,BPH2836,3
0.002,E01,TRUE,exp191130,5,Non infected,1
0.049,E02,TRUE,exp191130,5,BPH2834,2
0.023,E03,TRUE,exp191130,5,BPH2833,2
0.054,E04,TRUE,exp191130,5,BPH2819,2
0.026,E05,TRUE,exp191130,5,JE2,1
0.038,E06,TRUE,exp191130,5,BPH2834,1
0.039,E07,TRUE,exp191130,5,TOX-4,1
0.047,E08,TRUE,exp191130,5,BPH2815,2
0.036,E09,TRUE,exp191130,5,BPH2817,2
0.036,E10,TRUE,exp191130,5,BPH2823,3
0.05,E11,TRUE,exp191130,5,BPH2816,1
0.072,E12,TRUE,exp191130,5,BPH2833,3
0.066,F01,TRUE,exp191130,5,BPH2838,1
0.032,F02,TRUE,exp191130,5,BPH2833,1
0.033,F03,TRUE,exp191130,5,BPH2828,2
0.038,F04,TRUE,exp191130,5,BPH2835,1
0.048,F05,TRUE,exp191130,5,BPH2839,2
0.047,F06,TRUE,exp191130,5,BPH2839,1
0.018,F07,TRUE,exp191130,5,BPH2828,3
0.036,F08,TRUE,exp191130,5,BPH2815,3
0.032,F09,TRUE,exp191130,5,BPH2817,1
0.028,F10,TRUE,exp191130,5,BPH2829,2
2e-4,F11,TRUE,exp191130,5,Non infected,3
0.002,F12,TRUE,exp191130,5,Non infected,2
0.069,G01,TRUE,exp191130,5,BPH2825,2
0.046,G02,TRUE,exp191130,5,BPH2838,2
0.041,G03,TRUE,exp191130,5,BPH2814,3
0.041,G04,TRUE,exp191130,5,BPH2821,2
0.05,G05,TRUE,exp191130,5,BPH2839,3
0.034,G06,TRUE,exp191130,5,BPH2828,1
0.041,G07,TRUE,exp191130,5,BPH2822,1
0.04,G08,TRUE,exp191130,5,BPH2815,1
0.032,G09,TRUE,exp191130,5,BPH2829,1
0.081,G10,TRUE,exp191130,5,BPH2820,2
0.049,G11,TRUE,exp191130,5,BPH2812,3
0.068,G12,TRUE,exp191130,5,BPH2831,3
0.108,H01,TRUE,exp191130,5,TOX-4,2
0.083,H02,TRUE,exp191130,5,BPH2821,3
0.073,H03,TRUE,exp191130,5,BPH2814,2
0.07,H04,TRUE,exp191130,5,BPH2816,3
0.079,H05,TRUE,exp191130,5,BPH2820,3
0.079,H06,TRUE,exp191130,5,BPH2818,1
0.072,H07,TRUE,exp191130,5,BPH2813,2
0.054,H08,TRUE,exp191130,5,BPH2830,2
0.089,H09,TRUE,exp191130,5,BPH2813,1
