well,sample,wave_length,time,OD,timepoint
E12,Sample X60,WL493,1170,40751,1170
F01,Sample X61,WL493,1170,42223,1170
F02,Sample X62,WL493,1170,36810,1170
F03,Sample X63,WL493,1170,38015,1170
F04,Sample X64,WL493,1170,36835,1170
F05,Sample X65,WL493,1170,37923,1170
F06,Sample X66,WL493,1170,37607,1170
F07,Sample X67,WL493,1170,37139,1170
F08,Sample X68,WL493,1170,35385,1170
F09,Sample X69,WL493,1170,38869,1170
F10,Sample X70,WL493,1170,38192,1170
F11,Sample X71,WL493,1170,37858,1170
F12,Sample X72,WL493,1170,41575,1170
G01,Sample X73,WL493,1170,39925,1170
G02,Sample X74,WL493,1170,41347,1170
G03,Sample X75,WL493,1170,39006,1170
G04,Sample X76,WL493,1170,34938,1170
G05,Sample X77,WL493,1170,36988,1170
G06,Sample X78,WL493,1170,38090,1170
G07,Sample X79,WL493,1170,35349,1170
G08,Sample X80,WL493,1170,35920,1170
G09,Sample X81,WL493,1170,38028,1170
G10,Sample X82,WL493,1170,36595,1170
G11,Sample X83,WL493,1170,40697,1170
G12,Sample X84,WL493,1170,41449,1170
H01,Sample X85,WL493,1170,36719,1170
H02,Sample X86,WL493,1170,36040,1170
H03,Sample X87,WL493,1170,40126,1170
H04,Sample X88,WL493,1170,39761,1170
H05,Sample X89,WL493,1170,37149,1170
H06,Sample X90,WL493,1170,35325,1170
H07,Sample X91,WL493,1170,36134,1170
H08,Sample X92,WL493,1170,36546,1170
H09,Sample X93,WL493,1170,35730,1170
H10,Sample X94,WL493,1170,35516,1170
H11,Sample X95,WL493,1170,35587,1170
H12,Sample X96,WL493,1170,36431,1170
A01,Sample X1,WL493,1176,39989,1176
A02,Sample X2,WL493,1176,38975,1176
A03,Sample X3,WL493,1176,42312,1176
A04,Sample X4,WL493,1176,36577,1176
A05,Sample X5,WL493,1176,37594,1176
A06,Sample X6,WL493,1176,36423,1176
A07,Sample X7,WL493,1176,41543,1176
A08,Sample X8,WL493,1176,41068,1176
A09,Sample X9,WL493,1176,40511,1176
A10,Sample X10,WL493,1176,41246,1176
A11,Sample X11,WL493,1176,36284,1176
A12,Sample X12,WL493,1176,38456,1176
B01,Sample X13,WL493,1176,39041,1176
B02,Sample X14,WL493,1176,39584,1176
B03,Sample X15,WL493,1176,36944,1176
B04,Sample X16,WL493,1176,37274,1176
B05,Sample X17,WL493,1176,41195,1176
B06,Sample X18,WL493,1176,36109,1176
B07,Sample X19,WL493,1176,35191,1176
B08,Sample X20,WL493,1176,35307,1176
B09,Sample X21,WL493,1176,36243,1176
B10,Sample X22,WL493,1176,38119,1176
B11,Sample X23,WL493,1176,37379,1176
B12,Sample X24,WL493,1176,39045,1176
C01,Sample X25,WL493,1176,35742,1176
C02,Sample X26,WL493,1176,35353,1176
C03,Sample X27,WL493,1176,37650,1176
C04,Sample X28,WL493,1176,36516,1176
C05,Sample X29,WL493,1176,36796,1176
C06,Sample X30,WL493,1176,38897,1176
C07,Sample X31,WL493,1176,36709,1176
C08,Sample X32,WL493,1176,38057,1176
C09,Sample X33,WL493,1176,38836,1176
C10,Sample X34,WL493,1176,35124,1176
C11,Sample X35,WL493,1176,37372,1176
C12,Sample X36,WL493,1176,39770,1176
D01,Sample X37,WL493,1176,39456,1176
D02,Sample X38,WL493,1176,36350,1176
D03,Sample X39,WL493,1176,36624,1176
D04,Sample X40,WL493,1176,37013,1176
D05,Sample X41,WL493,1176,35000,1176
D06,Sample X42,WL493,1176,34374,1176
D07,Sample X43,WL493,1176,38907,1176
D08,Sample X44,WL493,1176,35010,1176
D09,Sample X45,WL493,1176,39425,1176
D10,Sample X46,WL493,1176,37061,1176
D11,Sample X47,WL493,1176,36749,1176
D12,Sample X48,WL493,1176,39244,1176
E01,Sample X49,WL493,1176,38733,1176
E02,Sample X50,WL493,1176,38575,1176
E03,Sample X51,WL493,1176,35889,1176
E04,Sample X52,WL493,1176,36485,1176
E05,Sample X53,WL493,1176,35141,1176
E06,Sample X54,WL493,1176,38616,1176
E07,Sample X55,WL493,1176,34763,1176
E08,Sample X56,WL493,1176,35364,1176
E09,Sample X57,WL493,1176,39493,1176
E10,Sample X58,WL493,1176,35059,1176
E11,Sample X59,WL493,1176,39636,1176
E12,Sample X60,WL493,1176,40721,1176
F01,Sample X61,WL493,1176,42184,1176
F02,Sample X62,WL493,1176,36533,1176
F03,Sample X63,WL493,1176,37810,1176
F04,Sample X64,WL493,1176,36614,1176
F05,Sample X65,WL493,1176,37402,1176
F06,Sample X66,WL493,1176,38313,1176
F07,Sample X67,WL493,1176,37046,1176
F08,Sample X68,WL493,1176,35785,1176
F09,Sample X69,WL493,1176,39156,1176
F10,Sample X70,WL493,1176,38177,1176
F11,Sample X71,WL493,1176,37822,1176
F12,Sample X72,WL493,1176,41537,1176
G01,Sample X73,WL493,1176,40057,1176
G02,Sample X74,WL493,1176,41104,1176
G03,Sample X75,WL493,1176,39287,1176
G04,Sample X76,WL493,1176,35110,1176
G05,Sample X77,WL493,1176,36855,1176
G06,Sample X78,WL493,1176,37983,1176
G07,Sample X79,WL493,1176,35242,1176
G08,Sample X80,WL493,1176,35994,1176
G09,Sample X81,WL493,1176,37791,1176
G10,Sample X82,WL493,1176,36494,1176
G11,Sample X83,WL493,1176,40183,1176
G12,Sample X84,WL493,1176,41500,1176
H01,Sample X85,WL493,1176,36321,1176
H02,Sample X86,WL493,1176,36208,1176
H03,Sample X87,WL493,1176,39795,1176
H04,Sample X88,WL493,1176,39445,1176
H05,Sample X89,WL493,1176,37190,1176
H06,Sample X90,WL493,1176,35077,1176
H07,Sample X91,WL493,1176,36288,1176
H08,Sample X92,WL493,1176,36591,1176
H09,Sample X93,WL493,1176,35852,1176
H10,Sample X94,WL493,1176,35674,1176
H11,Sample X95,WL493,1176,35787,1176
H12,Sample X96,WL493,1176,36933,1176
A01,Sample X1,WL493,1182,40112,1182
A02,Sample X2,WL493,1182,38984,1182
A03,Sample X3,WL493,1182,41971,1182
A04,Sample X4,WL493,1182,36691,1182
A05,Sample X5,WL493,1182,37217,1182
A06,Sample X6,WL493,1182,36842,1182
A07,Sample X7,WL493,1182,41700,1182
A08,Sample X8,WL493,1182,41194,1182
A09,Sample X9,WL493,1182,40884,1182
A10,Sample X10,WL493,1182,41869,1182
A11,Sample X11,WL493,1182,36067,1182
A12,Sample X12,WL493,1182,38936,1182
B01,Sample X13,WL493,1182,38854,1182
B02,Sample X14,WL493,1182,39946,1182
B03,Sample X15,WL493,1182,37244,1182
B04,Sample X16,WL493,1182,37505,1182
B05,Sample X17,WL493,1182,41563,1182
B06,Sample X18,WL493,1182,35454,1182
B07,Sample X19,WL493,1182,35301,1182
B08,Sample X20,WL493,1182,35216,1182
B09,Sample X21,WL493,1182,35874,1182
B10,Sample X22,WL493,1182,37533,1182
B11,Sample X23,WL493,1182,37323,1182
B12,Sample X24,WL493,1182,39364,1182
C01,Sample X25,WL493,1182,36140,1182
C02,Sample X26,WL493,1182,35660,1182
C03,Sample X27,WL493,1182,37214,1182
C04,Sample X28,WL493,1182,35960,1182
C05,Sample X29,WL493,1182,36952,1182
C06,Sample X30,WL493,1182,38391,1182
C07,Sample X31,WL493,1182,36214,1182
C08,Sample X32,WL493,1182,38418,1182
C09,Sample X33,WL493,1182,39077,1182
C10,Sample X34,WL493,1182,35066,1182
C11,Sample X35,WL493,1182,37569,1182
C12,Sample X36,WL493,1182,39751,1182
D01,Sample X37,WL493,1182,39552,1182
D02,Sample X38,WL493,1182,36464,1182
D03,Sample X39,WL493,1182,36348,1182
D04,Sample X40,WL493,1182,36897,1182
D05,Sample X41,WL493,1182,35310,1182
D06,Sample X42,WL493,1182,34060,1182
D07,Sample X43,WL493,1182,39134,1182
D08,Sample X44,WL493,1182,34759,1182
D09,Sample X45,WL493,1182,39919,1182
D10,Sample X46,WL493,1182,37168,1182
D11,Sample X47,WL493,1182,35967,1182
D12,Sample X48,WL493,1182,38694,1182
E01,Sample X49,WL493,1182,38379,1182
E02,Sample X50,WL493,1182,38422,1182
E03,Sample X51,WL493,1182,35915,1182
E04,Sample X52,WL493,1182,36869,1182
E05,Sample X53,WL493,1182,35356,1182
E06,Sample X54,WL493,1182,38204,1182
E07,Sample X55,WL493,1182,35274,1182
E08,Sample X56,WL493,1182,35540,1182
E09,Sample X57,WL493,1182,39406,1182
E10,Sample X58,WL493,1182,35355,1182
E11,Sample X59,WL493,1182,39882,1182
E12,Sample X60,WL493,1182,40885,1182
F01,Sample X61,WL493,1182,41970,1182
F02,Sample X62,WL493,1182,36559,1182
F03,Sample X63,WL493,1182,38118,1182
F04,Sample X64,WL493,1182,36043,1182
F05,Sample X65,WL493,1182,38058,1182
F06,Sample X66,WL493,1182,37821,1182
F07,Sample X67,WL493,1182,36927,1182
F08,Sample X68,WL493,1182,35297,1182
F09,Sample X69,WL493,1182,39221,1182
F10,Sample X70,WL493,1182,37957,1182
F11,Sample X71,WL493,1182,37524,1182
F12,Sample X72,WL493,1182,41472,1182
G01,Sample X73,WL493,1182,39417,1182
G02,Sample X74,WL493,1182,40949,1182
G03,Sample X75,WL493,1182,39123,1182
G04,Sample X76,WL493,1182,34781,1182
G05,Sample X77,WL493,1182,37318,1182
G06,Sample X78,WL493,1182,38162,1182
G07,Sample X79,WL493,1182,35583,1182
G08,Sample X80,WL493,1182,35864,1182
G09,Sample X81,WL493,1182,37344,1182
G10,Sample X82,WL493,1182,36842,1182
G11,Sample X83,WL493,1182,40001,1182
G12,Sample X84,WL493,1182,41386,1182
H01,Sample X85,WL493,1182,36833,1182
H02,Sample X86,WL493,1182,36021,1182
H03,Sample X87,WL493,1182,40326,1182
H04,Sample X88,WL493,1182,39352,1182
H05,Sample X89,WL493,1182,37000,1182
H06,Sample X90,WL493,1182,35217,1182
H07,Sample X91,WL493,1182,36243,1182
H08,Sample X92,WL493,1182,36735,1182
H09,Sample X93,WL493,1182,35456,1182
H10,Sample X94,WL493,1182,35691,1182
H11,Sample X95,WL493,1182,35632,1182
H12,Sample X96,WL493,1182,36619,1182
A01,Sample X1,WL493,1188,39804,1188
A02,Sample X2,WL493,1188,38754,1188
A03,Sample X3,WL493,1188,42588,1188
A04,Sample X4,WL493,1188,36510,1188
A05,Sample X5,WL493,1188,37366,1188
A06,Sample X6,WL493,1188,36625,1188
A07,Sample X7,WL493,1188,41426,1188
A08,Sample X8,WL493,1188,41228,1188
A09,Sample X9,WL493,1188,40520,1188
A10,Sample X10,WL493,1188,41732,1188
A11,Sample X11,WL493,1188,35884,1188
A12,Sample X12,WL493,1188,38707,1188
B01,Sample X13,WL493,1188,38639,1188
B02,Sample X14,WL493,1188,40164,1188
B03,Sample X15,WL493,1188,36930,1188
B04,Sample X16,WL493,1188,37442,1188
B05,Sample X17,WL493,1188,41028,1188
B06,Sample X18,WL493,1188,35696,1188
B07,Sample X19,WL493,1188,34884,1188
B08,Sample X20,WL493,1188,35271,1188
B09,Sample X21,WL493,1188,35964,1188
B10,Sample X22,WL493,1188,37497,1188
B11,Sample X23,WL493,1188,37450,1188
B12,Sample X24,WL493,1188,39229,1188
C01,Sample X25,WL493,1188,35881,1188
C02,Sample X26,WL493,1188,35693,1188
C03,Sample X27,WL493,1188,36760,1188
C04,Sample X28,WL493,1188,36411,1188
C05,Sample X29,WL493,1188,36804,1188
C06,Sample X30,WL493,1188,38494,1188
C07,Sample X31,WL493,1188,36557,1188
C08,Sample X32,WL493,1188,37891,1188
C09,Sample X33,WL493,1188,39211,1188
C10,Sample X34,WL493,1188,35206,1188
C11,Sample X35,WL493,1188,37834,1188
C12,Sample X36,WL493,1188,39810,1188
D01,Sample X37,WL493,1188,39517,1188
D02,Sample X38,WL493,1188,36820,1188
D03,Sample X39,WL493,1188,36352,1188
D04,Sample X40,WL493,1188,36852,1188
D05,Sample X41,WL493,1188,34943,1188
D06,Sample X42,WL493,1188,34624,1188
D07,Sample X43,WL493,1188,38807,1188
D08,Sample X44,WL493,1188,34965,1188
D09,Sample X45,WL493,1188,39510,1188
D10,Sample X46,WL493,1188,36901,1188
D11,Sample X47,WL493,1188,36437,1188
D12,Sample X48,WL493,1188,39052,1188
E01,Sample X49,WL493,1188,38167,1188
E02,Sample X50,WL493,1188,38688,1188
E03,Sample X51,WL493,1188,35804,1188
E04,Sample X52,WL493,1188,36476,1188
E05,Sample X53,WL493,1188,35215,1188
E06,Sample X54,WL493,1188,38457,1188
E07,Sample X55,WL493,1188,35113,1188
E08,Sample X56,WL493,1188,35674,1188
E09,Sample X57,WL493,1188,39188,1188
E10,Sample X58,WL493,1188,35091,1188
E11,Sample X59,WL493,1188,39873,1188
E12,Sample X60,WL493,1188,41204,1188
F01,Sample X61,WL493,1188,42346,1188
F02,Sample X62,WL493,1188,36666,1188
F03,Sample X63,WL493,1188,37693,1188
F04,Sample X64,WL493,1188,36842,1188
F05,Sample X65,WL493,1188,37543,1188
F06,Sample X66,WL493,1188,37296,1188
F07,Sample X67,WL493,1188,37294,1188
F08,Sample X68,WL493,1188,35680,1188
F09,Sample X69,WL493,1188,39157,1188
F10,Sample X70,WL493,1188,38114,1188
F11,Sample X71,WL493,1188,37765,1188
F12,Sample X72,WL493,1188,41879,1188
G01,Sample X73,WL493,1188,39904,1188
G02,Sample X74,WL493,1188,41201,1188
G03,Sample X75,WL493,1188,38946,1188
G04,Sample X76,WL493,1188,35160,1188
G05,Sample X77,WL493,1188,37463,1188
G06,Sample X78,WL493,1188,38208,1188
G07,Sample X79,WL493,1188,34981,1188
G08,Sample X80,WL493,1188,35417,1188
G09,Sample X81,WL493,1188,37627,1188
G10,Sample X82,WL493,1188,36760,1188
G11,Sample X83,WL493,1188,39967,1188
G12,Sample X84,WL493,1188,41529,1188
H01,Sample X85,WL493,1188,36469,1188
H02,Sample X86,WL493,1188,36050,1188
H03,Sample X87,WL493,1188,39954,1188
H04,Sample X88,WL493,1188,39417,1188
H05,Sample X89,WL493,1188,36748,1188
H06,Sample X90,WL493,1188,34975,1188
H07,Sample X91,WL493,1188,35758,1188
H08,Sample X92,WL493,1188,36869,1188
H09,Sample X93,WL493,1188,35616,1188
H10,Sample X94,WL493,1188,35620,1188
H11,Sample X95,WL493,1188,35744,1188
H12,Sample X96,WL493,1188,36678,1188
A01,Sample X1,WL493,1194,39996,1194
A02,Sample X2,WL493,1194,39063,1194
A03,Sample X3,WL493,1194,42309,1194
A04,Sample X4,WL493,1194,36709,1194
A05,Sample X5,WL493,1194,37722,1194
A06,Sample X6,WL493,1194,36676,1194
A07,Sample X7,WL493,1194,41830,1194
A08,Sample X8,WL493,1194,40794,1194
A09,Sample X9,WL493,1194,40385,1194
A10,Sample X10,WL493,1194,41673,1194
A11,Sample X11,WL493,1194,36424,1194
A12,Sample X12,WL493,1194,38998,1194
B01,Sample X13,WL493,1194,38606,1194
B02,Sample X14,WL493,1194,40232,1194
B03,Sample X15,WL493,1194,37597,1194
B04,Sample X16,WL493,1194,37560,1194
B05,Sample X17,WL493,1194,41084,1194
B06,Sample X18,WL493,1194,35706,1194
B07,Sample X19,WL493,1194,35253,1194
B08,Sample X20,WL493,1194,35290,1194
B09,Sample X21,WL493,1194,35956,1194
B10,Sample X22,WL493,1194,37618,1194
B11,Sample X23,WL493,1194,37423,1194
B12,Sample X24,WL493,1194,38705,1194
C01,Sample X25,WL493,1194,35817,1194
C02,Sample X26,WL493,1194,35729,1194
C03,Sample X27,WL493,1194,37335,1194
C04,Sample X28,WL493,1194,36522,1194
C05,Sample X29,WL493,1194,36751,1194
C06,Sample X30,WL493,1194,38679,1194
C07,Sample X31,WL493,1194,36405,1194
C08,Sample X32,WL493,1194,38186,1194
C09,Sample X33,WL493,1194,38769,1194
C10,Sample X34,WL493,1194,35003,1194
C11,Sample X35,WL493,1194,37615,1194
C12,Sample X36,WL493,1194,40114,1194
D01,Sample X37,WL493,1194,39634,1194
D02,Sample X38,WL493,1194,36027,1194
D03,Sample X39,WL493,1194,36214,1194
D04,Sample X40,WL493,1194,37017,1194
D05,Sample X41,WL493,1194,34914,1194
D06,Sample X42,WL493,1194,34446,1194
D07,Sample X43,WL493,1194,38576,1194
D08,Sample X44,WL493,1194,34832,1194
D09,Sample X45,WL493,1194,39138,1194
D10,Sample X46,WL493,1194,37226,1194
D11,Sample X47,WL493,1194,36418,1194
D12,Sample X48,WL493,1194,38964,1194
E01,Sample X49,WL493,1194,38244,1194
E02,Sample X50,WL493,1194,38594,1194
E03,Sample X51,WL493,1194,36044,1194
E04,Sample X52,WL493,1194,36279,1194
E05,Sample X53,WL493,1194,34850,1194
E06,Sample X54,WL493,1194,38649,1194
E07,Sample X55,WL493,1194,35226,1194
E08,Sample X56,WL493,1194,35546,1194
E09,Sample X57,WL493,1194,39558,1194
E10,Sample X58,WL493,1194,35790,1194
E11,Sample X59,WL493,1194,39701,1194
E12,Sample X60,WL493,1194,40827,1194
F01,Sample X61,WL493,1194,41769,1194
F02,Sample X62,WL493,1194,36635,1194
F03,Sample X63,WL493,1194,37540,1194
F04,Sample X64,WL493,1194,36398,1194
F05,Sample X65,WL493,1194,38162,1194
F06,Sample X66,WL493,1194,37668,1194
F07,Sample X67,WL493,1194,37494,1194
F08,Sample X68,WL493,1194,35713,1194
F09,Sample X69,WL493,1194,38982,1194
F10,Sample X70,WL493,1194,37598,1194
F11,Sample X71,WL493,1194,37438,1194
F12,Sample X72,WL493,1194,41505,1194
G01,Sample X73,WL493,1194,40056,1194
G02,Sample X74,WL493,1194,41513,1194
G03,Sample X75,WL493,1194,38668,1194
G04,Sample X76,WL493,1194,35001,1194
G05,Sample X77,WL493,1194,37318,1194
G06,Sample X78,WL493,1194,37786,1194
G07,Sample X79,WL493,1194,35510,1194
G08,Sample X80,WL493,1194,35218,1194
G09,Sample X81,WL493,1194,37276,1194
G10,Sample X82,WL493,1194,36681,1194
G11,Sample X83,WL493,1194,40224,1194
G12,Sample X84,WL493,1194,41149,1194
H01,Sample X85,WL493,1194,36643,1194
H02,Sample X86,WL493,1194,36135,1194
H03,Sample X87,WL493,1194,39806,1194
H04,Sample X88,WL493,1194,39577,1194
H05,Sample X89,WL493,1194,37060,1194
H06,Sample X90,WL493,1194,35039,1194
H07,Sample X91,WL493,1194,36239,1194
H08,Sample X92,WL493,1194,37083,1194
H09,Sample X93,WL493,1194,35871,1194
H10,Sample X94,WL493,1194,35160,1194
H11,Sample X95,WL493,1194,35863,1194
H12,Sample X96,WL493,1194,36803,1194
A01,Sample X1,WL493,1200,39602,1200
A02,Sample X2,WL493,1200,39131,1200
A03,Sample X3,WL493,1200,42033,1200
A04,Sample X4,WL493,1200,36316,1200
A05,Sample X5,WL493,1200,37260,1200
A06,Sample X6,WL493,1200,36072,1200
A07,Sample X7,WL493,1200,42082,1200
A08,Sample X8,WL493,1200,40818,1200
A09,Sample X9,WL493,1200,40989,1200
A10,Sample X10,WL493,1200,41795,1200
A11,Sample X11,WL493,1200,36574,1200
A12,Sample X12,WL493,1200,38867,1200
B01,Sample X13,WL493,1200,38476,1200
B02,Sample X14,WL493,1200,40438,1200
B03,Sample X15,WL493,1200,37366,1200
B04,Sample X16,WL493,1200,37280,1200
B05,Sample X17,WL493,1200,41349,1200
B06,Sample X18,WL493,1200,35764,1200
B07,Sample X19,WL493,1200,35415,1200
B08,Sample X20,WL493,1200,35264,1200
B09,Sample X21,WL493,1200,36279,1200
B10,Sample X22,WL493,1200,37966,1200
B11,Sample X23,WL493,1200,37776,1200
B12,Sample X24,WL493,1200,39022,1200
C01,Sample X25,WL493,1200,35689,1200
C02,Sample X26,WL493,1200,35099,1200
C03,Sample X27,WL493,1200,37421,1200
C04,Sample X28,WL493,1200,36062,1200
C05,Sample X29,WL493,1200,36983,1200
C06,Sample X30,WL493,1200,38434,1200
C07,Sample X31,WL493,1200,36413,1200
C08,Sample X32,WL493,1200,37766,1200
C09,Sample X33,WL493,1200,39046,1200
C10,Sample X34,WL493,1200,35281,1200
C11,Sample X35,WL493,1200,37404,1200
C12,Sample X36,WL493,1200,39974,1200
D01,Sample X37,WL493,1200,39576,1200
D02,Sample X38,WL493,1200,36946,1200
D03,Sample X39,WL493,1200,36358,1200
D04,Sample X40,WL493,1200,37040,1200
D05,Sample X41,WL493,1200,34535,1200
D06,Sample X42,WL493,1200,34481,1200
D07,Sample X43,WL493,1200,38899,1200
D08,Sample X44,WL493,1200,35043,1200
D09,Sample X45,WL493,1200,39501,1200
D10,Sample X46,WL493,1200,37265,1200
D11,Sample X47,WL493,1200,36497,1200
D12,Sample X48,WL493,1200,38859,1200
E01,Sample X49,WL493,1200,38318,1200
E02,Sample X50,WL493,1200,38744,1200
E03,Sample X51,WL493,1200,36429,1200
E04,Sample X52,WL493,1200,36284,1200
E05,Sample X53,WL493,1200,35129,1200
E06,Sample X54,WL493,1200,38965,1200
E07,Sample X55,WL493,1200,34937,1200
E08,Sample X56,WL493,1200,35486,1200
E09,Sample X57,WL493,1200,39040,1200
E10,Sample X58,WL493,1200,35015,1200
E11,Sample X59,WL493,1200,39812,1200
E12,Sample X60,WL493,1200,40692,1200
F01,Sample X61,WL493,1200,42131,1200
F02,Sample X62,WL493,1200,36735,1200
F03,Sample X63,WL493,1200,37982,1200
F04,Sample X64,WL493,1200,36343,1200
F05,Sample X65,WL493,1200,37870,1200
F06,Sample X66,WL493,1200,38026,1200
F07,Sample X67,WL493,1200,37289,1200
F08,Sample X68,WL493,1200,35787,1200
F09,Sample X69,WL493,1200,38955,1200
F10,Sample X70,WL493,1200,38064,1200
F11,Sample X71,WL493,1200,37889,1200
F12,Sample X72,WL493,1200,42010,1200
G01,Sample X73,WL493,1200,39944,1200
G02,Sample X74,WL493,1200,41360,1200
G03,Sample X75,WL493,1200,39566,1200
G04,Sample X76,WL493,1200,34913,1200
G05,Sample X77,WL493,1200,37243,1200
G06,Sample X78,WL493,1200,38166,1200
G07,Sample X79,WL493,1200,35158,1200
G08,Sample X80,WL493,1200,35562,1200
G09,Sample X81,WL493,1200,37953,1200
G10,Sample X82,WL493,1200,36342,1200
G11,Sample X83,WL493,1200,40175,1200
G12,Sample X84,WL493,1200,41638,1200
H01,Sample X85,WL493,1200,36861,1200
H02,Sample X86,WL493,1200,36279,1200
H03,Sample X87,WL493,1200,40145,1200
H04,Sample X88,WL493,1200,39458,1200
H05,Sample X89,WL493,1200,37000,1200
H06,Sample X90,WL493,1200,35242,1200
H07,Sample X91,WL493,1200,35835,1200
H08,Sample X92,WL493,1200,36810,1200
H09,Sample X93,WL493,1200,35406,1200
H10,Sample X94,WL493,1200,35570,1200
H11,Sample X95,WL493,1200,35586,1200
H12,Sample X96,WL493,1200,36341,1200
A01,Sample X1,WL493,1206,39847,1206
A02,Sample X2,WL493,1206,38873,1206
A03,Sample X3,WL493,1206,42719,1206
A04,Sample X4,WL493,1206,36724,1206
A05,Sample X5,WL493,1206,36958,1206
A06,Sample X6,WL493,1206,37152,1206
A07,Sample X7,WL493,1206,41353,1206
A08,Sample X8,WL493,1206,41333,1206
A09,Sample X9,WL493,1206,40382,1206
A10,Sample X10,WL493,1206,41495,1206
A11,Sample X11,WL493,1206,36250,1206
A12,Sample X12,WL493,1206,38984,1206
B01,Sample X13,WL493,1206,39166,1206
B02,Sample X14,WL493,1206,40150,1206
B03,Sample X15,WL493,1206,37133,1206
B04,Sample X16,WL493,1206,37189,1206
B05,Sample X17,WL493,1206,41461,1206
B06,Sample X18,WL493,1206,35954,1206
B07,Sample X19,WL493,1206,35516,1206
B08,Sample X20,WL493,1206,35327,1206
B09,Sample X21,WL493,1206,35969,1206
B10,Sample X22,WL493,1206,37935,1206
B11,Sample X23,WL493,1206,37717,1206
B12,Sample X24,WL493,1206,39318,1206
C01,Sample X25,WL493,1206,35881,1206
C02,Sample X26,WL493,1206,35627,1206
C03,Sample X27,WL493,1206,37416,1206
C04,Sample X28,WL493,1206,35830,1206
C05,Sample X29,WL493,1206,36700,1206
C06,Sample X30,WL493,1206,38215,1206
C07,Sample X31,WL493,1206,36606,1206
C08,Sample X32,WL493,1206,37418,1206
C09,Sample X33,WL493,1206,38761,1206
C10,Sample X34,WL493,1206,35327,1206
C11,Sample X35,WL493,1206,37487,1206
C12,Sample X36,WL493,1206,39803,1206
D01,Sample X37,WL493,1206,39516,1206
D02,Sample X38,WL493,1206,36459,1206
D03,Sample X39,WL493,1206,36307,1206
D04,Sample X40,WL493,1206,37013,1206
D05,Sample X41,WL493,1206,35094,1206
D06,Sample X42,WL493,1206,34441,1206
D07,Sample X43,WL493,1206,38884,1206
D08,Sample X44,WL493,1206,34729,1206
D09,Sample X45,WL493,1206,39871,1206
D10,Sample X46,WL493,1206,36719,1206
D11,Sample X47,WL493,1206,36270,1206
D12,Sample X48,WL493,1206,39444,1206
E01,Sample X49,WL493,1206,38378,1206
E02,Sample X50,WL493,1206,39111,1206
E03,Sample X51,WL493,1206,35738,1206
E04,Sample X52,WL493,1206,36552,1206
E05,Sample X53,WL493,1206,35415,1206
E06,Sample X54,WL493,1206,38491,1206
E07,Sample X55,WL493,1206,34634,1206
E08,Sample X56,WL493,1206,35463,1206
E09,Sample X57,WL493,1206,39349,1206
E10,Sample X58,WL493,1206,34810,1206
E11,Sample X59,WL493,1206,39916,1206
E12,Sample X60,WL493,1206,40554,1206
F01,Sample X61,WL493,1206,41915,1206
F02,Sample X62,WL493,1206,36770,1206
F03,Sample X63,WL493,1206,37782,1206
F04,Sample X64,WL493,1206,36077,1206
F05,Sample X65,WL493,1206,37400,1206
F06,Sample X66,WL493,1206,37833,1206
F07,Sample X67,WL493,1206,37122,1206
F08,Sample X68,WL493,1206,35835,1206
F09,Sample X69,WL493,1206,38646,1206
F10,Sample X70,WL493,1206,37799,1206
F11,Sample X71,WL493,1206,37639,1206
F12,Sample X72,WL493,1206,42033,1206
G01,Sample X73,WL493,1206,39480,1206
G02,Sample X74,WL493,1206,41336,1206
G03,Sample X75,WL493,1206,39060,1206
G04,Sample X76,WL493,1206,35130,1206
G05,Sample X77,WL493,1206,37096,1206
G06,Sample X78,WL493,1206,37647,1206
G07,Sample X79,WL493,1206,34736,1206
G08,Sample X80,WL493,1206,35565,1206
G09,Sample X81,WL493,1206,37339,1206
G10,Sample X82,WL493,1206,36696,1206
G11,Sample X83,WL493,1206,40238,1206
G12,Sample X84,WL493,1206,41768,1206
H01,Sample X85,WL493,1206,36641,1206
H02,Sample X86,WL493,1206,36287,1206
H03,Sample X87,WL493,1206,40010,1206
H04,Sample X88,WL493,1206,39516,1206
H05,Sample X89,WL493,1206,36846,1206
H06,Sample X90,WL493,1206,35415,1206
H07,Sample X91,WL493,1206,35719,1206
H08,Sample X92,WL493,1206,36888,1206
H09,Sample X93,WL493,1206,35124,1206
H10,Sample X94,WL493,1206,35613,1206
H11,Sample X95,WL493,1206,35836,1206
H12,Sample X96,WL493,1206,36744,1206
A01,Sample X1,WL493,1212,39924,1212
A02,Sample X2,WL493,1212,38855,1212
A03,Sample X3,WL493,1212,42291,1212
A04,Sample X4,WL493,1212,36508,1212
A05,Sample X5,WL493,1212,37465,1212
A06,Sample X6,WL493,1212,36599,1212
A07,Sample X7,WL493,1212,41416,1212
A08,Sample X8,WL493,1212,40991,1212
A09,Sample X9,WL493,1212,40523,1212
A10,Sample X10,WL493,1212,41800,1212
A11,Sample X11,WL493,1212,35925,1212
A12,Sample X12,WL493,1212,38817,1212
B01,Sample X13,WL493,1212,38283,1212
B02,Sample X14,WL493,1212,39982,1212
B03,Sample X15,WL493,1212,37389,1212
B04,Sample X16,WL493,1212,37432,1212
B05,Sample X17,WL493,1212,41235,1212
B06,Sample X18,WL493,1212,35600,1212
B07,Sample X19,WL493,1212,34963,1212
B08,Sample X20,WL493,1212,35496,1212
B09,Sample X21,WL493,1212,36022,1212
B10,Sample X22,WL493,1212,37774,1212
