well,sample,wave_length,time,OD,timepoint
E05,Sample X53,WL493,312,34766,312
E06,Sample X54,WL493,312,34885,312
E07,Sample X55,WL493,312,34485,312
E08,Sample X56,WL493,312,34399,312
E09,Sample X57,WL493,312,35737,312
E10,Sample X58,WL493,312,34974,312
E11,Sample X59,WL493,312,36127,312
E12,Sample X60,WL493,312,35000,312
F01,Sample X61,WL493,312,35148,312
F02,Sample X62,WL493,312,35152,312
F03,Sample X63,WL493,312,35115,312
F04,Sample X64,WL493,312,34401,312
F05,Sample X65,WL493,312,34852,312
F06,Sample X66,WL493,312,34701,312
F07,Sample X67,WL493,312,34642,312
F08,Sample X68,WL493,312,34585,312
F09,Sample X69,WL493,312,36005,312
F10,Sample X70,WL493,312,34606,312
F11,Sample X71,WL493,312,34466,312
F12,Sample X72,WL493,312,36317,312
G01,Sample X73,WL493,312,36148,312
G02,Sample X74,WL493,312,35033,312
G03,Sample X75,WL493,312,34843,312
G04,Sample X76,WL493,312,34863,312
G05,Sample X77,WL493,312,35017,312
G06,Sample X78,WL493,312,35379,312
G07,Sample X79,WL493,312,34463,312
G08,Sample X80,WL493,312,34710,312
G09,Sample X81,WL493,312,33949,312
G10,Sample X82,WL493,312,35714,312
G11,Sample X83,WL493,312,35650,312
G12,Sample X84,WL493,312,35218,312
H01,Sample X85,WL493,312,34987,312
H02,Sample X86,WL493,312,35555,312
H03,Sample X87,WL493,312,34590,312
H04,Sample X88,WL493,312,36151,312
H05,Sample X89,WL493,312,35504,312
H06,Sample X90,WL493,312,34956,312
H07,Sample X91,WL493,312,34965,312
H08,Sample X92,WL493,312,35576,312
H09,Sample X93,WL493,312,34960,312
H10,Sample X94,WL493,312,35054,312
H11,Sample X95,WL493,312,34753,312
H12,Sample X96,WL493,312,34916,312
A01,Sample X1,WL493,318,36555,318
A02,Sample X2,WL493,318,35960,318
A03,Sample X3,WL493,318,36053,318
A04,Sample X4,WL493,318,35299,318
A05,Sample X5,WL493,318,35904,318
A06,Sample X6,WL493,318,35549,318
A07,Sample X7,WL493,318,36395,318
A08,Sample X8,WL493,318,36427,318
A09,Sample X9,WL493,318,35881,318
A10,Sample X10,WL493,318,34740,318
A11,Sample X11,WL493,318,34971,318
A12,Sample X12,WL493,318,36091,318
B01,Sample X13,WL493,318,35858,318
B02,Sample X14,WL493,318,35108,318
B03,Sample X15,WL493,318,35188,318
B04,Sample X16,WL493,318,35301,318
B05,Sample X17,WL493,318,34979,318
B06,Sample X18,WL493,318,35580,318
B07,Sample X19,WL493,318,34804,318
B08,Sample X20,WL493,318,35091,318
B09,Sample X21,WL493,318,35858,318
B10,Sample X22,WL493,318,35139,318
B11,Sample X23,WL493,318,34747,318
B12,Sample X24,WL493,318,35432,318
C01,Sample X25,WL493,318,35530,318
C02,Sample X26,WL493,318,35125,318
C03,Sample X27,WL493,318,35175,318
C04,Sample X28,WL493,318,34017,318
C05,Sample X29,WL493,318,34934,318
C06,Sample X30,WL493,318,34460,318
C07,Sample X31,WL493,318,35948,318
C08,Sample X32,WL493,318,34562,318
C09,Sample X33,WL493,318,34688,318
C10,Sample X34,WL493,318,34440,318
C11,Sample X35,WL493,318,34866,318
C12,Sample X36,WL493,318,35713,318
D01,Sample X37,WL493,318,36411,318
D02,Sample X38,WL493,318,34692,318
D03,Sample X39,WL493,318,35064,318
D04,Sample X40,WL493,318,34527,318
D05,Sample X41,WL493,318,34954,318
D06,Sample X42,WL493,318,34084,318
D07,Sample X43,WL493,318,34597,318
D08,Sample X44,WL493,318,34460,318
D09,Sample X45,WL493,318,36145,318
D10,Sample X46,WL493,318,35053,318
D11,Sample X47,WL493,318,35684,318
D12,Sample X48,WL493,318,35307,318
E01,Sample X49,WL493,318,35666,318
E02,Sample X50,WL493,318,35089,318
E03,Sample X51,WL493,318,35306,318
E04,Sample X52,WL493,318,34503,318
E05,Sample X53,WL493,318,34818,318
E06,Sample X54,WL493,318,34622,318
E07,Sample X55,WL493,318,34339,318
E08,Sample X56,WL493,318,34882,318
E09,Sample X57,WL493,318,35830,318
E10,Sample X58,WL493,318,34864,318
E11,Sample X59,WL493,318,35812,318
E12,Sample X60,WL493,318,35351,318
F01,Sample X61,WL493,318,34850,318
F02,Sample X62,WL493,318,35065,318
F03,Sample X63,WL493,318,35498,318
F04,Sample X64,WL493,318,34379,318
F05,Sample X65,WL493,318,34539,318
F06,Sample X66,WL493,318,34884,318
F07,Sample X67,WL493,318,34789,318
F08,Sample X68,WL493,318,35105,318
F09,Sample X69,WL493,318,35884,318
F10,Sample X70,WL493,318,33978,318
F11,Sample X71,WL493,318,35118,318
F12,Sample X72,WL493,318,36200,318
G01,Sample X73,WL493,318,35911,318
G02,Sample X74,WL493,318,34931,318
G03,Sample X75,WL493,318,34547,318
G04,Sample X76,WL493,318,34525,318
G05,Sample X77,WL493,318,34378,318
G06,Sample X78,WL493,318,35146,318
G07,Sample X79,WL493,318,34939,318
G08,Sample X80,WL493,318,35158,318
G09,Sample X81,WL493,318,34115,318
G10,Sample X82,WL493,318,35947,318
G11,Sample X83,WL493,318,35152,318
G12,Sample X84,WL493,318,35236,318
H01,Sample X85,WL493,318,35675,318
H02,Sample X86,WL493,318,35942,318
H03,Sample X87,WL493,318,35055,318
H04,Sample X88,WL493,318,36383,318
H05,Sample X89,WL493,318,35728,318
H06,Sample X90,WL493,318,34794,318
H07,Sample X91,WL493,318,34866,318
H08,Sample X92,WL493,318,35655,318
H09,Sample X93,WL493,318,34701,318
H10,Sample X94,WL493,318,34706,318
H11,Sample X95,WL493,318,34443,318
H12,Sample X96,WL493,318,35155,318
A01,Sample X1,WL493,324,36613,324
A02,Sample X2,WL493,324,36419,324
A03,Sample X3,WL493,324,36077,324
A04,Sample X4,WL493,324,35191,324
A05,Sample X5,WL493,324,35779,324
A06,Sample X6,WL493,324,35484,324
A07,Sample X7,WL493,324,36159,324
A08,Sample X8,WL493,324,36137,324
A09,Sample X9,WL493,324,35959,324
A10,Sample X10,WL493,324,35140,324
A11,Sample X11,WL493,324,35494,324
A12,Sample X12,WL493,324,36100,324
B01,Sample X13,WL493,324,35682,324
B02,Sample X14,WL493,324,35514,324
B03,Sample X15,WL493,324,35326,324
B04,Sample X16,WL493,324,35494,324
B05,Sample X17,WL493,324,35442,324
B06,Sample X18,WL493,324,35528,324
B07,Sample X19,WL493,324,34613,324
B08,Sample X20,WL493,324,34756,324
B09,Sample X21,WL493,324,35718,324
B10,Sample X22,WL493,324,35754,324
B11,Sample X23,WL493,324,35096,324
B12,Sample X24,WL493,324,35916,324
C01,Sample X25,WL493,324,35188,324
C02,Sample X26,WL493,324,35080,324
C03,Sample X27,WL493,324,35576,324
C04,Sample X28,WL493,324,34635,324
C05,Sample X29,WL493,324,35121,324
C06,Sample X30,WL493,324,34862,324
C07,Sample X31,WL493,324,35773,324
C08,Sample X32,WL493,324,34906,324
C09,Sample X33,WL493,324,34865,324
C10,Sample X34,WL493,324,34713,324
C11,Sample X35,WL493,324,34955,324
C12,Sample X36,WL493,324,35365,324
D01,Sample X37,WL493,324,35920,324
D02,Sample X38,WL493,324,35368,324
D03,Sample X39,WL493,324,35216,324
D04,Sample X40,WL493,324,34775,324
D05,Sample X41,WL493,324,34676,324
D06,Sample X42,WL493,324,34567,324
D07,Sample X43,WL493,324,34533,324
D08,Sample X44,WL493,324,34662,324
D09,Sample X45,WL493,324,36389,324
D10,Sample X46,WL493,324,34758,324
D11,Sample X47,WL493,324,35664,324
D12,Sample X48,WL493,324,35393,324
E01,Sample X49,WL493,324,35890,324
E02,Sample X50,WL493,324,35270,324
E03,Sample X51,WL493,324,34622,324
E04,Sample X52,WL493,324,34758,324
E05,Sample X53,WL493,324,34570,324
E06,Sample X54,WL493,324,34924,324
E07,Sample X55,WL493,324,34827,324
E08,Sample X56,WL493,324,34975,324
E09,Sample X57,WL493,324,36057,324
E10,Sample X58,WL493,324,34815,324
E11,Sample X59,WL493,324,35832,324
E12,Sample X60,WL493,324,35341,324
F01,Sample X61,WL493,324,35216,324
F02,Sample X62,WL493,324,35418,324
F03,Sample X63,WL493,324,35501,324
F04,Sample X64,WL493,324,34287,324
F05,Sample X65,WL493,324,35028,324
F06,Sample X66,WL493,324,34867,324
F07,Sample X67,WL493,324,34537,324
F08,Sample X68,WL493,324,35389,324
F09,Sample X69,WL493,324,35885,324
F10,Sample X70,WL493,324,34128,324
F11,Sample X71,WL493,324,34650,324
F12,Sample X72,WL493,324,36160,324
G01,Sample X73,WL493,324,35957,324
G02,Sample X74,WL493,324,34794,324
G03,Sample X75,WL493,324,35363,324
G04,Sample X76,WL493,324,34516,324
G05,Sample X77,WL493,324,34794,324
G06,Sample X78,WL493,324,34930,324
G07,Sample X79,WL493,324,34927,324
G08,Sample X80,WL493,324,34403,324
G09,Sample X81,WL493,324,34676,324
G10,Sample X82,WL493,324,35459,324
G11,Sample X83,WL493,324,35041,324
G12,Sample X84,WL493,324,35551,324
H01,Sample X85,WL493,324,35524,324
H02,Sample X86,WL493,324,35519,324
H03,Sample X87,WL493,324,35161,324
H04,Sample X88,WL493,324,36648,324
H05,Sample X89,WL493,324,35430,324
H06,Sample X90,WL493,324,34607,324
H07,Sample X91,WL493,324,35202,324
H08,Sample X92,WL493,324,35738,324
H09,Sample X93,WL493,324,34997,324
H10,Sample X94,WL493,324,34610,324
H11,Sample X95,WL493,324,35008,324
H12,Sample X96,WL493,324,35251,324
A01,Sample X1,WL493,330,36021,330
A02,Sample X2,WL493,330,36345,330
A03,Sample X3,WL493,330,35808,330
A04,Sample X4,WL493,330,35619,330
A05,Sample X5,WL493,330,36360,330
A06,Sample X6,WL493,330,35493,330
A07,Sample X7,WL493,330,36439,330
A08,Sample X8,WL493,330,36241,330
A09,Sample X9,WL493,330,36259,330
A10,Sample X10,WL493,330,35373,330
A11,Sample X11,WL493,330,35957,330
A12,Sample X12,WL493,330,36325,330
B01,Sample X13,WL493,330,35544,330
B02,Sample X14,WL493,330,35411,330
B03,Sample X15,WL493,330,35387,330
B04,Sample X16,WL493,330,35393,330
B05,Sample X17,WL493,330,35606,330
B06,Sample X18,WL493,330,35626,330
B07,Sample X19,WL493,330,34915,330
B08,Sample X20,WL493,330,35095,330
B09,Sample X21,WL493,330,35832,330
B10,Sample X22,WL493,330,35173,330
B11,Sample X23,WL493,330,34803,330
B12,Sample X24,WL493,330,35786,330
C01,Sample X25,WL493,330,35292,330
C02,Sample X26,WL493,330,34842,330
C03,Sample X27,WL493,330,35627,330
C04,Sample X28,WL493,330,34543,330
C05,Sample X29,WL493,330,35043,330
C06,Sample X30,WL493,330,34839,330
C07,Sample X31,WL493,330,36207,330
C08,Sample X32,WL493,330,34746,330
C09,Sample X33,WL493,330,34734,330
C10,Sample X34,WL493,330,34382,330
C11,Sample X35,WL493,330,35076,330
C12,Sample X36,WL493,330,35523,330
D01,Sample X37,WL493,330,35868,330
D02,Sample X38,WL493,330,34935,330
D03,Sample X39,WL493,330,35387,330
D04,Sample X40,WL493,330,34549,330
D05,Sample X41,WL493,330,34777,330
D06,Sample X42,WL493,330,34027,330
D07,Sample X43,WL493,330,34429,330
D08,Sample X44,WL493,330,35220,330
D09,Sample X45,WL493,330,36088,330
D10,Sample X46,WL493,330,34692,330
D11,Sample X47,WL493,330,35203,330
D12,Sample X48,WL493,330,35507,330
E01,Sample X49,WL493,330,35901,330
E02,Sample X50,WL493,330,35094,330
E03,Sample X51,WL493,330,34933,330
E04,Sample X52,WL493,330,34721,330
E05,Sample X53,WL493,330,34486,330
E06,Sample X54,WL493,330,34813,330
E07,Sample X55,WL493,330,34593,330
E08,Sample X56,WL493,330,34782,330
E09,Sample X57,WL493,330,36373,330
E10,Sample X58,WL493,330,34764,330
E11,Sample X59,WL493,330,36495,330
E12,Sample X60,WL493,330,35370,330
F01,Sample X61,WL493,330,35327,330
F02,Sample X62,WL493,330,34945,330
F03,Sample X63,WL493,330,34900,330
F04,Sample X64,WL493,330,34668,330
F05,Sample X65,WL493,330,34955,330
F06,Sample X66,WL493,330,35038,330
F07,Sample X67,WL493,330,34592,330
F08,Sample X68,WL493,330,34522,330
F09,Sample X69,WL493,330,36686,330
F10,Sample X70,WL493,330,34711,330
F11,Sample X71,WL493,330,34588,330
F12,Sample X72,WL493,330,36078,330
G01,Sample X73,WL493,330,36096,330
G02,Sample X74,WL493,330,35168,330
G03,Sample X75,WL493,330,35069,330
G04,Sample X76,WL493,330,34253,330
G05,Sample X77,WL493,330,34614,330
G06,Sample X78,WL493,330,35054,330
G07,Sample X79,WL493,330,34839,330
G08,Sample X80,WL493,330,34623,330
G09,Sample X81,WL493,330,33934,330
G10,Sample X82,WL493,330,35314,330
G11,Sample X83,WL493,330,35186,330
G12,Sample X84,WL493,330,35371,330
H01,Sample X85,WL493,330,35397,330
H02,Sample X86,WL493,330,35556,330
H03,Sample X87,WL493,330,35003,330
H04,Sample X88,WL493,330,36331,330
H05,Sample X89,WL493,330,36311,330
H06,Sample X90,WL493,330,34687,330
H07,Sample X91,WL493,330,34943,330
H08,Sample X92,WL493,330,35813,330
H09,Sample X93,WL493,330,34420,330
H10,Sample X94,WL493,330,35130,330
H11,Sample X95,WL493,330,34753,330
H12,Sample X96,WL493,330,35122,330
A01,Sample X1,WL493,336,36581,336
A02,Sample X2,WL493,336,36519,336
A03,Sample X3,WL493,336,36208,336
A04,Sample X4,WL493,336,35389,336
A05,Sample X5,WL493,336,36250,336
A06,Sample X6,WL493,336,35378,336
A07,Sample X7,WL493,336,36777,336
A08,Sample X8,WL493,336,36051,336
A09,Sample X9,WL493,336,36162,336
A10,Sample X10,WL493,336,35486,336
A11,Sample X11,WL493,336,35360,336
A12,Sample X12,WL493,336,36583,336
B01,Sample X13,WL493,336,35736,336
B02,Sample X14,WL493,336,35377,336
B03,Sample X15,WL493,336,35304,336
B04,Sample X16,WL493,336,35473,336
B05,Sample X17,WL493,336,35098,336
B06,Sample X18,WL493,336,35734,336
B07,Sample X19,WL493,336,35033,336
B08,Sample X20,WL493,336,34625,336
B09,Sample X21,WL493,336,35774,336
B10,Sample X22,WL493,336,35655,336
B11,Sample X23,WL493,336,34958,336
B12,Sample X24,WL493,336,36416,336
C01,Sample X25,WL493,336,35385,336
C02,Sample X26,WL493,336,35140,336
C03,Sample X27,WL493,336,35193,336
C04,Sample X28,WL493,336,34624,336
C05,Sample X29,WL493,336,35197,336
C06,Sample X30,WL493,336,34788,336
C07,Sample X31,WL493,336,35579,336
C08,Sample X32,WL493,336,34836,336
C09,Sample X33,WL493,336,34712,336
C10,Sample X34,WL493,336,34651,336
C11,Sample X35,WL493,336,34542,336
C12,Sample X36,WL493,336,35827,336
D01,Sample X37,WL493,336,35900,336
D02,Sample X38,WL493,336,34553,336
D03,Sample X39,WL493,336,34868,336
D04,Sample X40,WL493,336,34966,336
D05,Sample X41,WL493,336,34555,336
D06,Sample X42,WL493,336,33831,336
D07,Sample X43,WL493,336,34491,336
D08,Sample X44,WL493,336,34726,336
D09,Sample X45,WL493,336,36549,336
D10,Sample X46,WL493,336,34813,336
D11,Sample X47,WL493,336,35321,336
D12,Sample X48,WL493,336,35329,336
E01,Sample X49,WL493,336,35894,336
E02,Sample X50,WL493,336,35812,336
E03,Sample X51,WL493,336,35099,336
E04,Sample X52,WL493,336,35024,336
E05,Sample X53,WL493,336,34689,336
E06,Sample X54,WL493,336,35317,336
E07,Sample X55,WL493,336,34661,336
E08,Sample X56,WL493,336,34534,336
E09,Sample X57,WL493,336,36645,336
E10,Sample X58,WL493,336,34840,336
E11,Sample X59,WL493,336,36756,336
E12,Sample X60,WL493,336,35591,336
F01,Sample X61,WL493,336,35175,336
F02,Sample X62,WL493,336,35333,336
F03,Sample X63,WL493,336,35731,336
F04,Sample X64,WL493,336,34395,336
F05,Sample X65,WL493,336,35269,336
F06,Sample X66,WL493,336,34854,336
F07,Sample X67,WL493,336,35029,336
F08,Sample X68,WL493,336,35289,336
F09,Sample X69,WL493,336,36622,336
F10,Sample X70,WL493,336,34687,336
F11,Sample X71,WL493,336,34908,336
F12,Sample X72,WL493,336,36474,336
G01,Sample X73,WL493,336,35870,336
G02,Sample X74,WL493,336,35445,336
G03,Sample X75,WL493,336,35015,336
G04,Sample X76,WL493,336,34585,336
G05,Sample X77,WL493,336,34761,336
G06,Sample X78,WL493,336,35637,336
G07,Sample X79,WL493,336,34753,336
G08,Sample X80,WL493,336,35146,336
G09,Sample X81,WL493,336,33962,336
G10,Sample X82,WL493,336,35577,336
G11,Sample X83,WL493,336,35171,336
G12,Sample X84,WL493,336,35562,336
H01,Sample X85,WL493,336,35778,336
H02,Sample X86,WL493,336,35401,336
H03,Sample X87,WL493,336,35813,336
H04,Sample X88,WL493,336,36698,336
H05,Sample X89,WL493,336,36300,336
H06,Sample X90,WL493,336,34620,336
H07,Sample X91,WL493,336,34948,336
H08,Sample X92,WL493,336,35510,336
H09,Sample X93,WL493,336,34676,336
H10,Sample X94,WL493,336,34873,336
H11,Sample X95,WL493,336,34919,336
H12,Sample X96,WL493,336,35156,336
A01,Sample X1,WL493,342,36707,342
A02,Sample X2,WL493,342,36694,342
A03,Sample X3,WL493,342,36260,342
A04,Sample X4,WL493,342,35747,342
A05,Sample X5,WL493,342,36268,342
A06,Sample X6,WL493,342,35319,342
A07,Sample X7,WL493,342,36927,342
A08,Sample X8,WL493,342,36909,342
A09,Sample X9,WL493,342,36209,342
A10,Sample X10,WL493,342,35796,342
A11,Sample X11,WL493,342,35747,342
A12,Sample X12,WL493,342,36514,342
B01,Sample X13,WL493,342,35787,342
B02,Sample X14,WL493,342,35698,342
B03,Sample X15,WL493,342,35358,342
B04,Sample X16,WL493,342,35934,342
B05,Sample X17,WL493,342,35192,342
B06,Sample X18,WL493,342,35646,342
B07,Sample X19,WL493,342,34880,342
B08,Sample X20,WL493,342,34556,342
B09,Sample X21,WL493,342,35800,342
B10,Sample X22,WL493,342,35310,342
B11,Sample X23,WL493,342,35238,342
B12,Sample X24,WL493,342,36412,342
C01,Sample X25,WL493,342,35435,342
C02,Sample X26,WL493,342,35497,342
C03,Sample X27,WL493,342,35184,342
C04,Sample X28,WL493,342,34364,342
C05,Sample X29,WL493,342,34905,342
C06,Sample X30,WL493,342,34622,342
C07,Sample X31,WL493,342,35813,342
C08,Sample X32,WL493,342,34631,342
C09,Sample X33,WL493,342,34804,342
C10,Sample X34,WL493,342,34807,342
C11,Sample X35,WL493,342,35147,342
C12,Sample X36,WL493,342,35703,342
D01,Sample X37,WL493,342,36364,342
D02,Sample X38,WL493,342,35036,342
D03,Sample X39,WL493,342,35610,342
D04,Sample X40,WL493,342,35038,342
D05,Sample X41,WL493,342,34730,342
D06,Sample X42,WL493,342,34225,342
D07,Sample X43,WL493,342,35053,342
D08,Sample X44,WL493,342,34730,342
D09,Sample X45,WL493,342,36976,342
D10,Sample X46,WL493,342,34797,342
D11,Sample X47,WL493,342,35114,342
D12,Sample X48,WL493,342,35507,342
E01,Sample X49,WL493,342,35842,342
E02,Sample X50,WL493,342,35852,342
E03,Sample X51,WL493,342,34526,342
E04,Sample X52,WL493,342,35065,342
E05,Sample X53,WL493,342,34919,342
E06,Sample X54,WL493,342,35345,342
E07,Sample X55,WL493,342,35017,342
E08,Sample X56,WL493,342,35015,342
E09,Sample X57,WL493,342,36735,342
E10,Sample X58,WL493,342,34652,342
E11,Sample X59,WL493,342,36555,342
E12,Sample X60,WL493,342,35901,342
F01,Sample X61,WL493,342,35216,342
F02,Sample X62,WL493,342,35765,342
F03,Sample X63,WL493,342,34980,342
F04,Sample X64,WL493,342,34550,342
F05,Sample X65,WL493,342,34853,342
F06,Sample X66,WL493,342,35117,342
F07,Sample X67,WL493,342,34590,342
F08,Sample X68,WL493,342,35000,342
F09,Sample X69,WL493,342,36648,342
F10,Sample X70,WL493,342,34423,342
F11,Sample X71,WL493,342,35109,342
F12,Sample X72,WL493,342,36544,342
G01,Sample X73,WL493,342,36161,342
G02,Sample X74,WL493,342,35275,342
G03,Sample X75,WL493,342,34686,342
G04,Sample X76,WL493,342,34429,342
G05,Sample X77,WL493,342,35070,342
G06,Sample X78,WL493,342,35158,342
G07,Sample X79,WL493,342,34988,342
G08,Sample X80,WL493,342,34614,342
G09,Sample X81,WL493,342,34311,342
G10,Sample X82,WL493,342,36061,342
G11,Sample X83,WL493,342,35465,342
G12,Sample X84,WL493,342,35447,342
H01,Sample X85,WL493,342,35942,342
H02,Sample X86,WL493,342,35409,342
H03,Sample X87,WL493,342,35397,342
H04,Sample X88,WL493,342,36551,342
H05,Sample X89,WL493,342,35846,342
H06,Sample X90,WL493,342,34776,342
H07,Sample X91,WL493,342,34836,342
H08,Sample X92,WL493,342,35569,342
H09,Sample X93,WL493,342,34682,342
H10,Sample X94,WL493,342,34452,342
H11,Sample X95,WL493,342,34579,342
H12,Sample X96,WL493,342,35729,342
A01,Sample X1,WL493,348,36843,348
A02,Sample X2,WL493,348,36493,348
A03,Sample X3,WL493,348,36128,348
A04,Sample X4,WL493,348,35599,348
A05,Sample X5,WL493,348,36271,348
A06,Sample X6,WL493,348,35515,348
A07,Sample X7,WL493,348,37150,348
A08,Sample X8,WL493,348,36332,348
A09,Sample X9,WL493,348,36454,348
A10,Sample X10,WL493,348,35592,348
A11,Sample X11,WL493,348,35146,348
A12,Sample X12,WL493,348,36196,348
B01,Sample X13,WL493,348,35595,348
B02,Sample X14,WL493,348,35834,348
B03,Sample X15,WL493,348,35483,348
B04,Sample X16,WL493,348,35871,348
B05,Sample X17,WL493,348,35230,348
B06,Sample X18,WL493,348,35857,348
B07,Sample X19,WL493,348,34424,348
B08,Sample X20,WL493,348,34765,348
B09,Sample X21,WL493,348,35836,348
B10,Sample X22,WL493,348,35304,348
B11,Sample X23,WL493,348,35211,348
B12,Sample X24,WL493,348,36384,348
C01,Sample X25,WL493,348,35487,348
C02,Sample X26,WL493,348,35025,348
C03,Sample X27,WL493,348,35503,348
C04,Sample X28,WL493,348,34288,348
C05,Sample X29,WL493,348,34935,348
C06,Sample X30,WL493,348,35467,348
C07,Sample X31,WL493,348,36074,348
C08,Sample X32,WL493,348,34956,348
C09,Sample X33,WL493,348,34673,348
C10,Sample X34,WL493,348,34682,348
C11,Sample X35,WL493,348,34677,348
C12,Sample X36,WL493,348,35487,348
D01,Sample X37,WL493,348,36068,348
D02,Sample X38,WL493,348,34981,348
D03,Sample X39,WL493,348,35330,348
D04,Sample X40,WL493,348,34933,348
D05,Sample X41,WL493,348,34609,348
D06,Sample X42,WL493,348,34243,348
D07,Sample X43,WL493,348,34806,348
D08,Sample X44,WL493,348,34647,348
D09,Sample X45,WL493,348,37067,348
D10,Sample X46,WL493,348,34840,348
D11,Sample X47,WL493,348,35489,348
D12,Sample X48,WL493,348,35579,348
E01,Sample X49,WL493,348,35757,348
E02,Sample X50,WL493,348,35655,348
E03,Sample X51,WL493,348,34738,348
E04,Sample X52,WL493,348,34546,348
E05,Sample X53,WL493,348,35024,348
E06,Sample X54,WL493,348,35337,348
E07,Sample X55,WL493,348,34834,348
E08,Sample X56,WL493,348,34487,348
E09,Sample X57,WL493,348,36432,348
E10,Sample X58,WL493,348,35118,348
E11,Sample X59,WL493,348,37068,348
E12,Sample X60,WL493,348,35258,348
F01,Sample X61,WL493,348,34844,348
F02,Sample X62,WL493,348,35006,348
F03,Sample X63,WL493,348,34959,348
F04,Sample X64,WL493,348,34732,348
F05,Sample X65,WL493,348,35018,348
F06,Sample X66,WL493,348,34623,348
F07,Sample X67,WL493,348,35072,348
F08,Sample X68,WL493,348,35028,348
F09,Sample X69,WL493,348,36517,348
F10,Sample X70,WL493,348,34600,348
F11,Sample X71,WL493,348,35013,348
F12,Sample X72,WL493,348,36620,348
G01,Sample X73,WL493,348,36713,348
G02,Sample X74,WL493,348,34881,348
G03,Sample X75,WL493,348,35139,348
G04,Sample X76,WL493,348,35131,348
G05,Sample X77,WL493,348,34721,348
G06,Sample X78,WL493,348,35353,348
G07,Sample X79,WL493,348,35397,348
G08,Sample X80,WL493,348,34985,348
G09,Sample X81,WL493,348,34016,348
G10,Sample X82,WL493,348,35855,348
G11,Sample X83,WL493,348,35137,348
G12,Sample X84,WL493,348,35621,348
H01,Sample X85,WL493,348,35713,348
H02,Sample X86,WL493,348,35695,348
H03,Sample X87,WL493,348,35561,348
H04,Sample X88,WL493,348,36870,348
H05,Sample X89,WL493,348,35936,348
H06,Sample X90,WL493,348,35156,348
H07,Sample X91,WL493,348,35028,348
H08,Sample X92,WL493,348,35818,348
H09,Sample X93,WL493,348,34623,348
H10,Sample X94,WL493,348,34870,348
H11,Sample X95,WL493,348,34833,348
H12,Sample X96,WL493,348,35182,348
A01,Sample X1,WL493,354,36994,354
A02,Sample X2,WL493,354,36640,354
A03,Sample X3,WL493,354,36538,354
A04,Sample X4,WL493,354,35620,354
A05,Sample X5,WL493,354,36183,354
A06,Sample X6,WL493,354,35600,354
A07,Sample X7,WL493,354,37196,354
A08,Sample X8,WL493,354,36123,354
A09,Sample X9,WL493,354,35882,354
A10,Sample X10,WL493,354,35559,354
A11,Sample X11,WL493,354,35669,354
A12,Sample X12,WL493,354,36806,354
B01,Sample X13,WL493,354,35958,354
B02,Sample X14,WL493,354,35549,354
B03,Sample X15,WL493,354,35300,354
B04,Sample X16,WL493,354,36069,354
B05,Sample X17,WL493,354,35317,354
B06,Sample X18,WL493,354,35499,354
B07,Sample X19,WL493,354,34733,354
B08,Sample X20,WL493,354,35124,354
B09,Sample X21,WL493,354,35879,354
B10,Sample X22,WL493,354,35699,354
B11,Sample X23,WL493,354,34837,354
B12,Sample X24,WL493,354,36581,354
C01,Sample X25,WL493,354,35455,354
C02,Sample X26,WL493,354,35568,354
C03,Sample X27,WL493,354,35084,354
C04,Sample X28,WL493,354,34608,354
C05,Sample X29,WL493,354,34970,354
C06,Sample X30,WL493,354,35280,354
C07,Sample X31,WL493,354,36423,354
C08,Sample X32,WL493,354,34867,354
C09,Sample X33,WL493,354,34902,354
C10,Sample X34,WL493,354,34738,354
C11,Sample X35,WL493,354,34788,354
C12,Sample X36,WL493,354,35861,354
D01,Sample X37,WL493,354,36048,354
D02,Sample X38,WL493,354,35153,354
D03,Sample X39,WL493,354,35228,354
D04,Sample X40,WL493,354,34806,354
D05,Sample X41,WL493,354,34606,354
D06,Sample X42,WL493,354,34682,354
D07,Sample X43,WL493,354,34752,354
D08,Sample X44,WL493,354,34768,354
D09,Sample X45,WL493,354,37032,354
D10,Sample X46,WL493,354,34904,354
D11,Sample X47,WL493,354,35529,354
D12,Sample X48,WL493,354,35800,354
E01,Sample X49,WL493,354,35892,354
E02,Sample X50,WL493,354,36035,354
E03,Sample X51,WL493,354,34892,354
E04,Sample X52,WL493,354,35319,354
E05,Sample X53,WL493,354,34991,354
E06,Sample X54,WL493,354,35379,354
E07,Sample X55,WL493,354,34604,354
E08,Sample X56,WL493,354,34861,354
E09,Sample X57,WL493,354,36728,354
E10,Sample X58,WL493,354,35203,354
E11,Sample X59,WL493,354,37261,354
E12,Sample X60,WL493,354,35771,354
F01,Sample X61,WL493,354,35061,354
F02,Sample X62,WL493,354,34960,354
F03,Sample X63,WL493,354,35316,354
F04,Sample X64,WL493,354,34825,354
F05,Sample X65,WL493,354,34844,354
F06,Sample X66,WL493,354,35275,354
F07,Sample X67,WL493,354,34841,354
F08,Sample X68,WL493,354,35151,354
F09,Sample X69,WL493,354,36881,354
F10,Sample X70,WL493,354,34585,354
F11,Sample X71,WL493,354,34648,354
F12,Sample X72,WL493,354,36331,354
G01,Sample X73,WL493,354,35736,354
G02,Sample X74,WL493,354,34936,354
G03,Sample X75,WL493,354,35091,354
G04,Sample X76,WL493,354,34992,354
G05,Sample X77,WL493,354,34692,354
G06,Sample X78,WL493,354,35220,354
G07,Sample X79,WL493,354,34588,354
