time,OD,well,OD_blank_normalised,experiment,plate
495,5.253,B11,FALSE,190831,2
510,5.282,B11,FALSE,190831,2
525,5.385,B11,FALSE,190831,2
540,5.411,B11,FALSE,190831,2
555,5.467,B11,FALSE,190831,2
570,5.508,B11,FALSE,190831,2
585,5.564,B11,FALSE,190831,2
600,5.549,B11,FALSE,190831,2
615,5.559,B11,FALSE,190831,2
630,5.547,B11,FALSE,190831,2
645,5.581,B11,FALSE,190831,2
660,5.521,B11,FALSE,190831,2
675,5.564,B11,FALSE,190831,2
690,5.61,B11,FALSE,190831,2
705,5.582,B11,FALSE,190831,2
720,5.599,B11,FALSE,190831,2
735,5.59,B11,FALSE,190831,2
750,5.583,B11,FALSE,190831,2
765,5.56,B11,FALSE,190831,2
780,5.651,B11,FALSE,190831,2
795,5.529,B11,FALSE,190831,2
810,5.529,B11,FALSE,190831,2
825,5.578,B11,FALSE,190831,2
840,5.432,B11,FALSE,190831,2
855,5.526,B11,FALSE,190831,2
870,5.451,B11,FALSE,190831,2
885,5.732,B11,FALSE,190831,2
900,5.454,B11,FALSE,190831,2
915,5.378,B11,FALSE,190831,2
930,5.465,B11,FALSE,190831,2
945,5.441,B11,FALSE,190831,2
960,5.429,B11,FALSE,190831,2
0,0.344,B12,FALSE,190831,2
15,0.329,B12,FALSE,190831,2
30,0.34,B12,FALSE,190831,2
45,0.337,B12,FALSE,190831,2
60,0.339,B12,FALSE,190831,2
75,0.337,B12,FALSE,190831,2
90,0.34,B12,FALSE,190831,2
105,0.344,B12,FALSE,190831,2
120,0.348,B12,FALSE,190831,2
135,0.349,B12,FALSE,190831,2
150,0.361,B12,FALSE,190831,2
165,0.369,B12,FALSE,190831,2
180,0.394,B12,FALSE,190831,2
195,0.427,B12,FALSE,190831,2
210,0.478,B12,FALSE,190831,2
225,0.566,B12,FALSE,190831,2
240,0.665,B12,FALSE,190831,2
255,0.828,B12,FALSE,190831,2
270,1.019,B12,FALSE,190831,2
285,1.3,B12,FALSE,190831,2
300,1.635,B12,FALSE,190831,2
315,2.12,B12,FALSE,190831,2
330,2.679,B12,FALSE,190831,2
345,3.079,B12,FALSE,190831,2
360,3.603,B12,FALSE,190831,2
375,3.991,B12,FALSE,190831,2
390,4.315,B12,FALSE,190831,2
405,4.499,B12,FALSE,190831,2
420,4.772,B12,FALSE,190831,2
435,4.942,B12,FALSE,190831,2
450,5.125,B12,FALSE,190831,2
465,5.233,B12,FALSE,190831,2
480,5.376,B12,FALSE,190831,2
495,5.501,B12,FALSE,190831,2
510,5.616,B12,FALSE,190831,2
525,5.718,B12,FALSE,190831,2
540,5.814,B12,FALSE,190831,2
555,5.89,B12,FALSE,190831,2
570,5.932,B12,FALSE,190831,2
585,6.016,B12,FALSE,190831,2
600,6.029,B12,FALSE,190831,2
615,6.064,B12,FALSE,190831,2
630,6.101,B12,FALSE,190831,2
645,6.097,B12,FALSE,190831,2
660,6.098,B12,FALSE,190831,2
675,6.07,B12,FALSE,190831,2
690,6.06,B12,FALSE,190831,2
705,6.072,B12,FALSE,190831,2
720,6.072,B12,FALSE,190831,2
735,6.074,B12,FALSE,190831,2
750,6.08,B12,FALSE,190831,2
765,6.059,B12,FALSE,190831,2
780,6.065,B12,FALSE,190831,2
795,6.055,B12,FALSE,190831,2
810,6.062,B12,FALSE,190831,2
825,6.086,B12,FALSE,190831,2
840,6.04,B12,FALSE,190831,2
855,6.042,B12,FALSE,190831,2
870,6.031,B12,FALSE,190831,2
885,6.059,B12,FALSE,190831,2
900,6.056,B12,FALSE,190831,2
915,6.04,B12,FALSE,190831,2
930,6.066,B12,FALSE,190831,2
945,6.013,B12,FALSE,190831,2
960,6.045,B12,FALSE,190831,2
0,0.375,C01,FALSE,190831,2
15,0.394,C01,FALSE,190831,2
30,0.363,C01,FALSE,190831,2
45,0.388,C01,FALSE,190831,2
60,0.395,C01,FALSE,190831,2
75,0.382,C01,FALSE,190831,2
90,0.416,C01,FALSE,190831,2
105,0.395,C01,FALSE,190831,2
120,0.43,C01,FALSE,190831,2
135,0.45,C01,FALSE,190831,2
150,0.466,C01,FALSE,190831,2
165,0.518,C01,FALSE,190831,2
180,0.584,C01,FALSE,190831,2
195,0.693,C01,FALSE,190831,2
210,0.836,C01,FALSE,190831,2
225,1.039,C01,FALSE,190831,2
240,1.284,C01,FALSE,190831,2
255,1.679,C01,FALSE,190831,2
270,2.107,C01,FALSE,190831,2
285,2.583,C01,FALSE,190831,2
300,3.037,C01,FALSE,190831,2
315,3.432,C01,FALSE,190831,2
330,3.747,C01,FALSE,190831,2
345,3.796,C01,FALSE,190831,2
360,4.139,C01,FALSE,190831,2
375,4.313,C01,FALSE,190831,2
390,4.505,C01,FALSE,190831,2
405,4.694,C01,FALSE,190831,2
420,4.809,C01,FALSE,190831,2
435,4.895,C01,FALSE,190831,2
450,4.963,C01,FALSE,190831,2
465,5.028,C01,FALSE,190831,2
480,5.139,C01,FALSE,190831,2
495,5.217,C01,FALSE,190831,2
510,5.247,C01,FALSE,190831,2
525,5.316,C01,FALSE,190831,2
540,5.361,C01,FALSE,190831,2
555,5.339,C01,FALSE,190831,2
570,5.377,C01,FALSE,190831,2
585,5.379,C01,FALSE,190831,2
600,5.418,C01,FALSE,190831,2
615,5.401,C01,FALSE,190831,2
630,5.43,C01,FALSE,190831,2
645,5.346,C01,FALSE,190831,2
660,5.337,C01,FALSE,190831,2
675,5.526,C01,FALSE,190831,2
690,5.494,C01,FALSE,190831,2
705,5.373,C01,FALSE,190831,2
720,5.349,C01,FALSE,190831,2
735,5.356,C01,FALSE,190831,2
750,5.391,C01,FALSE,190831,2
765,5.473,C01,FALSE,190831,2
780,5.328,C01,FALSE,190831,2
795,5.303,C01,FALSE,190831,2
810,5.299,C01,FALSE,190831,2
825,5.361,C01,FALSE,190831,2
840,5.275,C01,FALSE,190831,2
855,5.22,C01,FALSE,190831,2
870,5.446,C01,FALSE,190831,2
885,5.173,C01,FALSE,190831,2
900,5.285,C01,FALSE,190831,2
915,5.118,C01,FALSE,190831,2
930,5.124,C01,FALSE,190831,2
945,5.151,C01,FALSE,190831,2
960,5.159,C01,FALSE,190831,2
0,0.328,C02,FALSE,190831,2
15,0.325,C02,FALSE,190831,2
30,0.334,C02,FALSE,190831,2
45,0.336,C02,FALSE,190831,2
60,0.336,C02,FALSE,190831,2
75,0.332,C02,FALSE,190831,2
90,0.335,C02,FALSE,190831,2
105,0.345,C02,FALSE,190831,2
120,0.34,C02,FALSE,190831,2
135,0.346,C02,FALSE,190831,2
150,0.351,C02,FALSE,190831,2
165,0.353,C02,FALSE,190831,2
180,0.366,C02,FALSE,190831,2
195,0.378,C02,FALSE,190831,2
210,0.424,C02,FALSE,190831,2
225,0.473,C02,FALSE,190831,2
240,0.52,C02,FALSE,190831,2
255,0.652,C02,FALSE,190831,2
270,0.811,C02,FALSE,190831,2
285,1.078,C02,FALSE,190831,2
300,1.405,C02,FALSE,190831,2
315,1.916,C02,FALSE,190831,2
330,2.409,C02,FALSE,190831,2
345,2.666,C02,FALSE,190831,2
360,3.461,C02,FALSE,190831,2
375,3.895,C02,FALSE,190831,2
390,4.244,C02,FALSE,190831,2
405,4.501,C02,FALSE,190831,2
420,4.736,C02,FALSE,190831,2
435,4.888,C02,FALSE,190831,2
450,5.065,C02,FALSE,190831,2
465,5.229,C02,FALSE,190831,2
480,5.399,C02,FALSE,190831,2
495,5.543,C02,FALSE,190831,2
510,5.667,C02,FALSE,190831,2
525,5.788,C02,FALSE,190831,2
540,5.905,C02,FALSE,190831,2
555,6.017,C02,FALSE,190831,2
570,6.079,C02,FALSE,190831,2
585,6.157,C02,FALSE,190831,2
600,6.24,C02,FALSE,190831,2
615,6.287,C02,FALSE,190831,2
630,6.365,C02,FALSE,190831,2
645,6.423,C02,FALSE,190831,2
660,6.465,C02,FALSE,190831,2
675,6.52,C02,FALSE,190831,2
690,6.568,C02,FALSE,190831,2
705,6.642,C02,FALSE,190831,2
720,6.691,C02,FALSE,190831,2
735,6.705,C02,FALSE,190831,2
750,6.772,C02,FALSE,190831,2
765,6.825,C02,FALSE,190831,2
780,6.884,C02,FALSE,190831,2
795,6.907,C02,FALSE,190831,2
810,6.977,C02,FALSE,190831,2
825,7.02,C02,FALSE,190831,2
840,7.052,C02,FALSE,190831,2
855,7.11,C02,FALSE,190831,2
870,7.149,C02,FALSE,190831,2
885,7.24,C02,FALSE,190831,2
900,7.294,C02,FALSE,190831,2
915,7.273,C02,FALSE,190831,2
930,7.329,C02,FALSE,190831,2
945,7.332,C02,FALSE,190831,2
960,7.409,C02,FALSE,190831,2
0,0.33,C03,FALSE,190831,2
15,0.324,C03,FALSE,190831,2
30,0.335,C03,FALSE,190831,2
45,0.33,C03,FALSE,190831,2
60,0.328,C03,FALSE,190831,2
75,0.329,C03,FALSE,190831,2
90,0.33,C03,FALSE,190831,2
105,0.334,C03,FALSE,190831,2
120,0.337,C03,FALSE,190831,2
135,0.341,C03,FALSE,190831,2
150,0.346,C03,FALSE,190831,2
165,0.347,C03,FALSE,190831,2
180,0.361,C03,FALSE,190831,2
195,0.386,C03,FALSE,190831,2
210,0.421,C03,FALSE,190831,2
225,0.469,C03,FALSE,190831,2
240,0.533,C03,FALSE,190831,2
255,0.667,C03,FALSE,190831,2
270,0.845,C03,FALSE,190831,2
285,1.124,C03,FALSE,190831,2
300,1.419,C03,FALSE,190831,2
315,1.866,C03,FALSE,190831,2
330,2.408,C03,FALSE,190831,2
345,2.579,C03,FALSE,190831,2
360,3.313,C03,FALSE,190831,2
375,3.618,C03,FALSE,190831,2
390,3.903,C03,FALSE,190831,2
405,4.125,C03,FALSE,190831,2
420,4.318,C03,FALSE,190831,2
435,4.452,C03,FALSE,190831,2
450,4.6,C03,FALSE,190831,2
465,4.73,C03,FALSE,190831,2
480,4.867,C03,FALSE,190831,2
495,4.955,C03,FALSE,190831,2
510,5.044,C03,FALSE,190831,2
525,5.146,C03,FALSE,190831,2
540,5.23,C03,FALSE,190831,2
555,5.299,C03,FALSE,190831,2
570,5.359,C03,FALSE,190831,2
585,5.451,C03,FALSE,190831,2
600,5.496,C03,FALSE,190831,2
615,5.543,C03,FALSE,190831,2
630,5.591,C03,FALSE,190831,2
645,5.641,C03,FALSE,190831,2
660,5.675,C03,FALSE,190831,2
675,5.686,C03,FALSE,190831,2
690,5.709,C03,FALSE,190831,2
705,5.738,C03,FALSE,190831,2
720,5.767,C03,FALSE,190831,2
735,5.954,C03,FALSE,190831,2
750,5.755,C03,FALSE,190831,2
765,5.937,C03,FALSE,190831,2
780,5.82,C03,FALSE,190831,2
795,5.869,C03,FALSE,190831,2
810,5.848,C03,FALSE,190831,2
825,5.88,C03,FALSE,190831,2
840,5.91,C03,FALSE,190831,2
855,5.971,C03,FALSE,190831,2
870,5.905,C03,FALSE,190831,2
885,5.934,C03,FALSE,190831,2
900,5.936,C03,FALSE,190831,2
915,5.929,C03,FALSE,190831,2
930,6.046,C03,FALSE,190831,2
945,6.03,C03,FALSE,190831,2
960,6.088,C03,FALSE,190831,2
0,0.34,C04,FALSE,190831,2
15,0.327,C04,FALSE,190831,2
30,0.334,C04,FALSE,190831,2
45,0.337,C04,FALSE,190831,2
60,0.342,C04,FALSE,190831,2
75,0.345,C04,FALSE,190831,2
90,0.354,C04,FALSE,190831,2
105,0.369,C04,FALSE,190831,2
120,0.372,C04,FALSE,190831,2
135,0.391,C04,FALSE,190831,2
150,0.416,C04,FALSE,190831,2
165,0.457,C04,FALSE,190831,2
180,0.535,C04,FALSE,190831,2
195,0.652,C04,FALSE,190831,2
210,0.832,C04,FALSE,190831,2
225,1.035,C04,FALSE,190831,2
240,1.28,C04,FALSE,190831,2
255,1.651,C04,FALSE,190831,2
270,2.128,C04,FALSE,190831,2
285,2.636,C04,FALSE,190831,2
300,3.074,C04,FALSE,190831,2
315,3.441,C04,FALSE,190831,2
330,3.755,C04,FALSE,190831,2
345,3.746,C04,FALSE,190831,2
360,4.183,C04,FALSE,190831,2
375,4.381,C04,FALSE,190831,2
390,4.536,C04,FALSE,190831,2
405,4.651,C04,FALSE,190831,2
420,4.843,C04,FALSE,190831,2
435,4.929,C04,FALSE,190831,2
450,5.045,C04,FALSE,190831,2
465,5.129,C04,FALSE,190831,2
480,5.211,C04,FALSE,190831,2
495,5.281,C04,FALSE,190831,2
510,5.361,C04,FALSE,190831,2
525,5.449,C04,FALSE,190831,2
540,5.529,C04,FALSE,190831,2
555,5.608,C04,FALSE,190831,2
570,5.673,C04,FALSE,190831,2
585,5.742,C04,FALSE,190831,2
600,5.794,C04,FALSE,190831,2
615,5.827,C04,FALSE,190831,2
630,5.871,C04,FALSE,190831,2
645,5.939,C04,FALSE,190831,2
660,5.971,C04,FALSE,190831,2
675,5.999,C04,FALSE,190831,2
690,6.035,C04,FALSE,190831,2
705,6.066,C04,FALSE,190831,2
720,6.119,C04,FALSE,190831,2
735,6.138,C04,FALSE,190831,2
750,6.164,C04,FALSE,190831,2
765,6.177,C04,FALSE,190831,2
780,6.203,C04,FALSE,190831,2
795,6.203,C04,FALSE,190831,2
810,6.241,C04,FALSE,190831,2
825,6.257,C04,FALSE,190831,2
840,6.27,C04,FALSE,190831,2
855,6.289,C04,FALSE,190831,2
870,6.293,C04,FALSE,190831,2
885,6.308,C04,FALSE,190831,2
900,6.334,C04,FALSE,190831,2
915,6.314,C04,FALSE,190831,2
930,6.309,C04,FALSE,190831,2
945,6.295,C04,FALSE,190831,2
960,6.333,C04,FALSE,190831,2
0,0.33,C05,FALSE,190831,2
15,0.333,C05,FALSE,190831,2
30,0.347,C05,FALSE,190831,2
45,0.344,C05,FALSE,190831,2
60,0.342,C05,FALSE,190831,2
75,0.345,C05,FALSE,190831,2
90,0.348,C05,FALSE,190831,2
105,0.35,C05,FALSE,190831,2
120,0.351,C05,FALSE,190831,2
135,0.352,C05,FALSE,190831,2
150,0.36,C05,FALSE,190831,2
165,0.364,C05,FALSE,190831,2
180,0.375,C05,FALSE,190831,2
195,0.397,C05,FALSE,190831,2
210,0.418,C05,FALSE,190831,2
225,0.459,C05,FALSE,190831,2
240,0.511,C05,FALSE,190831,2
255,0.6,C05,FALSE,190831,2
270,0.728,C05,FALSE,190831,2
285,0.935,C05,FALSE,190831,2
300,1.165,C05,FALSE,190831,2
315,1.513,C05,FALSE,190831,2
330,1.955,C05,FALSE,190831,2
345,2.151,C05,FALSE,190831,2
360,2.985,C05,FALSE,190831,2
375,3.446,C05,FALSE,190831,2
390,3.742,C05,FALSE,190831,2
405,4.001,C05,FALSE,190831,2
420,4.268,C05,FALSE,190831,2
435,4.461,C05,FALSE,190831,2
450,4.657,C05,FALSE,190831,2
465,4.789,C05,FALSE,190831,2
480,4.949,C05,FALSE,190831,2
495,5.026,C05,FALSE,190831,2
510,5.086,C05,FALSE,190831,2
525,5.146,C05,FALSE,190831,2
540,5.214,C05,FALSE,190831,2
555,5.294,C05,FALSE,190831,2
570,5.32,C05,FALSE,190831,2
585,5.4,C05,FALSE,190831,2
600,5.423,C05,FALSE,190831,2
615,5.427,C05,FALSE,190831,2
630,5.469,C05,FALSE,190831,2
645,5.451,C05,FALSE,190831,2
660,5.524,C05,FALSE,190831,2
675,5.542,C05,FALSE,190831,2
690,5.607,C05,FALSE,190831,2
705,5.638,C05,FALSE,190831,2
720,5.776,C05,FALSE,190831,2
735,5.673,C05,FALSE,190831,2
750,5.699,C05,FALSE,190831,2
765,5.806,C05,FALSE,190831,2
780,5.745,C05,FALSE,190831,2
795,5.894,C05,FALSE,190831,2
810,5.795,C05,FALSE,190831,2
825,5.801,C05,FALSE,190831,2
840,5.736,C05,FALSE,190831,2
855,5.948,C05,FALSE,190831,2
870,5.791,C05,FALSE,190831,2
885,5.817,C05,FALSE,190831,2
900,5.846,C05,FALSE,190831,2
915,5.795,C05,FALSE,190831,2
930,5.79,C05,FALSE,190831,2
945,6.076,C05,FALSE,190831,2
960,5.883,C05,FALSE,190831,2
0,0.349,C06,FALSE,190831,2
15,0.331,C06,FALSE,190831,2
30,0.333,C06,FALSE,190831,2
45,0.334,C06,FALSE,190831,2
60,0.329,C06,FALSE,190831,2
75,0.334,C06,FALSE,190831,2
90,0.33,C06,FALSE,190831,2
105,0.339,C06,FALSE,190831,2
120,0.341,C06,FALSE,190831,2
135,0.346,C06,FALSE,190831,2
150,0.353,C06,FALSE,190831,2
165,0.36,C06,FALSE,190831,2
180,0.382,C06,FALSE,190831,2
195,0.412,C06,FALSE,190831,2
210,0.453,C06,FALSE,190831,2
225,0.512,C06,FALSE,190831,2
240,0.607,C06,FALSE,190831,2
255,0.761,C06,FALSE,190831,2
270,0.988,C06,FALSE,190831,2
285,1.254,C06,FALSE,190831,2
300,1.593,C06,FALSE,190831,2
315,1.967,C06,FALSE,190831,2
330,4.294,C06,FALSE,190831,2
345,3.113,C06,FALSE,190831,2
360,3.539,C06,FALSE,190831,2
375,3.909,C06,FALSE,190831,2
390,4.135,C06,FALSE,190831,2
405,4.373,C06,FALSE,190831,2
420,4.682,C06,FALSE,190831,2
435,4.875,C06,FALSE,190831,2
450,5.059,C06,FALSE,190831,2
465,5.216,C06,FALSE,190831,2
480,5.364,C06,FALSE,190831,2
495,5.47,C06,FALSE,190831,2
510,5.572,C06,FALSE,190831,2
525,5.698,C06,FALSE,190831,2
540,5.784,C06,FALSE,190831,2
555,5.875,C06,FALSE,190831,2
570,5.918,C06,FALSE,190831,2
585,5.999,C06,FALSE,190831,2
600,6.081,C06,FALSE,190831,2
615,6.111,C06,FALSE,190831,2
630,6.169,C06,FALSE,190831,2
645,6.226,C06,FALSE,190831,2
660,6.258,C06,FALSE,190831,2
675,6.292,C06,FALSE,190831,2
690,6.315,C06,FALSE,190831,2
705,6.346,C06,FALSE,190831,2
720,6.366,C06,FALSE,190831,2
735,6.396,C06,FALSE,190831,2
750,6.403,C06,FALSE,190831,2
765,6.411,C06,FALSE,190831,2
780,6.432,C06,FALSE,190831,2
795,6.453,C06,FALSE,190831,2
810,6.456,C06,FALSE,190831,2
825,6.497,C06,FALSE,190831,2
840,6.498,C06,FALSE,190831,2
855,6.519,C06,FALSE,190831,2
870,6.515,C06,FALSE,190831,2
885,6.551,C06,FALSE,190831,2
900,6.57,C06,FALSE,190831,2
915,6.547,C06,FALSE,190831,2
930,6.57,C06,FALSE,190831,2
945,6.551,C06,FALSE,190831,2
960,6.615,C06,FALSE,190831,2
0,0.328,C07,FALSE,190831,2
15,0.325,C07,FALSE,190831,2
30,0.329,C07,FALSE,190831,2
45,0.331,C07,FALSE,190831,2
60,0.331,C07,FALSE,190831,2
75,0.335,C07,FALSE,190831,2
90,0.334,C07,FALSE,190831,2
105,0.336,C07,FALSE,190831,2
120,0.328,C07,FALSE,190831,2
135,0.34,C07,FALSE,190831,2
150,0.349,C07,FALSE,190831,2
165,0.327,C07,FALSE,190831,2
180,0.333,C07,FALSE,190831,2
195,0.337,C07,FALSE,190831,2
210,0.343,C07,FALSE,190831,2
225,0.352,C07,FALSE,190831,2
240,0.371,C07,FALSE,190831,2
255,0.395,C07,FALSE,190831,2
270,0.436,C07,FALSE,190831,2
285,0.507,C07,FALSE,190831,2
300,0.615,C07,FALSE,190831,2
315,0.761,C07,FALSE,190831,2
330,0.977,C07,FALSE,190831,2
345,1.135,C07,FALSE,190831,2
360,1.596,C07,FALSE,190831,2
375,2.036,C07,FALSE,190831,2
390,2.534,C07,FALSE,190831,2
405,3.14,C07,FALSE,190831,2
420,3.597,C07,FALSE,190831,2
435,3.983,C07,FALSE,190831,2
450,4.35,C07,FALSE,190831,2
465,4.588,C07,FALSE,190831,2
480,4.855,C07,FALSE,190831,2
495,5.035,C07,FALSE,190831,2
510,5.165,C07,FALSE,190831,2
525,5.329,C07,FALSE,190831,2
540,5.481,C07,FALSE,190831,2
555,5.588,C07,FALSE,190831,2
570,5.666,C07,FALSE,190831,2
585,5.787,C07,FALSE,190831,2
600,5.873,C07,FALSE,190831,2
615,5.958,C07,FALSE,190831,2
630,6.026,C07,FALSE,190831,2
645,6.072,C07,FALSE,190831,2
660,6.101,C07,FALSE,190831,2
675,6.122,C07,FALSE,190831,2
690,6.162,C07,FALSE,190831,2
705,6.328,C07,FALSE,190831,2
720,6.377,C07,FALSE,190831,2
735,6.433,C07,FALSE,190831,2
750,6.469,C07,FALSE,190831,2
765,6.519,C07,FALSE,190831,2
780,6.523,C07,FALSE,190831,2
795,6.566,C07,FALSE,190831,2
810,6.623,C07,FALSE,190831,2
825,6.645,C07,FALSE,190831,2
840,6.666,C07,FALSE,190831,2
855,6.695,C07,FALSE,190831,2
870,6.668,C07,FALSE,190831,2
885,6.741,C07,FALSE,190831,2
900,6.772,C07,FALSE,190831,2
915,6.727,C07,FALSE,190831,2
930,6.751,C07,FALSE,190831,2
945,6.731,C07,FALSE,190831,2
960,6.772,C07,FALSE,190831,2
0,0.36,C08,FALSE,190831,2
15,0.348,C08,FALSE,190831,2
30,0.353,C08,FALSE,190831,2
45,0.357,C08,FALSE,190831,2
60,0.368,C08,FALSE,190831,2
75,0.367,C08,FALSE,190831,2
90,0.384,C08,FALSE,190831,2
105,0.393,C08,FALSE,190831,2
120,0.427,C08,FALSE,190831,2
135,0.435,C08,FALSE,190831,2
150,0.461,C08,FALSE,190831,2
165,0.506,C08,FALSE,190831,2
180,0.593,C08,FALSE,190831,2
195,0.739,C08,FALSE,190831,2
210,0.953,C08,FALSE,190831,2
225,1.252,C08,FALSE,190831,2
240,1.664,C08,FALSE,190831,2
255,2.154,C08,FALSE,190831,2
270,2.702,C08,FALSE,190831,2
285,3.223,C08,FALSE,190831,2
300,3.549,C08,FALSE,190831,2
315,3.879,C08,FALSE,190831,2
330,4.085,C08,FALSE,190831,2
345,4.095,C08,FALSE,190831,2
360,4.557,C08,FALSE,190831,2
375,4.78,C08,FALSE,190831,2
390,4.94,C08,FALSE,190831,2
405,5.026,C08,FALSE,190831,2
420,5.268,C08,FALSE,190831,2
435,5.391,C08,FALSE,190831,2
450,5.542,C08,FALSE,190831,2
465,5.613,C08,FALSE,190831,2
480,5.741,C08,FALSE,190831,2
495,5.836,C08,FALSE,190831,2
510,5.877,C08,FALSE,190831,2
525,5.985,C08,FALSE,190831,2
540,6.072,C08,FALSE,190831,2
555,6.13,C08,FALSE,190831,2
570,6.172,C08,FALSE,190831,2
585,6.24,C08,FALSE,190831,2
600,6.295,C08,FALSE,190831,2
615,6.316,C08,FALSE,190831,2
630,6.354,C08,FALSE,190831,2
645,6.369,C08,FALSE,190831,2
660,6.403,C08,FALSE,190831,2
675,6.402,C08,FALSE,190831,2
690,6.421,C08,FALSE,190831,2
705,6.465,C08,FALSE,190831,2
720,6.498,C08,FALSE,190831,2
735,6.548,C08,FALSE,190831,2
750,6.514,C08,FALSE,190831,2
765,6.524,C08,FALSE,190831,2
780,6.537,C08,FALSE,190831,2
795,6.543,C08,FALSE,190831,2
810,6.52,C08,FALSE,190831,2
825,6.535,C08,FALSE,190831,2
840,6.526,C08,FALSE,190831,2
855,6.526,C08,FALSE,190831,2
870,6.453,C08,FALSE,190831,2
885,6.51,C08,FALSE,190831,2
900,6.526,C08,FALSE,190831,2
915,6.494,C08,FALSE,190831,2
930,6.468,C08,FALSE,190831,2
945,6.393,C08,FALSE,190831,2
960,6.412,C08,FALSE,190831,2
0,0.34,C09,FALSE,190831,2
15,0.335,C09,FALSE,190831,2
30,0.338,C09,FALSE,190831,2
45,0.343,C09,FALSE,190831,2
60,0.348,C09,FALSE,190831,2
75,0.35,C09,FALSE,190831,2
90,0.35,C09,FALSE,190831,2
105,0.355,C09,FALSE,190831,2
120,0.36,C09,FALSE,190831,2
135,0.369,C09,FALSE,190831,2
150,0.384,C09,FALSE,190831,2
165,0.396,C09,FALSE,190831,2
180,0.427,C09,FALSE,190831,2
195,0.478,C09,FALSE,190831,2
210,0.559,C09,FALSE,190831,2
225,0.693,C09,FALSE,190831,2
240,0.899,C09,FALSE,190831,2
255,1.19,C09,FALSE,190831,2
270,1.581,C09,FALSE,190831,2
285,2.067,C09,FALSE,190831,2
300,2.62,C09,FALSE,190831,2
315,3.169,C09,FALSE,190831,2
330,3.547,C09,FALSE,190831,2
345,3.619,C09,FALSE,190831,2
360,4.108,C09,FALSE,190831,2
375,4.314,C09,FALSE,190831,2
390,4.537,C09,FALSE,190831,2
405,4.679,C09,FALSE,190831,2
420,4.976,C09,FALSE,190831,2
435,5.138,C09,FALSE,190831,2
450,5.282,C09,FALSE,190831,2
465,5.387,C09,FALSE,190831,2
480,5.546,C09,FALSE,190831,2
495,5.638,C09,FALSE,190831,2
510,5.722,C09,FALSE,190831,2
525,5.834,C09,FALSE,190831,2
540,5.934,C09,FALSE,190831,2
555,6.008,C09,FALSE,190831,2
570,6.075,C09,FALSE,190831,2
585,6.157,C09,FALSE,190831,2
600,6.206,C09,FALSE,190831,2
615,6.257,C09,FALSE,190831,2
630,6.305,C09,FALSE,190831,2
645,6.335,C09,FALSE,190831,2
660,6.37,C09,FALSE,190831,2
675,6.383,C09,FALSE,190831,2
690,6.408,C09,FALSE,190831,2
705,6.475,C09,FALSE,190831,2
720,6.52,C09,FALSE,190831,2
735,6.521,C09,FALSE,190831,2
750,6.547,C09,FALSE,190831,2
765,6.577,C09,FALSE,190831,2
780,6.597,C09,FALSE,190831,2
795,6.64,C09,FALSE,190831,2
810,6.662,C09,FALSE,190831,2
825,6.718,C09,FALSE,190831,2
840,6.736,C09,FALSE,190831,2
855,6.77,C09,FALSE,190831,2
870,6.785,C09,FALSE,190831,2
885,6.875,C09,FALSE,190831,2
900,6.902,C09,FALSE,190831,2
915,6.896,C09,FALSE,190831,2
930,6.979,C09,FALSE,190831,2
945,6.919,C09,FALSE,190831,2
960,6.992,C09,FALSE,190831,2
0,0.324,C10,FALSE,190831,2
15,0.334,C10,FALSE,190831,2
30,0.336,C10,FALSE,190831,2
45,0.336,C10,FALSE,190831,2
60,0.337,C10,FALSE,190831,2
75,0.335,C10,FALSE,190831,2
90,0.338,C10,FALSE,190831,2
105,0.337,C10,FALSE,190831,2
120,0.336,C10,FALSE,190831,2
135,0.336,C10,FALSE,190831,2
150,0.338,C10,FALSE,190831,2
165,0.338,C10,FALSE,190831,2
180,0.338,C10,FALSE,190831,2
195,0.34,C10,FALSE,190831,2
210,0.34,C10,FALSE,190831,2
225,0.342,C10,FALSE,190831,2
240,0.334,C10,FALSE,190831,2
255,0.348,C10,FALSE,190831,2
270,0.352,C10,FALSE,190831,2
285,0.36,C10,FALSE,190831,2
300,0.368,C10,FALSE,190831,2
315,0.383,C10,FALSE,190831,2
330,0.405,C10,FALSE,190831,2
345,0.409,C10,FALSE,190831,2
360,0.46,C10,FALSE,190831,2
375,0.496,C10,FALSE,190831,2
390,0.56,C10,FALSE,190831,2
405,0.616,C10,FALSE,190831,2
420,0.737,C10,FALSE,190831,2
435,0.853,C10,FALSE,190831,2
450,1.004,C10,FALSE,190831,2
465,1.202,C10,FALSE,190831,2
480,1.464,C10,FALSE,190831,2
495,1.734,C10,FALSE,190831,2
510,2.064,C10,FALSE,190831,2
525,2.402,C10,FALSE,190831,2
540,2.747,C10,FALSE,190831,2
555,3.142,C10,FALSE,190831,2
570,3.448,C10,FALSE,190831,2
585,3.653,C10,FALSE,190831,2
600,3.831,C10,FALSE,190831,2
615,4.001,C10,FALSE,190831,2
630,4.183,C10,FALSE,190831,2
645,4.374,C10,FALSE,190831,2
660,4.576,C10,FALSE,190831,2
675,4.751,C10,FALSE,190831,2
690,4.925,C10,FALSE,190831,2
705,5.111,C10,FALSE,190831,2
720,5.254,C10,FALSE,190831,2
735,5.419,C10,FALSE,190831,2
750,5.552,C10,FALSE,190831,2
765,5.673,C10,FALSE,190831,2
780,5.8,C10,FALSE,190831,2
