well,sample.x,wave_length,time,f_signal,timepoint,well_row,well_col,sample.y,f_signal_endpoint_493,f_signal_endpoint_535,total_cell_death,zero_cell_death,pct_death,sample_id,replicate,plate_number,exp
B04,Sample X16,WL535,708,25030,708,B,04,Sample X16,29358,25465,33260,21304,0.3116426898628304,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1080,24832,1080,B,04,Sample X16,29358,25465,33260,21304,0.29508196721311475,BPH2740,1,2,exp190909
B04,Sample X16,WL535,822,24895,822,B,04,Sample X16,29358,25465,33260,21304,0.3003512880562061,BPH2740,1,2,exp190909
B04,Sample X16,WL535,498,25035,498,B,04,Sample X16,29358,25465,33260,21304,0.3120608899297424,BPH2740,1,2,exp190909
B04,Sample X16,WL535,126,24591,126,B,04,Sample X16,29358,25465,33260,21304,0.27492472398795587,BPH2740,1,2,exp190909
B04,Sample X16,WL535,936,25007,936,B,04,Sample X16,29358,25465,33260,21304,0.30971896955503514,BPH2740,1,2,exp190909
B04,Sample X16,WL535,354,24707,354,B,04,Sample X16,29358,25465,33260,21304,0.28462696554031447,BPH2740,1,2,exp190909
B04,Sample X16,WL535,516,24750,516,B,04,Sample X16,29358,25465,33260,21304,0.28822348611575777,BPH2740,1,2,exp190909
B04,Sample X16,WL535,840,24981,840,B,04,Sample X16,29358,25465,33260,21304,0.3075443292070927,BPH2740,1,2,exp190909
B04,Sample X16,WL535,468,24906,468,B,04,Sample X16,29358,25465,33260,21304,0.3012713282034125,BPH2740,1,2,exp190909
B04,Sample X16,WL535,210,24431,210,B,04,Sample X16,29358,25465,33260,21304,0.2615423218467715,BPH2740,1,2,exp190909
B04,Sample X16,WL535,954,24835,954,B,04,Sample X16,29358,25465,33260,21304,0.29533288725326196,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1068,25084,1068,B,04,Sample X16,29358,25465,33260,21304,0.3161592505854801,BPH2740,1,2,exp190909
B04,Sample X16,WL535,648,25044,648,B,04,Sample X16,29358,25465,33260,21304,0.312813650050184,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1182,24995,1182,B,04,Sample X16,29358,25465,33260,21304,0.3087152893944463,BPH2740,1,2,exp190909
B04,Sample X16,WL535,762,24979,762,B,04,Sample X16,29358,25465,33260,21304,0.3073770491803279,BPH2740,1,2,exp190909
B04,Sample X16,WL535,924,24872,924,B,04,Sample X16,29358,25465,33260,21304,0.29842756774841084,BPH2740,1,2,exp190909
B04,Sample X16,WL535,504,25047,504,B,04,Sample X16,29358,25465,33260,21304,0.31306457009033123,BPH2740,1,2,exp190909
B04,Sample X16,WL535,180,24470,180,B,04,Sample X16,29358,25465,33260,21304,0.2648042823686852,BPH2740,1,2,exp190909
B04,Sample X16,WL535,294,24845,294,B,04,Sample X16,29358,25465,33260,21304,0.296169287387086,BPH2740,1,2,exp190909
B04,Sample X16,WL535,246,23311,246,B,04,Sample X16,29358,25465,33260,21304,0.1678655068584811,BPH2740,1,2,exp190909
B04,Sample X16,WL535,360,23982,360,B,04,Sample X16,29358,25465,33260,21304,0.22398795583807293,BPH2740,1,2,exp190909
B04,Sample X16,WL535,522,24671,522,B,04,Sample X16,29358,25465,33260,21304,0.281615925058548,BPH2740,1,2,exp190909
B04,Sample X16,WL535,474,24455,474,B,04,Sample X16,29358,25465,33260,21304,0.26354968216794916,BPH2740,1,2,exp190909
B04,Sample X16,WL535,264,23569,264,B,04,Sample X16,29358,25465,33260,21304,0.18944463031114084,BPH2740,1,2,exp190909
B04,Sample X16,WL535,588,24628,588,B,04,Sample X16,29358,25465,33260,21304,0.2780194044831047,BPH2740,1,2,exp190909
B04,Sample X16,WL535,378,24893,378,B,04,Sample X16,29358,25465,33260,21304,0.3001840080294413,BPH2740,1,2,exp190909
B04,Sample X16,WL535,864,24907,864,B,04,Sample X16,29358,25465,33260,21304,0.3013549682167949,BPH2740,1,2,exp190909
B04,Sample X16,WL535,120,25177,120,B,04,Sample X16,29358,25465,33260,21304,0.3239377718300435,BPH2740,1,2,exp190909
B04,Sample X16,WL535,816,24990,816,B,04,Sample X16,29358,25465,33260,21304,0.3082970893275343,BPH2740,1,2,exp190909
B04,Sample X16,WL535,606,25242,606,B,04,Sample X16,29358,25465,33260,21304,0.3293743726998996,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1092,25101,1092,B,04,Sample X16,29358,25465,33260,21304,0.31758113081298095,BPH2740,1,2,exp190909
B04,Sample X16,WL535,834,25262,834,B,04,Sample X16,29358,25465,33260,21304,0.33104717296754765,BPH2740,1,2,exp190909
B04,Sample X16,WL535,414,24394,414,B,04,Sample X16,29358,25465,33260,21304,0.2584476413516226,BPH2740,1,2,exp190909
B04,Sample X16,WL535,90,25517,90,B,04,Sample X16,29358,25465,33260,21304,0.3523753763800602,BPH2740,1,2,exp190909
B04,Sample X16,WL535,690,24930,690,B,04,Sample X16,29358,25465,33260,21304,0.30327868852459017,BPH2740,1,2,exp190909
B04,Sample X16,WL535,204,24883,204,B,04,Sample X16,29358,25465,33260,21304,0.29934760789561726,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1176,24874,1176,B,04,Sample X16,29358,25465,33260,21304,0.29859484777517564,BPH2740,1,2,exp190909
B04,Sample X16,WL535,222,24380,222,B,04,Sample X16,29358,25465,33260,21304,0.257276681164269,BPH2740,1,2,exp190909
B04,Sample X16,WL535,60,24626,60,B,04,Sample X16,29358,25465,33260,21304,0.2778521244563399,BPH2740,1,2,exp190909
B04,Sample X16,WL535,870,24925,870,B,04,Sample X16,29358,25465,33260,21304,0.30286048845767816,BPH2740,1,2,exp190909
B04,Sample X16,WL535,546,24811,546,B,04,Sample X16,29358,25465,33260,21304,0.2933255269320843,BPH2740,1,2,exp190909
B04,Sample X16,WL535,288,23707,288,B,04,Sample X16,29358,25465,33260,21304,0.20098695215791235,BPH2740,1,2,exp190909
B04,Sample X16,WL535,240,23531,240,B,04,Sample X16,29358,25465,33260,21304,0.18626630980260958,BPH2740,1,2,exp190909
B04,Sample X16,WL535,612,25079,612,B,04,Sample X16,29358,25465,33260,21304,0.3157410505185681,BPH2740,1,2,exp190909
B04,Sample X16,WL535,726,24587,726,B,04,Sample X16,29358,25465,33260,21304,0.27459016393442626,BPH2740,1,2,exp190909
B04,Sample X16,WL535,888,24575,888,B,04,Sample X16,29358,25465,33260,21304,0.27358648377383743,BPH2740,1,2,exp190909
B04,Sample X16,WL535,630,24844,630,B,04,Sample X16,29358,25465,33260,21304,0.2960856473737036,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1002,25162,1002,B,04,Sample X16,29358,25465,33260,21304,0.3226831716293075,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1116,25377,1116,B,04,Sample X16,29358,25465,33260,21304,0.3406657745065239,BPH2740,1,2,exp190909
B04,Sample X16,WL535,744,25134,744,B,04,Sample X16,29358,25465,33260,21304,0.3203412512546002,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1230,24830,1230,B,04,Sample X16,29358,25465,33260,21304,0.29491468718634994,BPH2740,1,2,exp190909
B04,Sample X16,WL535,810,25153,810,B,04,Sample X16,29358,25465,33260,21304,0.32193041150886587,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1020,25073,1020,B,04,Sample X16,29358,25465,33260,21304,0.3152392104382737,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1134,24968,1134,B,04,Sample X16,29358,25465,33260,21304,0.30645700903312145,BPH2740,1,2,exp190909
B04,Sample X16,WL535,876,24479,876,B,04,Sample X16,29358,25465,33260,21304,0.2655570424891268,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1200,24940,1200,B,04,Sample X16,29358,25465,33260,21304,0.3041150886584142,BPH2740,1,2,exp190909
B04,Sample X16,WL535,456,25014,456,B,04,Sample X16,29358,25465,33260,21304,0.31030444964871196,BPH2740,1,2,exp190909
B04,Sample X16,WL535,942,24996,942,B,04,Sample X16,29358,25465,33260,21304,0.3087989294078287,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1056,25296,1056,B,04,Sample X16,29358,25465,33260,21304,0.33389093342254933,BPH2740,1,2,exp190909
B04,Sample X16,WL535,570,25057,570,B,04,Sample X16,29358,25465,33260,21304,0.31390097022415525,BPH2740,1,2,exp190909
B04,Sample X16,WL535,312,24614,312,B,04,Sample X16,29358,25465,33260,21304,0.27684844429575106,BPH2740,1,2,exp190909
B04,Sample X16,WL535,426,24201,426,B,04,Sample X16,29358,25465,33260,21304,0.242305118768819,BPH2740,1,2,exp190909
B04,Sample X16,WL535,798,25389,798,B,04,Sample X16,29358,25465,33260,21304,0.34166945466711274,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1026,24723,1026,B,04,Sample X16,29358,25465,33260,21304,0.2859652057544329,BPH2740,1,2,exp190909
B04,Sample X16,WL535,912,25208,912,B,04,Sample X16,29358,25465,33260,21304,0.32653061224489793,BPH2740,1,2,exp190909
B04,Sample X16,WL535,654,25160,654,B,04,Sample X16,29358,25465,33260,21304,0.3225158916025427,BPH2740,1,2,exp190909
B04,Sample X16,WL535,978,25176,978,B,04,Sample X16,29358,25465,33260,21304,0.3238541318166611,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1140,25056,1140,B,04,Sample X16,29358,25465,33260,21304,0.31381733021077285,BPH2740,1,2,exp190909
B04,Sample X16,WL535,396,24552,396,B,04,Sample X16,29358,25465,33260,21304,0.2716627634660422,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1254,25145,1254,B,04,Sample X16,29358,25465,33260,21304,0.32126129140180665,BPH2740,1,2,exp190909
B04,Sample X16,WL535,672,24216,672,B,04,Sample X16,29358,25465,33260,21304,0.24355971896955503,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1158,24985,1158,B,04,Sample X16,29358,25465,33260,21304,0.3078788892606223,BPH2740,1,2,exp190909
B04,Sample X16,WL535,786,25007,786,B,04,Sample X16,29358,25465,33260,21304,0.30971896955503514,BPH2740,1,2,exp190909
B04,Sample X16,WL535,528,24590,528,B,04,Sample X16,29358,25465,33260,21304,0.27484108397457346,BPH2740,1,2,exp190909
B04,Sample X16,WL535,900,24967,900,B,04,Sample X16,29358,25465,33260,21304,0.30637336901973905,BPH2740,1,2,exp190909
B04,Sample X16,WL535,270,24184,270,B,04,Sample X16,29358,25465,33260,21304,0.24088323854131816,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1014,24811,1014,B,04,Sample X16,29358,25465,33260,21304,0.2933255269320843,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1128,24735,1128,B,04,Sample X16,29358,25465,33260,21304,0.28696888591502173,BPH2740,1,2,exp190909
B04,Sample X16,WL535,384,24406,384,B,04,Sample X16,29358,25465,33260,21304,0.25945132151221145,BPH2740,1,2,exp190909
B04,Sample X16,WL535,336,23981,336,B,04,Sample X16,29358,25465,33260,21304,0.22390431582469053,BPH2740,1,2,exp190909
B04,Sample X16,WL535,774,24821,774,B,04,Sample X16,29358,25465,33260,21304,0.2941619270659083,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1050,25134,1050,B,04,Sample X16,29358,25465,33260,21304,0.3203412512546002,BPH2740,1,2,exp190909
B04,Sample X16,WL535,192,24907,192,B,04,Sample X16,29358,25465,33260,21304,0.3013549682167949,BPH2740,1,2,exp190909
B04,Sample X16,WL535,564,25351,564,B,04,Sample X16,29358,25465,33260,21304,0.33849113415858145,BPH2740,1,2,exp190909
B04,Sample X16,WL535,678,25151,678,B,04,Sample X16,29358,25465,33260,21304,0.32176313148210106,BPH2740,1,2,exp190909
B04,Sample X16,WL535,792,24800,792,B,04,Sample X16,29358,25465,33260,21304,0.2924054867848779,BPH2740,1,2,exp190909
B04,Sample X16,WL535,534,24700,534,B,04,Sample X16,29358,25465,33260,21304,0.28404148544663765,BPH2740,1,2,exp190909
B04,Sample X16,WL535,906,24679,906,B,04,Sample X16,29358,25465,33260,21304,0.2822850451656072,BPH2740,1,2,exp190909
B04,Sample X16,WL535,324,23151,324,B,04,Sample X16,29358,25465,33260,21304,0.15448310471729676,BPH2740,1,2,exp190909
B04,Sample X16,WL535,438,24553,438,B,04,Sample X16,29358,25465,33260,21304,0.2717464034794246,BPH2740,1,2,exp190909
B04,Sample X16,WL535,66,24012,66,B,04,Sample X16,29358,25465,33260,21304,0.226497156239545,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1038,25089,1038,B,04,Sample X16,29358,25465,33260,21304,0.3165774506523921,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1248,24842,1248,B,04,Sample X16,29358,25465,33260,21304,0.29591836734693877,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1152,25175,1152,B,04,Sample X16,29358,25465,33260,21304,0.3237704918032787,BPH2740,1,2,exp190909
B04,Sample X16,WL535,780,24985,780,B,04,Sample X16,29358,25465,33260,21304,0.3078788892606223,BPH2740,1,2,exp190909
B04,Sample X16,WL535,408,24316,408,B,04,Sample X16,29358,25465,33260,21304,0.25192372030779525,BPH2740,1,2,exp190909
B04,Sample X16,WL535,894,25219,894,B,04,Sample X16,29358,25465,33260,21304,0.32745065239210436,BPH2740,1,2,exp190909
B04,Sample X16,WL535,636,24930,636,B,04,Sample X16,29358,25465,33260,21304,0.30327868852459017,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1008,25158,1008,B,04,Sample X16,29358,25465,33260,21304,0.3223486115757779,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1122,24823,1122,B,04,Sample X16,29358,25465,33260,21304,0.29432920709267313,BPH2740,1,2,exp190909
B04,Sample X16,WL535,750,25151,750,B,04,Sample X16,29358,25465,33260,21304,0.32176313148210106,BPH2740,1,2,exp190909
B04,Sample X16,WL535,330,24156,330,B,04,Sample X16,29358,25465,33260,21304,0.2385413181666109,BPH2740,1,2,exp190909
B04,Sample X16,WL535,444,24532,444,B,04,Sample X16,29358,25465,33260,21304,0.26998996319839413,BPH2740,1,2,exp190909
B04,Sample X16,WL535,930,25074,930,B,04,Sample X16,29358,25465,33260,21304,0.3153228504516561,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1044,24844,1044,B,04,Sample X16,29358,25465,33260,21304,0.2960856473737036,BPH2740,1,2,exp190909
B04,Sample X16,WL535,558,25246,558,B,04,Sample X16,29358,25465,33260,21304,0.3297089327534292,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1206,24865,1206,B,04,Sample X16,29358,25465,33260,21304,0.297842087654734,BPH2740,1,2,exp190909
B04,Sample X16,WL535,462,24820,462,B,04,Sample X16,29358,25465,33260,21304,0.2940782870525259,BPH2740,1,2,exp190909
B04,Sample X16,WL535,948,25040,948,B,04,Sample X16,29358,25465,33260,21304,0.3124790899966544,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1062,24941,1062,B,04,Sample X16,29358,25465,33260,21304,0.3041987286717966,BPH2740,1,2,exp190909
B04,Sample X16,WL535,576,24929,576,B,04,Sample X16,29358,25465,33260,21304,0.30319504851120777,BPH2740,1,2,exp190909
B04,Sample X16,WL535,318,24263,318,B,04,Sample X16,29358,25465,33260,21304,0.24749079959852793,BPH2740,1,2,exp190909
B04,Sample X16,WL535,432,24766,432,B,04,Sample X16,29358,25465,33260,21304,0.2895617263298762,BPH2740,1,2,exp190909
B04,Sample X16,WL535,804,25073,804,B,04,Sample X16,29358,25465,33260,21304,0.3152392104382737,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1032,25102,1032,B,04,Sample X16,29358,25465,33260,21304,0.31766477082636335,BPH2740,1,2,exp190909
B04,Sample X16,WL535,918,24846,918,B,04,Sample X16,29358,25465,33260,21304,0.2962529274004684,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1242,24720,1242,B,04,Sample X16,29358,25465,33260,21304,0.2857142857142857,BPH2740,1,2,exp190909
B04,Sample X16,WL535,450,25048,450,B,04,Sample X16,29358,25465,33260,21304,0.31314821010371363,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1146,25011,1146,B,04,Sample X16,29358,25465,33260,21304,0.31005352960856475,BPH2740,1,2,exp190909
B04,Sample X16,WL535,402,25312,402,B,04,Sample X16,29358,25465,33260,21304,0.33522917363666777,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1260,24907,1260,B,04,Sample X16,29358,25465,33260,21304,0.3013549682167949,BPH2740,1,2,exp190909
B04,Sample X16,WL535,552,24941,552,B,04,Sample X16,29358,25465,33260,21304,0.3041987286717966,BPH2740,1,2,exp190909
B04,Sample X16,WL535,666,24668,666,B,04,Sample X16,29358,25465,33260,21304,0.2813650050184008,BPH2740,1,2,exp190909
B04,Sample X16,WL535,1236,25203,1236,B,04,Sample X16,29358,25465,33260,21304,0.3261124121779859,BPH2740,1,2,exp190909
B04,Sample X16,WL535,660,24925,660,B,04,Sample X16,29358,25465,33260,21304,0.30286048845767816,BPH2740,1,2,exp190909
B05,Sample X17,WL535,96,23900,96,B,05,Sample X17,36783,27093,33260,21304,0.21712947474071595,BPH2753,3,2,exp190909
B05,Sample X17,WL535,612,25655,612,B,05,Sample X17,36783,27093,33260,21304,0.36391769822683173,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1212,31438,1212,B,05,Sample X17,36783,27093,33260,21304,0.8476078956172634,BPH2753,3,2,exp190909
B05,Sample X17,WL535,114,23801,114,B,05,Sample X17,36783,27093,33260,21304,0.20884911341585816,BPH2753,3,2,exp190909
B05,Sample X17,WL535,354,24003,354,B,05,Sample X17,36783,27093,33260,21304,0.22574439611910338,BPH2753,3,2,exp190909
B05,Sample X17,WL535,390,24284,390,B,05,Sample X17,36783,27093,33260,21304,0.24924723987955838,BPH2753,3,2,exp190909
B05,Sample X17,WL535,504,25337,504,B,05,Sample X17,36783,27093,33260,21304,0.3373201739712278,BPH2753,3,2,exp190909
B05,Sample X17,WL535,618,25831,618,B,05,Sample X17,36783,27093,33260,21304,0.37863834058213447,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1230,31372,1230,B,05,Sample X17,36783,27093,33260,21304,0.8420876547340248,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1104,30877,1104,B,05,Sample X17,36783,27093,33260,21304,0.8006858481097356,BPH2753,3,2,exp190909
B05,Sample X17,WL535,732,26737,732,B,05,Sample X17,36783,27093,33260,21304,0.45441619270659084,BPH2753,3,2,exp190909
B05,Sample X17,WL535,846,28338,846,B,05,Sample X17,36783,27093,33260,21304,0.5883238541318166,BPH2753,3,2,exp190909
B05,Sample X17,WL535,990,29385,990,B,05,Sample X17,36783,27093,33260,21304,0.6758949481431917,BPH2753,3,2,exp190909
B05,Sample X17,WL535,960,29625,960,B,05,Sample X17,36783,27093,33260,21304,0.6959685513549683,BPH2753,3,2,exp190909
B05,Sample X17,WL535,486,25191,486,B,05,Sample X17,36783,27093,33260,21304,0.3251087320173971,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1218,31220,1218,B,05,Sample X17,36783,27093,33260,21304,0.8293743726998997,BPH2753,3,2,exp190909
B05,Sample X17,WL535,492,25265,492,B,05,Sample X17,36783,27093,33260,21304,0.33129809300769486,BPH2753,3,2,exp190909
B05,Sample X17,WL535,120,23934,120,B,05,Sample X17,36783,27093,33260,21304,0.21997323519571763,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1254,31237,1254,B,05,Sample X17,36783,27093,33260,21304,0.8307962529274004,BPH2753,3,2,exp190909
B05,Sample X17,WL535,138,23824,138,B,05,Sample X17,36783,27093,33260,21304,0.2107728337236534,BPH2753,3,2,exp190909
B05,Sample X17,WL535,624,26033,624,B,05,Sample X17,36783,27093,33260,21304,0.3955336232853797,BPH2753,3,2,exp190909
B05,Sample X17,WL535,252,23939,252,B,05,Sample X17,36783,27093,33260,21304,0.22039143526262964,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1110,31339,1110,B,05,Sample X17,36783,27093,33260,21304,0.8393275342924055,BPH2753,3,2,exp190909
B05,Sample X17,WL535,366,24628,366,B,05,Sample X17,36783,27093,33260,21304,0.2780194044831047,BPH2753,3,2,exp190909
B05,Sample X17,WL535,480,25191,480,B,05,Sample X17,36783,27093,33260,21304,0.3251087320173971,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1224,31318,1224,B,05,Sample X17,36783,27093,33260,21304,0.8375710940113751,BPH2753,3,2,exp190909
B05,Sample X17,WL535,966,29251,966,B,05,Sample X17,36783,27093,33260,21304,0.6646871863499498,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1236,31290,1236,B,05,Sample X17,36783,27093,33260,21304,0.8352291736366678,BPH2753,3,2,exp190909
B05,Sample X17,WL535,870,28600,870,B,05,Sample X17,36783,27093,33260,21304,0.610237537638006,BPH2753,3,2,exp190909
B05,Sample X17,WL535,498,25339,498,B,05,Sample X17,36783,27093,33260,21304,0.3374874539979926,BPH2753,3,2,exp190909
B05,Sample X17,WL535,984,29531,984,B,05,Sample X17,36783,27093,33260,21304,0.6881063900970225,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1098,30839,1098,B,05,Sample X17,36783,27093,33260,21304,0.7975075276012045,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1260,31658,1260,B,05,Sample X17,36783,27093,33260,21304,0.8660086985613917,BPH2753,3,2,exp190909
B05,Sample X17,WL535,144,23867,144,B,05,Sample X17,36783,27093,33260,21304,0.21436935429909668,BPH2753,3,2,exp190909
B05,Sample X17,WL535,630,25678,630,B,05,Sample X17,36783,27093,33260,21304,0.365841418534627,BPH2753,3,2,exp190909
B05,Sample X17,WL535,258,23699,258,B,05,Sample X17,36783,27093,33260,21304,0.20031783205085313,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1116,30315,1116,B,05,Sample X17,36783,27093,33260,21304,0.7536801605888257,BPH2753,3,2,exp190909
B05,Sample X17,WL535,372,24607,372,B,05,Sample X17,36783,27093,33260,21304,0.27626296420207425,BPH2753,3,2,exp190909
B05,Sample X17,WL535,858,28355,858,B,05,Sample X17,36783,27093,33260,21304,0.5897457343593175,BPH2753,3,2,exp190909
B05,Sample X17,WL535,276,24365,276,B,05,Sample X17,36783,27093,33260,21304,0.25602208096353296,BPH2753,3,2,exp190909
B05,Sample X17,WL535,972,29870,972,B,05,Sample X17,36783,27093,33260,21304,0.7164603546336568,BPH2753,3,2,exp190909
B05,Sample X17,WL535,600,25507,600,B,05,Sample X17,36783,27093,33260,21304,0.3515389762462362,BPH2753,3,2,exp190909
B05,Sample X17,WL535,714,26582,714,B,05,Sample X17,36783,27093,33260,21304,0.4414519906323185,BPH2753,3,2,exp190909
B05,Sample X17,WL535,828,27703,828,B,05,Sample X17,36783,27093,33260,21304,0.5352124456339913,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1200,31226,1200,B,05,Sample X17,36783,27093,33260,21304,0.8298762127801941,BPH2753,3,2,exp190909
B05,Sample X17,WL535,84,24041,84,B,05,Sample X17,36783,27093,33260,21304,0.22892271662763466,BPH2753,3,2,exp190909
B05,Sample X17,WL535,942,28944,942,B,05,Sample X17,36783,27093,33260,21304,0.6390097022415524,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1056,30535,1056,B,05,Sample X17,36783,27093,33260,21304,0.7720809635329542,BPH2753,3,2,exp190909
B05,Sample X17,WL535,198,23785,198,B,05,Sample X17,36783,27093,33260,21304,0.20751087320173972,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1170,31138,1170,B,05,Sample X17,36783,27093,33260,21304,0.8225158916025427,BPH2753,3,2,exp190909
B05,Sample X17,WL535,426,25056,426,B,05,Sample X17,36783,27093,33260,21304,0.31381733021077285,BPH2753,3,2,exp190909
B05,Sample X17,WL535,54,23665,54,B,05,Sample X17,36783,27093,33260,21304,0.19747407159585145,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1074,30532,1074,B,05,Sample X17,36783,27093,33260,21304,0.7718300434928069,BPH2753,3,2,exp190909
B05,Sample X17,WL535,168,23621,168,B,05,Sample X17,36783,27093,33260,21304,0.19379391100702575,BPH2753,3,2,exp190909
B05,Sample X17,WL535,282,23626,282,B,05,Sample X17,36783,27093,33260,21304,0.19421211107393777,BPH2753,3,2,exp190909
B05,Sample X17,WL535,72,24218,72,B,05,Sample X17,36783,27093,33260,21304,0.24372699899631983,BPH2753,3,2,exp190909
B05,Sample X17,WL535,768,27403,768,B,05,Sample X17,36783,27093,33260,21304,0.5101204416192706,BPH2753,3,2,exp190909
B05,Sample X17,WL535,396,24692,396,B,05,Sample X17,36783,27093,33260,21304,0.28337236533957844,BPH2753,3,2,exp190909
B05,Sample X17,WL535,510,25099,510,B,05,Sample X17,36783,27093,33260,21304,0.31741385078621615,BPH2753,3,2,exp190909
B05,Sample X17,WL535,300,24717,300,B,05,Sample X17,36783,27093,33260,21304,0.2854633656741385,BPH2753,3,2,exp190909
B05,Sample X17,WL535,996,29845,996,B,05,Sample X17,36783,27093,33260,21304,0.7143693542990966,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1158,31425,1158,B,05,Sample X17,36783,27093,33260,21304,0.8465205754432921,BPH2753,3,2,exp190909
B05,Sample X17,WL535,738,26885,738,B,05,Sample X17,36783,27093,33260,21304,0.46679491468718637,BPH2753,3,2,exp190909
B05,Sample X17,WL535,852,27891,852,B,05,Sample X17,36783,27093,33260,21304,0.5509367681498829,BPH2753,3,2,exp190909
B05,Sample X17,WL535,642,25962,642,B,05,Sample X17,36783,27093,33260,21304,0.38959518233522916,BPH2753,3,2,exp190909
B05,Sample X17,WL535,108,24297,108,B,05,Sample X17,36783,27093,33260,21304,0.2503345600535296,BPH2753,3,2,exp190909
B05,Sample X17,WL535,594,25850,594,B,05,Sample X17,36783,27093,33260,21304,0.3802275008364001,BPH2753,3,2,exp190909
B05,Sample X17,WL535,708,26361,708,B,05,Sample X17,36783,27093,33260,21304,0.42296754767480765,BPH2753,3,2,exp190909
B05,Sample X17,WL535,822,27664,822,B,05,Sample X17,36783,27093,33260,21304,0.5319504851120777,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1194,31186,1194,B,05,Sample X17,36783,27093,33260,21304,0.826530612244898,BPH2753,3,2,exp190909
B05,Sample X17,WL535,78,23727,78,B,05,Sample X17,36783,27093,33260,21304,0.2026597524255604,BPH2753,3,2,exp190909
B05,Sample X17,WL535,936,28893,936,B,05,Sample X17,36783,27093,33260,21304,0.6347440615590498,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1050,30360,1050,B,05,Sample X17,36783,27093,33260,21304,0.7574439611910337,BPH2753,3,2,exp190909
B05,Sample X17,WL535,192,24102,192,B,05,Sample X17,36783,27093,33260,21304,0.2340247574439612,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1164,31439,1164,B,05,Sample X17,36783,27093,33260,21304,0.8476915356306457,BPH2753,3,2,exp190909
B05,Sample X17,WL535,420,24689,420,B,05,Sample X17,36783,27093,33260,21304,0.28312144529943123,BPH2753,3,2,exp190909
B05,Sample X17,WL535,792,27468,792,B,05,Sample X17,36783,27093,33260,21304,0.5155570424891268,BPH2753,3,2,exp190909
B05,Sample X17,WL535,162,23876,162,B,05,Sample X17,36783,27093,33260,21304,0.2151221144195383,BPH2753,3,2,exp190909
B05,Sample X17,WL535,210,24930,210,B,05,Sample X17,36783,27093,33260,21304,0.30327868852459017,BPH2753,3,2,exp190909
B05,Sample X17,WL535,1182,31024,1182,B,05,Sample X17,36783,27093,33260,21304,0.8129809300769488,BPH2753,3,2,exp190909
B05,Sample X17,WL535,762,27312,762,B,05,Sample X17,36783,27093,33260,21304,0.5025092004014721,BPH2753,3,2,exp190909
B05,Sample X17,WL535,876,28513,876,B,05,Sample X17,36783,27093,33260,21304,0.602960856473737,BPH2753,3,2,exp190909
B05,Sample X17,WL535,180,24363,180,B,05,Sample X17,36783,27093,33260,21304,0.25585480093676816,BPH2753,3,2,exp190909
