well,well_row,well_col,OD,OD_blank_normalised,experiment,plate,well_id,timepoint,sample_id,replicate,strain_group
A01,A,1,0.006,TRUE,exp210210,GP2,exp210210_GP2_A01,0,BPH2991,2,VAN-223
A01,A,1,-0.012,TRUE,exp210210,GP2,exp210210_GP2_A01,10,BPH2991,2,VAN-223
A01,A,1,0.016,TRUE,exp210210,GP2,exp210210_GP2_A01,20,BPH2991,2,VAN-223
A01,A,1,-1.33333e-4,TRUE,exp210210,GP2,exp210210_GP2_A01,30,BPH2991,2,VAN-223
A01,A,1,0.007,TRUE,exp210210,GP2,exp210210_GP2_A01,40,BPH2991,2,VAN-223
A01,A,1,0.007,TRUE,exp210210,GP2,exp210210_GP2_A01,50,BPH2991,2,VAN-223
A01,A,1,0.012,TRUE,exp210210,GP2,exp210210_GP2_A01,60,BPH2991,2,VAN-223
A01,A,1,0.008,TRUE,exp210210,GP2,exp210210_GP2_A01,70,BPH2991,2,VAN-223
A01,A,1,-0.005,TRUE,exp210210,GP2,exp210210_GP2_A01,80,BPH2991,2,VAN-223
A01,A,1,0.006,TRUE,exp210210,GP2,exp210210_GP2_A01,90,BPH2991,2,VAN-223
A01,A,1,-0.014,TRUE,exp210210,GP2,exp210210_GP2_A01,100,BPH2991,2,VAN-223
A01,A,1,-0.011,TRUE,exp210210,GP2,exp210210_GP2_A01,110,BPH2991,2,VAN-223
A01,A,1,0.015,TRUE,exp210210,GP2,exp210210_GP2_A01,120,BPH2991,2,VAN-223
A01,A,1,-0.001,TRUE,exp210210,GP2,exp210210_GP2_A01,130,BPH2991,2,VAN-223
A01,A,1,-0.005,TRUE,exp210210,GP2,exp210210_GP2_A01,140,BPH2991,2,VAN-223
A01,A,1,0.023,TRUE,exp210210,GP2,exp210210_GP2_A01,150,BPH2991,2,VAN-223
A01,A,1,-0.011,TRUE,exp210210,GP2,exp210210_GP2_A01,160,BPH2991,2,VAN-223
A01,A,1,0.016,TRUE,exp210210,GP2,exp210210_GP2_A01,170,BPH2991,2,VAN-223
A01,A,1,-0.01,TRUE,exp210210,GP2,exp210210_GP2_A01,180,BPH2991,2,VAN-223
A01,A,1,0.02,TRUE,exp210210,GP2,exp210210_GP2_A01,190,BPH2991,2,VAN-223
A01,A,1,0.05,TRUE,exp210210,GP2,exp210210_GP2_A01,200,BPH2991,2,VAN-223
A01,A,1,0.035,TRUE,exp210210,GP2,exp210210_GP2_A01,210,BPH2991,2,VAN-223
A01,A,1,0.01,TRUE,exp210210,GP2,exp210210_GP2_A01,220,BPH2991,2,VAN-223
A01,A,1,0.041,TRUE,exp210210,GP2,exp210210_GP2_A01,230,BPH2991,2,VAN-223
A01,A,1,0.05,TRUE,exp210210,GP2,exp210210_GP2_A01,240,BPH2991,2,VAN-223
A01,A,1,0.076,TRUE,exp210210,GP2,exp210210_GP2_A01,250,BPH2991,2,VAN-223
A01,A,1,0.096,TRUE,exp210210,GP2,exp210210_GP2_A01,260,BPH2991,2,VAN-223
A01,A,1,0.12,TRUE,exp210210,GP2,exp210210_GP2_A01,270,BPH2991,2,VAN-223
A01,A,1,0.149,TRUE,exp210210,GP2,exp210210_GP2_A01,280,BPH2991,2,VAN-223
A01,A,1,0.156,TRUE,exp210210,GP2,exp210210_GP2_A01,290,BPH2991,2,VAN-223
A01,A,1,0.194,TRUE,exp210210,GP2,exp210210_GP2_A01,300,BPH2991,2,VAN-223
A01,A,1,0.218,TRUE,exp210210,GP2,exp210210_GP2_A01,310,BPH2991,2,VAN-223
A01,A,1,0.257,TRUE,exp210210,GP2,exp210210_GP2_A01,320,BPH2991,2,VAN-223
A01,A,1,0.281,TRUE,exp210210,GP2,exp210210_GP2_A01,330,BPH2991,2,VAN-223
A01,A,1,0.336,TRUE,exp210210,GP2,exp210210_GP2_A01,340,BPH2991,2,VAN-223
A01,A,1,0.356,TRUE,exp210210,GP2,exp210210_GP2_A01,350,BPH2991,2,VAN-223
A01,A,1,0.384,TRUE,exp210210,GP2,exp210210_GP2_A01,360,BPH2991,2,VAN-223
A01,A,1,0.416,TRUE,exp210210,GP2,exp210210_GP2_A01,370,BPH2991,2,VAN-223
A01,A,1,0.439,TRUE,exp210210,GP2,exp210210_GP2_A01,380,BPH2991,2,VAN-223
A01,A,1,0.464,TRUE,exp210210,GP2,exp210210_GP2_A01,390,BPH2991,2,VAN-223
A01,A,1,0.472,TRUE,exp210210,GP2,exp210210_GP2_A01,400,BPH2991,2,VAN-223
A01,A,1,0.495,TRUE,exp210210,GP2,exp210210_GP2_A01,410,BPH2991,2,VAN-223
A01,A,1,0.516,TRUE,exp210210,GP2,exp210210_GP2_A01,420,BPH2991,2,VAN-223
A01,A,1,0.532,TRUE,exp210210,GP2,exp210210_GP2_A01,430,BPH2991,2,VAN-223
A01,A,1,0.528,TRUE,exp210210,GP2,exp210210_GP2_A01,440,BPH2991,2,VAN-223
A01,A,1,0.54,TRUE,exp210210,GP2,exp210210_GP2_A01,450,BPH2991,2,VAN-223
A01,A,1,0.542,TRUE,exp210210,GP2,exp210210_GP2_A01,460,BPH2991,2,VAN-223
A01,A,1,0.563,TRUE,exp210210,GP2,exp210210_GP2_A01,470,BPH2991,2,VAN-223
A01,A,1,0.571,TRUE,exp210210,GP2,exp210210_GP2_A01,480,BPH2991,2,VAN-223
A01,A,1,0.568,TRUE,exp210210,GP2,exp210210_GP2_A01,490,BPH2991,2,VAN-223
A01,A,1,0.567,TRUE,exp210210,GP2,exp210210_GP2_A01,500,BPH2991,2,VAN-223
A01,A,1,0.588,TRUE,exp210210,GP2,exp210210_GP2_A01,510,BPH2991,2,VAN-223
A01,A,1,0.61,TRUE,exp210210,GP2,exp210210_GP2_A01,520,BPH2991,2,VAN-223
