"sample_id","well_id","time_of_max_rate_death","max_rate_death","doubling_time_death","AUC_death","time_of_max_death","max_death","time_of_min_death","min_death","end_point_death","end_point_timepoint_death","experiment","well","well_row","well_col","cell_number","plate","replicate","strain_group","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2757","exp191109_3_C10",495,0.00192010596525962,392.463135045243,109.029589404148,1152,1.26458381143444,103,-0.030516531077815,1.26458381143444,1152,"exp191109","C10","C",8.66666666666667,40000,"3",2,"VAN-045",0.0374378259561955,FALSE,FALSE,FALSE,0,0,0.00172711571675302,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2758","exp191109_3_B02",862,0.00105959444649142,684.882763390359,46.2665018749064,1152,0.65759485642198,164,-0.0263401075070434,0.65759485642198,1152,"exp191109","B02","B",2.66666666666667,40000,"3",2,"VAN-046",0.0775826989488234,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2759","exp191109_3_E08",477,0.00303261103748116,230.984393060062,134.192469411893,1051.5,1.31643073641466,126,-0.0670095474635795,1.30574909948401,1152,"exp191109","E08","E",8,40000,"3",1.75,"VAN-047",0.0224151104725856,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2760","exp191109_3_A07",332,0.00186210584565549,619.721180936438,84.720577647974,961,0.655226916333793,72,-0.00464879243046017,0.63350132695197,1152,"exp191109","A07","A",7.33333333333333,40000,"3",2,"VAN-048",0.0345613242361892,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191109_3_E09",463.2,0.00093939290550931,779.963745159923,43.2803431288146,1152,0.507425527724297,140.4,-0.0614609698398362,0.507425527724297,1152,"exp191109","E09","E",9,40000,"3",1.8,"VAN-049",0.0289238419482385,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191109_3_A11",532.5,0.00145962255560553,477.029888355727,101.097229599514,1152,1.19032600644386,106.5,0.0160222962653755,1.19032600644386,1152,"exp191109","A11","A",7.25,40000,"3",2.25,"VAN-049",0.303238625783615,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2763","exp191109_3_D04",344,0.000794121151840633,1357.94290532919,15.6983746835131,847.333333333333,0.188976912020757,152.666666666667,-0.0650227334552749,0.0821696037950029,1152,"exp191109","D04","D",6.44444444444444,40000,"3",2,"VAN-050",0.0264882258938443,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2764","exp191109_3_G10",362.4,0.00351538338342452,203.548913350532,168.72567494795,822,1.40194053011962,61.2,0.0108431871631622,1.18780345621541,1152,"exp191109","G10","G",8.6,40000,"3",1.8,"VAN-050",0.153403511042312,FALSE,FALSE,FALSE,0,0.00932642487046632,0,FALSE,"78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2765","exp191109_3_C02",608,0.000840043974426833,848.875696831449,40.7902512212779,1152,0.518113929290528,180,-0.0162876215211393,0.518113929290528,1152,"exp191109","C02","C",2.66666666666667,40000,"3",2,"VAN-051",0.0442437728108456,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191109_3_B08",595.2,0.00130137534325924,558.175298534416,49.3886787013158,1152,0.651285649621079,184.8,-0.0651791569209704,0.651285649621079,1152,"exp191109","B08","B",7,40000,"3",2,"VAN-052",0.0295780645387945,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191109_3_A04",303,0.00216530527935765,337.685442520276,111.754724914583,1046,1.04555881816951,86,-0.0588314194522196,1.00924485122973,1152,"exp191109","A04","A",7.66666666666667,40000,"3",2,"VAN-053",0.0256514576294161,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191109_3_A02",366,0.0024077693179631,293.392480789999,114.74952950083,957.6,0.971668580776637,85.2,-0.0288453908373043,0.93445368697135,1152,"exp191109","A02","A",6.8,40000,"3",1.8,"VAN-054",0.0182602332263413,FALSE,FALSE,FALSE,0,0,0.00829015544041451,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191109_3_B11",509,0.00151330800313603,501.321827261588,70.0783833800718,1055,0.718434388922538,143,-0.025301131911702,0.702127189235633,1152,"exp191109","B11","B",5.66666666666667,40000,"3",2,"VAN-055",0.0590463075853294,FALSE,FALSE,FALSE,0,0,0,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2770","exp191109_3_A06",568,0.00225540949136697,362.756186303076,92.827153876334,1099,1.01260009856626,173,-0.0222949685366836,1.00346733893448,1152,"exp191109","A06","A",7,40000,"3",2,"VAN-056",0.0390956680387041,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2771","exp191109_3_F03",557,0.00236921862048988,369.361456505244,95.7603084005366,1068,0.997398404739492,164,-0.0293038451353028,0.968925207646143,1152,"exp191109","F03","F",5.33333333333333,40000,"3",2,"VAN-056",0.0750356198800951,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"BPH2773","exp191109_3_A10",499.5,0.0022622428346376,317.337325138196,72.5980905023701,864,0.757777707742634,178.5,-0.0748847645993727,0.65926185474455,1152,"exp191109","A10","A",9.5,40000,"3",1.75,"VAN-058",0.0464593985585288,FALSE,FALSE,FALSE,0,0,0,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2774","exp191109_3_A12",671,0.000268469454577542,2796.93067809878,11.2489225368068,1152,0.158212365264253,150,-0.021325227135941,0.158212365264253,1152,"exp191109","A12","A",10.3333333333333,40000,"3",2,"VAN-059",0.0395179661120058,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2775","exp191109_3_C08",585.6,0.00152160442362297,459.818468934124,73.5689626766534,1152,0.890968002669852,142.8,-0.0772722466472195,0.890968002669852,1152,"exp191109","C08","C",9.2,40000,"3",1.8,"VAN-060",0.0388340461782629,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2776","exp191109_3_A09",460,0.0021576626276666,430.145805195757,86.0634009522853,879,0.774108715502478,118,-0.0346748283704712,0.65907922253878,1152,"exp191109","A09","A",7.66666666666667,40000,"3",2,"VAN-061",0.0210529195815813,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2777","exp191109_3_E03",313,0.000308328475009518,2544.94434272594,9.15094403544108,934,0.119153770728902,147,-0.0351761089157032,0.115439467071943,1152,"exp191109","E03","E",5.66666666666667,40000,"3",2,"VAN-062",0.0403991964728468,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2778","exp191109_3_C06",328,0.000241787752699009,3116.6651628662,0.830654625866023,743,0.0603131672861672,170,-0.055898416928522,0.0516407275461241,1152,"exp191109","C06","C",4.66666666666667,40000,"3",2,"VAN-062",0.0416184480703527,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"BPH2779","exp191109_3_A01",812,0.000643429164324521,1284.27162095945,13.5727998867144,1152,0.306155338793728,206,-0.0718345508731254,0.306155338793728,1152,"exp191109","A01","A",2.66666666666667,40000,"3",2,"VAN-063",0.0464870273822275,FALSE,FALSE,FALSE,0,0.00690846286701209,0.00690846286701209,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2780","exp191109_3_B10",955,0.0012179635712256,675.225943246249,32.8746753313732,1152,0.653419060460658,192,-0.042999359082119,0.653419060460658,1152,"exp191109","B10","B",8,40000,"3",2,"VAN-064",0.0286774062365075,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2781","exp191109_3_B01",657,0.000994361344983916,774.884500001593,42.2095081855342,1152,0.599225319752439,151,-0.0318025425982087,0.599225319752439,1152,"exp191109","B01","B",2.66666666666667,40000,"3",2,"VAN-065",0.0464344781404509,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2782","exp191109_3_B05",530,0.00134082403797036,566.931509637407,51.8482796313904,992,0.523898117714916,173,-0.0199197851496256,0.498293471225308,1152,"exp191109","B05","B",2.66666666666667,40000,"3",2,"VAN-066",0.0559010456688874,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2783","exp191109_3_F05",821,0.000645188650857804,1121.91815714916,22.3307911659485,1152,0.387685723227529,191,-0.0502031450234141,0.387685723227529,1152,"exp191109","F05","F",5.33333333333333,40000,"3",2,"VAN-067",0.044165262250612,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2784","exp191109_3_A08",395,0.00114509483844121,814.275611605265,59.4330546334669,1068,0.583284043643234,126,-0.0134337537343882,0.558411077099309,1152,"exp191109","A08","A",7,40000,"3",2,"VAN-068",0.0229548431773792,FALSE,FALSE,FALSE,0,0,0,FALSE,"88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2785","exp191120_4_A03",906,0.00265820932436416,470.029968317393,76.389592295866,1152,1.28000731243996,225,0.0620155181677725,1.28000731243996,1152,"exp191120","A03","A",7,40000,"4",2,"VAN-069",0.0199616616820599,FALSE,FALSE,FALSE,0,0,0.00129533678756477,FALSE,"-",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2786","exp191120_4_C10",635,0.00170696803727886,807.743235068539,104.214911886426,1098,0.915371821253666,135,0.102807320997717,0.908103997298466,1152,"exp191120","C10","C",8.66666666666667,40000,"4",2,"VAN-070",0.0422552783906262,FALSE,FALSE,FALSE,0,0,0.000863557858376511,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2787","exp191120_4_B02",463.5,0.00287443130507325,275.577292234409,141.446127638337,945,1.27428118409673,122.5,0.0337096399969041,1.18013813566183,1152,"exp191120","B02","B",4.83333333333333,40000,"4",2,"VAN-071",0.101992080353808,FALSE,FALSE,FALSE,0,0.0228842832469775,0.0293609671848014,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2788","exp191120_4_E08",319,0.000679835567254768,1196.85820361095,39.9585646782576,868,0.319992782575684,169,0.0420901172939299,0.307064987597225,1152,"exp191120","E08","E",8,40000,"4",2,"VAN-072",0.0449580632264357,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2789","exp191120_4_A07",697.5,0.00153647135935118,453.535457887001,83.4159445203703,1152,1.05780803058278,204,0.0583022562948021,1.05780803058278,1152,"exp191120","A07","A",8.25,40000,"4",1.75,"VAN-073",0.0617120978457658,FALSE,FALSE,FALSE,0,0,0,FALSE,"109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2790","exp191120_4_D09",728,0.00114086239891001,714.874621938288,69.6597503814495,1152,0.802917892847912,208,0.0727666562640016,0.802917892847912,1152,"exp191120","D09","D",9,40000,"4",2,"VAN-074",0.0835343450434419,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2791","exp191120_4_A11",720,0.000393454223703764,1794.29105166057,34.5638841742192,864,0.332370605236423,231,0.0778020077219643,0.313329964131151,1152,"exp191120","A11","A",6,40000,"4",2.5,"VAN-075",0.0827175238127372,FALSE,FALSE,FALSE,0,0,0,FALSE,"6",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2792","exp191120_4_D04",424.8,0.00185552173550968,386.538091767649,109.829943668218,1152,1.07378452157752,165.6,0.0529034336480899,1.07378452157752,1152,"exp191120","D04","D",5.2,40000,"4",2.2,"VAN-076",0.0892769314732257,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2793","exp191120_4_G10",501.6,0.00123230013588465,690.448299769552,72.9129101592013,1152,0.718638094218865,168,0.0537210440006629,0.718638094218865,1152,"exp191120","G10","G",7.4,40000,"4",2.2,"VAN-077",0.057336445371306,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2794","exp191120_4_C02",376.8,0.00114163267386506,687.147198169477,66.6876481767014,1152,0.652175149190356,187.2,0.0435358639481739,0.652175149190356,1152,"exp191120","C02","C",2.8,40000,"4",1.8,"VAN-078",0.0405323966997986,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2795","exp191120_4_B08",488,0.00196657520840335,973.716251578095,131.9258023936,863,1.05879319517864,169,0.149440605557046,1.02455018450512,1152,"exp191120","B08","B",6.66666666666667,40000,"4",2,"VAN-079",0.0381985040803078,FALSE,FALSE,FALSE,0,0.00431778929188256,0.0120898100172712,FALSE,"291",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2796","exp191120_4_A04",511.2,0.00180249019445773,492.264851494169,108.453724449865,1152,0.991318155716522,164.4,0.0804621624030256,0.991318155716522,1152,"exp191120","A04","A",8.4,40000,"4",2.2,"VAN-080",0.0594990016866093,FALSE,FALSE,FALSE,0,0.0124352331606218,0.016580310880829,FALSE,"97",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2797","exp191120_4_A02",694,0.00163844727083891,634.112752389536,100.743981454858,1152,1.02772428911844,189,0.0733335009775237,1.02772428911844,1152,"exp191120","A02","A",6,40000,"4",2,"VAN-081",0.0385985442535075,FALSE,FALSE,FALSE,0,0,0,FALSE,"12",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2798","exp191121_4_B11",1025.33333333333,0.000443540503122113,1880.88589406284,19.6712363511893,1024,0.278941258015251,209.333333333333,0.00445128776377858,0.273139790884841,1152,"exp191121","B11","B",7.66666666666667,40000,"4",2,"VAN-082",0.125603686344149,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2799","exp191120_4_A06",679.333333333333,0.000728331378268214,2008.21722819223,46.8404510615111,896,0.439196371647178,218.666666666667,0.0652775322548598,0.433617857514674,1152,"exp191120","A06","A",4,40000,"4",1.88888888888889,"VAN-082",0.0557718940328012,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2800","exp191120_4_F03",781.2,0.000729594977127829,1138.73188979431,34.6248264390471,1152,0.461392381804671,212.4,0.0191854792462722,0.461392381804671,1152,"exp191120","F03","F",6.8,40000,"4",2.2,"VAN-082",0.0659168233539005,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2801","exp191120_4_F10",332.181818181818,0.00243427368450796,312.618817524815,136.869601285206,814.363636363636,1.02158345900789,69.2727272727273,0.111211442782787,0.86641629099773,1152,"exp191120","F10","F",8.36363636363636,40000,"4",1.90909090909091,"VAN-083",0.119141605968853,FALSE,FALSE,FALSE,0,0,0.000471031559114461,FALSE,"59",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2802","exp191121_4_A12",336.666666666667,0.00271391571422845,259.716713643014,143.877932358907,746,1.084294798362,62.6666666666667,0.134203420505249,0.824068328219792,1152,"exp191121","A12","A",9.44444444444444,40000,"4",2,"VAN-083",0.076714435997318,FALSE,FALSE,FALSE,0,0.00172711571675302,0.00748416810592976,FALSE,"59",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2803","exp191121_4_C09",313.5,0.00250407153432111,290.933413752222,130.353344903592,794.25,0.995398625340118,45.75,0.0630901535520795,0.835887362722421,1152,"exp191121","C09","C",7.125,40000,"4",2.125,"VAN-083",0.324684630035029,FALSE,FALSE,FALSE,0,0,0,FALSE,"59",0,NA,0,TRUE,0,24,FALSE,-0.5,"Relapse (after treatment)",31,"paired-invasive","putative epimerase/dehydratase / pta / nfo / comEA / cycA_2 / Hyaluronate lyase / ebh_3 / msbA"
"BPH2804","exp191120_4_A09",722.4,0.000307497211933436,2261.96079260646,24.8686670491149,691.2,0.250711128560209,280.8,0.0581420916008553,0.222798554684416,1152,"exp191120","A09","A",7,40000,"4",2.2,"VAN-083",0.0651737451315961,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",0,NA,0,FALSE,1,NA,FALSE,-0.75,"Relapse (after treatment)",171,"paired-invasive",NA
"BPH2805","exp191120_4_E03",370,0.00212274996686371,398.219446878013,158.467053172956,1110,1.36528382794255,122,0.172696682621988,1.35650845857677,1152,"exp191120","E03","E",5.66666666666667,40000,"4",2,"VAN-084",0.0805997359345632,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2806","exp191120_4_C06",364.5,0.00150100542739868,465.724676462845,82.5220734851367,1152,0.744699184156745,154.5,0.0543756612010055,0.744699184156745,1152,"exp191120","C06","C",4,40000,"4",2.5,"VAN-085",0.0313897534196321,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2807","exp191120_4_A01",738.75,0.00152196356723993,493.261886665978,74.2997645216634,1118.25,0.916304532672042,198,0.0421478971679049,0.913915739938597,1152,"exp191120","A01","A",5,40000,"4",1.75,"VAN-086",0.0906353357813252,FALSE,FALSE,FALSE,0,0.00712435233160622,0,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2808","exp191120_4_B10",742,0.00133385792665243,605.372023524449,65.1679687263854,1152,0.837154984930045,195,0.0301236933879348,0.837154984930045,1152,"exp191120","B10","B",7.66666666666667,40000,"4",2,"VAN-086",0.101853506305238,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2809","exp191120_4_B01",963.6,0.0018728103562665,475.217019246992,87.6314878833402,1152,1.27271016467978,208.8,0.0388066976201269,1.27271016467978,1152,"exp191120","B01","B",3,40000,"4",2,"VAN-087",0.0694480065966668,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2810","exp191120_4_B05",415,0.00264330153529709,295.525276124662,141.207725651711,1045,1.20144807642288,150,0.0876526365131259,1.1890661461062,1152,"exp191120","B05","B",2.66666666666667,40000,"4",2,"VAN-088",0.104836914504305,FALSE,FALSE,FALSE,0,0,0,FALSE,"508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2811","exp191120_4_F05",565,0.000719213552196056,1137.8396663811,46.2836999109901,1152,0.502206775778882,244,0.0638141722705421,0.502206775778882,1152,"exp191120","F05","F",5.33333333333333,40000,"4",2,"VAN-089",0.0667155828823137,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2812","exp191129_5_A03",321.6,0.00465034965448136,153.051802445018,145.556224919906,549.6,1.2388513588044,105.6,0.00135080848485243,0.729161112169742,1152,"exp191129","A03","A",6.2,40000,"5",1.8,"VAN-090",0.052029594870775,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2813","exp191129_5_C10",325.2,0.00453885026827468,160.646400007782,149.55590160495,570,1.25072052441149,100.8,0.00809780547719473,0.791095440363769,1152,"exp191129","C10","C",8.6,40000,"5",2.2,"VAN-090",0.0326200302718703,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2814","exp191129_5_B02",319,0.00513801238840702,140.108823780555,153.274409339679,538,1.33821212401071,105,0.00255033029773082,0.720902657380484,1152,"exp191129","B02","B",2.66666666666667,40000,"5",2,"VAN-090",0.0330974414898387,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2815","exp191129_5_E08",331,0.00515799969892831,137.699513143565,146.933146651432,546,1.31486651279636,114,-0.0272319324797612,0.696148336011345,1152,"exp191129","E08","E",8,40000,"5",2,"VAN-090",0.0178973150965342,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2816","exp191129_5_A07",619,0.00135460814925056,634.817242707097,72.1288195374946,1126,0.791381206862676,148,0.0177682847693047,0.788108971470642,1152,"exp191129","A07","A",7.33333333333333,40000,"5",2,"VAN-091",0.0357004770285535,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2817","exp191129_5_D09",380,0.00383431612273352,183.752366549146,108.508028494382,598,0.99732951025151,157,-0.017889391518454,0.565363809807541,1152,"exp191129","D09","D",9,40000,"5",2,"VAN-092",0.0266345306469027,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2818","exp191129_5_A11",418,0.00154840404016528,462.835830151969,90.6934742315799,1108,0.845415318041495,118,0.0181930185941726,0.843518145865155,1152,"exp191129","A11","A",6,40000,"5",2,"VAN-093",0.0390708120053913,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2819","exp191129_5_D04",483,0.00131703379139597,568.632787343365,75.8058275677377,875,0.667233786931438,124,0.0147741708855904,0.599149446150781,1152,"exp191129","D04","D",6,40000,"5",2,"VAN-094",0.0157741454295975,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2820","exp191129_5_C07",529,0.00163315582895768,469.194215775604,91.8097062173323,905,0.795087743345553,108,0.0134009152295222,0.726246583434284,1152,"exp191129","C07","C",7.33333333333333,40000,"5",2,"VAN-094",0.0201880858053585,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,0,TRUE,0,2,FALSE,-0.5,"Persistent",3,"paired-invasive","cmpD / pckA"
"BPH2821","exp191129_5_C02",482,0.00327547242701216,220.393002621173,131.398814615767,854,1.19772809213915,163,0.00965029035823444,1.06869286447039,1152,"exp191129","C02","C",2.66666666666667,40000,"5",2,"VAN-095",0.0423403698734509,FALSE,FALSE,FALSE,0,0,0,FALSE,"12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2822","exp191129_5_B08",352,0.0033984538459166,219.275531212564,116.831854791514,618,0.986919126442126,123,0.00889531668666798,0.666288436742695,1152,"exp191129","B08","B",6.66666666666667,40000,"5",2,"VAN-096",0.0276399761375017,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2823","exp191129_5_A04",336,0.000350303587280069,2340.62229902846,16.4496483402863,1086,0.138363303963399,163,0.000355245375636254,0.136379646730519,1152,"exp191129","A04","A",7.66666666666667,40000,"5",2,"VAN-097",0.032769706157321,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2824","exp191129_5_A02",988,0.000804603652044419,938.237716894449,33.5775009793043,1152,0.503496632309282,183,0.00398004806799935,0.503496632309282,1152,"exp191129","A02","A",6,40000,"5",2,"VAN-098",0.0376120367101475,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2825","exp191129_5_B11",976,0.000767508968397134,1157.74926137661,31.5505679772578,1152,0.479873149584068,188,0.00717696353551273,0.479873149584068,1152,"exp191129","B11","B",5.66666666666667,40000,"5",2,"VAN-098",0.0282639420807443,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2827","exp191129_5_A06",840,0.000329424301241837,2756.98288742249,18.4139885194437,960,0.209694385705379,185,0.0159671267527678,0.207563304099719,1152,"exp191129","A06","A",7,40000,"5",2,"VAN-100",0.0238846599672919,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2828","exp191129_5_F03",661,0.000607646381909201,1414.47558371661,32.5448416555104,1109,0.345069736005882,164,0.00657352781385914,0.341210650108452,1152,"exp191129","F03","F",5.33333333333333,40000,"5",2,"VAN-101",0.0276649210556424,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2829","exp191129_5_A10",424,0.00306209184424327,236.03378104864,92.4564159562484,655,0.845391801151003,175,0.00514394763721143,0.544993341394754,1152,"exp191129","A10","A",9.66666666666667,40000,"5",2,"VAN-102",0.0386868024358949,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2830","exp191129_5_A12",373,0.00222120864546738,367.74001618074,96.4311090798483,888,0.78927195699268,140,0.00831966060328868,0.699419221709694,1152,"exp191129","A12","A",10.3333333333333,40000,"5",2,"VAN-103",0.0209014050967307,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
