"well_id","time_of_max_rate_OD","max_rate_OD","doubling_time_OD","AUC_OD","time_of_max_OD","max_OD","time_of_min_OD","min_OD","end_point_OD","end_point_timepoint_OD","sample_id","well_row","well_col","well","experiment","plate","replicate","strain_group.x","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","strain_group.y","ST.x","mecA.x","mortality.x","intrahost_index.x","included.x","unrelated_to_index.x","mut_count.x","scv.x","vanco_difference.x","persister_type.x","intrahost_sampledelay.x","sample_type.x","genes.x","strain_group","ST.y","mecA.y","mortality.y","intrahost_index.y","included.y","unrelated_to_index.y","mut_count.y","scv.y","vanco_difference.y","persister_type.y","intrahost_sampledelay.y","sample_type.y","genes.y","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"exp190831_2_A01",360,0.0242835271836534,28.5439250780069,84.7163333333334,630,4.54954608046694,0,0.0206032297857482,4.06034446486415,930,"BPH2750","A",1,"A01","exp190831","2",2,"VAN-040",0.0145716619962629,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_A02",360,0.0281334622144263,24.63782009043,110.020333333333,930,6.51292916902677,0,-0.011043961187994,6.51292916902677,930,"BPH2740","A",2,"A02","exp190831","2",3,"VAN-030",0.239813121687145,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA,"12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA
"exp190831_2_A03",330,0.0265567340781943,26.100618341059,115.434333333333,930,6.27252826478009,60,-0.00613179664611748,6.27252826478009,930,"BPH2728","A",3,"A03","exp190831","2",1,"VAN-024",0.0121435854123346,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-024","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_A04",390,0.0262878155855963,26.3676218475809,103.016333333333,930,6.50583942753027,0,-0.00846538884766883,6.50583942753027,930,"BPH2739","A",4,"A04","exp190831","2",1,"VAN-030",0.007371114795832,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-030","-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA,"-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_A05",570,2.92383505762756e-05,23706.7812273369,-0.258666666666667,330,-0.00479893191739858,870,-0.011120941493179,-0.00997243556153391,930,"Non infected","A",5,"A05","exp190831","2",3,"CONTROL",0.0152491161302152,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_A06",330,0.0271156862163923,25.5625904145814,103.867333333333,930,5.86112457436175,30,-0.0125464697581987,5.86112457436175,930,"BPH2742","A",6,"A06","exp190831","2",1,"VAN-032",0.179157286576163,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_A07",300,0.0289239262443746,23.9644913592861,119.587333333333,930,5.99326897848164,0,-0.0194225713712166,5.99326897848164,930,"BPH2732","A",7,"A07","exp190831","2",2,"VAN-026",0.332030621077836,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","45",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-026","45",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"45",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_A08",330,0.0266316696290242,26.0271770495579,102.455333333333,630,5.20593708574192,120,-0.0041782377731036,5.02344020309761,930,"BPH2755","A",8,"A08","exp190831","2",1,"VAN-043",0.00599999999999998,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA
"exp190831_2_A09",390,0.0253788855283031,27.3119629223644,97.2333333333334,930,6.10734051406245,60,-0.0133106381423617,6.10734051406245,930,"BPH2747","A",9,"A09","exp190831","2",2,"VAN-038",0.287156751618345,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_A10",330,0.025587040399253,27.0897755169911,105.614333333333,750,5.41162597537416,0,-0.00515096762422366,5.34776240725359,930,"BPH2744","A",10,"A10","exp190831","2",3,"VAN-034",0.303362819079728,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-034","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-034","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_A11",300,0.0259950521292806,26.6645812869592,101.552333333333,630,5.0878256466687,60,0.00208843745740045,4.70925361405392,930,"BPH2734","A",11,"A11","exp190831","2",3,"VAN-026",0.147102005424807,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA,"VAN-026","34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA,"34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA
"exp190831_2_A12",360,0.0276879713748651,25.0342349454023,96.0793333333334,660,5.20677450874294,60,-0.00540983636127519,4.76472183736333,930,"BPH2745","A",12,"A12","exp190831","2",3,"VAN-035",0.299325909336295,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-035","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-035","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_B01",360,0.0245746252069576,28.2058088260772,90.1313333333334,750,5.0190307085552,30,0.00870896171249336,4.84360644231537,930,"BPH2752","B",1,"B01","exp190831","2",2,"VAN-041",0.48926611709103,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_B02",390,0.027032109026373,25.6416241841767,100.190333333333,930,6.46630677047267,30,-0.0123979082760918,6.46630677047267,930,"BPH2730","B",2,"B02","exp190831","2",1,"VAN-024",0.0130499042142079,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,"paired-colonising",NA,"VAN-024","45",1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,"paired-colonising",NA,"45",1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,"paired-colonising",NA
"exp190831_2_B03",390,0.0261873321077507,26.4687971156402,96.1923333333334,930,5.80993273973392,60,-0.0207166584008262,5.80993273973392,930,"BPH2752","B",3,"B03","exp190831","2",1,"VAN-041",0.0257940561628708,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_B04",360,0.0274542669606347,25.2473388400358,110.639333333333,930,6.61296008419688,0,-0.0161987921376053,6.61296008419688,930,"BPH2740","B",4,"B04","exp190831","2",1,"VAN-030",0.416197469157771,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA,"12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA
"exp190831_2_B05",420,0.0243729350683217,28.439216639971,96.9643333333334,930,6.26048881531045,0,-0.0128303487886046,6.26048881531045,930,"BPH2753","B",5,"B05","exp190831","2",3,"VAN-042",0.321590319091439,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-042","121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-042","121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_B06",390,0.0247080532753544,28.0534922292458,100.154333333333,930,6.38245597501565,30,-0.0149801939353228,6.38245597501565,930,"TOX-4","B",6,"B06","exp190831","2",3,"CONTROL",2.15455603262681,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_B07",330,0.0269479330047745,25.721719748863,105.610333333333,930,6.13944947287643,0,-0.0175595834124963,6.13944947287643,930,"BPH2742","B",7,"B07","exp190831","2",2,"VAN-032",0.109051975375659,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_B08",510,0.0267896573462787,25.8736859378394,80.4623333333334,930,5.93871459092499,0,-0.00501713700254995,5.93871459092499,930,"BPH2738","B",8,"B08","exp190831","2",3,"VAN-029",0.0274651294068193,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-029","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp","VAN-029","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp"
"exp190831_2_B09",390,0.0282562823809759,24.5307281125779,113.984333333333,930,7.2749674399791,0,-0.0103123750830983,7.2749674399791,930,"BPH2739","B",9,"B09","exp190831","2",2,"VAN-030",0.367358589573367,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-030","-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA,"-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_B10",330,0.0272578645095426,25.4292547502129,105.063333333333,720,5.39658582722501,0,-0.00591585618397829,5.38753648981117,930,"BPH2751","B",10,"B10","exp190831","2",1,"VAN-040",0.116453137928238,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA"
"exp190831_2_B11",300,0.0273326050230416,25.3597189135692,106.332333333333,750,5.28687248510154,30,0.0162502935121898,5.13999294281593,930,"BPH2741","B",11,"B11","exp190831","2",3,"VAN-031",0.177868865553624,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-031","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-031","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_B12",330,0.0287383830319262,24.1192129630227,111.798333333333,660,5.76976693064278,60,-0.0005001051233918,5.74404101749758,930,"BPH2740","B",12,"B12","exp190831","2",2,"VAN-030",0.0260576284415908,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA,"12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA
"exp190831_2_C01",270,0.0253167345342807,27.379012076829,107.299333333333,690,5.09169653913454,0,0.031520309799389,4.83598612944206,930,"BPH2734","C",1,"C01","exp190831","2",2,"VAN-026",0.185695988109598,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA,"VAN-026","34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA,"34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA
"exp190831_2_C02",330,0.0298225463674012,23.2423875553973,119.844333333333,930,7.02347898472662,0,-0.00889737596161724,7.02347898472662,930,"BPH2737","C",2,"C02","exp190831","2",1,"VAN-029",0.0565803263805833,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-029","-",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-029","-",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"-",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_C03",330,0.0268997102615692,25.7678307245645,103.628333333333,930,5.70829738860085,60,-0.00883999026825256,5.70829738860085,930,"BPH2750","C",3,"C03","exp190831","2",3,"VAN-040",0.266732700157542,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_C05",360,0.0270348890214414,25.638987458399,101.195333333333,900,5.49039083052411,0,-0.00473326448958845,5.48735316840706,930,"BPH2741","C",5,"C05","exp190831","2",1,"VAN-031",0.047500877184883,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-031","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-031","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_C06",300,0.0312411264288198,22.1870098742829,116.581333333333,930,6.25660104681581,60,-0.0085530433476577,6.25660104681581,930,"BPH2749","C",6,"C06","exp190831","2",3,"VAN-039",0.0268514431641948,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_C07",390,0.02943625296547,23.5473985555511,104.872333333333,930,6.44415003249151,30,-0.0109491504470456,6.44415003249151,930,"BPH2736","C",7,"C07","exp190831","2",1,"VAN-028",0.0183393929379719,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-028","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-028","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_C08",270,0.0274693176762838,25.2335055689566,127.126333333333,780,6.20808254855907,30,0.018223864377302,6.15823809038903,930,"BPH2746","C",8,"C08","exp190831","2",1,"VAN-037",0.0838629834909299,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-037","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-037","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_C09",300,0.0281114146458859,24.6571433451993,122.493333333333,930,6.65937461816648,0,0.00107899780728536,6.65937461816648,930,"BPH2746","C",9,"C09","exp190831","2",2,"VAN-037",0.140976357355882,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-037","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-037","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_C10",540,0.0206625247243426,33.5461028991944,71.7413333333334,930,6.22587040491886,0,-0.0116613201865516,6.22587040491886,930,"BPH2729","C",10,"C10","exp190831","2",3,"VAN-024",1.53563137937896,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,NA,0,TRUE,0,5,TRUE,1.25,"Relapse (after treatment)",38,"paired-invasive","ptsG_3 / rpoB / rplV / rplD","VAN-024","45",1,NA,0,TRUE,0,5,TRUE,1.25,"Relapse (after treatment)",38,"paired-invasive","ptsG_3 / rpoB / rplV / rplD","45",1,NA,0,TRUE,0,5,TRUE,1.25,"Relapse (after treatment)",38,"paired-invasive","ptsG_3 / rpoB / rplV / rplD"
"exp190831_2_C11",360,0.0269970457079376,25.6749271034552,113.268333333333,930,6.54122064221506,0,0.00325735151530504,6.54122064221506,930,"BPH2747","C",11,"C11","exp190831","2",1,"VAN-038",0.153121955752052,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_C12",210,0.0275909070006657,25.1223049877708,123.102333333333,570,5.44093988741691,0,0.0310084269854046,5.32055628755745,930,"JE2","C",12,"C12","exp190831","2",2,"CONTROL",1.69286214957669,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
"exp190831_2_D01",300,0.026820276861405,25.8441471033955,104.800333333333,750,5.32066180533842,120,-0.0120258311035994,5.0178004894125,930,"BPH2755","D",1,"D01","exp190831","2",3,"VAN-043",0.196730780509813,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA,"-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA
"exp190831_2_D02",330,0.0265011513644214,26.1553609889764,104.122333333333,930,5.88763521160119,0,-0.00180428278245782,5.88763521160119,930,"BPH2751","D",2,"D02","exp190831","2",2,"VAN-040",0.00288675134594813,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA"
"exp190831_2_D03",390,0.0267291245500148,25.9322814431482,108.788333333333,930,6.59992741545594,0,-0.0112832993083406,6.59992741545594,930,"BPH2747","D",3,"D03","exp190831","2",3,"VAN-038",0.254539453392462,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_D04",240,0.0380312343323633,18.2257345239542,117.126333333333,930,5.61940527198858,30,-0.0126975849463461,5.61940527198858,930,"BPH2735","D",4,"D04","exp190831","2",3,"VAN-027",0.0855414129725091,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-027","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-027","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_D05",510,0.0274581624387353,25.243757010561,81.7053333333334,930,6.0215297777046,0,-0.0121232504754441,6.0215297777046,930,"BPH2738","D",5,"D05","exp190831","2",2,"VAN-029",0.000577350269189626,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-029","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp","VAN-029","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp"
"exp190831_2_D06",390,0.0246500464696145,28.119508067231,96.9783333333334,930,6.20936452231395,60,-0.0208325271674069,6.20936452231395,930,"TOX-4","D",6,"D06","exp190831","2",2,"CONTROL",1.61607649398457,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_D07",360,0.0275260212725859,25.1815245543778,104.995333333333,930,5.88842095869397,30,-0.0148341352348366,5.88842095869397,930,"BPH2728","D",7,"D07","exp190831","2",2,"VAN-024",0.0153416644034038,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-024","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp190831_2_D08",300,0.027393333987986,25.3034983205747,111.610333333333,930,5.79974917588594,0,-8.81398064315814e-05,5.79974917588594,930,"BPH2742","D",8,"D08","exp190831","2",3,"VAN-032",0.101298239537187,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_D09",330,0.0305595723839409,22.6818350679604,114.823333333333,930,6.14316727534218,0,-0.00556588107333865,6.14316727534218,930,"BPH2733","D",9,"D09","exp190831","2",3,"VAN-026",0.00503322295684714,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","45",0,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",4,"paired-invasive",NA,"VAN-026","45",0,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",4,"paired-invasive",NA,"45",0,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",4,"paired-invasive",NA
"exp190831_2_D11",330,0.028515672314796,24.3075868213105,110.080333333333,690,5.63572148090829,0,0.00848793229034032,5.44061727563403,930,"BPH2745","D",11,"D11","exp190831","2",1,"VAN-035",0.569163421171811,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-035","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-035","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp190831_2_D12",330,0.0270630206266078,25.6123361144121,97.1203333333334,660,5.05915628924525,0,-0.00535381567713539,4.82942775019112,930,"BPH2751","D",12,"D12","exp190831","2",3,"VAN-040",0.21660178515731,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA"
"exp190831_2_E01",240,0.0275533316553968,25.1565650654875,118.351333333333,690,5.41326983326592,0,0.00632664395847184,5.14691218424282,930,"JE2","E",1,"E01","exp190831","2",1,"CONTROL",0.911359810915696,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
"exp190831_2_E02",300,0.0336487682684957,20.5994815331448,120.679333333333,900,6.21231041865278,0,0.0273240328554562,6.20795664505685,930,"BPH2749","E",2,"E02","exp190831","2",2,"VAN-039",0.132590849357463,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
