"well_id","time_of_max_rate_OD","max_rate_OD","doubling_time_OD","AUC_OD","time_of_max_OD","max_OD","time_of_min_OD","min_OD","end_point_OD","end_point_timepoint_OD","sample_id","well_row","well_col","well","experiment","plate","replicate","strain_group.x","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","strain_group.y","ST.x","mecA.x","mortality.x","intrahost_index.x","included.x","unrelated_to_index.x","mut_count.x","scv.x","vanco_difference.x","persister_type.x","intrahost_sampledelay.x","sample_type.x","genes.x","strain_group","ST.y","mecA.y","mortality.y","intrahost_index.y","included.y","unrelated_to_index.y","mut_count.y","scv.y","vanco_difference.y","persister_type.y","intrahost_sampledelay.y","sample_type.y","genes.y","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"exp191109_3_D01",240,0.0250742130956761,27.643825866642,122.655666666667,840,6.13062279429402,30,-0.00429417402106946,6.10730479843645,930,"BPH2784","D",1,"D01","exp191109","3",3,"VAN-068",0.258624309246701,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-068","88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-068","88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D02",360,0.0248540074123791,27.8887492491334,106.748666666667,930,6.2882218964487,30,-0.0145176986257691,6.2882218964487,930,"BPH2780","D",2,"D02","exp191109","3",2,"VAN-064",0.478102638910656,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-064","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-064","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D03",330,0.0250556972534961,27.6642543030099,106.105666666667,840,5.65985411768897,0,-0.00411447445383752,5.61554221163824,930,"BPH2776","D",3,"D03","exp191109","3",3,"VAN-061",0.0411371689189554,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-061","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-061","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D04",270,0.0493523219342143,14.0448747575423,153.045666666667,930,7.99725360466153,0,0.00197536263802838,7.99725360466153,930,"BPH2763","D",4,"D04","exp191109","3",3,"VAN-050",0.38214595088497,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp191109_3_D05",300,0.0277489096549906,24.9792582547576,121.608666666667,840,6.03251126588441,30,0.00382230327345017,6.01930610781285,930,"BPH2766","D",5,"D05","exp191109","3",2,"VAN-052",0.062944419927425,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D06",360,0.0236173156079745,29.3491094443393,106.440666666667,930,6.29915340172178,30,-0.0164458964694283,6.29915340172178,930,"TOX-4","D",6,"D06","exp191109","3",2,"CONTROL",0.231699802337238,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D07",240,0.0267588790305478,25.9034460961034,122.833666666667,720,5.58306500188357,30,0.00442500107055833,5.47527617407815,930,"BPH2756","D",7,"D07","exp191109","3",2,"VAN-044",0.158274550491648,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D08",420,0.0259520658627875,26.7087477438104,96.5946666666667,930,6.11369781933264,60,-0.000232700462977926,6.11369781933264,930,"BPH2770","D",8,"D08","exp191109","3",3,"VAN-056",0.265305924044928,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp191109_3_D09",300,0.0262643886087858,26.3911409050687,109.343666666667,870,5.48869424607292,0,-0.00668742136069082,5.45635524345086,930,"BPH2761","D",9,"D09","exp191109","3",3,"VAN-049",0.222366739119561,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D11",240,0.0273231026489665,25.3685384659697,135.419666666667,930,7.7459080688377,0,0.0211464805338329,7.7459080688377,930,"BPH2774","D",11,"D11","exp191109","3",1,"VAN-059",0.316395322342161,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-059","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-059","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_D12",300,0.0231471536293196,29.9452447441297,108.564666666667,840,5.57284239611999,0,0.0163352503609161,5.30691446313022,930,"BPH2780","D",12,"D12","exp191109","3",3,"VAN-064",0.183511761657575,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-064","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-064","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_E01",270,0.0254455253118865,27.2404350888426,111.284666666667,810,5.47862302718389,60,0.000946763192015329,5.08168816540466,930,"JE2","E",1,"E01","exp191109","3",1,"CONTROL",1.63901774224275,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
"exp191109_3_E02",270,0.0258360364060168,26.8286965410268,112.947666666667,930,5.51742072199584,30,-0.00442719875924842,5.51742072199584,930,"BPH2778","E",2,"E02","exp191109","3",2,"VAN-062",0.453335821071605,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"VAN-062","30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"exp191109_3_E03",240,0.0255129815699531,27.1684114480869,118.204666666667,870,5.5096108370509,0,0.0217812944706125,5.31362061931918,930,"BPH2777","E",3,"E03","exp191109","3",2,"VAN-062",0.0803569121689811,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp191109_3_E04",270,0.0580917983690431,11.9319284308699,157.951666666667,390,7.66716498511945,0,0.00249095313134138,6.97172397510339,930,"BPH2763","E",4,"E04","exp191109","3",2,"VAN-050",0.434172200860442,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp191109_3_E05",330,0.0240686511623442,28.7987546906818,114.123666666667,780,6.09403221020699,0,-0.00267039966325975,6.07361241312975,930,"TOX-4","E",5,"E05","exp191109","3",1,"CONTROL",1.91592488067822,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_E06",270,0.0254501122359796,27.2355254913188,116.635666666667,930,6.28860110975311,30,-0.00196826484317077,6.28860110975311,930,"BPH2778","E",6,"E06","exp191109","3",1,"VAN-062",0.00932559202767665,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"VAN-062","30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA,"30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"exp191109_3_E07",0,0.000384626742611784,1802.12945114833,0.946666666666667,900,0.0436157183555454,0,0.0024494023703217,0.0396780042030381,930,"Non infected","E",7,"E07","exp191109","3",1,"CONTROL",0.0138902554707021,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_E08",270,0.0568737685710777,12.1874670515932,139.193666666667,480,6.46689244835595,150,-0.0270062421026637,5.97513455400723,930,"BPH2759","E",8,"E08","exp191109","3",2,"VAN-047",0.430833494519635,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_E09",270,0.0257723390340495,26.8950047430381,111.196666666667,810,5.41100342102787,60,0.00382857170993897,5.3069480261456,930,"BPH2761","E",9,"E09","exp191109","3",2,"VAN-049",0.0659982322995595,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_E10",360,0.0288376875077891,24.036156864961,107.898666666667,810,5.80502827934938,60,0.0138142162538831,5.72330088998245,930,"BPH2767","E",10,"E10","exp191109","3",3,"VAN-053",0.0152238847429513,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_E11",240,0.0262003317051922,26.4556643159821,119.359666666667,840,5.37624603658968,60,0.00455729468132651,5.33709666501756,930,"BPH2760","E",11,"E11","exp191109","3",1,"VAN-048",0.392318917888665,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-048","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-048","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_E12",270,0.0249785940555743,27.7496475189027,104.810666666667,660,4.84836999155733,30,0.00716524323353594,4.65463690336418,930,"BPH2777","E",12,"E12","exp191109","3",3,"VAN-062",0.167337981343149,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp191109_3_F01",390,0.0208484131762072,33.2469994095754,91.5086666666667,930,5.66726770695991,60,-0.0152739912073171,5.66726770695991,930,"BPH2782","F",1,"F01","exp191109","3",1,"VAN-066",0.425254276874436,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-066","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-066","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_F02",330,0.0258691707152025,26.7943332312777,104.383666666667,930,5.60904146142579,0,-0.00207687928019802,5.60904146142579,930,"BPH2777","F",2,"F02","exp191109","3",1,"VAN-062",0.596411826397387,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"exp191109_3_F03",450,0.0252383747682928,27.4640180646954,94.4266666666667,930,6.4599742310216,30,-0.00154209128760114,6.4599742310216,930,"BPH2771","F",3,"F03","exp191109","3",2,"VAN-056",0.135888189332259,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"exp191109_3_F04",360,0.021665745050402,31.9927691822942,114.123666666667,930,7.04693538258162,30,-0.00501265782822511,7.04693538258162,930,"BPH2779","F",4,"F04","exp191109","3",1,"VAN-063",0.214664078659348,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-063","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-063","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_F05",240,0.0282701341761237,24.5187085509258,135.363666666667,930,6.55996140627749,0,0.00425234278105042,6.55996140627749,930,"BPH2783","F",5,"F05","exp191109","3",2,"VAN-067",0.00726865416245215,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_F06",240,0.0269940752799203,25.6777523724084,132.648666666667,930,6.54361543958799,30,0.00695410981718716,6.54361543958799,930,"BPH2783","F",6,"F06","exp191109","3",1,"VAN-067",0.101276519160827,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_F07",390,0.0258408434076343,26.8237057756081,100.871666666667,930,6.11770928283205,30,0.0123888316360625,6.11770928283205,930,"BPH2771","F",7,"F07","exp191109","3",3,"VAN-056",0.109389975165308,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"exp191109_3_F08",270,0.0433927362954005,15.9738066721876,125.687666666667,420,6.06356334387781,150,0.00503603771159012,5.4108145846748,930,"BPH2759","F",8,"F08","exp191109","3",3,"VAN-047",0.043085960590429,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_F09",300,0.0246963534715052,28.0667824648567,104.713666666667,810,5.4178596458305,60,0.0150367035558542,5.38704963854688,930,"BPH2761","F",9,"F09","exp191109","3",1,"VAN-049",0.139034767834044,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_F10",210,0.0282769534624004,24.5127956051424,136.566666666667,720,6.39829627170915,60,0.00736629486781719,6.13947209443158,930,"BPH2773","F",10,"F10","exp191109","3",2,"VAN-058",0.278147982196528,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_F11",270,0.0276547472507626,25.0643108134294,118.028666666667,930,5.67973882850268,0,0.0124106931893704,5.67973882850268,930,"JE2","F",11,"F11","exp191109","3",3,"CONTROL",0.911359810915696,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"CONTROL","8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"8",1,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
"exp191109_3_F12",210,0.0281918058686616,24.5868314995194,126.865666666667,690,5.67701965844495,0,0.0125291228099695,5.57914909391067,930,"BPH2784","F",12,"F12","exp191109","3",2,"VAN-068",0.0734057218478232,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-068","88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-068","88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G01",270,0.027197272466763,25.485907875763,123.809666666667,750,5.84165922839814,30,0.00368374225649446,5.74520915312352,930,"BPH2769","G",1,"G01","exp191109","3",2,"VAN-055",0.246197820190729,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G02",330,0.0224491323904182,30.8763460656411,111.770666666667,930,6.24689871267006,60,0.083558411345725,6.24689871267006,930,"BPH2782","G",2,"G02","exp191109","3",2,"VAN-066",0.515548251863974,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-066","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-066","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G03",240,0.0261533860971925,26.5031525166201,133.144666666667,870,6.49960664560431,0,0.0323016016797691,6.05495036299231,930,"BPH2758","G",3,"G03","exp191109","3",3,"VAN-046",0.196653756638413,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-046","5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-046","5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G04",300,0.0244592396348862,28.3388687018426,120.754666666667,930,6.49654139346741,0,0.00626411881101143,6.49654139346741,930,"BPH2765","G",4,"G04","exp191109","3",2,"VAN-051",0.297072886679347,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G05",240,0.0273616494133601,25.3327995724372,136.441666666667,930,6.71757298467935,0,0.00725949465556882,6.71757298467935,930,"BPH2783","G",5,"G05","exp191109","3",3,"VAN-067",0.0977720137189912,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-067","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G06",420,0.0255229221979627,27.1578299374856,94.0676666666667,930,6.2725376229316,90,0.00775501531394384,6.2725376229316,930,"BPH2771","G",6,"G06","exp191109","3",1,"VAN-056",0.133503558005021,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"exp191109_3_G07",270,0.026517530151198,26.1392058991825,122.738666666667,840,5.90178084206012,30,0.0338529150382705,5.88310010922817,930,"BPH2766","G",7,"G07","exp191109","3",1,"VAN-052",0.0138033812282836,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G08",270,0.0472720734457343,14.6629316218938,117.202666666667,360,5.65723728475156,30,0.0185244978473259,5.31420628935793,930,"BPH2759","G",8,"G08","exp191109","3",1,"VAN-047",0.0172945077987204,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G09",210,0.0270120973506544,25.6606205568541,136.901666666667,840,6.47022527430157,30,0.0255577054090431,5.9534194553629,930,"BPH2773","G",9,"G09","exp191109","3",1,"VAN-058",0.270402169616542,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G10",240,0.031876676288177,21.7446503610865,129.447666666667,930,6.11243860538296,60,0.00473212473752282,6.11243860538296,930,"BPH2764","G",10,"G10","exp191109","3",2,"VAN-050",0.325744659715756,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"exp191109_3_G11",240,0.0263805190183671,26.2749637365873,121.380666666667,720,5.59277713941524,0,-0.000387295257345478,5.42050141829761,930,"BPH2756","G",11,"G11","exp191109","3",3,"VAN-044",0.277240930119153,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_G12",240,0.0264033228517424,26.2522707634961,122.338666666667,930,5.51247371376409,0,0.000287570187836205,5.51247371376409,930,"BPH2775","G",12,"G12","exp191109","3",3,"VAN-060",0.118800813689694,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-060","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-060","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_H01",720,5.30866136508531e-05,13056.9108272516,-0.644333333333334,0,-0.00440686918941133,900,-0.0295253727847102,-0.028327051494173,930,"Non infected","H",1,"H01","exp191109","3",2,"CONTROL",0.0161842811356554,FALSE,FALSE,FALSE,0,0,0,FALSE,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONTROL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exp191109_3_H02",330,0.0241921134572046,28.6517828128621,104.600666666667,930,5.69578399145645,30,0.0016188426472095,5.69578399145645,930,"BPH2765","H",2,"H02","exp191109","3",3,"VAN-051",0.0142220486100514,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
