"sample_id","well_id","time_of_max_rate_death","max_rate_death","doubling_time_death","AUC_death","time_of_max_death","max_death","time_of_min_death","min_death","end_point_death","end_point_timepoint_death","experiment","well","well_row","well_col","cell_number","plate","replicate","strain_group","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2704","exp191115_1_A07",390,0.00196105350947154,353.456536097648,100.753032089243,1152,0.951217417979396,120,-0.0300990892493182,0.951217417979396,1152,"exp191115","A07","A",7,40000,"1",2,"VAN-004",0.0456833260244674,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2704","exp191115_1_E11",480,0.0020890973593978,331.792665115307,79.5812305828569,1152,0.844692059978403,186,-0.0855706808561094,0.844692059978403,1152,"exp191115","E11","E",11,40000,"1",1,"VAN-004",0.0456833260244674,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2704","exp191116_1_A07",510,0.00154792304493553,447.791757366605,79.3413116184628,1152,0.874583260712421,138,-0.0390235968470733,0.874583260712421,1152,"exp191116","A07","A",7,40000,"1",2,"VAN-004",0.0456833260244674,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2704","exp191116_1_H04",564,0.00132229573438394,524.199815923089,60.4322820392768,1152,0.704045707489846,156,-0.0372684483292287,0.704045707489846,1152,"exp191116","H04","H",4,40000,"1",3,"VAN-004",0.0456833260244674,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2705","exp191115_1_E09",420,0.00285358351108144,242.904116129147,113.73131826186,882,1.02588455480349,150,-0.0690507976031236,0.974362062609879,1152,"exp191115","E09","E",9,40000,"1",2,"VAN-004",0.0426107653476277,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,NA,0,TRUE,0,0,FALSE,0,"Persistent",10,"paired-invasive",NA
"BPH2705","exp191115_1_F09",444,0.00231676939595648,299.186954804269,87.7845458528832,984,0.859127108666108,168,-0.0896547758873721,0.846752162289845,1152,"exp191115","F09","F",9,40000,"1",1,"VAN-004",0.0426107653476277,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,NA,0,TRUE,0,0,FALSE,0,"Persistent",10,"paired-invasive",NA
"BPH2705","exp191116_1_D09",480,0.00267321694131755,259.293276892939,108.116148634212,996,1.07718010830328,162,-0.0816704175549143,1.05537056059566,1152,"exp191116","D09","D",9,40000,"1",3,"VAN-004",0.0426107653476277,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,NA,0,TRUE,0,0,FALSE,0,"Persistent",10,"paired-invasive",NA
"BPH2705","exp191116_1_E09",462,0.00320242118978736,216.444727124095,132.192455680252,912,1.25761489058018,144,-0.092373942597439,1.19228430232159,1152,"exp191116","E09","E",9,40000,"1",2,"VAN-004",0.0426107653476277,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,NA,0,TRUE,0,0,FALSE,0,"Persistent",10,"paired-invasive",NA
"BPH2705","exp191116_1_F09",456,0.00291603061869728,237.702298499734,122.879787417781,924,1.16171569248737,144,-0.0879933824007503,1.10172005522336,1152,"exp191116","F09","F",9,40000,"1",1,"VAN-004",0.0426107653476277,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,NA,0,TRUE,0,0,FALSE,0,"Persistent",10,"paired-invasive",NA
"BPH2705","exp191115_1_D09",432,0.00257936211031461,268.728139328758,100.53868250306,972,0.955823123141758,162,-0.0869759746195956,0.927303214130426,1152,"exp191115","D09","D",9,40000,"1",3,"VAN-004",0.0426107653476277,FALSE,FALSE,FALSE,0,0,0,FALSE,"93",1,NA,0,TRUE,0,0,FALSE,0,"Persistent",10,"paired-invasive",NA
"BPH2706","exp191116_1_A11",618,0.00142550708553661,486.246043665941,92.3993665841565,1152,0.973146137025073,204,0.149427881927207,0.973146137025073,1152,"exp191116","A11","A",11,40000,"1",3,"VAN-005",0.0555750577738574,FALSE,FALSE,FALSE,0,0,0,FALSE,"508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2706","exp191115_1_C01",528,0.00144159209554585,480.820602930326,73.713758943162,1152,0.838032792566945,198,0.00642702601127151,0.838032792566945,1152,"exp191115","C01","C",1,40000,"1",2,"VAN-005",0.0555750577738574,FALSE,FALSE,FALSE,0,0,0,FALSE,"508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2706","exp191115_1_H06",564,0.0018740754566741,369.860870911818,92.6133203270836,1152,1.10568513604849,192,-0.0027983744451056,1.10568513604849,1152,"exp191115","H06","H",6,40000,"1",1,"VAN-005",0.0555750577738574,FALSE,FALSE,FALSE,0,0,0,FALSE,"508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2706","exp191115_1_A11",540,0.00153328809510394,452.065846446787,82.062920323374,1152,0.901485130338436,198,0.0313823611480996,0.901485130338436,1152,"exp191115","A11","A",11,40000,"1",3,"VAN-005",0.0555750577738574,FALSE,FALSE,FALSE,0,0,0,FALSE,"508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2707","exp191115_1_E04",552,0.00171026723739868,405.285890650764,58.2484987506741,960,0.632966486347065,210,-0.0528270531057643,0.610216631751075,1152,"exp191115","E04","E",4,40000,"1",2,"VAN-006",0.0108228341995133,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2707","exp191116_1_E04",516,0.00302872628647552,228.857650047522,106.195459462641,810,1.0344980311143,174,-0.0337873526540559,0.859232562909461,1152,"exp191116","E04","E",4,40000,"1",2,"VAN-006",0.0108228341995133,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2707","exp191116_1_D04",516,0.00256463402353061,270.271381491587,95.8789662162505,870,0.946501536189201,168,-0.0494727082555018,0.83048519277266,1152,"exp191116","D04","D",4,40000,"1",3,"VAN-006",0.0108228341995133,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2707","exp191116_1_D10",552,0.00207179283399689,334.563943453135,74.2441788941645,936,0.778023009366625,192,-0.044885780076704,0.720446806582128,1152,"exp191116","D10","D",10,40000,"1",1,"VAN-006",0.0108228341995133,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2707","exp191115_1_D04",498,0.00267168483504017,259.441971399117,95.8163622384018,882,0.95518922436445,180,-0.0620550510644257,0.850178291677876,1152,"exp191115","D04","D",4,40000,"1",3,"VAN-006",0.0108228341995133,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2707","exp191115_1_D10",546,0.0020827467450107,332.804351859105,72.8455998841098,966,0.784774416647708,210,-0.0560617453514527,0.74546972425321,1152,"exp191115","D10","D",10,40000,"1",1,"VAN-006",0.0108228341995133,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2708","exp191116_1_G10",534,0.00132845271345178,521.770307321596,56.6755289293822,1152,0.738620422546215,174,-0.0230627211655872,0.738620422546215,1152,"exp191116","G10","G",10,40000,"1",2,"VAN-007",0.025942372200258,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2708","exp191115_1_G10",498,0.00212569668038876,326.080003301872,70.7366920326061,1152,0.792219371452992,198,-0.0866901104568309,0.792219371452992,1152,"exp191115","G10","G",10,40000,"1",2,"VAN-007",0.025942372200258,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2708","exp191115_1_C07",534,0.00159793895305544,433.775757975341,53.6212955143978,1152,0.652206694287025,222,-0.0770139213533882,0.652206694287025,1152,"exp191115","C07","C",7,40000,"1",1,"VAN-007",0.025942372200258,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2708","exp191116_1_H05",552,0.00169667578713153,408.532487949161,80.5369641780267,1152,0.883470894677986,180,0.0126533146351471,0.883470894677986,1152,"exp191116","H05","H",5,40000,"1",3,"VAN-007",0.025942372200258,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2708","exp191115_1_H05",540,0.00169935844702803,407.88756590593,60.9721124078224,1152,0.749414645531982,186,-0.0809725994442079,0.749414645531982,1152,"exp191115","H05","H",5,40000,"1",3,"VAN-007",0.025942372200258,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
