"sample_id","well_id","AUC_death","time_of_max_death","max_death","time_of_min_death","min_death","time_of_max_rate_death","max_rate_death","doubling_time_death","end_point_death","end_point_timepoint_death","experiment","well","well_row","well_col","cell_number","plate","replicate","strain_group","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2845","exp191205_6_D09",156.733510326782,750,1.35142481224915,117,-0.00672026960300777,397,0.00394235919145764,179.971416587981,1.02371110989286,1152,"exp191205","D09","D",9,40000,"6",2,"VAN-114",0.0566879123662878,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2846","exp191205_6_A11",100.114087337933,1008,0.912518067070972,132,-0.00450035944666008,438,0.00207260299132668,396.848620590575,0.839016379058803,1152,"exp191205","A11","A",6,40000,"6",2.2,"VAN-115",0.028542820487736,FALSE,FALSE,FALSE,0,0,0.00103626943005181,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2847","exp191205_6_D04",28.1530056851054,1029,0.341661903091673,201,-0.038888063584759,589.5,0.000793411226124997,918.800151698262,0.327682672866318,1152,"exp191205","D04","D",7,40000,"6",2,"VAN-116",0.0168513404838254,FALSE,FALSE,FALSE,0,0,0.00129533678756477,FALSE,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2848","exp191205_6_C07",164.68391367971,686,1.35834951080379,61,-0.0461844983449646,299,0.00438185213715362,166.485698161443,0.954973416941596,1152,"exp191205","C07","C",7.33333333333333,40000,"6",2,"VAN-117",0.0572374685819942,FALSE,FALSE,FALSE,0,0.00863557858376511,0.00690846286701209,FALSE,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2849","exp191205_6_C02",139.402419426938,852,1.26646155470985,98.4,-0.0460200017250192,469.2,0.00333032234808666,215.420314169878,1.12331555617832,1152,"exp191205","C02","C",2.4,40000,"6",2,"VAN-118",0.0450329157894693,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2850","exp191205_6_B08",147.18929867812,815,1.30113510455493,108,-0.0233545397771067,454,0.00347937254134714,202.485206175625,1.1065105262102,1152,"exp191205","B08","B",6.66666666666667,40000,"6",2,"VAN-118",0.050896576994783,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2851","exp191205_6_A04",11.076001775592,911,0.131350199072622,179,-0.0712560298950005,386,0.000721447069404277,994.449956617858,0.119521983791049,1152,"exp191205","A04","A",7.66666666666667,40000,"6",2,"VAN-119",0.0337838633034844,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2852","exp191205_6_A02",35.6472249843238,846,0.373765503655123,173,-0.0671995436140394,448,0.00134984944340565,589.544660639865,0.30511660882939,1152,"exp191205","A02","A",6,40000,"6",2,"VAN-121",0.0223339199937677,FALSE,FALSE,FALSE,0,0,0,FALSE,"101",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2853","exp191205_6_B11",119.30569345367,921,1.03104771264616,112,-0.00765000802299916,362,0.00238596357572029,301.58491678118,0.947745415684839,1152,"exp191205","B11","B",5.66666666666667,40000,"6",2,"VAN-122",0.0491715107236909,FALSE,FALSE,FALSE,0,0,0.00518134715025907,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2854","exp191205_6_A06",48.0866122958663,1122,0.52802779490944,181,-0.0230983353004984,567,0.00108300127345747,666.322227137419,0.525506164451345,1152,"exp191205","A06","A",7,40000,"6",2,"VAN-123",0.0466539362987217,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2855","exp191205_6_F03",69.9180491667597,960,0.630320366823175,139.2,0.00668863520351625,445.2,0.00147119697546284,480.380106186506,0.587423742115789,1152,"exp191205","F03","F",5.8,40000,"6",2,"VAN-124",0.0356948615384064,FALSE,FALSE,FALSE,0,0.00207253886010363,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2856","exp191205_6_A10",-6.02831574086205,384,0.0209102077887893,207,-0.0683257899628866,447,0.000235780483292782,4179.70335120747,-0.0149777615563809,1152,"exp191205","A10","A",9.66666666666667,40000,"6",2,"VAN-125",0.0729052518744496,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2857","exp191205_6_A12",45.8955088696785,876,0.454172282762936,177,-0.0599642652242322,435,0.0015286183967282,529.288753210343,0.374424875599114,1152,"exp191205","A12","A",10.3333333333333,40000,"6",2,"VAN-126",0.0402220260876881,FALSE,FALSE,FALSE,0,0.0224525043177893,0,FALSE,"101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2858","exp191205_6_C08",107.549884981308,1102,1.37508516780872,165,-0.0525493247460884,703,0.00306890027054943,243.926022874849,1.37152150639788,1152,"exp191205","C08","C",9.66666666666667,40000,"6",2,"VAN-126",0.0336986869228907,FALSE,FALSE,FALSE,0,0.00518134715025907,0.0129533678756477,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2859","exp191205_6_A09",137.571225787681,619,1.19328857942512,89,-0.0875228407809273,336,0.0044901143170582,165.638624766843,0.733642958570934,1152,"exp191205","A09","A",7.66666666666667,40000,"6",2,"VAN-127",0.0379262178146632,FALSE,FALSE,FALSE,0,0.00604490500863558,0,FALSE,"93",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2860","exp191205_6_E03",179.381887876584,763.5,1.53248027452267,88.5,-0.0107025906700848,379.5,0.00404053283295527,174.343619829464,1.220993428138,1152,"exp191205","E03","E",4.75,40000,"6",1.75,"VAN-128",0.0480722765428335,FALSE,FALSE,FALSE,0,0,0,FALSE,"88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2861","exp191205_6_C06",133.903742876825,793,1.13106345791784,121,-0.0298288138835749,375,0.00330081013485824,228.769007653349,0.936519393394256,1152,"exp191205","C06","C",4.66666666666667,40000,"6",2,"VAN-129",0.0255702421658719,FALSE,FALSE,FALSE,0,0.00518134715025907,0.00863557858376511,FALSE,"39",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2862","exp191205_6_F04",175.802513872324,700,1.41197291671729,50,-0.0433024448442648,312,0.00430028825256908,162.256722996761,1.05749838154503,1152,"exp191205","F04","F",3.66666666666667,40000,"6",1.66666666666667,"VAN-129",0.0435842410541615,FALSE,FALSE,FALSE,0,0,0,FALSE,"39",0,NA,0,TRUE,0,1,FALSE,0,"Persistent",3,"paired-invasive",NA
"BPH2863","exp191205_6_B10",104.627060829534,991,0.984623544857941,121,-0.0384413250810375,434,0.00212069286084015,332.899630833559,0.93751172753131,1152,"exp191205","B10","B",8,40000,"6",2,"VAN-130",0.0461346142437033,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2864","exp191205_6_B01",106.21952621079,922,0.984604282648533,141,-0.0213094666326125,433,0.00221501536152158,314.327303035644,0.924800670556247,1152,"exp191205","B01","B",2.66666666666667,40000,"6",2,"VAN-130",0.0430841354504433,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",4,"paired-invasive",NA
"BPH2865","exp191205_6_B05",86.8067165838757,730,0.785121731104691,165,-0.0304420543561371,421,0.00264952659722383,265.560142802816,0.558753857902969,1152,"exp191205","B05","B",2.66666666666667,40000,"6",2,"VAN-131",0.0405686971619686,FALSE,FALSE,FALSE,0,0,0,FALSE,"46",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2866","exp191205_6_F05",49.9711268225032,886,0.467256576171313,120,-0.0402566446853577,490,0.00114906689457413,659.288600989887,0.403276102778793,1152,"exp191205","F05","F",5.33333333333333,40000,"6",2,"VAN-132",0.0372664335183661,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2867","exp191205_6_A08",26.1103800078087,993,0.22601794509092,123,-0.00610367263411819,281,0.00058442925340229,1414.91055861091,0.217411389567017,1152,"exp191205","A08","A",7,40000,"6",2,"VAN-132",0.067425119556729,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2887","exp200309_M1_A03",115.979661038168,810,1.03397376638495,102,-0.0175358594469787,492,0.00267554785798879,259.067382588695,0.886047184071091,1152,"exp200309","A03","A",3,40000,"M1",1,"VAN-148",0.0398331653759816,FALSE,FALSE,FALSE,0,0.0362694300518135,0,FALSE,"45",1,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2896","exp200309_M1_C10",56.4877353939369,1152,0.878934390511001,132,0.00831081810361208,882,0.00141709438508108,559.456144996353,0.878934390511001,1152,"exp200309","C10","C",8.66666666666667,40000,"M1",2,"VAN-155",0.0427893534338674,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2902","exp200226_P2_B05",18.3533406313485,1152,0.187908001018841,148,-0.0196357471171314,370,0.000454677246489489,1532.13757954839,0.187908001018841,1152,"exp200226","B05","B",6.33333333333333,40000,"P2",2,"VAN-160",0.0104506772048631,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2904","exp200226_P2_B03",103.939999384189,1152,1.06151487689405,136,-0.0113110927543713,430,0.00187101484874026,373.866607237125,1.06151487689405,1152,"exp200226","B03","B",6.66666666666667,40000,"P2",2,"VAN-160",0.0166620387943742,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,NA,0,TRUE,0,3,FALSE,0,NA,1,"paired-colonising","clfA / agrA / Nitroreductase family protein"
"BPH2934","exp200309_M1_B02",98.464111360486,846,0.86694169569699,86,0.00298465247525516,474,0.00169341006046596,423.953695945745,0.728562635329986,1152,"exp200309","B02","B",2.66666666666667,40000,"M1",2,"VAN-184",0.0348535048699569,FALSE,FALSE,FALSE,0,0,0,FALSE,"291",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2938","exp200309_M1_E08",64.6900534717423,1152,0.721998120565605,114,-0.042288105036176,543,0.00159848026934968,433.81415643572,0.721998120565605,1152,"exp200309","E08","E",8,40000,"M1",2.5,"VAN-188",0.0162173793046938,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2942","exp200226_P2_C06",169.755792137937,932,1.32578260779737,0,-0.0166808067637974,226,0.00316155315464485,219.300216036683,1.30362746489058,1152,"exp200226","C06","C",7,40000,"P2",2,"VAN-192",0.0275701041579321,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2943","exp200226_P2_C05",163.197587814957,1044,1.28146132463461,0,-0.0350771814357891,224,0.00335412499869096,207.17299936796,1.24895879035617,1152,"exp200226","C05","C",6.66666666666667,40000,"P2",2,"VAN-192",0.0154235745010019,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,0,TRUE,0,0,FALSE,-0.5,"Relapse (after treatment)",65,"paired-invasive",NA
"BPH2949","exp200309_M1_A07",123.964904890698,854,0.990643863929661,26,-0.0270880804545971,252,0.00227119865796638,332.112237827003,0.903422659753266,1152,"exp200309","A07","A",7.33333333333333,40000,"M1",2,"VAN-197",0.0104535619574389,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2962","exp200226_P2_B09",124.740388890722,1152,1.30905939521774,114,-0.0309126857751044,418,0.0020323264739742,342.889063316801,1.30905939521774,1152,"exp200226","B09","B",8,40000,"P2",2,"VAN-207",0.0128561304505894,FALSE,FALSE,FALSE,0,0,0,FALSE,"20",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2963","exp200226_P2_B10",127.927954694759,1152,1.34880254558611,118,-0.0264201160442403,402,0.00212713708865182,326.849629225536,1.34880254558611,1152,"exp200226","B10","B",7,40000,"P2",2,"VAN-207",0.0339106988980108,FALSE,FALSE,FALSE,0,0,0,FALSE,"20",0,NA,0,TRUE,0,5,FALSE,0,"Persistent",3,"paired-invasive","ggt_1 / SigmaW regulon antibacterial / hutG / entB"
"BPH2965","exp200309_M1_D09",71.5127063462936,726,0.659910836604363,122,-0.0249092457395878,476,0.00215311128767245,322.3710305932,0.480238478691786,1152,"exp200309","D09","D",9,40000,"M1",2,"VAN-208",0.00464343827067054,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2976","exp200219_P1_D11",34.9665489490713,1152,0.658528502027545,228,0.00327163112962026,1119,0.00149514490902069,468.650919628345,0.658528502027545,1152,"exp200219","D11","D",6.5,40000,"P1",2.5,"VAN-216",0.0750765440500359,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2977","exp200219_P1_B11",59.7639445379691,1152,1.1181552506595,222,0.0525508158123818,1026,0.00252154584608561,355.980479044894,1.1181552506595,1152,"exp200219","B11","B",11,40000,"P1",2,"VAN-216",0.0603276474311283,FALSE,FALSE,FALSE,0,0.0336787564766839,0,FALSE,"-",1,NA,0,TRUE,0,0,FALSE,0.5,"Persistent",3,"paired-invasive",NA
"BPH2978","exp200219_P1_B06",74.559885929152,1152,1.11895229260467,212,-0.00983961764169474,826,0.00199888655376822,352.298461026301,1.11895229260467,1152,"exp200219","B06","B",4.66666666666667,40000,"P1",2,"VAN-216",0.0425942327147061,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",1,NA,0,TRUE,0,1,FALSE,0,"Persistent",6,"paired-invasive","fabF"
"BPH2979","exp200219_P1_B04",72.7222324613537,1152,1.16236699078894,158,-0.0471354183150641,828,0.00183476505980057,382.812312803133,1.16236699078894,1152,"exp200219","B04","B",6,40000,"P1",2,"VAN-216",0.0611408256032728,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",1,NA,0,TRUE,0,1,FALSE,0.5,"Persistent",8,"paired-invasive",NA
"BPH2980","exp200219_P1_C04",37.15344792294,1152,0.723621372875967,202,-0.0622777002597917,886,0.00133969762720247,536.116956614262,0.723621372875967,1152,"exp200219","C04","C",4.33333333333333,40000,"P1",2,"VAN-216",0.0716133452614683,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",1,NA,0,TRUE,0,2,FALSE,0,"Persistent",12,"paired-invasive","bcr_1 / pepS"
"BPH2981","exp200219_P1_B08",85.9513529905463,1152,1.3744518379749,158,-0.0290329238982239,888,0.00220096211241508,319.898704042435,1.3744518379749,1152,"exp200219","B08","B",8.33333333333333,40000,"P1",2,"VAN-216",0.04385092985504,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",1,NA,0,TRUE,0,12,FALSE,0.5,NA,5,"paired-colonising","gpsA / lepA / blaZ / hypothetical protein"
"BPH2982","exp200219_P1_C03",35.6649218398479,1152,0.55728297547368,194,-0.0523419276875581,784,0.000997948365752764,712.127151378955,0.55728297547368,1152,"exp200219","C03","C",6,40000,"P1",2,"VAN-216",0.023262812783152,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",1,NA,0,TRUE,0,17,FALSE,1,NA,-139,"paired-colonising","gpsA / hypothetical protein / rny"
"BPH3225","exp200309_M1_A11",51.1225024178396,1010,0.50912474095544,114,-0.0190575823692661,524,0.00127724472417213,549.082197919849,0.495204110800026,1152,"exp200309","A11","A",6,40000,"M1",2,"VSS-026",0.0568410324857742,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3252","exp200309_M1_D04",141.418528352683,1152,1.50179857748736,74,-0.00802446651392667,646,0.00220066078676752,314.999676784445,1.50179857748736,1152,"exp200309","D04","D",6,40000,"M1",2,"VSS-053",0.0274964967447784,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3276","exp200309_M1_C07",31.4287226769998,1108,0.239108619320953,124,0.104439713784508,574,0.000507139541936719,1675.00746086981,0.23800964007872,1152,"exp200309","C07","C",7.33333333333333,40000,"M1",2,"VSS-077",0.0341541506863603,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3306","exp200309_M1_C02",61.308410854245,1152,0.90111842457085,152,-0.0319692204828217,824,0.00144657757201632,487.088424290828,0.90111842457085,1152,"exp200309","C02","C",2.66666666666667,40000,"M1",2,"VSS-107",0.0238312558386894,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3328","exp200309_M1_B08",34.6871633485648,1152,0.501928756143579,158,-0.0284198818962906,746,0.00109096951200631,641.042779553679,0.501928756143579,1152,"exp200309","B08","B",6.66666666666667,40000,"M1",2,"VSS-129",0.0194202806293851,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3336","exp200226_P2_C02",147.695200921785,912,0.992404701460111,0,-0.0503464808093035,216,0.00421664295687576,164.859360880623,0.986489827223462,1152,"exp200226","C02","C",4,40000,"P2",2,"VSS-137",0.00726582828184415,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH3337","exp200226_P2_B07",80.8291258162048,832,0.665442805821433,114,-0.0326527087784532,322,0.00216169881660414,326.424662911918,0.600688989085244,1152,"exp200226","B07","B",7.33333333333333,40000,"P2",2,"VSS-138",0.0243946976019207,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH3350","exp200309_M1_A04",69.3482665748652,778,0.587170667073471,90,-0.0146814733914948,296,0.00134955791971889,526.766215697283,0.468224471300819,1152,"exp200309","A04","A",7.66666666666667,40000,"M1",2,"VSS-151",0.0246388917188532,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3358","exp200309_M1_A02",99.8732507826498,789,0.801575283715356,72,0.0221617398529863,408,0.0019573966862721,357.750188806237,0.701392942347658,1152,"exp200309","A02","A",7,40000,"M1",2.5,"VSS-159",0.0456770980555785,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3360","exp200309_M1_B11",45.4328072948045,1152,0.539713462059489,138,0.0124563351874219,754,0.000718173495334463,1015.35806572495,0.539713462059489,1152,"exp200309","B11","B",5.66666666666667,40000,"M1",2,"VSS-161",0.0386107998131507,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3361","exp200309_M1_A06",107.352720507976,866,0.964913835656424,100,-0.0137302442336422,464,0.00192843275477287,364.139594428223,0.791608292323696,1152,"exp200309","A06","A",7,40000,"M1",2,"VSS-162",0.035044778471258,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3367","exp200309_M1_F03",33.5829281438731,780,0.314848538912117,142,-0.0386860056956537,454,0.00104771918697091,662.928984690601,0.258570156466057,1152,"exp200309","F03","F",5.33333333333333,40000,"M1",2,"VSS-170",0.0315846795335474,FALSE,FALSE,FALSE,0,0,0,FALSE,"101",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3383","exp200309_M1_A10",32.6540349084561,1152,0.284405793044909,86,0.0265376857372551,228,0.000613958350946626,1151.82252145805,0.284405793044909,1152,"exp200309","A10","A",9.66666666666667,40000,"M1",2,"VSS-186",0.0276398408038553,FALSE,FALSE,FALSE,0,0,0,FALSE,"199",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3384","exp200309_M1_A12",11.496605063989,1152,0.10538516303185,152,0.00507515176334263,284,0.000210495810666724,4131.61353635157,0.10538516303185,1152,"exp200309","A12","A",10.3333333333333,40000,"M1",2,"VSS-187",0.0138205327382453,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3394","exp200309_M1_C08",4.46948292683407,1152,0.0795330683294376,170,-0.0332822348271103,382,0.000202655172541787,3434.45026765584,0.0795330683294376,1152,"exp200309","C08","C",9.66666666666667,40000,"M1",2,"VSS-197",0.0229381720537077,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3396","exp200309_M1_A09",44.4251908636198,1038,0.312852727521097,80,0.0348992822412244,256,0.000984316077486488,747.715361827178,0.307393738079695,1152,"exp200309","A09","A",7.66666666666667,40000,"M1",2,"VSS-199",0.0239483897566859,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3412","exp200309_M1_E03",118.985207418521,399,0.804605739323783,0,-0.0582602198456389,207,0.00404994545508672,171.161679223764,0.680603006150024,1152,"exp200309","E03","E",2.5,40000,"M1",1.5,"VSS-216",0.0207359389575032,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3416","exp200309_M1_C06",116.919684802549,1070,1.2435299607188,76,-0.0376003506465008,672,0.00219134983445692,316.450647594621,1.23365031448301,1152,"exp200309","C06","C",4.66666666666667,40000,"M1",2,"VSS-220",0.0187187836756448,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3423","exp200309_M1_C03",134.93489404412,1134,1.2022015061782,60,-0.0181501777818941,336,0.00242777736696071,285.511866767164,1.20203935048556,1152,"exp200309","C03","C",3.5,40000,"M1",2,"VSS-227",0.031862585174486,FALSE,FALSE,FALSE,0,0,0,FALSE,"20",0,"Died",0,TRUE,0,0,FALSE,-0.5,"Unknown",8,"paired-invasive",NA
"BPH3425","exp200309_M1_B10",100.845148334522,872,0.888043965797196,100,0.00480161778675911,464,0.00222884448417957,340.455774118346,0.710375502981001,1152,"exp200309","B10","B",8,40000,"M1",2,"VSS-229",0.0350430612353258,FALSE,FALSE,FALSE,0,0,0,FALSE,"6",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3427","exp200226_P2_C11",54.0232327909005,838,0.374961476727457,26,0.047257992590931,284,0.00099667585720018,734.078652644607,0.359072153660038,1152,"exp200226","C11","C",6.66666666666667,40000,"P2",2,"VSS-231",0.00420236073411499,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH3433","exp200309_M1_B01",21.9591432832497,990,0.162792997686795,171,0.0455914108533345,390,0.000271518522018252,2684.27782479663,0.153643221878256,1152,"exp200309","B01","B",2,40000,"M1",1.5,"VSS-237",0.0848135038783028,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH3448","exp200309_M1_B05",104.924472744851,794,0.854976100913303,44,-0.00670272008569395,410,0.00199366438037768,356.830687119499,0.753457104416041,1152,"exp200309","B05","B",2.66666666666667,40000,"M1",2,"VSS-252",0.0525360343486948,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3451","exp200309_M1_F05",54.571983441091,1152,0.719262329700996,162,-0.00953761706104155,746,0.00116321426726117,597.088327021305,0.719262329700996,1152,"exp200309","F05","F",5.33333333333333,40000,"M1",2,"VSS-255",0.0329152593630588,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3453","exp200309_M1_A08",101.35466636692,1152,1.17227016995842,108,0.0357916437699476,784,0.00168295227862055,430.258063709167,1.17227016995842,1152,"exp200309","A08","A",7,40000,"M1",2,"VSS-257",0.0611410811138646,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH3455","exp200313_M2_A03",146.584433213524,720,1.02290892503342,0,0.0472567331718878,230,0.00259247467558618,268.674157802394,0.87215388385004,1152,"exp200313","A03","A",7,40000,"M2",2,"VSS-259",0.0594361650070858,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3478","exp200313_M2_H07",146.868688803422,810,1.16465633446206,15,0.0410146354652241,366,0.00252401767412839,278.349249196683,1.07524304594389,1152,"exp200313","H07","H",8,40000,"M2",1.5,"VSS-282",0.0394156086495957,FALSE,FALSE,FALSE,0,0,0,FALSE,"6",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3483","exp200313_M2_B02",55.9003480448821,866,0.512930909508389,144,0.0249970935676866,534,0.00120440610110425,631.005308122561,0.439526295107702,1152,"exp200313","B02","B",2.66666666666667,40000,"M2",2,"VSS-287",0.021277684969211,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3504","exp200313_M2_E08",238.138301127318,560,1.77128360357217,0,-0.0729524631432581,214,0.00708672894733834,98.1539686087025,1.0566475344368,1152,"exp200313","E08","E",8,40000,"M2",2,"VSS-308",0.0431778520610724,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3506","exp200313_M2_A07",162.804833812098,494,1.04075686133794,0,0.183886200488535,136,0.0028125646409716,252.038375309897,0.806597532157872,1152,"exp200313","A07","A",7.33333333333333,40000,"M2",2,"VSS-310",0.067042433062018,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH3515","exp200313_M2_D09",46.4782016383615,1152,0.476359079198198,134,0.0281124209660049,332,0.000742936200268291,933.703211480302,0.476359079198198,1152,"exp200313","D09","D",9,40000,"M2",2,"VSS-319",0.0474108791960896,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
