"sample_id","well_id","AUC_death","time_of_max_death","max_death","time_of_min_death","min_death","time_of_max_rate_death","max_rate_death","doubling_time_death","end_point_death","end_point_timepoint_death","experiment","well","well_row","well_col","cell_number","plate","replicate","strain_group","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2769","exp191109_3_B11",70.0783833800718,1055,0.718434388922538,143,-0.025301131911702,501,0.00153875050012149,492.46486386627,0.702127189235633,1152,"exp191109","B11","B",5.66666666666667,40000,"3",2,"VAN-055",0.0872324054255603,FALSE,FALSE,FALSE,0,0.000863557858376511,0.00345423143350605,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2770","exp191109_3_A06",92.827153876334,1099,1.01260009856626,173,-0.0222949685366836,563,0.00231141436630912,356.001285149732,1.00346733893448,1152,"exp191109","A06","A",7,40000,"3",2,"VAN-056",0.0343087407774105,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2771","exp191109_3_F03",95.7603084005366,1068,0.997398404739492,164,-0.0293038451353028,549,0.00243761194009463,360.960516596891,0.968925207646143,1152,"exp191109","F03","F",5.33333333333333,40000,"3",2,"VAN-056",0.0799688972774059,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"BPH2773","exp191109_3_A10",72.3540458308681,880.8,0.740664123348006,178.8,-0.0600783261322604,484.8,0.0022035754263922,332.47414836681,0.658372459869449,1152,"exp191109","A10","A",9.6,40000,"3",2,"VAN-058",0.053636398633362,FALSE,FALSE,FALSE,0,0.00932642487046632,0.00207253886010363,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2774","exp191109_3_A12",11.2489225368068,1152,0.158212365264253,150,-0.021325227135941,664,0.000294987156862622,2529.1926147202,0.158212365264253,1152,"exp191109","A12","A",10.3333333333333,40000,"3",2,"VAN-059",0.0690447800003375,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2775","exp191109_3_C08",73.5689626766534,1152,0.890968002669852,142.8,-0.0772722466472195,586.8,0.00153201055776965,456.621239733949,0.890968002669852,1152,"exp191109","C08","C",9.2,40000,"3",1.8,"VAN-060",0.0543672154443011,FALSE,FALSE,FALSE,0,0,0.0103626943005181,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2776","exp191109_3_A09",86.0634009522853,879,0.774108715502478,118,-0.0346748283704712,456,0.0022517875664257,417.701878465054,0.65907922253878,1152,"exp191109","A09","A",7.66666666666667,40000,"3",2,"VAN-061",0.0281019058946884,FALSE,FALSE,FALSE,0,0.00259067357512953,0,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2777","exp191109_3_E03",9.15094403544108,934,0.119153770728902,147,-0.0351761089157032,296,0.000337943368723827,2298.2443910894,0.115439467071943,1152,"exp191109","E03","E",5.66666666666667,40000,"3",2,"VAN-062",0.0589416675426614,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2778","exp191109_3_C06",0.830654625866023,743,0.0603131672861672,170,-0.055898416928522,310,0.000267356898091522,2810.60922759356,0.0516407275461241,1152,"exp191109","C06","C",4.66666666666667,40000,"3",2,"VAN-062",0.0413510636426483,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"BPH2779","exp191109_3_C03",5.47350943747937,1152,0.213341979647643,243,-0.0800310330071037,879,0.000570693152815057,1408.25941497569,0.213341979647643,1152,"exp191109","C03","C",3.5,40000,"3",2,"VAN-063",0.0696381410478358,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2780","exp191109_3_B10",32.8746753313732,1152,0.653419060460658,192,-0.042999359082119,931,0.00123987334233103,660.377965324438,0.653419060460658,1152,"exp191109","B10","B",8,40000,"3",2,"VAN-064",0.035992115773493,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2781","exp191109_3_B01",42.2095081855342,1152,0.599225319752439,151,-0.0318025425982087,649,0.00103043005289763,747.217463836681,0.599225319752439,1152,"exp191109","B01","B",2.66666666666667,40000,"3",2,"VAN-065",0.0569713931580642,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2782","exp191109_3_B05",51.8482796313904,992,0.523898117714916,173,-0.0199197851496256,525,0.00137475592496876,554.810664893322,0.498293471225308,1152,"exp191109","B05","B",2.66666666666667,40000,"3",2,"VAN-066",0.0705821357842243,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2783","exp191109_3_F05",22.3307911659485,1152,0.387685723227529,191,-0.0502031450234141,820,0.000666122748468226,1086.12321687295,0.387685723227529,1152,"exp191109","F05","F",5.33333333333333,40000,"3",2,"VAN-067",0.0485274709333608,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2784","exp191109_3_A08",59.4330546334669,1068,0.583284043643234,126,-0.0134337537343882,369,0.00117824930792748,769.359826084655,0.558411077099309,1152,"exp191109","A08","A",7,40000,"3",2,"VAN-068",0.0439153248744046,FALSE,FALSE,FALSE,0,0.000863557858376511,0,FALSE,"88",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2785","exp191121_4_A03",82.5701363348281,1152,1.50975393605096,198,0.0737846015433137,924,0.00375781484287582,527.034829581629,1.50975393605096,1152,"exp191121","A03","A",7,40000,"4",2,"VAN-069",0.0486355652622697,FALSE,FALSE,FALSE,0,0.0414507772020725,0,FALSE,"-",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2786","exp191121_4_C10",169.099901654531,990,1.44387083266135,72,0.128628005095675,723,0.00334634205094694,207.140808320858,1.42206736079575,1152,"exp191121","C10","C",9.5,40000,"4",2,"VAN-070",0.0445802366796493,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2787","exp191121_4_B02",176.434187373657,848,1.6104327066148,152,0.0470770218325126,528,0.00395910655987748,177.933767075779,1.40134631716975,1152,"exp191121","B02","B",2.66666666666667,40000,"4",2,"VAN-071",0.0183242542142795,FALSE,FALSE,FALSE,0,0.00172711571675302,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2788","exp191121_4_E08",42.9749974463142,620,0.300266114775576,154,0.0785033181020189,290,0.000725550284959939,1367.25325255058,0.27677666830534,1152,"exp191121","E08","E",8,40000,"4",2,"VAN-072",0.0169123225260343,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2789","exp191121_4_E11",88.0931407552092,1152,1.14533404161218,177,0.0661065463538492,765,0.00168161628298958,412.49268328261,1.14533404161218,1152,"exp191121","E11","E",7.5,40000,"4",2,"VAN-073",0.0812091328350866,FALSE,FALSE,FALSE,0,0,0,FALSE,"109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2790","exp191121_4_D09",44.9726879945617,1152,0.502405651961958,206,0.0271375760759698,686,0.000744228336504074,948.560010957914,0.502405651961958,1152,"exp191121","D09","D",9,40000,"4",2,"VAN-074",0.0205641167465748,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2791","exp191121_4_A11",26.579896370814,1152,0.246695952563504,207,0.0347957600009549,498,0.000399244574406775,1752.09609319462,0.246695952563504,1152,"exp191121","A11","A",6,40000,"4",2.5,"VAN-075",0.0223615650013377,FALSE,FALSE,FALSE,0,0,0,FALSE,"6",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2792","exp191121_4_D04",123.218581052414,1152,1.14964997859333,162,0.0629602672719241,429,0.00218146300673449,323.149880290579,1.14964997859333,1152,"exp191121","D04","D",4,40000,"4",2.5,"VAN-076",0.100329138993322,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2793","exp191121_4_G10",98.1099497784105,1152,0.98452272845668,135,0.0604466224149611,414,0.00166769520976853,421.981437538762,0.98452272845668,1152,"exp191121","G10","G",7.5,40000,"4",2.5,"VAN-077",0.116271740389887,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2794","exp191121_4_C02",96.4366119586622,1152,0.89836346860511,144,0.0351836762323165,334,0.00185384302447275,387.564727313258,0.89836346860511,1152,"exp191121","C02","C",2.66666666666667,40000,"4",2,"VAN-078",0.051060495814393,FALSE,FALSE,FALSE,0,0.0189982728842832,0,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2795","exp191121_4_B08",202.965105044952,861,1.48944498323968,81,0.222232827614709,333,0.00300469285600876,235.901985207109,1.43638329785333,1152,"exp191121","B08","B",6.5,40000,"4",2.5,"VAN-079",0.0696544658349513,FALSE,FALSE,FALSE,0,0,0,FALSE,"291",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2796","exp191121_4_B09",137.617482346166,1152,1.19273743891992,150,0.0502703244038395,393,0.00269124615433673,259.196163530168,1.19273743891992,1152,"exp191121","B09","B",9.5,40000,"4",2.5,"VAN-080",0.0269384213614085,FALSE,FALSE,FALSE,0,0,0,FALSE,"97",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2797","exp191121_4_A02",159.899430023604,1152,1.54430600991152,138,0.102489358353317,502,0.00261379585461053,301.679364194494,1.54430600991152,1152,"exp191121","A02","A",6,40000,"4",2,"VAN-081",0.0138944129399282,FALSE,FALSE,FALSE,0,0.00518134715025907,0,FALSE,"12",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2798","exp191121_4_B11",27.5038861355251,768,0.300554029698878,220,0.043836946140023,772,0.000365117931893004,2028.45854496165,0.283149628307648,1152,"exp191121","B11","B",5.66666666666667,40000,"4",2,"VAN-082",0.0687748446332473,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2799","exp191121_4_A06",255.668300029506,1152,2.8120668755066,132,0.0542322850752196,522,0.0044799585982686,154.7217826584,2.8120668755066,1152,"exp191121","A06","A",6,40000,"4",1,"VAN-082",0.0419652531804483,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2800","exp191121_4_F03",31.7678589496968,1152,0.38038707665764,207,0.00910786200385302,522,0.000537821952249969,1313.72284753411,0.38038707665764,1152,"exp191121","F03","F",5,40000,"4",2.5,"VAN-082",0.0415683871700953,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2801","exp191121_4_A10",149.251995052036,810,1.09082339349062,104,0.118482554506477,328,0.00303738510189489,236.34915526419,1.01134018138965,1152,"exp191121","A10","A",9.66666666666667,40000,"4",2,"VAN-083",0.0283000270463363,FALSE,FALSE,FALSE,0,0.00172711571675302,0,FALSE,"59",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2802","exp191121_4_A12",152.690210098384,918,1.10199490025105,94,0.149393136539988,324,0.00291736852353726,245.915672478594,1.03468002537509,1152,"exp191121","A12","A",10.3333333333333,40000,"4",2,"VAN-083",0.165441161845311,FALSE,FALSE,FALSE,0,0,0,FALSE,"59",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2803","exp191121_4_C09",143.367907954045,1029,1.1073868276664,102,0.125074227377979,324,0.00282106057172795,249.332849528609,1.07674130449143,1152,"exp191121","C09","C",10.5,40000,"4",2.5,"VAN-083",0.214454340251775,FALSE,FALSE,FALSE,0,0,0,FALSE,"59",0,NA,0,TRUE,0,24,FALSE,-0.5,"Relapse (after treatment)",31,"paired-invasive","putative epimerase/dehydratase / pta / nfo / comEA / cycA_2 / Hyaluronate lyase / ebh_3 / msbA"
"BPH2804","exp191121_4_A09",31.0647246561919,1152,0.263416041522359,190,0.0699032305710815,566,0.000330323327906021,2126.2309150653,0.263416041522359,1152,"exp191121","A09","A",7.66666666666667,40000,"4",2,"VAN-083",0.0422596713371557,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",0,NA,0,FALSE,1,NA,FALSE,-0.75,"Relapse (after treatment)",171,"paired-invasive",NA
"BPH2805","exp191121_4_E03",202.335652678719,1068,1.66492278274883,82,0.15745677297021,324,0.00308400262779021,228.29363252165,1.64737204401727,1152,"exp191121","E03","E",5.66666666666667,40000,"4",2,"VAN-084",0.0227612877172517,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2806","exp191121_4_C06",79.7327001883971,1152,0.706095879955614,138,0.0494205899018805,366,0.00147134749538751,472.668356404647,0.706095879955614,1152,"exp191121","C06","C",4,40000,"4",2.5,"VAN-085",0.0132111760753325,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2807","exp191121_4_C03",55.595509459648,1152,0.553170225906135,204,0.101309052348716,591,0.000728884925974894,953.801834199397,0.553170225906135,1152,"exp191121","C03","C",3.5,40000,"4",2,"VAN-086",0.0251645765210863,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2808","exp191121_4_B10",64.2130913886704,1152,0.706532563154187,184,0.0541226295226176,628,0.000929675400124023,881.872710189929,0.706532563154187,1152,"exp191121","B10","B",8,40000,"4",2,"VAN-086",0.063944461763239,FALSE,FALSE,FALSE,0,0.0103626943005181,0,FALSE,"22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2809","exp191121_4_B03",132.227124425937,1152,1.97660067764526,171,0.0407616798366937,963,0.00294916231028727,246.807443103807,1.97660067764526,1152,"exp191121","B03","B",3.5,40000,"4",2,"VAN-087",0.00443468658796764,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2810","exp191121_4_B05",165.385958242364,938,1.34711929713874,128,0.0683170148721052,404,0.00340521135977337,204.721285467642,1.32235543650539,1152,"exp191121","B05","B",2.66666666666667,40000,"4",2,"VAN-088",0.0746891791492999,FALSE,FALSE,FALSE,0,0,0,FALSE,"508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2811","exp191121_4_F05",46.9193118605422,1152,0.425190129681993,220,0.103696327487651,728,0.000525304147593148,1399.20378706944,0.425190129681993,1152,"exp191121","F05","F",5.33333333333333,40000,"4",2,"VAN-089",0.0827652829478554,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2812","exp191129_5_A03",145.556224919906,549.6,1.2388513588044,105.6,0.00135080848485243,318,0.00515002698575471,139.126739475652,0.729161112169742,1152,"exp191129","A03","A",6.2,40000,"5",1.8,"VAN-090",0.0618360161588221,FALSE,FALSE,FALSE,0,0.00103626943005181,0.00414507772020725,FALSE,"1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2813","exp191129_5_C10",149.55590160495,570,1.25072052441149,100.8,0.00809780547719473,320.4,0.00499446088422985,147.321187003703,0.791095440363769,1152,"exp191129","C10","C",8.6,40000,"5",2.2,"VAN-090",0.0252752318478467,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2814","exp191129_5_B02",153.274409339679,538,1.33821212401071,105,0.00255033029773082,317,0.00575098953789848,126.371487226681,0.720902657380484,1152,"exp191129","B02","B",2.66666666666667,40000,"5",2,"VAN-090",0.0202940415092983,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2815","exp191129_5_E08",146.933146651432,546,1.31486651279636,114,-0.0272319324797612,329,0.00577579734480476,123.860478255609,0.696148336011345,1152,"exp191129","E08","E",8,40000,"5",2,"VAN-090",0.0242241553659896,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2816","exp191129_5_A07",72.1288195374946,1126,0.791381206862676,148,0.0177682847693047,621,0.00136808589922186,623.725055833673,0.788108971470642,1152,"exp191129","A07","A",7.33333333333333,40000,"5",2,"VAN-091",0.0518197487563982,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2817","exp191129_5_D09",108.508028494382,598,0.99732951025151,157,-0.017889391518454,377,0.00425445259192727,166.231627928167,0.565363809807541,1152,"exp191129","D09","D",9,40000,"5",2,"VAN-092",0.0112916246946732,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2818","exp191129_5_A11",90.6934742315799,1108,0.845415318041495,118,0.0181930185941726,396,0.00163057641749362,437.740634519639,0.843518145865155,1152,"exp191129","A11","A",6,40000,"5",2,"VAN-093",0.0554377840019335,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2819","exp191129_5_D04",75.8058275677377,875,0.667233786931438,124,0.0147741708855904,477,0.00145387862312527,512.481856853835,0.599149446150781,1152,"exp191129","D04","D",6,40000,"5",2,"VAN-094",0.0183844396402033,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2820","exp191129_5_C07",91.8097062173323,905,0.795087743345553,108,0.0134009152295222,471,0.00176894911665316,428.889714286853,0.726246583434284,1152,"exp191129","C07","C",7.33333333333333,40000,"5",2,"VAN-094",0.025466978375425,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,0,TRUE,0,2,FALSE,-0.5,"Persistent",3,"paired-invasive","cmpD / pckA"
"BPH2821","exp191129_5_C02",131.398814615767,854,1.19772809213915,163,0.00965029035823444,483,0.00345135424412253,211.249530764945,1.06869286447039,1152,"exp191129","C02","C",2.66666666666667,40000,"5",2,"VAN-095",0.049959816918897,FALSE,FALSE,FALSE,0,0.00863557858376511,0.00863557858376511,FALSE,"12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2822","exp191129_5_B08",116.831854791514,618,0.986919126442126,123,0.00889531668666798,345,0.00370954574168053,205.523734047833,0.666288436742695,1152,"exp191129","B08","B",6.66666666666667,40000,"5",2,"VAN-096",0.0441570576958962,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2823","exp191129_5_A04",16.4496483402863,1086,0.138363303963399,163,0.000355245375636254,318,0.000368730727871211,2259.98870969202,0.136379646730519,1152,"exp191129","A04","A",7.66666666666667,40000,"5",2,"VAN-097",0.0255735370120862,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2824","exp191129_5_A02",33.5775009793043,1152,0.503496632309282,183,0.00398004806799935,984,0.000830154389386473,899.208157274863,0.503496632309282,1152,"exp191129","A02","A",6,40000,"5",2,"VAN-098",0.0398100020502663,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2825","exp191129_5_B11",31.5505679772578,1152,0.479873149584068,188,0.00717696353551273,973,0.000793232566300998,1088.25320352381,0.479873149584068,1152,"exp191129","B11","B",5.66666666666667,40000,"5",2,"VAN-098",0.0322479324819872,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2827","exp191129_5_A06",18.4139885194437,960,0.209694385705379,185,0.0159671267527678,912,0.000347494640616827,2525.95797021052,0.207563304099719,1152,"exp191129","A06","A",7,40000,"5",2,"VAN-100",0.026782666186051,FALSE,FALSE,FALSE,0,0,0,FALSE,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2828","exp191129_5_F03",32.5448416555104,1109,0.345069736005882,164,0.00657352781385914,653,0.00062676189987127,1378.90429871724,0.341210650108452,1152,"exp191129","F03","F",5.33333333333333,40000,"5",2,"VAN-101",0.0252046063931092,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2829","exp191129_5_A10",92.4564159562484,655,0.845391801151003,175,0.00514394763721143,424,0.0033852902599945,215.212432979883,0.544993341394754,1152,"exp191129","A10","A",9.66666666666667,40000,"5",2,"VAN-102",0.0485284491710142,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2830","exp191129_5_A12",96.4311090798483,888,0.78927195699268,140,0.00831966060328868,361,0.0024153216266195,345.764448153733,0.699419221709694,1152,"exp191129","A12","A",10.3333333333333,40000,"5",2,"VAN-103",0.0386419933222885,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2831","exp191129_5_C08",66.3225992566497,954,0.679025333052877,176.4,-0.00912651732284033,554.4,0.00159712679780519,443.408716161634,0.641946395528396,1152,"exp191129","C08","C",9.2,40000,"5",1.8,"VAN-104",0.0364559754268332,FALSE,FALSE,FALSE,0,0.00207253886010363,0.00932642487046632,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2832","exp191129_5_A09",65.0002271679668,953,0.661508378066928,169,-0.00826076355755189,553,0.00160041339026054,451.235727450474,0.618784918337432,1152,"exp191129","A09","A",7.66666666666667,40000,"5",2,"VAN-104",0.0199173557682199,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2833","exp191129_5_E03",80.7049074218777,944,0.788876575547367,154,0.0150774525692284,546,0.00188451658969076,374.04186581041,0.741970482626747,1152,"exp191129","E03","E",5.66666666666667,40000,"5",2,"VAN-104",0.018938035027901,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2834","exp191129_5_C06",61.8350016966455,1051,0.635178391103359,183,0.00543205614232639,556,0.00139671712910769,503.238787580077,0.626825376844327,1152,"exp191129","C06","C",4.66666666666667,40000,"5",2,"VAN-105",0.0370238300004863,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2835","exp191129_5_C03",103.084597940882,582,0.904178468117542,148.5,-0.0023329148027934,355.5,0.00384503970366757,182.460989158785,0.539039680850413,1152,"exp191129","C03","C",3.5,40000,"5",2,"VAN-106",0.0296188523696412,FALSE,FALSE,FALSE,0,0,0,FALSE,"72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2836","exp191129_5_B10",122.736914392632,647,1.08569793748225,142,0.0246602699748688,397,0.00401094335691312,179.55123431928,0.701886273998934,1152,"exp191129","B10","B",8,40000,"5",2,"VAN-107",0.0208302731726324,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2837","exp191129_5_B01",92.6122008832459,605,0.831893238061544,155,-0.0109312476650694,388,0.00345887469785292,201.476768703953,0.515565918297992,1152,"exp191129","B01","B",2.66666666666667,40000,"5",2,"VAN-108",0.0306173164478603,FALSE,FALSE,FALSE,0,0,0,FALSE,"59",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2838","exp191129_5_B05",167.33655497282,778,1.45277797858596,144,0.0206920878206902,439,0.00452494149036656,175.168337437057,1.19324974531115,1152,"exp191129","B05","B",2.66666666666667,40000,"5",2,"VAN-109",0.0243943849428712,FALSE,FALSE,FALSE,0,0.0103626943005181,0,FALSE,"12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2839","exp191129_5_F05",60.9470502729447,696,0.540729109613876,163,0.00859234259289484,439,0.0018245236362753,392.971891905039,0.386745893015959,1152,"exp191129","F05","F",5.33333333333333,40000,"5",2,"VAN-110",0.0258331317796987,FALSE,FALSE,FALSE,0,0,0,FALSE,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2840","exp191205_6_A03",106.53918229467,711,0.869087232478604,80,0.000946716072001862,341,0.00262421238823914,276.48628949811,0.650368456977891,1152,"exp191205","A03","A",7,40000,"6",2,"VAN-111",0.0510846937207863,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2841","exp191205_6_C10",105.042143630704,722,0.879991793181203,86,-0.0386744518761328,353,0.00267748415636805,262.460577345477,0.670558122252989,1152,"exp191205","C10","C",8.66666666666667,40000,"6",2,"VAN-111",0.0454836327954813,FALSE,FALSE,FALSE,0,0,0,FALSE,"8",0,NA,0,TRUE,0,1,FALSE,0,"Persistent",5,"paired-invasive",NA
"BPH2842","exp191205_6_B02",-4.41281941168899,960,0.0400510267373955,218,-0.0843033783762142,461,0.000290555108240991,2586.16473020875,0.0395095295706479,1152,"exp191205","B02","B",2.66666666666667,40000,"6",2,"VAN-112",0.0405983154833346,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2843","exp191205_6_E08",2.83611536029597,576,0.064562777846856,266,-0.0282454714188629,507,0.000224949861967076,3702.72120904925,0.0427310611601756,1152,"exp191205","E08","E",8,40000,"6",2,"VAN-112",0.0549461639134419,FALSE,FALSE,FALSE,0,0,0,FALSE,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2844","exp191205_6_A07",129.468599010221,937.2,1.24842823502929,160.8,-0.0140523405940591,516,0.00339723838157594,249.106561898666,1.10020808494664,1152,"exp191205","A07","A",8,40000,"6",1.8,"VAN-113",0.0587904318408884,FALSE,FALSE,FALSE,0,0.00207253886010363,0.00103626943005181,FALSE,"20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
