"sample_id","well_id","AUC_death","time_of_max_death","max_death","time_of_min_death","min_death","time_of_max_rate_death","max_rate_death","doubling_time_death","end_point_death","end_point_timepoint_death","experiment","well","well_row","well_col","cell_number","plate","replicate","strain_group","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","ST.x","mecA.x","mortality.x","intrahost_index.x","included.x","unrelated_to_index.x","mut_count.x","scv.x","vanco_difference.x","persister_type.x","intrahost_sampledelay.x","sample_type.x","genes.x","strain_group","ST.y","mecA.y","mortality.y","intrahost_index.y","included.y","unrelated_to_index.y","mut_count.y","scv.y","vanco_difference.y","persister_type.y","intrahost_sampledelay.y","sample_type.y","genes.y"
"BPH2761","exp191109_3_F09",24.7371176951476,1152,0.400354712594894,150,-0.0966726137430498,642,0.00085606672739401,809.688261883492,0.400354712594894,1152,"exp191109","F09","F",9,40000,"3",1,"VAN-049",0.0426141562376394,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191111_3_E09",41.52311662964,1152,0.46903430433439,144,-0.0397009310025581,324,0.000773324289944135,896.321490962114,0.46903430433439,1152,"exp191111","E09","E",9,40000,"3",2,"VAN-049",0.0426141562376394,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191109_3_D09",86.8219466756966,888,0.776496636915321,96,-0.044464429397694,426,0.00191094175212183,362.725436183653,0.754493508497075,1152,"exp191109","D09","D",9,40000,"3",3,"VAN-049",0.0426141562376394,FALSE,FALSE,FALSE,0,0.0932642487046632,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191109_3_E09",28.7569933705194,1152,0.43124345373617,162,-0.0803728142659255,600,0.000884013394849286,784.091264452072,0.43124345373617,1152,"exp191109","E09","E",9,40000,"3",2,"VAN-049",0.0426141562376394,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191111_3_F09",43.0262749555444,1152,0.485308110497049,138,-0.045673636021107,330,0.000814405222266769,851.108467392534,0.485308110497049,1152,"exp191111","F09","F",9,40000,"3",1,"VAN-049",0.0426141562376394,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191109_3_A11",94.4631069331612,1152,1.13030358409387,132,-0.00309353420108333,456,0.00151013880549873,458.995675123406,1.13030358409387,1152,"exp191109","A11","A",11,40000,"3",3,"VAN-049",0.316891465807344,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191109_3_H06",114.31343801058,1152,1.37619208266948,78,0.0233743746880093,378,0.00159990130675113,433.243711743381,1.37619208266948,1152,"exp191109","H06","H",6,40000,"3",1,"VAN-049",0.316891465807344,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191109_3_C01",97.7282563502163,1152,1.16358867613129,96,-0.00462016081899304,432,0.00153745140244084,450.8416847905,1.16358867613129,1152,"exp191109","C01","C",1,40000,"3",2,"VAN-049",0.316891465807344,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191111_3_A11",97.8841171040982,1152,1.09121968288082,120,0.0484285053935693,420,0.00130091207821658,532.816315696122,1.09121968288082,1152,"exp191111","A11","A",11,40000,"3",3,"VAN-049",0.316891465807344,FALSE,FALSE,FALSE,0,0,0,FALSE,"5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2763","exp191109_3_D04",9.11424292864963,978,0.125274467599902,138,-0.0875642491148947,342,0.000571004971592086,1213.90743521427,0.119629883395563,1152,"exp191109","D04","D",4,40000,"3",3,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp200219_P1_B07",37.0417051105155,594,0.40251386884476,144,-0.0582200833982655,366,0.00164830622593196,420.520877525677,0.10651624643427,1152,"exp200219","B07","B",7,40000,"P1",2,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp191109_3_D10",4.27336028369034,1080,0.0933703459547029,174,-0.0745181144274992,360,0.000408825658696017,1695.45909317628,0.0925401753799716,1152,"exp191109","D10","D",10,40000,"3",1,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp191109_3_E04",10.338127803687,1002,0.127882756266399,144,-0.0712577491193038,324,0.00057085040465692,1214.23612019076,0.1267766426821,1152,"exp191109","E04","E",4,40000,"3",2,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp191111_3_D04",2.48983011729856,882,0.0455174673694024,186,-0.0529880601852588,318,0.000351389291875457,1972.59050456671,0.0371319729465476,1152,"exp191111","D04","D",4,40000,"3",3,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp191111_3_E04",-0.322102129679491,948,0.0268121003856598,168,-0.0646776907851711,294,0.00032221365249832,2151.2036351829,0.00781139101401382,1152,"exp191111","E04","E",4,40000,"3",2,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp200219_P1_G05",40.79761019165,612,0.425585593968655,114,-0.0459644326477025,354,0.00154948832869601,447.339400835158,0.124394704060672,1152,"exp200219","G05","G",5,40000,"P1",3,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp200219_P1_E10",38.0720777878983,582,0.413932898821154,132,-0.0530448542937716,348,0.00168064649544069,412.428897118065,0.0929553205374291,1152,"exp200219","E10","E",10,40000,"P1",1,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2763","exp191111_3_D10",-0.519479942092304,948,0.0399027089761785,174,-0.076969367125607,306,0.000353609583644885,1960.20473601203,0.0317700977044594,1152,"exp191111","D10","D",10,40000,"3",1,"VAN-050",0.0362722815496705,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2764","exp200219_P1_E07",130.172842593593,606,1.37209048409417,156,-0.15507955640191,420,0.00636251821821133,108.942270463912,0.690924070734787,1152,"exp200219","E07","E",7,40000,"P1",3,"VAN-050",0.136870391809909,FALSE,FALSE,FALSE,0,0.0207253886010363,0.0984455958549223,FALSE,"78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2764","exp191111_3_G10",168.416844509785,906,1.3201594789516,18,0.00829623482986777,294,0.00307126671413396,225.687719457931,1.25050414502941,1152,"exp191111","G10","G",10,40000,"3",2,"VAN-050",0.136870391809909,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2764","exp191109_3_H05",144.742549824859,936,1.2686058439272,84,0.0381860777567602,462,0.00282786131417804,245.113569426024,1.22583252881343,1152,"exp191109","H05","H",5,40000,"3",3,"VAN-050",0.136870391809909,FALSE,FALSE,FALSE,0,0.0310880829015544,0,FALSE,"78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2764","exp200219_P1_C11",151.646480119611,558,1.34588096588679,108,0.097703369353329,366,0.00488896885050784,141.777786227447,0.628904602603674,1152,"exp200219","C11","C",11,40000,"P1",1,"VAN-050",0.136870391809909,FALSE,FALSE,FALSE,0,0,0,FALSE,"78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2764","exp191109_3_G10",185.455229407014,846,1.57881253979859,54,-0.0444864251511806,366,0.00339260457314562,204.31122036638,1.45360254860601,1152,"exp191109","G10","G",10,40000,"3",2,"VAN-050",0.136870391809909,FALSE,FALSE,FALSE,0,0.0207253886010363,0,FALSE,"78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2764","exp191111_3_C07",193.36727087848,864,1.49624382203393,42,-0.0454833209729653,282,0.00412051711489965,168.218493269582,1.38017345602451,1152,"exp191111","C07","C",7,40000,"3",1,"VAN-050",0.136870391809909,FALSE,FALSE,FALSE,0,0.00518134715025907,0,FALSE,"78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment","VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2765","exp191111_3_C02",62.3093388763628,1152,0.66970682143432,186,0.0126371208057948,444,0.00109344415553982,633.911825353115,0.66970682143432,1152,"exp191111","C02","C",2,40000,"3",1,"VAN-051",0.0650194952930174,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2765","exp191109_3_H02",46.9273887087824,1152,0.564071967585517,108,0.00480395216003138,630,0.000903620166512869,767.078033721676,0.564071967585517,1152,"exp191109","H02","H",2,40000,"3",3,"VAN-051",0.0650194952930174,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2765","exp191111_3_G04",31.6593709282892,1152,0.436983356722374,228,-0.0426525700408807,546,0.00069089417231898,1003.2610033942,0.436983356722374,1152,"exp191111","G04","G",4,40000,"3",2,"VAN-051",0.0650194952930174,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2765","exp191109_3_G04",26.0634738688292,1152,0.436002570522947,180,-0.0628622017404569,732,0.00082561736329121,839.550149232338,0.436002570522947,1152,"exp191109","G04","G",4,40000,"3",2,"VAN-051",0.0650194952930174,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2765","exp191111_3_H02",57.5694650588519,1152,0.642941331344191,198,0.0386042238111884,594,0.000914609634515711,757.861227787054,0.642941331344191,1152,"exp191111","H02","H",2,40000,"3",3,"VAN-051",0.0650194952930174,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2765","exp191109_3_C02",20.2124698865517,1152,0.358977528133818,180,-0.0482562541225129,816,0.000649751400486494,1066.78828247382,0.358977528133818,1152,"exp191109","C02","C",2,40000,"3",1,"VAN-051",0.0650194952930174,FALSE,FALSE,FALSE,0,0,0,FALSE,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191109_3_D05",47.0996855826079,1152,0.697802067437358,168,-0.0822115372745423,636,0.00127122667582967,545.258523707079,0.697802067437358,1152,"exp191109","D05","D",5,40000,"3",2,"VAN-052",0.0429626140827129,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191111_3_B08",50.9226970678663,1152,0.562306497844585,186,-0.0438350290238966,432,0.00122827299539947,564.32664656485,0.562306497844585,1152,"exp191111","B08","B",8,40000,"3",3,"VAN-052",0.0429626140827129,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191109_3_B08",30.6571228656515,1152,0.523370938961135,174,-0.0811334871599904,726,0.000955213404164949,725.646413186483,0.523370938961135,1152,"exp191109","B08","B",8,40000,"3",3,"VAN-052",0.0429626140827129,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191109_3_G07",48.3677575984928,1152,0.70327161692369,210,-0.0419743466783203,690,0.00124411537202874,557.140596558702,0.70327161692369,1152,"exp191109","G07","G",7,40000,"3",1,"VAN-052",0.0429626140827129,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191111_3_G07",69.8961303919606,1152,0.769677126938627,186,-0.0767413844681026,492,0.00190357724530894,364.128738283721,0.769677126938627,1152,"exp191111","G07","G",7,40000,"3",1,"VAN-052",0.0429626140827129,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191109_3_E10",151.608786343583,942,1.38965267600659,102,-0.0641245640892032,312,0.00303889891147169,228.091555774807,1.28404208022431,1152,"exp191109","E10","E",10,40000,"3",3,"VAN-053",0.0183199929833229,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191111_3_B09",62.6566676998164,1152,0.763205830093477,120,-0.099076813128139,294,0.00152701103933692,453.924145080795,0.763205830093477,1152,"exp191111","B09","B",9,40000,"3",2,"VAN-053",0.0183199929833229,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191111_3_E10",102.751023655854,1152,1.03048547997641,96,-0.0239460610060695,288,0.00203733007034015,340.223310228872,1.03048547997641,1152,"exp191111","E10","E",10,40000,"3",3,"VAN-053",0.0183199929833229,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191109_3_A04",118.406354370265,930,0.952190970003819,42,-0.0459014063420191,276,0.00264158707153323,262.398006118961,0.89917641260744,1152,"exp191109","A04","A",4,40000,"3",1,"VAN-053",0.0183199929833229,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191109_3_B09",130.423278152052,948,1.22646102072537,102,-0.0996903823590673,312,0.0026804512182882,258.593469573606,1.16720237226536,1152,"exp191109","B09","B",9,40000,"3",2,"VAN-053",0.0183199929833229,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191111_3_A04",104.68223926593,1152,0.911356932211397,54,-0.0202492897888194,246,0.00222410092230134,311.652755326735,0.911356932211397,1152,"exp191111","A04","A",4,40000,"3",1,"VAN-053",0.0183199929833229,FALSE,FALSE,FALSE,0,0,0,FALSE,"-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191111_3_B04",113.427011795678,978,0.975725323164874,114,-0.0793343627752388,342,0.00296896189381997,233.464492084847,0.95769292230271,1152,"exp191111","B04","B",4,40000,"3",1,"VAN-054",0.0343004171409487,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191109_3_A02",136.474031093796,804,1.11615757878243,48,-0.0181494264503233,366,0.00288209395515286,240.501243660247,1.01941072353099,1152,"exp191109","A02","A",2,40000,"3",3,"VAN-054",0.0343004171409487,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191111_3_B12",104.922927944289,1152,0.902478628666621,90,-0.00649406789076672,318,0.00209092393365972,331.502820069947,0.902478628666621,1152,"exp191111","B12","B",12,40000,"3",2,"VAN-054",0.0343004171409487,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191109_3_B04",94.1675642093976,900,0.837867129467803,114,-0.0395925020648776,414,0.00224958918171788,308.121672256011,0.793532334672266,1152,"exp191109","B04","B",4,40000,"3",1,"VAN-054",0.0343004171409487,FALSE,FALSE,FALSE,0,0.0310880829015544,0.0569948186528497,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191109_3_B12",124.756112460987,954,1.02611424380145,60,-0.000656595005314899,336,0.00238059155788997,291.165940777474,0.99915382568416,1152,"exp191109","B12","B",12,40000,"3",2,"VAN-054",0.0343004171409487,FALSE,FALSE,FALSE,0,0,0,FALSE,"30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191111_3_B11",85.3360331539359,1056,0.858034284993431,204,0.026446506112421,534,0.00169076775378792,409.960019054687,0.852432127810836,1152,"exp191111","B11","B",11,40000,"3",3,"VAN-055",0.0872324054255603,FALSE,FALSE,FALSE,0,0,0,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191111_3_C05",111.805988046248,912,0.976297818246412,132,-0.0169664902371999,384,0.00237854023741143,291.417050532766,0.918811207036583,1152,"exp191111","C05","C",5,40000,"3",1,"VAN-055",0.0872324054255603,FALSE,FALSE,FALSE,0,0.00518134715025907,0.0207253886010363,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191109_3_C05",65.9738600652998,978,0.740053668276001,156,-0.0889068353148853,534,0.00182296610715724,380.230426577074,0.706063069155307,1152,"exp191109","C05","C",5,40000,"3",1,"VAN-055",0.0872324054255603,FALSE,FALSE,FALSE,0,0,0,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191109_3_G01",55.4360513601598,1152,0.595196451253132,72,-0.0195757517825187,534,0.00117746196110539,588.679043108299,0.595196451253132,1152,"exp191109","G01","G",1,40000,"3",2,"VAN-055",0.0872324054255603,FALSE,FALSE,FALSE,0,0,0,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191109_3_B11",50.3039128036078,1080,0.550993223449811,138,-0.0144573833741084,624,0.00112946057544086,613.697543439611,0.550229392841501,1152,"exp191109","B11","B",11,40000,"3",3,"VAN-055",0.0872324054255603,FALSE,FALSE,FALSE,0,0,0,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191111_3_G01",51.6144548511797,1152,0.59003088731644,156,-0.0383468368739206,396,0.00103330636582609,670.80510048518,0.59003088731644,1152,"exp191111","G01","G",1,40000,"3",2,"VAN-055",0.0872324054255603,FALSE,FALSE,FALSE,0,0,0,FALSE,"188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2770","exp191111_3_D08",167.042776885836,960,1.50099010632298,138,0.04363987839623,450,0.0036004210048204,192.518369277351,1.45592394415725,1152,"exp191111","D08","D",8,40000,"3",3,"VAN-056",0.0343087407774105,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2770","exp191111_3_A06",107.877795403288,1152,1.10771285537552,156,0.0107535276835023,480,0.00202480246776626,342.328297004012,1.10771285537552,1152,"exp191111","A06","A",6,40000,"3",1,"VAN-056",0.0343087407774105,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2770","exp191109_3_A06",51.295320557022,1152,0.684857984421472,90,-0.0223261973527471,636,0.0013725751575472,504.997614701554,0.684857984421472,1152,"exp191109","A06","A",6,40000,"3",1,"VAN-056",0.0343087407774105,FALSE,FALSE,FALSE,0,0,0,FALSE,"45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
