well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,13300,0,A,01,exp200309,40000,M1,exp200309_M1_A01,BPH3423,2,VSS-227
A02,12982,0,A,02,exp200309,40000,M1,exp200309_M1_A02,BPH3358,3,VSS-159
A03,13046,0,A,03,exp200309,40000,M1,exp200309_M1_A03,BPH2887,1,VAN-148
A04,12915,0,A,04,exp200309,40000,M1,exp200309_M1_A04,BPH3350,1,VSS-151
A05,12651,0,A,05,exp200309,40000,M1,exp200309_M1_A05,JE2,3,CONTROL
A06,12965,0,A,06,exp200309,40000,M1,exp200309_M1_A06,BPH3361,1,VSS-162
A07,12748,0,A,07,exp200309,40000,M1,exp200309_M1_A07,BPH2949,2,VAN-197
A08,13133,0,A,08,exp200309,40000,M1,exp200309_M1_A08,BPH3453,1,VSS-257
A09,13647,0,A,09,exp200309,40000,M1,exp200309_M1_A09,BPH3396,2,VSS-199
A10,13724,0,A,10,exp200309,40000,M1,exp200309_M1_A10,BPH3383,3,VSS-186
A11,12412,0,A,11,exp200309,40000,M1,exp200309_M1_A11,BPH3225,3,VSS-026
A12,13188,0,A,12,exp200309,40000,M1,exp200309_M1_A12,BPH3384,3,VSS-187
B01,14554,0,B,01,exp200309,40000,M1,exp200309_M1_B01,BPH3433,2,VSS-237
B02,12587,0,B,02,exp200309,40000,M1,exp200309_M1_B02,BPH2934,1,VAN-184
B03,12981,0,B,03,exp200309,40000,M1,exp200309_M1_B03,BPH3433,1,VSS-237
B04,12837,0,B,04,exp200309,40000,M1,exp200309_M1_B04,BPH3358,1,VSS-159
B05,12842,0,B,05,exp200309,40000,M1,exp200309_M1_B05,BPH3448,3,VSS-252
B06,12592,0,B,06,exp200309,40000,M1,exp200309_M1_B06,Non infected,3,CONTROL
B07,13571,0,B,07,exp200309,40000,M1,exp200309_M1_B07,BPH3361,2,VSS-162
B08,12866,0,B,08,exp200309,40000,M1,exp200309_M1_B08,BPH3328,3,VSS-129
B09,12870,0,B,09,exp200309,40000,M1,exp200309_M1_B09,BPH3350,2,VSS-151
B10,13044,0,B,10,exp200309,40000,M1,exp200309_M1_B10,BPH3425,1,VSS-229
B11,12846,0,B,11,exp200309,40000,M1,exp200309_M1_B11,BPH3360,3,VSS-161
B12,13813,0,B,12,exp200309,40000,M1,exp200309_M1_B12,BPH3358,2,VSS-159
C01,13664,0,C,01,exp200309,40000,M1,exp200309_M1_C01,BPH3225,2,VSS-026
C02,13081,0,C,02,exp200309,40000,M1,exp200309_M1_C02,BPH3306,1,VSS-107
C03,13022,0,C,03,exp200309,40000,M1,exp200309_M1_C03,BPH3423,3,VSS-227
