well_id,AUC,time_of_max_death,max_death,time_of_min_death,min_death,time_of_max_death_rate,max_death_rate,time_of_min_death_rate,min_death_rate,experiment,well,well_row,well_col,cell_number,plate,sample_id,replicate,strain_group,ST,mecA,mortality,intrahost_index,included,unrelated_to_index,mut_count,scv,vanco_difference,persister_type,intrahost_sampledelay,sample_type,genes
exp190831_2_A01,75.01755895003323,1152,0.7894351467879409,126,0.08631468399702066,648,9.35167014788779e-4,0,-8.28098584307907e-4,exp190831,A01,A,01,40000,2,BPH2750,2,VAN-040,39,0,Died,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_A02,78.58241138960136,1152,0.7527003261879434,138,0.03066732183531912,306,0.0016681976674230265,0,-9.892221892061556e-4,exp190831,A02,A,02,40000,2,BPH2740,3,VAN-030,12,0,NA,0,FALSE,1,NA,FALSE,0.75,Relapse (after treatment),558,paired-invasive,NA
exp190831_2_A03,134.73620050424483,834,1.287767590574809,162,-0.07048368371802752,480,0.004193459273910243,0,-8.081816297465924e-4,exp190831,A03,A,03,40000,2,BPH2728,1,VAN-024,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_A04,26.778110633253398,1152,0.26856532056973365,138,5.254403006296029e-4,312,4.900804710762969e-4,0,-8.317542780365318e-4,exp190831,A04,A,04,40000,2,BPH2739,1,VAN-030,-,0,Survived,1,FALSE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_A05,18.446893074302036,1152,0.2078762261822516,132,0.0013359390987265041,882,2.7597335537916126e-4,0,-7.676266803055623e-4,exp190831,A05,A,05,40000,2,Non infected,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_A06,20.818597063624825,1152,0.21879898936616551,156,0.005571533086834134,264,2.8947130245007125e-4,0,-0.0010379290156556746,exp190831,A06,A,06,40000,2,BPH2742,1,VAN-032,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_A07,209.4375797123282,624,1.7495742894254303,126,-0.02525407998401428,378,0.006766136947488909,0,-0.0011865279153305541,exp190831,A07,A,07,40000,2,BPH2732,2,VAN-026,45,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_A08,113.43935933562383,1152,1.1126809765647288,114,0.04741943054026937,420,0.0015833488124375554,0,-8.680035089594224e-4,exp190831,A08,A,08,40000,2,BPH2755,1,VAN-043,-,0,NA,0,TRUE,0,0,FALSE,-0.25,Persistent,3,paired-invasive,NA
exp190831_2_A09,63.198190716305845,1152,1.0200970752665799,144,-0.019025122749386413,840,0.002006943671582835,0,-9.036694962165012e-4,exp190831,A09,A,09,40000,2,BPH2747,2,VAN-038,239,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_A11,21.556962776215798,1152,0.21437995434980822,144,0.015769598001257008,318,3.3327564314738107e-4,0,-7.570560284713874e-4,exp190831,A11,A,11,40000,2,BPH2734,3,VAN-026,34,0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,paired-colonising,NA
exp190831_2_A12,77.52273468783608,1152,0.7361493070656664,90,0.040231151893148076,264,0.0012373508345828964,0,-4.625909141488388e-4,exp190831,A12,A,12,40000,2,BPH2745,3,VAN-035,72,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_B01,94.07243066885611,906,0.7806453480467043,120,0.0722184127163878,426,0.001651102926560645,0,-6.33910157407578e-4,exp190831,B01,B,01,40000,2,BPH2752,2,VAN-041,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_B02,172.65071926444855,702,1.5614771285542854,174,0.04212722673098192,444,0.005775148519957387,1152,-0.0011484072844808828,exp190831,B02,B,02,40000,2,BPH2730,1,VAN-024,45,1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,paired-colonising,NA
exp190831_2_B03,65.92751001039098,876,0.574448017953992,174,0.026250928322572,450,0.0014013092204687844,0,-7.69425198482547e-4,exp190831,B03,B,03,40000,2,BPH2752,1,VAN-041,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_B04,55.25101586831625,1152,0.5294519979162905,150,0.0249168139847216,330,0.0012115725414022474,0,-6.614027026279751e-4,exp190831,B04,B,04,40000,2,BPH2740,1,VAN-030,12,0,NA,0,FALSE,1,NA,FALSE,0.75,Relapse (after treatment),558,paired-invasive,NA
exp190831_2_B05,101.21485985467538,1152,1.6517781361468256,156,-0.02519209717314262,804,0.002901576576127977,0,-9.817091530231904e-4,exp190831,B05,B,05,40000,2,BPH2753,3,VAN-042,121,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_B06,4.611389589204247,1152,0.09300203970061616,162,-0.03240776753016126,1056,1.813044596952777e-4,0,-0.00104295962441334,exp190831,B06,B,06,40000,2,TOX-4,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_B07,8.5548568886265155,1152,0.11429938384210692,162,-0.016125799693505652,378,2.130042331150502e-4,0,-9.163518781841774e-4,exp190831,B07,B,07,40000,2,BPH2742,2,VAN-032,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_B08,10.799406792230648,1152,0.13028154136216905,222,-0.005427024803424516,342,2.042117584586593e-4,0,-9.089944418334168e-4,exp190831,B08,B,08,40000,2,BPH2738,3,VAN-029,-,0,NA,0,TRUE,0,1,TRUE,0.5,Relapse (after treatment),18,paired-invasive,stp
exp190831_2_B09,3.454723416877043,1152,0.07726516538431209,144,-0.07511913907869537,276,4.095175166570857e-4,0,-9.143661849182051e-4,exp190831,B09,B,09,40000,2,BPH2739,2,VAN-030,-,0,Survived,1,FALSE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_B10,62.357229719717985,1152,0.6810519581707796,132,0.018518458205672227,636,0.0010911984112322698,0,-8.399553479539711e-4,exp190831,B10,B,10,40000,2,BPH2751,1,VAN-040,39,0,NA,0,TRUE,0,1,FALSE,0.5,Relapse (on treatment),4,paired-invasive,prfA
exp190831_2_B11,56.5423995254413,1152,0.6919995227685622,132,-0.040506768779508304,300,8.916868677167206e-4,0,-9.106520096094414e-4,exp190831,B11,B,11,40000,2,BPH2741,3,VAN-031,109,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_B12,75.27578229275923,1152,0.7713294628436196,126,1.0890407101420992e-4,324,0.001685760301431616,0,-8.218720646701802e-4,exp190831,B12,B,12,40000,2,BPH2740,2,VAN-030,12,0,NA,0,FALSE,1,NA,FALSE,0.75,Relapse (after treatment),558,paired-invasive,NA
exp190831_2_C01,23.735310692573986,1152,0.21067223227235432,138,0.04045994909997798,330,3.363482998652211e-4,0,-5.798409108788913e-4,exp190831,C01,C,01,40000,2,BPH2734,2,VAN-026,34,0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,paired-colonising,NA
exp190831_2_C02,27.208690493850284,1152,0.2106905549788083,216,0.08485474043276645,372,2.495203469422465e-4,0,-6.808632703713888e-4,exp190831,C02,C,02,40000,2,BPH2737,1,VAN-029,-,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_C03,58.32424736764847,1152,0.6104625534278806,138,0.007447338028437689,606,0.0012667229724458832,0,-8.013321316742601e-4,exp190831,C03,C,03,40000,2,BPH2750,3,VAN-040,39,0,Died,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_C04,46.89924366009833,918,0.4660512328916391,156,-0.05334804290863646,486,0.0013504492914200748,0,-9.720375092017063e-4,exp190831,C04,C,04,40000,2,BPH2752,3,VAN-041,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_C05,47.149903603743596,1152,0.5736925615469854,138,-0.019894347919377962,702,7.059977591927897e-4,0,-9.88004203486187e-4,exp190831,C05,C,05,40000,2,BPH2741,1,VAN-031,109,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_C06,177.27222304614972,654,1.6107213106921339,144,-0.05066562853034755,408,0.0061112014590998754,876,-0.0013081944848970725,exp190831,C06,C,06,40000,2,BPH2749,3,VAN-039,20,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_C07,67.19798309359003,600,0.5231842036401687,126,-0.031073131539023996,294,0.002406232527864544,0,-0.001132409448194387,exp190831,C07,C,07,40000,2,BPH2736,1,VAN-028,45,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_C08,98.64810915024329,984,0.9920700372144803,150,-0.013830921871501447,546,0.0023990684477123232,0,-0.0011008020984121444,exp190831,C08,C,08,40000,2,BPH2746,1,VAN-037,8,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_C09,122.02470710367915,1002,1.2500086421935201,132,-0.03832776411811222,540,0.0030756818614388333,0,-8.994305668613396e-4,exp190831,C09,C,09,40000,2,BPH2746,2,VAN-037,8,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_C10,14.029512086610053,1152,0.22439361316710038,180,-0.016170873156158946,714,4.663765073020486e-4,0,-8.459834264728169e-4,exp190831,C10,C,10,40000,2,BPH2729,3,VAN-024,45,1,NA,0,TRUE,0,5,TRUE,1.25,Relapse (after treatment),38,paired-invasive,ptsG_3 / rpoB / rplV / rplD
exp190831_2_C11,46.66531217559483,1152,0.728392511726756,186,-0.03648412844036048,798,0.0018356924750389501,0,-9.872859879904421e-4,exp190831,C11,C,11,40000,2,BPH2747,1,VAN-038,239,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_C12,124.14566216819284,744,1.0955463785036184,138,-0.005729741603927306,444,0.0035354529427705276,0,-7.118618050269681e-4,exp190831,C12,C,12,40000,2,JE2,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_D01,120.9466113006259,1032,1.0691212361138094,84,0.07120757351362143,450,0.001962902111951501,0,-3.6112849203094946e-4,exp190831,D01,D,01,40000,2,BPH2755,3,VAN-043,-,0,NA,0,TRUE,0,0,FALSE,-0.25,Persistent,3,paired-invasive,NA
exp190831_2_D02,41.64410499778146,1152,0.40342749277463813,174,0.02812575883361601,564,7.836528787786897e-4,0,-7.250448475433213e-4,exp190831,D02,D,02,40000,2,BPH2751,2,VAN-040,39,0,NA,0,TRUE,0,1,FALSE,0.5,Relapse (on treatment),4,paired-invasive,prfA
exp190831_2_D03,42.54530624351752,1026,0.5304073979094505,162,0.006173176641717728,774,0.0014028623853387125,0,-9.143533351907603e-4,exp190831,D03,D,03,40000,2,BPH2747,3,VAN-038,239,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_D04,52.927361708445815,1152,0.5706418716297382,162,-0.014808707820438416,642,9.782581130489895e-4,0,-0.0011223554397182846,exp190831,D04,D,04,40000,2,BPH2735,3,VAN-027,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_D05,7.542518166989118,1152,0.10643589184418414,174,-0.017498642527609586,402,1.8187744879565504e-4,0,-9.052914460602208e-4,exp190831,D05,D,05,40000,2,BPH2738,2,VAN-029,-,0,NA,0,TRUE,0,1,TRUE,0.5,Relapse (after treatment),18,paired-invasive,stp
exp190831_2_D06,7.622690197242756,1152,0.09963382791200957,180,-0.017124789609824366,360,1.934657972447659e-4,0,-8.958939941867521e-4,exp190831,D06,D,06,40000,2,TOX-4,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_D07,151.02535963223326,720,1.4165127884992061,180,-0.026772732938336066,456,0.005240830615516019,1152,-0.0010803012163383234,exp190831,D07,D,07,40000,2,BPH2728,2,VAN-024,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_D08,9.446537149638235,1152,0.11491891119228775,174,-0.01723324042426824,330,2.811612335155127e-4,0,-0.0011288506590983113,exp190831,D08,D,08,40000,2,BPH2742,3,VAN-032,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_D09,204.394572148929,612,1.7113385476864231,114,-0.07074589535300987,348,0.0067601939935650465,0,-0.0012066267464403936,exp190831,D09,D,09,40000,2,BPH2733,3,VAN-026,45,0,NA,0,TRUE,0,0,FALSE,0,Relapse (on treatment),4,paired-invasive,NA
exp190831_2_D10,50.458223342732445,1152,0.6096659014437171,168,-0.026454144158440482,666,0.0011189121547361264,0,-0.001027525392755687,exp190831,D10,D,10,40000,2,BPH2735,1,VAN-027,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_D11,34.399347471456686,1152,0.39449015174474383,114,-0.024603371542583703,252,6.49097055180879e-4,0,-7.213304926467845e-4,exp190831,D11,D,11,40000,2,BPH2745,1,VAN-035,72,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_D12,54.954530624358185,1152,0.6981199827236463,132,-0.03334950605426303,588,0.0010735581725345113,0,-8.567663912769441e-4,exp190831,D12,D,12,40000,2,BPH2751,3,VAN-040,39,0,NA,0,TRUE,0,1,FALSE,0.5,Relapse (on treatment),4,paired-invasive,prfA
exp190831_2_E01,125.59747886699303,696,1.0305580082115404,144,0.09381182004078159,426,0.0033008007245848,0,-6.018985091536047e-4,exp190831,E01,E,01,40000,2,JE2,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_E02,186.84917692424767,648,1.6411247515817873,138,0.015437300894682423,408,0.005897201828422082,960,-0.0012937927748863792,exp190831,E02,E,02,40000,2,BPH2749,2,VAN-039,20,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_E03,37.472223046126395,1152,0.5237410079148755,156,-0.03851510619497497,762,0.001436131378500467,0,-8.384212838609042e-4,exp190831,E03,E,03,40000,2,BPH2748,2,VAN-038,239,1,NA,0,TRUE,0,2,FALSE,0,NA,8,paired-colonising,NA
exp190831_2_E04,50.65593949281438,1152,0.5586665192754274,150,-0.003178101108974158,582,8.369546239142049e-4,0,-8.656956214710375e-4,exp190831,E04,E,04,40000,2,BPH2735,2,VAN-027,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_E05,2.4432745068961763,1152,0.08040862553028164,180,-0.04953194577678664,372,1.837190508513141e-4,0,-8.878574591135828e-4,exp190831,E05,E,05,40000,2,TOX-4,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_E06,194.28301942758603,618,1.7621424129715235,144,-0.047605469150573294,396,0.007014520679499638,834,-0.001614519147749155,exp190831,E06,E,06,40000,2,BPH2749,1,VAN-039,20,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_E07,3.1050274358597383,1152,0.0793723218230794,168,-0.0411022220602092,786,1.8175733354377244e-4,0,-9.391718399886697e-4,exp190831,E07,E,07,40000,2,Non infected,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_E08,27.181106332497233,1152,0.26393320580232205,186,-0.012480134653071143,330,7.526039336698678e-4,0,-9.998000419700614e-4,exp190831,E08,E,08,40000,2,BPH2731,2,VAN-025,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_E09,206.08646003266065,600,1.7492344312000245,120,-0.08136556747687088,354,0.00712708230923723,0,-0.0012277297905742574,exp190831,E09,E,09,40000,2,BPH2733,2,VAN-026,45,0,NA,0,TRUE,0,0,FALSE,0,Relapse (on treatment),4,paired-invasive,NA
exp190831_2_E10,15.099154678928603,1152,0.15716047955361434,138,-0.028949482192908722,258,4.3895751055329183e-4,0,-8.577094342512408e-4,exp190831,E10,E,10,40000,2,BPH2739,3,VAN-030,-,0,Survived,1,FALSE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_E11,199.18944090170856,606,1.6688397754009119,114,-0.04597887436463881,354,0.006469852110761747,942,-0.0010131318837966197,exp190831,E11,E,11,40000,2,BPH2732,1,VAN-026,45,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_E12,76.10179445351625,1152,1.1186289084268641,150,-0.020707005179489795,792,0.0024876725452567445,0,-6.409041655937942e-4,exp190831,E12,E,12,40000,2,BPH2748,3,VAN-038,239,1,NA,0,TRUE,0,2,FALSE,0,NA,8,paired-colonising,NA
exp190831_2_F01,122.46018092838455,1152,1.7893135328353131,144,0.011264548500026212,702,0.002984150808761489,0,-5.721904110242634e-4,exp190831,F01,F,01,40000,2,BPH2753,1,VAN-042,121,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_F02,55.38164021949463,1014,0.62429035055895,156,0.03180684178919482,756,0.00151955220968629,0,-9.068451863859274e-4,exp190831,F02,F,02,40000,2,BPH2748,1,VAN-038,239,1,NA,0,TRUE,0,2,FALSE,0,NA,8,paired-colonising,NA
exp190831_2_F03,78.36574225123431,1152,0.8177224440592605,132,-0.012951832292137718,636,0.0012253979977177177,0,-7.642622254719848e-4,exp190831,F03,F,03,40000,2,BPH2743,2,VAN-033,5,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_F04,40.93563695684952,1152,0.49377399227059604,150,-0.017049136509351803,642,8.300785270507587e-4,0,-7.869446437659758e-4,exp190831,F04,F,04,40000,2,BPH2750,1,VAN-040,39,0,Died,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_F05,79.48129912502958,1152,0.7955299755410133,114,-0.04391030776302293,432,0.001516843390445076,0,-8.732088584672949e-4,exp190831,F05,F,05,40000,2,BPH2754,2,VAN-043,5,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_F06,85.42684265165074,1074,0.8355772413195679,114,-0.030602800256330668,456,0.001535231140725857,0,-7.585711614238148e-4,exp190831,F06,F,06,40000,2,BPH2754,1,VAN-043,5,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_F07,64.72457363192325,1152,0.7344330032136087,138,-0.02897939234593504,654,0.0011685416695040214,0,-8.404553190606585e-4,exp190831,F07,F,07,40000,2,BPH2743,3,VAN-033,5,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_F08,27.73163280439398,1152,0.27244137627686166,162,-0.017801321534414095,312,7.089763829567153e-4,0,-9.038498345435124e-4,exp190831,F08,F,08,40000,2,BPH2731,3,VAN-025,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_F09,190.35690345546658,612,1.5905543044604162,114,-0.05767811504495693,354,0.006234699380290611,882,-0.00104388576854067,exp190831,F09,F,09,40000,2,BPH2733,1,VAN-026,45,0,NA,0,TRUE,0,0,FALSE,0,Relapse (on treatment),4,paired-invasive,NA
exp190831_2_F10,128.4946166394961,750,1.2639478216929134,162,-0.04613144254529299,492,0.004304681548597265,942,-0.0010527715634211139,exp190831,F10,F,10,40000,2,BPH2744,2,VAN-034,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_F11,94.20901675813316,762,0.8662454306411783,162,-0.05930934579843414,444,0.003109078349189154,0,-8.759499421686572e-4,exp190831,F11,F,11,40000,2,JE2,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_F12,127.98341984281794,1152,1.259439769552744,90,-0.018732879569040444,450,0.0020390169556891834,0,-4.7377304677556246e-4,exp190831,F12,F,12,40000,2,BPH2755,2,VAN-043,-,0,NA,0,TRUE,0,0,FALSE,-0.25,Persistent,3,paired-invasive,NA
exp190831_2_G01,100.0126353255366,1152,1.1216458196299235,126,0.03362722648112794,534,0.0013816919817764882,0,-5.333989931989129e-4,exp190831,G01,G,01,40000,2,BPH2741,2,VAN-031,109,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_G02,135.5684413465984,1152,1.784434425463573,90,0.0832422919131434,702,0.0032007582937757188,0,-2.316094671224178e-4,exp190831,G02,G,02,40000,2,BPH2753,2,VAN-042,121,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_G03,151.40566513423573,726,1.3737014367222566,162,0.012687358259697823,450,0.004860652736764157,1104,-0.0010805462402340195,exp190831,G03,G,03,40000,2,BPH2730,3,VAN-024,45,1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,paired-colonising,NA
exp190831_2_G04,10.999970339613162,1152,0.12561754873708336,180,-0.0029442706460613066,318,2.0959262751552572e-4,0,-7.02221166858065e-4,exp190831,G04,G,04,40000,2,BPH2737,2,VAN-029,-,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_G05,58.385911315446,1152,0.6558428056310008,114,-0.04266614383725535,474,0.0010674201260196983,0,-6.725283509698187e-4,exp190831,G05,G,05,40000,2,BPH2754,3,VAN-043,5,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_G06,78.2916209402451,1152,0.8365632039757643,132,-0.01631352402046873,480,0.0012469421799395364,0,-8.356521124766175e-4,exp190831,G06,G,06,40000,2,BPH2743,1,VAN-033,5,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_G07,9.296247960849813,1152,0.1122200385884604,174,-0.0045871359182793284,1152,2.462564556612844e-4,0,-7.749195998213096e-4,exp190831,G07,G,07,40000,2,BPH2738,1,VAN-029,-,0,NA,0,TRUE,0,1,TRUE,0.5,Relapse (after treatment),18,paired-invasive,stp
exp190831_2_G08,23.673023876616273,1152,0.25253908116248325,156,-0.028044773317146426,336,6.571715866813321e-4,0,-7.97976929252521e-4,exp190831,G08,G,08,40000,2,BPH2731,1,VAN-025,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_G09,113.85970636216905,762,1.1268170766863057,174,-0.058613944964328805,492,0.003941728625364895,1122,-9.032346936518267e-4,exp190831,G09,G,09,40000,2,BPH2744,1,VAN-034,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_G10,58.878511048504464,684,0.4575922768886485,120,-0.0521077040926476,300,0.0021912734402552165,0,-7.282427470980028e-4,exp190831,G10,G,10,40000,2,BPH2736,2,VAN-028,45,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_G11,163.55559839836314,714,1.5054291840479823,156,-0.044881287347001954,444,0.005495210230873529,906,-9.71396744637476e-4,exp190831,G11,G,11,40000,2,BPH2728,3,VAN-024,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_G12,159.26750704436452,894,1.4946869484500882,114,-0.035956959190211274,486,0.0038264682034651132,1146,-7.030125823683962e-4,exp190831,G12,G,12,40000,2,BPH2746,3,VAN-037,8,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_H01,19.922823668993136,1152,0.2056783770657389,186,0.017114241311577044,330,3.331589615761194e-4,0,-4.423276980619773e-4,exp190831,H01,H,01,40000,2,Non infected,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_H02,25.03746107074413,1152,0.21878229555150272,126,0.047941169496554685,252,2.629765598007947e-4,0,-5.066362182896342e-4,exp190831,H02,H,02,40000,2,BPH2737,3,VAN-029,-,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_H03,159.8568293044877,720,1.4385080793429974,150,-0.017790933810057002,444,0.005031343371482362,960,-8.922856380923679e-4,exp190831,H03,H,03,40000,2,BPH2730,2,VAN-024,45,1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,paired-colonising,NA
exp190831_2_H04,189.23022393596472,618,1.5522365490600245,102,-0.006274145594388701,354,0.0058275708356797535,924,-9.600924764842552e-4,exp190831,H04,H,04,40000,2,BPH2732,3,VAN-026,45,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp190831_2_H05,57.466024024924124,708,0.4451396973741442,126,-0.04846897693108579,300,0.0020094052538215212,0,-7.131229654107875e-4,exp190831,H05,H,05,40000,2,BPH2736,3,VAN-028,45,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_H06,6.338069108706078,1152,0.10898448930953164,156,-0.036005824307518836,264,2.2800862034876235e-4,0,-7.323065319818373e-4,exp190831,H06,H,06,40000,2,BPH2734,1,VAN-026,34,0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,paired-colonising,NA
exp190831_2_H07,17.07702802906907,1152,0.2644907913649227,180,-0.025745320326740557,672,5.724521868640349e-4,0,-5.518439473790847e-4,exp190831,H07,H,07,40000,2,BPH2729,2,VAN-024,45,1,NA,0,TRUE,0,5,TRUE,1.25,Relapse (after treatment),38,paired-invasive,ptsG_3 / rpoB / rplV / rplD
exp190831_2_H08,60.29411241288241,1152,0.524452625620101,132,0.11831976498555717,270,6.50313797563071e-4,0,-7.430492713737039e-4,exp190831,H08,H,08,40000,2,BPH2745,2,VAN-035,72,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_H09,12.707340946167834,1152,0.2054201326810645,186,-0.025500372916223032,666,4.0802610542100583e-4,0,-6.113360203894849e-4,exp190831,H09,H,09,40000,2,BPH2729,1,VAN-024,45,1,NA,0,TRUE,0,5,TRUE,1.25,Relapse (after treatment),38,paired-invasive,ptsG_3 / rpoB / rplV / rplD
exp190831_2_H10,4.731247219338916,1152,0.10956157613595545,150,-0.034555623380762464,456,2.1072197171105998e-4,0,-4.5758173325933106e-4,exp190831,H10,H,10,40000,2,Complete lysis,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_H11,0.5232389144292466,1152,0.0961470436389733,144,-0.06769131148996498,654,2.106459066171005e-4,0,-5.132928803012896e-4,exp190831,H11,H,11,40000,2,Complete lysis,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp190831_2_H12,12.05128281180615,1152,0.19541265436642025,114,-0.042652713140431744,258,2.825764988994501e-4,0,-3.831485568911233e-4,exp190831,H12,H,12,40000,2,Complete lysis,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191107_2_A02,106.24435631484145,1152,1.0592238435217802,114,-0.02402606446266886,342,0.002278300669428367,0,-5.264615107137631e-4,exp191107,A02,A,02,40000,2,BPH2740,3,VAN-030,12,0,NA,0,FALSE,1,NA,FALSE,0.75,Relapse (after treatment),558,paired-invasive,NA
exp191107_2_A03,112.45518331578573,912,0.9643303329944041,138,0.018980339792642176,414,0.0025530058522929013,0,-6.21396328358996e-4,exp191107,A03,A,03,40000,2,BPH2728,1,VAN-024,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191107_2_A04,25.06048588385774,942,0.20916582680351772,126,0.0036539712936052415,312,4.676155487600674e-4,0,-4.7636032661575387e-4,exp191107,A04,A,04,40000,2,BPH2739,1,VAN-030,-,0,Survived,1,FALSE,NA,NA,FALSE,0,NA,NA,index,NA
exp191107_2_A05,-4.034555438461099,1074,0.005755992480944588,156,-0.05765431939425397,234,1.5274003198513332e-4,0,-6.071420838392521e-4,exp191107,A05,A,05,40000,2,Non infected,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
