well_id,AUC,time_of_max_death,max_death,time_of_min_death,min_death,time_of_max_death_rate,max_death_rate,time_of_min_death_rate,min_death_rate,experiment,well,well_row,well_col,cell_number,plate,sample_id,replicate,strain_group,ST,mecA,mortality,intrahost_index,included,unrelated_to_index,mut_count,scv,vanco_difference,persister_type,intrahost_sampledelay,sample_type,genes
exp191109_3_G03,45.758145262768245,1152,0.742521680449611,144,-0.07473015522548852,810,0.001491221212313154,0,-3.8274575131879915e-4,exp191109,G03,G,03,40000,3,BPH2758,3,VAN-046,5,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_G04,27.80866329344661,1152,0.4372914289944428,180,-0.0487211304076292,732,8.043470498014822e-4,0,-4.5182830020535286e-4,exp191109,G04,G,04,40000,3,BPH2765,2,VAN-051,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_G05,9.451824485316305,1152,0.2364891815875223,126,-0.05090209831381383,876,4.362168888707753e-4,0,-2.6592365050553783e-4,exp191109,G05,G,05,40000,3,BPH2783,3,VAN-067,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_G06,54.828340427817,1152,0.6991320998732932,216,0.012451058616260393,642,0.0015343870585040123,0,-3.090538306940102e-4,exp191109,G06,G,06,40000,3,BPH2771,1,VAN-056,45,1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,paired-colonising,recU
exp191109_3_G07,49.538323561700935,1152,0.6976748445257136,210,-0.028371407469469076,690,0.0012120633281194916,0,-4.240070800990009e-4,exp191109,G07,G,07,40000,3,BPH2766,1,VAN-052,45,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_G08,137.7558161325916,1008,1.3484546145147744,126,-0.05521664471923458,498,0.003055135674649444,0,-4.573856097359304e-4,exp191109,G08,G,08,40000,3,BPH2759,1,VAN-047,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_G09,78.98045672370058,828,0.8063802778005401,180,-0.051332598675847184,504,0.0026523345678996432,1128,-5.444398623938118e-4,exp191109,G09,G,09,40000,3,BPH2773,1,VAN-058,188,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_G10,183.09402189920533,846,1.5506592772749692,54,-0.030818767467396025,366,0.003305201175366007,1146,-5.764176866346067e-4,exp191109,G10,G,10,40000,3,BPH2764,2,VAN-050,78,1,NA,0,TRUE,0,29,FALSE,0,NA,-3,paired-colonising,hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment
exp191109_3_G11,90.66385564748293,1152,1.2917689189595767,96,0.018586244699506066,1152,0.0024321848117598854,0,-2.2758906249768437e-4,exp191109,G11,G,11,40000,3,BPH2756,3,VAN-044,567,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H01,-1.053677080824272,1152,0.06600079131917184,54,-0.06660315973071043,834,1.5266334987104626e-4,0,-5.464569208918357e-5,exp191109,H01,H,01,40000,3,Non infected,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H02,48.13506277943503,1152,0.5620613845177669,108,0.017201745831679008,630,8.803402730998208e-4,0,-1.9583107181895404e-4,exp191109,H02,H,02,40000,3,BPH2765,3,VAN-051,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H03,54.93531978690491,1152,0.7041207436031698,108,-0.03987795505178758,792,0.001011690678774394,0,-2.3048003388028045e-4,exp191109,H03,H,03,40000,3,BPH2758,2,VAN-046,5,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H04,87.32934436325131,1026,0.6400585497898178,0,-0.013886767727683793,276,0.0020080583637606137,1152,-6.0249545352664136e-5,exp191109,H04,H,04,40000,3,BPH2760,3,VAN-048,1,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H05,143.43021979495037,936,1.2484444114705984,84,0.049723850421140164,462,0.0027550073513951997,1152,-3.0553494653814034e-4,exp191109,H05,H,05,40000,3,BPH2764,3,VAN-050,78,1,NA,0,TRUE,0,29,FALSE,0,NA,-3,paired-colonising,hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment
exp191109_3_H06,113.78505073221905,1152,1.3532589146281044,78,0.035293740063004474,378,0.0015586831785233447,0,-1.567833907750952e-4,exp191109,H06,H,06,40000,3,BPH2762,1,VAN-049,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H07,117.64698953231657,1152,1.2611772351848187,60,0.0370157651743737,360,0.0017702724339288083,0,-1.1586078243669938e-4,exp191109,H07,H,07,40000,3,BPH2757,2,VAN-045,5,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H08,16.331593178595686,1152,0.19320108857605334,96,-0.008439622184887308,264,2.800966855861545e-4,0,-2.0649823893489254e-4,exp191109,H08,H,08,40000,3,BPH2774,2,VAN-059,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H09,139.45752683855983,1152,1.678282167462742,54,-0.03672238114113142,1152,0.0029797576417662044,0,-1.2721746351360835e-4,exp191109,H09,H,09,40000,3,BPH2757,1,VAN-045,5,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H10,251.90640644665473,0,1.8107613412120993,1152,1.0598141830583476,1008,-2.2892630233526529e-4,126,-0.0017046561746698306,exp191109,H10,H,10,40000,3,Complete lysis,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H11,279.96527722009125,72,1.9056376053553055,1152,1.215715828929462,0,0.0018918057690245904,156,-0.0020900139626148038,exp191109,H11,H,11,40000,3,Complete lysis,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191109_3_H12,323.08133215544507,108,2.0090392336866185,1152,1.4628693311553338,0,0.0028708895723499883,222,-0.0012731259182824871,exp191109,H12,H,12,40000,3,Complete lysis,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A02,169.72961464124668,594,1.126559423244718,0,0.03824171332626291,228,0.003605348205498644,1020,-3.8498065315745183e-4,exp191111,A02,A,02,40000,3,BPH2768,3,VAN-054,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A03,136.272438994946,1152,1.318420210554965,84,-0.032125778971774335,312,0.0023563715955725543,0,-4.3818425195742003e-4,exp191111,A03,A,03,40000,3,BPH2756,1,VAN-044,567,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A04,104.56142788114686,1152,0.8991254028078965,54,-0.0031774818092764915,246,0.00215414263073888,0,-2.086336537437495e-4,exp191111,A04,A,04,40000,3,BPH2767,1,VAN-053,-,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A05,4.608933317227223,0,0.07524329257202408,462,-0.0020691804908482356,768,1.468791956192576e-4,0,-6.87409444683592e-4,exp191111,A05,A,05,40000,3,Non infected,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A06,107.65646895386863,1152,1.0893050212976285,156,0.02685015323213677,480,0.0019611130371401226,0,-6.685848119550551e-4,exp191111,A06,A,06,40000,3,BPH2770,1,VAN-056,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_A07,24.404928726748995,1152,0.2905365797854433,192,-0.010189238340254862,462,4.331051437191854e-4,0,-7.603436857357877e-4,exp191111,A07,A,07,40000,3,BPH2760,2,VAN-048,1,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A08,109.52684827254576,900,0.9758414804403195,144,0.004366317071928472,408,0.002246623432723744,0,-7.854653020368738e-4,exp191111,A08,A,08,40000,3,BPH2784,1,VAN-068,88,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A09,90.71659821214222,888,0.764767353071148,78,-0.006496269813235795,372,0.0017401944788779794,1152,-3.707663302824719e-4,exp191111,A09,A,09,40000,3,BPH2776,2,VAN-061,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A10,72.30463276154705,948,0.6675005435200436,180,0.015609118968612905,450,0.0015027510415883778,0,-7.802923522386915e-4,exp191111,A10,A,10,40000,3,BPH2773,3,VAN-058,188,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A11,97.97713819764616,1152,1.073330635589357,120,0.06334007811981522,420,0.0012599923584536616,0,-6.355688209973807e-4,exp191111,A11,A,11,40000,3,BPH2762,3,VAN-049,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_A12,21.780200531532902,1152,0.20627829475070375,156,0.042530044429745825,798,2.6387293888538096e-4,0,-5.571686388923941e-4,exp191111,A12,A,12,40000,3,BPH2774,3,VAN-059,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B01,82.1166948538402,1152,1.0793074659756907,0,0.05553376829403355,936,0.0014082569040853243,126,8.283295789199719e-5,exp191111,B01,B,01,40000,3,BPH2781,2,VAN-065,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B02,39.356003865673564,1152,0.5437139298571314,204,0.031790073702119705,1056,7.846009576692956e-4,0,-9.492178910589233e-4,exp191111,B02,B,02,40000,3,BPH2758,1,VAN-046,5,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B03,51.62853346219543,1152,0.7692639326254497,234,-0.013480441617572211,894,0.001124234127274586,0,-0.0010113588040951,exp191111,B03,B,03,40000,3,BPH2781,1,VAN-065,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B04,113.03113674802381,978,0.9614691092623223,114,-0.06040405515590018,342,0.0028755742693093054,0,-7.60883620805111e-4,exp191111,B04,B,04,40000,3,BPH2768,1,VAN-054,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B05,73.35416163325591,882,0.6300974185723844,186,0.03695697739001448,432,0.0015491746541570104,0,-9.888597005686187e-4,exp191111,B05,B,05,40000,3,BPH2782,3,VAN-066,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B06,-2.2922807441413693,0,0.06574894621594814,270,-0.0342882041088449,804,1.3707816358198946e-4,0,-8.10324275485913e-4,exp191111,B06,B,06,40000,3,TOX-4,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B07,111.22372553758395,1152,1.1921976445612152,192,-0.044291827132449196,504,0.002670565572884439,0,-8.629725525421805e-4,exp191111,B07,B,07,40000,3,BPH2770,2,VAN-056,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_B08,52.492872674566286,1152,0.5610542238393422,186,-0.02602134013167972,432,0.0011896381117622798,0,-8.613399785175058e-4,exp191111,B08,B,08,40000,3,BPH2766,3,VAN-052,45,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B09,63.85775549650546,1152,0.7556343401213479,120,-0.07952551386040133,294,0.0014789794583785877,0,-7.530866009242167e-4,exp191111,B09,B,09,40000,3,BPH2767,2,VAN-053,-,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B10,31.652059676253664,1152,0.6072279850283762,246,-0.03832806454120411,828,0.001095832465363453,0,-8.314544347841919e-4,exp191111,B10,B,10,40000,3,BPH2780,1,VAN-064,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B11,85.8237496980068,1056,0.8474800002075534,204,0.04204951469007859,534,0.0016375852644961962,0,-8.817895186564451e-4,exp191111,B11,B,11,40000,3,BPH2769,3,VAN-055,188,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_B12,104.79454578402175,1152,0.8905263630958633,90,0.010145074549902842,318,0.002025154676195223,0,-4.971754135409262e-4,exp191111,B12,B,12,40000,3,BPH2768,2,VAN-054,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C01,221.69071635664542,1152,1.6833595739912808,144,0.714529368318498,402,0.0014023791835391557,0,-7.545266249318894e-4,exp191111,C01,C,01,40000,3,BPH2762,2,VAN-049,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C02,63.521351775800284,1152,0.6650763090244003,186,0.02867449861278566,444,0.001059050264384283,0,-7.9222180786543e-4,exp191111,C02,C,02,40000,3,BPH2765,1,VAN-051,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C03,11.969950471129591,1152,0.2833182805322793,342,-0.029728591724896662,1152,5.892243405539177e-4,0,-0.001018241846958784,exp191111,C03,C,03,40000,3,BPH2779,3,VAN-063,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C04,46.39647257792304,1152,0.6636831035050142,240,-0.03848153339700611,468,0.0011383578841401114,0,-8.22478120393811e-4,exp191111,C04,C,04,40000,3,BPH2781,3,VAN-065,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C05,111.4611017154068,912,0.9620235967177538,132,2.0584676045972447e-6,384,0.002303724112948121,0,-7.842632390689334e-4,exp191111,C05,C,05,40000,3,BPH2769,1,VAN-055,188,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C06,1.4748429572363146,0,0.043754625028967695,174,-0.04349487433702659,282,2.666307513017581e-4,0,-8.729540116784746e-4,exp191111,C06,C,06,40000,3,BPH2778,3,VAN-062,30,0,NA,0,TRUE,0,0,FALSE,0,Persistent,3,paired-invasive,NA
exp191111_3_C07,190.45690384153778,864,1.4656148866678835,42,-0.02761778565255471,282,0.003990907736646263,1146,-5.725340806604138e-4,exp191111,C07,C,07,40000,3,BPH2764,1,VAN-050,78,1,NA,0,TRUE,0,29,FALSE,0,NA,-3,paired-colonising,hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment
exp191111_3_C08,66.30626359024788,1152,0.7736870409764921,174,-0.03707262799836415,666,0.0013274975181584135,0,-9.186932455004567e-4,exp191111,C08,C,08,40000,3,BPH2775,1,VAN-060,8,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C09,71.86874848998256,1152,0.8355135611821025,162,-0.0780356928726265,540,0.0014338926363346785,0,-8.109345610407577e-4,exp191111,C09,C,09,40000,3,BPH2775,2,VAN-060,8,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C10,116.53977410004111,1152,1.222113214614511,126,-0.029899186664994835,318,0.0024516971672694865,0,-9.766898882156514e-4,exp191111,C10,C,10,40000,3,BPH2757,3,VAN-045,5,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C11,130.81079366998966,720,1.034754107775034,90,0.0013201562926725304,348,0.0032273743273686186,1140,-6.715572736695962e-4,exp191111,C11,C,11,40000,3,BPH2776,1,VAN-061,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_C12,101.74906378353779,858,0.877337996358023,102,0.005852215856972779,420,0.0021402794831448524,1122,-4.5102427510169605e-4,exp191111,C12,C,12,40000,3,JE2,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D01,38.650036240643466,1152,0.40319444973280305,162,0.014258842884690249,354,6.024919939681803e-4,0,-5.088114183411166e-4,exp191111,D01,D,01,40000,3,BPH2784,3,VAN-068,88,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D02,43.278146895390336,1152,0.7368586078325063,240,-0.021864511840015085,804,0.0012374729155748682,0,-8.334039489820491e-4,exp191111,D02,D,02,40000,3,BPH2780,2,VAN-064,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D03,152.56831360234523,618,1.2053604571330967,78,0.0023716438023427136,312,0.004195277290290678,948,-8.917573534753658e-4,exp191111,D03,D,03,40000,3,BPH2776,3,VAN-061,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D04,5.583444068616613,882,0.060520605745751424,186,-0.0348864660023034,318,3.403364685586696e-4,0,-8.84279539492324e-4,exp191111,D04,D,04,40000,3,BPH2763,3,VAN-050,78,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_D05,109.35135298382932,804,0.9237723969301064,120,-0.008236709397507477,390,0.0026300345311875833,0,-7.122976265408545e-4,exp191111,D05,D,05,40000,3,BPH2766,2,VAN-052,45,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D06,-4.240849238947157,0,0.07814140862252962,570,-0.04652307116028578,762,1.5737821057565369e-4,0,-9.182048418950942e-4,exp191111,D06,D,06,40000,3,TOX-4,2,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D07,147.3853587823351,1152,1.5916242555145643,102,-0.020216903537749617,318,0.0022756412649460045,0,-6.327758838839499e-4,exp191111,D07,D,07,40000,3,BPH2756,2,VAN-044,567,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D08,164.96043730372034,960,1.4702118782981286,138,0.058702075655879364,450,0.0034871710619435673,0,-4.217764341153049e-4,exp191111,D08,D,08,40000,3,BPH2770,3,VAN-056,45,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_D09,79.065414351304,1152,0.7439936136410336,108,-0.027038143403471104,336,0.001433858608981482,0,-6.346097779881127e-4,exp191111,D09,D,09,40000,3,BPH2761,3,VAN-049,30,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D10,2.668790770717906,948,0.05508245755073744,174,-0.058113449590613195,306,3.424869218520628e-4,0,-7.994159638590433e-4,exp191111,D10,D,10,40000,3,BPH2763,1,VAN-050,78,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_D11,9.297475235565624,1152,0.11246539689642253,228,0.0070905224694898985,744,2.2794720924025928e-4,0,-6.439465309920206e-4,exp191111,D11,D,11,40000,3,BPH2774,1,VAN-059,22,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_D12,68.85388982846892,1152,1.1112846290332103,180,-0.020986259901646653,834,0.0016863078581130324,0,-4.63338475989979e-4,exp191111,D12,D,12,40000,3,BPH2780,3,VAN-064,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E01,131.86938270115556,894,1.1051231505503631,72,0.03560713525188703,378,0.002337197967678702,1152,-5.712710509910476e-4,exp191111,E01,E,01,40000,3,JE2,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E02,14.083595071275742,1002,0.11440372572439031,168,0.009281419044051465,348,2.7988498344548704e-4,0,-6.795662405530596e-4,exp191111,E02,E,02,40000,3,BPH2778,2,VAN-062,30,0,NA,0,TRUE,0,0,FALSE,0,Persistent,3,paired-invasive,NA
exp191111_3_E03,5.628654264316105,996,0.06346726457296369,180,-0.024789382347849703,294,2.627409539016389e-4,0,-8.44677467904776e-4,exp191111,E03,E,03,40000,3,BPH2777,2,VAN-062,30,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_E04,2.8599601352989277,948,0.04240360932744084,168,-0.04620840349190495,294,3.120785383851006e-4,0,-8.03611763059757e-4,exp191111,E04,E,04,40000,3,BPH2763,2,VAN-050,78,1,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_E05,0.6592474027546831,0,0.10372570272586094,540,-0.022388705003777598,804,1.583891614297473e-4,0,-8.508979081064336e-4,exp191111,E05,E,05,40000,3,TOX-4,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E06,0.05665619714921509,0,0.06255355459924994,198,-0.03245005811184374,288,1.6456125142975085e-4,0,-8.491896670043703e-4,exp191111,E06,E,06,40000,3,BPH2778,1,VAN-062,30,0,NA,0,TRUE,0,0,FALSE,0,Persistent,3,paired-invasive,NA
exp191111_3_E07,-12.26507006523524,0,0.026133177251862823,450,-0.08549360685937801,720,9.560736269870325e-5,0,-8.023678048208523e-4,exp191111,E07,E,07,40000,3,Non infected,1,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E08,73.39819400822417,1152,0.8558998744005664,162,-0.03396523788568959,522,0.0013437331356827573,0,-7.604767924877642e-4,exp191111,E08,E,08,40000,3,BPH2759,2,VAN-047,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E09,43.38895264557263,1152,0.4707158735027324,144,-0.02201727867110389,324,7.489996535907517e-4,0,-6.938175716166214e-4,exp191111,E09,E,09,40000,3,BPH2761,2,VAN-049,30,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E10,102.69095796087531,1152,1.014506805110945,96,-0.006757972422505108,288,0.0019732465884978157,0,-5.336909789191409e-4,exp191111,E10,E,10,40000,3,BPH2767,3,VAN-053,-,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E11,153.90523073208743,492,1.0275460382118855,0,0.010484170612683516,234,0.004249101412940565,954,-2.4334732105688964e-4,exp191111,E11,E,11,40000,3,BPH2760,1,VAN-048,1,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_E12,19.38088910365126,1152,0.18690413497356095,144,0.007101912898442947,276,3.553949367313809e-4,0,-4.6520391208200625e-4,exp191111,E12,E,12,40000,3,BPH2777,3,VAN-062,30,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_F01,57.09543367964083,1086,0.5432946864120082,156,-0.012216512830665039,468,0.0011216433578549005,0,-5.749185927119479e-4,exp191111,F01,F,01,40000,3,BPH2782,1,VAN-066,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F02,8.08087702343715,0,0.08481212864333927,198,0.004634181150446382,312,1.713238001062047e-4,0,-7.552747806221956e-4,exp191111,F02,F,02,40000,3,BPH2777,1,VAN-062,30,0,Survived,1,TRUE,NA,NA,FALSE,0,NA,NA,index,NA
exp191111_3_F03,173.83350446970448,888,1.5040866506990902,138,-0.018044715974244847,396,0.004102891667185619,0,-8.934809518068732e-4,exp191111,F03,F,03,40000,3,BPH2771,2,VAN-056,45,1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,paired-colonising,recU
exp191111_3_F04,1.9420753805255113,1152,0.2829292256306919,300,-0.11338848328590309,1128,6.683658763348547e-4,0,-6.777872368173921e-4,exp191111,F04,F,04,40000,3,BPH2779,1,VAN-063,239,1,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F05,30.961584923898208,1152,0.49199064307756085,234,-0.05539754917940758,798,7.928062571757808e-4,0,-7.740979391506857e-4,exp191111,F05,F,05,40000,3,BPH2783,2,VAN-067,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F06,32.27875090602001,1152,0.4712703051495769,246,-0.029077873761487637,780,7.030323958877068e-4,0,-8.146522156271541e-4,exp191111,F06,F,06,40000,3,BPH2783,1,VAN-067,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F07,159.16220705486646,912,1.475084342309195,156,-0.062073233476723284,432,0.003887111225971967,0,-7.737096317040715e-4,exp191111,F07,F,07,40000,3,BPH2771,3,VAN-056,45,1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,paired-colonising,recU
exp191111_3_F08,67.27071756463776,1152,0.793915968744593,156,-0.06523496932669882,438,0.0013472471614229826,0,-7.576147390782839e-4,exp191111,F08,F,08,40000,3,BPH2759,3,VAN-047,30,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F09,44.84482966900837,1152,0.4864777929677413,138,-0.027802114409570006,330,7.887884000182845e-4,0,-5.905469716864674e-4,exp191111,F09,F,09,40000,3,BPH2761,1,VAN-049,30,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F10,154.7849722155398,444,1.2614882648732177,0,-0.008458987851540275,234,0.005114111143233531,648,-0.0012630410433003187,exp191111,F10,F,10,40000,3,BPH2773,2,VAN-058,188,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F11,122.97275912058004,780,0.9866810295880075,72,0.005802604231163027,360,0.002836631158853404,1152,-7.439354485375879e-4,exp191111,F11,F,11,40000,3,JE2,3,CONTROL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_F12,57.180146170580706,1152,0.5864966535818744,120,-0.020589674379183496,312,9.473283260440727e-4,0,-4.5937783171919527e-4,exp191111,F12,F,12,40000,3,BPH2784,2,VAN-068,88,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_G01,53.16287146654505,1152,0.5879065526494657,156,-0.020705777084425402,396,0.0010008040871349738,0,-4.932864648478554e-4,exp191111,G01,G,01,40000,3,BPH2769,2,VAN-055,188,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_G02,80.93688088911578,870,0.6971837143537108,174,0.019852515150706605,414,0.0018134858789080356,0,-7.31507927068123e-4,exp191111,G02,G,02,40000,3,BPH2782,2,VAN-066,-,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_G03,39.076316743179646,1152,0.5948827952452711,198,-0.010403590919762937,900,9.19745563113464e-4,0,-6.884915783184863e-4,exp191111,G03,G,03,40000,3,BPH2758,3,VAN-046,5,0,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_G04,33.83546750423244,1152,0.4396730768767678,228,-0.0248760749690809,546,6.691623455563866e-4,0,-6.845410096440307e-4,exp191111,G04,G,04,40000,3,BPH2765,2,VAN-051,15,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_G05,38.89411693646318,1152,0.521701779175025,228,-0.007976091976200732,786,7.416553153912254e-4,0,-6.740988220071201e-4,exp191111,G05,G,05,40000,3,BPH2783,3,VAN-067,22,1,Died,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exp191111_3_G06,113.45705484418164,1152,1.0897145423193222,198,0.09317143227858884,486,0.00208484783677807,0,-7.213778991815509e-4,exp191111,G06,G,06,40000,3,BPH2771,1,VAN-056,45,1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,paired-colonising,recU
exp191111_3_G07,70.86950350327075,1152,0.7619020846605101,186,-0.05789263804529397,492,0.001843700910290252,0,-6.018516391876972e-4,exp191111,G07,G,07,40000,3,BPH2766,1,VAN-052,45,0,Survived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
