well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,19158,0,A,01,exp201122,40000,4,exp201122_4_A01,BPH2807,2,VAN-086
A02,17674,0,A,02,exp201122,40000,4,exp201122_4_A02,BPH2797,3,VAN-081
A03,18652,0,A,03,exp201122,40000,4,exp201122_4_A03,BPH2785,1,VAN-069
A04,17973,0,A,04,exp201122,40000,4,exp201122_4_A04,BPH2796,1,VAN-080
A05,18568,0,A,05,exp201122,40000,4,exp201122_4_A05,TOX-4,3,CONTROL
A06,19088,0,A,06,exp201122,40000,4,exp201122_4_A06,BPH2799,1,VAN-082
A07,18772,0,A,07,exp201122,40000,4,exp201122_4_A07,BPH2789,2,VAN-073
A08,17534,0,A,08,exp201122,40000,4,exp201122_4_A08,Non infected,1,CONTROL
A09,17616,0,A,09,exp201122,40000,4,exp201122_4_A09,BPH2804,2,VAN-083
A10,18815,0,A,10,exp201122,40000,4,exp201122_4_A10,BPH2801,3,VAN-083
A11,17464,0,A,11,exp201122,40000,4,exp201122_4_A11,BPH2791,3,VAN-075
A12,18484,0,A,12,exp201122,40000,4,exp201122_4_A12,BPH2802,3,VAN-083
B01,19477,0,B,01,exp201122,40000,4,exp201122_4_B01,BPH2809,2,VAN-087
B02,18665,0,B,02,exp201122,40000,4,exp201122_4_B02,BPH2787,1,VAN-071
B03,18243,0,B,03,exp201122,40000,4,exp201122_4_B03,BPH2809,1,VAN-087
B04,18442,0,B,04,exp201122,40000,4,exp201122_4_B04,BPH2797,1,VAN-081
B05,18649,0,B,05,exp201122,40000,4,exp201122_4_B05,BPH2810,3,VAN-088
B06,18381,0,B,06,exp201122,40000,4,exp201122_4_B06,JE2,3,CONTROL
B07,18561,0,B,07,exp201122,40000,4,exp201122_4_B07,BPH2799,2,VAN-082
B08,19280,0,B,08,exp201122,40000,4,exp201122_4_B08,BPH2795,3,VAN-079
B09,17658,0,B,09,exp201122,40000,4,exp201122_4_B09,BPH2796,2,VAN-080
B10,18922,0,B,10,exp201122,40000,4,exp201122_4_B10,BPH2808,1,VAN-086
B11,18046,0,B,11,exp201122,40000,4,exp201122_4_B11,BPH2798,3,VAN-082
B12,18558,0,B,12,exp201122,40000,4,exp201122_4_B12,BPH2797,2,VAN-081
C01,19251,0,C,01,exp201122,40000,4,exp201122_4_C01,BPH2791,2,VAN-075
C02,18570,0,C,02,exp201122,40000,4,exp201122_4_C02,BPH2794,1,VAN-078
C03,19636,0,C,03,exp201122,40000,4,exp201122_4_C03,BPH2807,3,VAN-086
C04,18920,0,C,04,exp201122,40000,4,exp201122_4_C04,BPH2809,3,VAN-087
C05,18230,0,C,05,exp201122,40000,4,exp201122_4_C05,BPH2798,1,VAN-082
C06,19626,0,C,06,exp201122,40000,4,exp201122_4_C06,BPH2806,3,VAN-085
C07,18391,0,C,07,exp201122,40000,4,exp201122_4_C07,BPH2793,1,VAN-077
C08,19135,0,C,08,exp201122,40000,4,exp201122_4_C08,BPH2803,1,VAN-083
C09,18603,0,C,09,exp201122,40000,4,exp201122_4_C09,BPH2803,2,VAN-083
C10,19180,0,C,10,exp201122,40000,4,exp201122_4_C10,BPH2786,3,VAN-070
C11,20488,0,C,11,exp201122,40000,4,exp201122_4_C11,BPH2804,1,VAN-083
C12,17203,0,C,12,exp201122,40000,4,exp201122_4_C12,Blank,2,NA
D01,18926,0,D,01,exp201122,40000,4,exp201122_4_D01,Non infected,3,CONTROL
D02,17787,0,D,02,exp201122,40000,4,exp201122_4_D02,BPH2808,2,VAN-086
D03,20457,0,D,03,exp201122,40000,4,exp201122_4_D03,BPH2804,3,VAN-083
D04,19232,0,D,04,exp201122,40000,4,exp201122_4_D04,BPH2792,3,VAN-076
D05,20197,0,D,05,exp201122,40000,4,exp201122_4_D05,BPH2795,2,VAN-079
D06,19363,0,D,06,exp201122,40000,4,exp201122_4_D06,JE2,2,CONTROL
D07,18382,0,D,07,exp201122,40000,4,exp201122_4_D07,BPH2785,2,VAN-069
D08,19429,0,D,08,exp201122,40000,4,exp201122_4_D08,BPH2799,3,VAN-082
D09,18068,0,D,09,exp201122,40000,4,exp201122_4_D09,BPH2790,3,VAN-074
D10,19151,0,D,10,exp201122,40000,4,exp201122_4_D10,BPH2792,1,VAN-076
D11,19395,0,D,11,exp201122,40000,4,exp201122_4_D11,BPH2802,1,VAN-083
D12,18209,0,D,12,exp201122,40000,4,exp201122_4_D12,BPH2808,3,VAN-086
E01,19390,0,E,01,exp201122,40000,4,exp201122_4_E01,Blank,1,NA
E02,19447,0,E,02,exp201122,40000,4,exp201122_4_E02,BPH2806,2,VAN-085
E03,21983,0,E,03,exp201122,40000,4,exp201122_4_E03,BPH2805,2,VAN-084
E04,18799,0,E,04,exp201122,40000,4,exp201122_4_E04,BPH2792,2,VAN-076
E05,19005,0,E,05,exp201122,40000,4,exp201122_4_E05,JE2,1,CONTROL
E06,18830,0,E,06,exp201122,40000,4,exp201122_4_E06,BPH2806,1,VAN-085
E07,18574,0,E,07,exp201122,40000,4,exp201122_4_E07,TOX-4,1,CONTROL
E08,19567,0,E,08,exp201122,40000,4,exp201122_4_E08,BPH2788,2,VAN-072
E09,18231,0,E,09,exp201122,40000,4,exp201122_4_E09,BPH2790,2,VAN-074
E10,19464,0,E,10,exp201122,40000,4,exp201122_4_E10,BPH2796,3,VAN-080
E11,19048,0,E,11,exp201122,40000,4,exp201122_4_E11,BPH2789,1,VAN-073
E12,20162,0,E,12,exp201122,40000,4,exp201122_4_E12,BPH2805,3,VAN-084
F01,20318,0,F,01,exp201122,40000,4,exp201122_4_F01,BPH2810,1,VAN-088
F02,19415,0,F,02,exp201122,40000,4,exp201122_4_F02,BPH2805,1,VAN-084
F03,19981,0,F,03,exp201122,40000,4,exp201122_4_F03,BPH2800,2,VAN-082
F04,18802,0,F,04,exp201122,40000,4,exp201122_4_F04,BPH2807,1,VAN-086
F05,18132,0,F,05,exp201122,40000,4,exp201122_4_F05,BPH2811,2,VAN-089
F06,18177,0,F,06,exp201122,40000,4,exp201122_4_F06,BPH2811,1,VAN-089
F07,18869,0,F,07,exp201122,40000,4,exp201122_4_F07,BPH2800,3,VAN-082
F08,19401,0,F,08,exp201122,40000,4,exp201122_4_F08,BPH2788,3,VAN-072
F09,19003,0,F,09,exp201122,40000,4,exp201122_4_F09,BPH2790,1,VAN-074
F10,19000,0,F,10,exp201122,40000,4,exp201122_4_F10,BPH2801,2,VAN-083
F11,18522,0,F,11,exp201122,40000,4,exp201122_4_F11,Blank,3,NA
F12,17870,0,F,12,exp201122,40000,4,exp201122_4_F12,Non infected,2,CONTROL
G01,19678,0,G,01,exp201122,40000,4,exp201122_4_G01,BPH2798,2,VAN-082
G02,18805,0,G,02,exp201122,40000,4,exp201122_4_G02,BPH2810,2,VAN-088
G03,19959,0,G,03,exp201122,40000,4,exp201122_4_G03,BPH2787,3,VAN-071
G04,19082,0,G,04,exp201122,40000,4,exp201122_4_G04,BPH2794,2,VAN-078
G05,25774,0,G,05,exp201122,40000,4,exp201122_4_G05,BPH2811,3,VAN-089
G06,20635,0,G,06,exp201122,40000,4,exp201122_4_G06,BPH2800,1,VAN-082
G07,19223,0,G,07,exp201122,40000,4,exp201122_4_G07,BPH2795,1,VAN-079
G08,18587,0,G,08,exp201122,40000,4,exp201122_4_G08,BPH2788,1,VAN-072
G09,21226,0,G,09,exp201122,40000,4,exp201122_4_G09,BPH2801,1,VAN-083
G10,18569,0,G,10,exp201122,40000,4,exp201122_4_G10,BPH2793,2,VAN-077
G11,19199,0,G,11,exp201122,40000,4,exp201122_4_G11,BPH2785,3,VAN-069
G12,19821,0,G,12,exp201122,40000,4,exp201122_4_G12,BPH2803,3,VAN-083
H01,19801,0,H,01,exp201122,40000,4,exp201122_4_H01,TOX-4,2,CONTROL
H02,18794,0,H,02,exp201122,40000,4,exp201122_4_H02,BPH2794,3,VAN-078
H03,18450,0,H,03,exp201122,40000,4,exp201122_4_H03,BPH2787,2,VAN-071
H04,19100,0,H,04,exp201122,40000,4,exp201122_4_H04,BPH2789,3,VAN-073
H05,19225,0,H,05,exp201122,40000,4,exp201122_4_H05,BPH2793,3,VAN-077
H06,20070,0,H,06,exp201122,40000,4,exp201122_4_H06,BPH2791,1,VAN-075
H07,18789,0,H,07,exp201122,40000,4,exp201122_4_H07,BPH2786,2,VAN-070
H08,19754,0,H,08,exp201122,40000,4,exp201122_4_H08,BPH2802,2,VAN-083
H09,19205,0,H,09,exp201122,40000,4,exp201122_4_H09,BPH2786,1,VAN-070
H10,29689,0,H,10,exp201122,40000,4,exp201122_4_H10,Complete lysis,1,CONTROL
H11,31729,0,H,11,exp201122,40000,4,exp201122_4_H11,Complete lysis,2,CONTROL
H12,27864,0,H,12,exp201122,40000,4,exp201122_4_H12,Complete lysis,3,CONTROL
A01,19194,6,A,01,exp201122,40000,4,exp201122_4_A01,BPH2807,2,VAN-086
A02,17655,6,A,02,exp201122,40000,4,exp201122_4_A02,BPH2797,3,VAN-081
A03,18365,6,A,03,exp201122,40000,4,exp201122_4_A03,BPH2785,1,VAN-069
A04,18710,6,A,04,exp201122,40000,4,exp201122_4_A04,BPH2796,1,VAN-080
A05,18691,6,A,05,exp201122,40000,4,exp201122_4_A05,TOX-4,3,CONTROL
A06,19233,6,A,06,exp201122,40000,4,exp201122_4_A06,BPH2799,1,VAN-082
A07,18155,6,A,07,exp201122,40000,4,exp201122_4_A07,BPH2789,2,VAN-073
A08,17345,6,A,08,exp201122,40000,4,exp201122_4_A08,Non infected,1,CONTROL
A09,17456,6,A,09,exp201122,40000,4,exp201122_4_A09,BPH2804,2,VAN-083
A10,19704,6,A,10,exp201122,40000,4,exp201122_4_A10,BPH2801,3,VAN-083
A11,17363,6,A,11,exp201122,40000,4,exp201122_4_A11,BPH2791,3,VAN-075
A12,18006,6,A,12,exp201122,40000,4,exp201122_4_A12,BPH2802,3,VAN-083
B01,19502,6,B,01,exp201122,40000,4,exp201122_4_B01,BPH2809,2,VAN-087
B02,18732,6,B,02,exp201122,40000,4,exp201122_4_B02,BPH2787,1,VAN-071
B03,18527,6,B,03,exp201122,40000,4,exp201122_4_B03,BPH2809,1,VAN-087
B04,19260,6,B,04,exp201122,40000,4,exp201122_4_B04,BPH2797,1,VAN-081
B05,18823,6,B,05,exp201122,40000,4,exp201122_4_B05,BPH2810,3,VAN-088
B06,18969,6,B,06,exp201122,40000,4,exp201122_4_B06,JE2,3,CONTROL
B07,18242,6,B,07,exp201122,40000,4,exp201122_4_B07,BPH2799,2,VAN-082
B08,19593,6,B,08,exp201122,40000,4,exp201122_4_B08,BPH2795,3,VAN-079
B09,17762,6,B,09,exp201122,40000,4,exp201122_4_B09,BPH2796,2,VAN-080
B10,19130,6,B,10,exp201122,40000,4,exp201122_4_B10,BPH2808,1,VAN-086
B11,18290,6,B,11,exp201122,40000,4,exp201122_4_B11,BPH2798,3,VAN-082
B12,18900,6,B,12,exp201122,40000,4,exp201122_4_B12,BPH2797,2,VAN-081
C01,19093,6,C,01,exp201122,40000,4,exp201122_4_C01,BPH2791,2,VAN-075
C02,18750,6,C,02,exp201122,40000,4,exp201122_4_C02,BPH2794,1,VAN-078
C03,20320,6,C,03,exp201122,40000,4,exp201122_4_C03,BPH2807,3,VAN-086
C04,19842,6,C,04,exp201122,40000,4,exp201122_4_C04,BPH2809,3,VAN-087
C05,18192,6,C,05,exp201122,40000,4,exp201122_4_C05,BPH2798,1,VAN-082
C06,20159,6,C,06,exp201122,40000,4,exp201122_4_C06,BPH2806,3,VAN-085
C07,18238,6,C,07,exp201122,40000,4,exp201122_4_C07,BPH2793,1,VAN-077
C08,18996,6,C,08,exp201122,40000,4,exp201122_4_C08,BPH2803,1,VAN-083
C09,18632,6,C,09,exp201122,40000,4,exp201122_4_C09,BPH2803,2,VAN-083
C10,20067,6,C,10,exp201122,40000,4,exp201122_4_C10,BPH2786,3,VAN-070
C11,20532,6,C,11,exp201122,40000,4,exp201122_4_C11,BPH2804,1,VAN-083
C12,16827,6,C,12,exp201122,40000,4,exp201122_4_C12,Blank,2,NA
D01,18871,6,D,01,exp201122,40000,4,exp201122_4_D01,Non infected,3,CONTROL
D02,17960,6,D,02,exp201122,40000,4,exp201122_4_D02,BPH2808,2,VAN-086
D03,20197,6,D,03,exp201122,40000,4,exp201122_4_D03,BPH2804,3,VAN-083
D04,19298,6,D,04,exp201122,40000,4,exp201122_4_D04,BPH2792,3,VAN-076
D05,19837,6,D,05,exp201122,40000,4,exp201122_4_D05,BPH2795,2,VAN-079
D06,20227,6,D,06,exp201122,40000,4,exp201122_4_D06,JE2,2,CONTROL
D07,18955,6,D,07,exp201122,40000,4,exp201122_4_D07,BPH2785,2,VAN-069
D08,19821,6,D,08,exp201122,40000,4,exp201122_4_D08,BPH2799,3,VAN-082
D09,18483,6,D,09,exp201122,40000,4,exp201122_4_D09,BPH2790,3,VAN-074
D10,19461,6,D,10,exp201122,40000,4,exp201122_4_D10,BPH2792,1,VAN-076
D11,19659,6,D,11,exp201122,40000,4,exp201122_4_D11,BPH2802,1,VAN-083
D12,18112,6,D,12,exp201122,40000,4,exp201122_4_D12,BPH2808,3,VAN-086
E01,19399,6,E,01,exp201122,40000,4,exp201122_4_E01,Blank,1,NA
E02,19890,6,E,02,exp201122,40000,4,exp201122_4_E02,BPH2806,2,VAN-085
E03,22342,6,E,03,exp201122,40000,4,exp201122_4_E03,BPH2805,2,VAN-084
E04,19181,6,E,04,exp201122,40000,4,exp201122_4_E04,BPH2792,2,VAN-076
E05,18963,6,E,05,exp201122,40000,4,exp201122_4_E05,JE2,1,CONTROL
E06,18878,6,E,06,exp201122,40000,4,exp201122_4_E06,BPH2806,1,VAN-085
E07,18688,6,E,07,exp201122,40000,4,exp201122_4_E07,TOX-4,1,CONTROL
E08,19796,6,E,08,exp201122,40000,4,exp201122_4_E08,BPH2788,2,VAN-072
E09,18602,6,E,09,exp201122,40000,4,exp201122_4_E09,BPH2790,2,VAN-074
E10,19258,6,E,10,exp201122,40000,4,exp201122_4_E10,BPH2796,3,VAN-080
E11,19457,6,E,11,exp201122,40000,4,exp201122_4_E11,BPH2789,1,VAN-073
E12,19534,6,E,12,exp201122,40000,4,exp201122_4_E12,BPH2805,3,VAN-084
F01,20278,6,F,01,exp201122,40000,4,exp201122_4_F01,BPH2810,1,VAN-088
F02,19412,6,F,02,exp201122,40000,4,exp201122_4_F02,BPH2805,1,VAN-084
F03,19944,6,F,03,exp201122,40000,4,exp201122_4_F03,BPH2800,2,VAN-082
F04,19106,6,F,04,exp201122,40000,4,exp201122_4_F04,BPH2807,1,VAN-086
F05,18299,6,F,05,exp201122,40000,4,exp201122_4_F05,BPH2811,2,VAN-089
