well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,27434,0,A,01,exp190909,20000,2,exp190909_2_A01,BPH2750,2,VAN-040
A02,27092,0,A,02,exp190909,20000,2,exp190909_2_A02,BPH2740,3,VAN-030
A03,27328,0,A,03,exp190909,20000,2,exp190909_2_A03,BPH2728,1,VAN-024
A04,27807,0,A,04,exp190909,20000,2,exp190909_2_A04,BPH2739,1,VAN-030
A05,28502,0,A,05,exp190909,20000,2,exp190909_2_A05,Non infected,3,CONTROL
A06,28460,0,A,06,exp190909,20000,2,exp190909_2_A06,BPH2742,1,VAN-032
A07,29114,0,A,07,exp190909,20000,2,exp190909_2_A07,BPH2732,2,VAN-026
A08,28506,0,A,08,exp190909,20000,2,exp190909_2_A08,BPH2755,1,VAN-043
A09,27791,0,A,09,exp190909,20000,2,exp190909_2_A09,BPH2747,2,VAN-038
A10,28325,0,A,10,exp190909,20000,2,exp190909_2_A10,BPH2744,3,VAN-034
A11,27835,0,A,11,exp190909,20000,2,exp190909_2_A11,BPH2734,3,VAN-026
A12,27407,0,A,12,exp190909,20000,2,exp190909_2_A12,BPH2745,3,VAN-035
B01,27426,0,B,01,exp190909,20000,2,exp190909_2_B01,BPH2752,2,VAN-041
B02,27002,0,B,02,exp190909,20000,2,exp190909_2_B02,BPH2730,1,VAN-024
B03,27002,0,B,03,exp190909,20000,2,exp190909_2_B03,BPH2752,1,VAN-041
B04,28580,0,B,04,exp190909,20000,2,exp190909_2_B04,BPH2740,1,VAN-030
B05,28268,0,B,05,exp190909,20000,2,exp190909_2_B05,BPH2753,3,VAN-042
B06,28562,0,B,06,exp190909,20000,2,exp190909_2_B06,TOX-4,3,CONTROL
B07,29575,0,B,07,exp190909,20000,2,exp190909_2_B07,BPH2742,2,VAN-032
B08,29030,0,B,08,exp190909,20000,2,exp190909_2_B08,BPH2738,3,VAN-029
B09,28178,0,B,09,exp190909,20000,2,exp190909_2_B09,BPH2739,2,VAN-030
B10,28093,0,B,10,exp190909,20000,2,exp190909_2_B10,BPH2751,1,VAN-040
B11,27689,0,B,11,exp190909,20000,2,exp190909_2_B11,BPH2741,3,VAN-031
B12,27228,0,B,12,exp190909,20000,2,exp190909_2_B12,BPH2740,2,VAN-030
C01,26920,0,C,01,exp190909,20000,2,exp190909_2_C01,BPH2734,2,VAN-026
C02,26906,0,C,02,exp190909,20000,2,exp190909_2_C02,BPH2737,1,VAN-029
C03,26603,0,C,03,exp190909,20000,2,exp190909_2_C03,BPH2750,3,VAN-040
C04,27551,0,C,04,exp190909,20000,2,exp190909_2_C04,BPH2752,3,VAN-041
C05,27768,0,C,05,exp190909,20000,2,exp190909_2_C05,BPH2741,1,VAN-031
C06,27331,0,C,06,exp190909,20000,2,exp190909_2_C06,BPH2749,3,VAN-039
C07,32188,0,C,07,exp190909,20000,2,exp190909_2_C07,BPH2736,1,VAN-028
C08,27999,0,C,08,exp190909,20000,2,exp190909_2_C08,BPH2746,1,VAN-037
C09,27790,0,C,09,exp190909,20000,2,exp190909_2_C09,BPH2746,2,VAN-037
C10,28652,0,C,10,exp190909,20000,2,exp190909_2_C10,BPH2729,3,VAN-024
C11,28166,0,C,11,exp190909,20000,2,exp190909_2_C11,BPH2747,1,VAN-038
C12,26470,0,C,12,exp190909,20000,2,exp190909_2_C12,JE2,2,CONTROL
D01,26556,0,D,01,exp190909,20000,2,exp190909_2_D01,BPH2755,3,VAN-043
D02,26716,0,D,02,exp190909,20000,2,exp190909_2_D02,BPH2751,2,VAN-040
D03,26655,0,D,03,exp190909,20000,2,exp190909_2_D03,BPH2747,3,VAN-038
D04,27701,0,D,04,exp190909,20000,2,exp190909_2_D04,BPH2735,3,VAN-027
D05,27848,0,D,05,exp190909,20000,2,exp190909_2_D05,BPH2738,2,VAN-029
D06,27233,0,D,06,exp190909,20000,2,exp190909_2_D06,TOX-4,2,CONTROL
D07,31025,0,D,07,exp190909,20000,2,exp190909_2_D07,BPH2728,2,VAN-024
D08,28158,0,D,08,exp190909,20000,2,exp190909_2_D08,BPH2742,3,VAN-032
D09,29844,0,D,09,exp190909,20000,2,exp190909_2_D09,BPH2733,3,VAN-026
D10,29136,0,D,10,exp190909,20000,2,exp190909_2_D10,BPH2735,1,VAN-027
D11,28646,0,D,11,exp190909,20000,2,exp190909_2_D11,BPH2745,1,VAN-035
D12,27489,0,D,12,exp190909,20000,2,exp190909_2_D12,BPH2751,3,VAN-040
E01,26434,0,E,01,exp190909,20000,2,exp190909_2_E01,JE2,1,CONTROL
E02,26335,0,E,02,exp190909,20000,2,exp190909_2_E02,BPH2749,2,VAN-039
E03,27107,0,E,03,exp190909,20000,2,exp190909_2_E03,BPH2748,2,VAN-038
E04,27273,0,E,04,exp190909,20000,2,exp190909_2_E04,BPH2735,2,VAN-027
E05,28472,0,E,05,exp190909,20000,2,exp190909_2_E05,TOX-4,1,CONTROL
E06,27656,0,E,06,exp190909,20000,2,exp190909_2_E06,BPH2749,1,VAN-039
E07,28854,0,E,07,exp190909,20000,2,exp190909_2_E07,Non infected,1,CONTROL
E08,29212,0,E,08,exp190909,20000,2,exp190909_2_E08,BPH2731,2,VAN-025
E09,27862,0,E,09,exp190909,20000,2,exp190909_2_E09,BPH2733,2,VAN-026
E10,27780,0,E,10,exp190909,20000,2,exp190909_2_E10,BPH2739,3,VAN-030
E11,27791,0,E,11,exp190909,20000,2,exp190909_2_E11,BPH2732,1,VAN-026
E12,27232,0,E,12,exp190909,20000,2,exp190909_2_E12,BPH2748,3,VAN-038
F01,25873,0,F,01,exp190909,20000,2,exp190909_2_F01,BPH2753,1,VAN-042
F02,26212,0,F,02,exp190909,20000,2,exp190909_2_F02,BPH2748,1,VAN-038
F03,26967,0,F,03,exp190909,20000,2,exp190909_2_F03,BPH2743,2,VAN-033
F04,27443,0,F,04,exp190909,20000,2,exp190909_2_F04,BPH2750,1,VAN-040
F05,27254,0,F,05,exp190909,20000,2,exp190909_2_F05,BPH2754,2,VAN-043
F06,27044,0,F,06,exp190909,20000,2,exp190909_2_F06,BPH2754,1,VAN-043
F07,30384,0,F,07,exp190909,20000,2,exp190909_2_F07,BPH2743,3,VAN-033
F08,27025,0,F,08,exp190909,20000,2,exp190909_2_F08,BPH2731,3,VAN-025
F09,27982,0,F,09,exp190909,20000,2,exp190909_2_F09,BPH2733,1,VAN-026
F10,29547,0,F,10,exp190909,20000,2,exp190909_2_F10,BPH2744,2,VAN-034
F11,27182,0,F,11,exp190909,20000,2,exp190909_2_F11,JE2,3,CONTROL
F12,26917,0,F,12,exp190909,20000,2,exp190909_2_F12,BPH2755,2,VAN-043
G01,26148,0,G,01,exp190909,20000,2,exp190909_2_G01,BPH2741,2,VAN-031
G02,25902,0,G,02,exp190909,20000,2,exp190909_2_G02,BPH2753,2,VAN-042
G03,26978,0,G,03,exp190909,20000,2,exp190909_2_G03,BPH2730,3,VAN-024
G04,27460,0,G,04,exp190909,20000,2,exp190909_2_G04,BPH2737,2,VAN-029
G05,26308,0,G,05,exp190909,20000,2,exp190909_2_G05,BPH2754,3,VAN-043
G06,26469,0,G,06,exp190909,20000,2,exp190909_2_G06,BPH2743,1,VAN-033
G07,30799,0,G,07,exp190909,20000,2,exp190909_2_G07,BPH2738,1,VAN-029
G08,27787,0,G,08,exp190909,20000,2,exp190909_2_G08,BPH2731,1,VAN-025
G09,26895,0,G,09,exp190909,20000,2,exp190909_2_G09,BPH2744,1,VAN-034
G10,27672,0,G,10,exp190909,20000,2,exp190909_2_G10,BPH2736,2,VAN-028
G11,27249,0,G,11,exp190909,20000,2,exp190909_2_G11,BPH2728,3,VAN-024
G12,26585,0,G,12,exp190909,20000,2,exp190909_2_G12,BPH2746,3,VAN-037
H01,25964,0,H,01,exp190909,20000,2,exp190909_2_H01,Non infected,2,CONTROL
H02,25483,0,H,02,exp190909,20000,2,exp190909_2_H02,BPH2737,3,VAN-029
H03,26509,0,H,03,exp190909,20000,2,exp190909_2_H03,BPH2730,2,VAN-024
H04,26481,0,H,04,exp190909,20000,2,exp190909_2_H04,BPH2732,3,VAN-026
H05,27451,0,H,05,exp190909,20000,2,exp190909_2_H05,BPH2736,3,VAN-028
H06,25664,0,H,06,exp190909,20000,2,exp190909_2_H06,BPH2734,1,VAN-026
H07,27151,0,H,07,exp190909,20000,2,exp190909_2_H07,BPH2729,2,VAN-024
H08,26138,0,H,08,exp190909,20000,2,exp190909_2_H08,BPH2745,2,VAN-035
H09,26707,0,H,09,exp190909,20000,2,exp190909_2_H09,BPH2729,1,VAN-024
H10,27883,0,H,10,exp190909,20000,2,exp190909_2_H10,Complete lysis,1,CONTROL
H11,25259,0,H,11,exp190909,20000,2,exp190909_2_H11,Complete lysis,2,CONTROL
H12,25453,0,H,12,exp190909,20000,2,exp190909_2_H12,Complete lysis,3,CONTROL
A01,26331,6,A,01,exp190909,20000,2,exp190909_2_A01,BPH2750,2,VAN-040
A02,25714,6,A,02,exp190909,20000,2,exp190909_2_A02,BPH2740,3,VAN-030
A03,25882,6,A,03,exp190909,20000,2,exp190909_2_A03,BPH2728,1,VAN-024
A04,27756,6,A,04,exp190909,20000,2,exp190909_2_A04,BPH2739,1,VAN-030
A05,27645,6,A,05,exp190909,20000,2,exp190909_2_A05,Non infected,3,CONTROL
