well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id,sample_id,replicate,strain_group
A01,1123,0,A,01,exp190921,20000,2,exp190921_2_A01,BPH2750,2,VAN-040
A02,1141,0,A,02,exp190921,20000,2,exp190921_2_A02,BPH2740,3,VAN-030
A03,1128,0,A,03,exp190921,20000,2,exp190921_2_A03,BPH2728,1,VAN-024
A04,1113,0,A,04,exp190921,20000,2,exp190921_2_A04,BPH2739,1,VAN-030
A05,1112,0,A,05,exp190921,20000,2,exp190921_2_A05,Non infected,3,CONTROL
A06,1140,0,A,06,exp190921,20000,2,exp190921_2_A06,BPH2742,1,VAN-032
A07,1130,0,A,07,exp190921,20000,2,exp190921_2_A07,BPH2732,2,VAN-026
A08,1124,0,A,08,exp190921,20000,2,exp190921_2_A08,BPH2755,1,VAN-043
A09,1129,0,A,09,exp190921,20000,2,exp190921_2_A09,BPH2747,2,VAN-038
A10,1137,0,A,10,exp190921,20000,2,exp190921_2_A10,BPH2744,3,VAN-034
A11,1145,0,A,11,exp190921,20000,2,exp190921_2_A11,BPH2734,3,VAN-026
A12,1157,0,A,12,exp190921,20000,2,exp190921_2_A12,BPH2745,3,VAN-035
B01,1140,0,B,01,exp190921,20000,2,exp190921_2_B01,BPH2752,2,VAN-041
B02,1144,0,B,02,exp190921,20000,2,exp190921_2_B02,BPH2730,1,VAN-024
B03,1128,0,B,03,exp190921,20000,2,exp190921_2_B03,BPH2752,1,VAN-041
B04,1136,0,B,04,exp190921,20000,2,exp190921_2_B04,BPH2740,1,VAN-030
B05,1123,0,B,05,exp190921,20000,2,exp190921_2_B05,BPH2753,3,VAN-042
B06,1113,0,B,06,exp190921,20000,2,exp190921_2_B06,TOX-4,3,CONTROL
B07,1145,0,B,07,exp190921,20000,2,exp190921_2_B07,BPH2742,2,VAN-032
B08,1120,0,B,08,exp190921,20000,2,exp190921_2_B08,BPH2738,3,VAN-029
B09,1134,0,B,09,exp190921,20000,2,exp190921_2_B09,BPH2739,2,VAN-030
B10,1123,0,B,10,exp190921,20000,2,exp190921_2_B10,BPH2751,1,VAN-040
