"sample_id","well_id","time_of_max_rate_OD","max_rate_OD","doubling_time_OD","AUC_OD","time_of_max_OD","max_OD","time_of_min_OD","min_OD","end_point_OD","end_point_timepoint_OD","experiment","well","plate","replicate","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","strain_group","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2710","exp191116_1_B08",300,0.0247428827395556,28.0140025661535,118.08,930,6.32285327658586,30,0.0118954909051804,6.32285327658586,930,"exp191116","B08","1",2,0.009,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-008","239",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2711","exp191116_1_A04",240,0.0279056016644146,24.8389978791911,124.511,870,5.7170352757357,0,0.0162699760087026,5.70927871076296,930,"exp191116","A04","1",2,0.00702376916856849,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-009","22",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2712","exp191116_1_A02",300,0.0268393963948236,25.8257365539573,107.6557,750,5.4276540828299,120,-0.030096394920453,5.20553492315009,930,"exp191116","A02","1",2,0.0206639783197718,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-010","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2713","exp191116_1_B11",420,0.0190042787709136,36.473216843189,83.2125,870,5.25008269211182,90,0.0116938861944236,5.04336369516754,930,"exp191116","B11","1",2,0.0263122278291545,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-011","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2714","exp191116_1_B07",540,0.0212254512855041,32.6572544200353,67.1156,930,5.32919493364369,105,-0.00653856367949575,5.32919493364369,930,"exp191116","B07","1",2.5,0.0172433562085034,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-011","45",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2715","exp191116_1_F07",405,0.0281010757712262,24.7445972570346,89.244,930,5.42954687229228,75,0.0031405262566562,5.42954687229228,930,"exp191116","F07","1",2,0.015,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-012","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2716","exp191116_1_A10",210,0.0280368364694083,24.722731514886,127.422,930,5.86101353409864,30,0.0171821646265783,5.86101353409864,930,"exp191116","A10","1",2,0.02343074902772,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-013","5",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2717","exp191116_1_A12",240,0.025762512151687,26.9052636046813,122.843,750,5.69517158942525,60,0.0359365594240516,5.58094475315353,930,"exp191116","A12","1",2,0.0504017195473858,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-014","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2718","exp191116_1_C08",930,0.0104402329985759,66.3919263731467,36.449,930,2.7873585357292,60,0.0170447307274173,2.7873585357292,930,"exp191116","C08","1",2,0.00971253485622231,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-015","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2719","exp191116_1_A09",240,0.029269652880118,23.6814281125548,126.047,930,6.045380576783,30,0.00188379384790531,6.045380576783,930,"exp191116","A09","1",2,0.02151743479135,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-016","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2720","exp191116_1_E03",210,0.0228183318238791,30.376768376844,121.09,840,5.58779998011338,0,0.00649339812440356,5.58779998011338,930,"exp191116","E03","1",2,0.0456106712659804,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-017","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2721","exp191116_1_C06",270,0.0261746161588625,26.4816559812378,117.366133333,750,5.63868222081302,60,-0.00572589853995243,5.51852401444001,930,"exp191116","C06","1",2,0.0267877529957808,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-018","8",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2722","exp191116_1_A01",270,0.0296249089037912,23.3974451300757,136.08,930,6.7282460496633,60,0.0296767494479763,6.7282460496633,930,"exp191116","A01","1",2,0.0228108161479008,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-019","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2723","exp191116_1_B10",330,0.0233816771364066,29.6448871702482,110.012,780,5.87966238453962,0,0.018219476649061,5.73455673254379,930,"exp191116","B10","1",2,0.0133166562369588,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-020","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2724","exp191116_1_B01",270,0.0245735939246431,28.2069925418943,113.583233333,930,5.62220362146128,0,0.0139787027054909,5.62220362146128,930,"exp191116","B01","1",2,0.0125302450799241,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-021","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2725","exp191116_1_B05",240,0.0274934396106259,25.2113664341966,122.8,840,5.85631271061017,30,0.00939277988755234,5.81172874729072,930,"exp191116","B05","1",2,0.0109696551146029,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-022","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2726","exp191116_1_F05",360,0.0266855705462161,26.0417365275069,113.257,930,6.83771177326213,30,-0.101965340291775,6.83771177326213,930,"exp191116","F05","1",2.5,0.1414054454397,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-023","239",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2727","exp191116_1_A08",300,0.0263930890653884,26.2884617163184,121.427,930,6.66569151134053,0,-0.0876198981945549,6.66569151134053,930,"exp191116","A08","1",2,0.143259205637893,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-023","239",0,NA,0,TRUE,0,16,FALSE,0.5,NA,0,"paired-colonising","pglF / AAA-like domain protein / ebh_1 / norB_6 / tatC2 / yhfS / hypothetical protein"
"BPH2728","exp190831_2_A03",285,0.0280039457908044,24.7517736704738,129.618833333333,930,6.64178454215367,15,-0.09214001390151,6.64178454215367,930,"exp190831","A03","2",2,0.141001654836625,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2729","exp190831_2_C10",510,0.0212725456744989,32.6089993996756,81.1678333333334,930,6.3224426627859,0,-0.0392868128572956,6.3224426627859,930,"exp190831","C10","2",2.5,0.116335148027871,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,NA,0,TRUE,0,5,TRUE,1.25,"Relapse (after treatment)",38,"paired-invasive","ptsG_3 / rpoB / rplV / rplD"
"BPH2730","exp190831_2_B02",375,0.0269862051736045,25.6853729361031,103.045666666667,930,6.452242902228,60,0.00390747076437289,6.452242902228,930,"exp190831","B02","2",2,0.137749047183638,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-024","45",1,NA,0,TRUE,0,0,FALSE,0.75,NA,-13,"paired-colonising",NA
"BPH2731","exp190831_2_E08",270,0.0275506387992789,25.1590239199132,126.968666666667,870,6.03852233132336,60,0.0355636170444262,6.0272147207936,930,"exp190831","E08","2",2,0.00351188458428425,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-025","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2732","exp190831_2_A07",270,0.0289111341589101,23.9750947420485,123.107666666667,930,5.99898454361391,0,0.0122191286311337,5.99898454361391,930,"exp190831","A07","2",2,0.0234378611083293,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","45",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2733","exp190831_2_D09",330,0.0305391391291986,22.6970111248887,114.992666666667,930,6.14888284047445,60,0.00720239460494185,6.14888284047445,930,"exp190831","D09","2",2,0.00346410161513776,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","45",0,NA,0,TRUE,0,0,FALSE,0,"Relapse (on treatment)",4,"paired-invasive",NA
"BPH2734","exp190831_2_A11",300,0.0256002942157847,27.0757505643261,101.721666666667,690,5.09571870620431,60,0.0126501266745669,4.75998666513277,930,"exp190831","A11","2",2,0.0150111069989303,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-026","34",0,NA,0,FALSE,1,NA,FALSE,0,NA,-58,"paired-colonising",NA
"BPH2735","exp190831_2_D04",240,0.0356916336548348,19.5053345166003,118.269666666667,930,5.62733368338531,75,0.0029193492400729,5.62733368338531,930,"exp190831","D04","2",2.5,0.00866025403784439,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-027","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2736","exp190831_2_C07",360,0.0294515367335163,23.5351787185737,105.245666666667,930,6.35370891385611,30,0.00714747840000721,6.35370891385611,930,"exp190831","C07","2",2,0.0112694276695846,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-028","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2737","exp190831_2_C02",330,0.0295566768329124,23.4514585140405,119.821666666667,870,6.17994650054712,30,0.0231378682671083,6.14687916417945,930,"exp190831","C02","2",2,0.0127410099024109,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-029","-",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2738","exp190831_2_B08",510,0.0272227137395699,25.4620897531025,80.6316666666667,930,5.96695970528971,0,0.00795156331830393,5.96695970528971,930,"exp190831","B08","2",2,0.00568624070307733,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-029","-",0,NA,0,TRUE,0,1,TRUE,0.5,"Relapse (after treatment)",18,"paired-invasive","stp"
"BPH2739","exp190831_2_A04",390,0.0272873327513324,25.4348836252696,108.669666666667,930,6.89611899888696,0,0.00434741043729677,6.89611899888696,930,"exp190831","A04","2",1.5,0.007371114795832,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","-",0,"Survived",1,FALSE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2740","exp190831_2_A02",360,0.0281511980245159,24.6222977777467,110.808666666667,930,6.51864473415904,0,0.00269233121468633,6.51864473415904,930,"exp190831","A02","2",2,0.0130511813003012,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-030","12",0,NA,0,FALSE,1,NA,FALSE,0.75,"Relapse (after treatment)",558,"paired-invasive",NA
"BPH2741","exp190831_2_B11",360,0.027052624831531,25.6221784346801,101.364666666667,900,5.29066749711979,0,0.0134391413875858,5.1457085079482,930,"exp190831","B11","2",2,0.0124899959967968,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-031","109",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2742","exp190831_2_A06",330,0.0271179805173614,25.5604277064872,105.779666666667,930,5.86684013949402,0,-0.000785226922997592,5.86684013949402,930,"exp190831","A06","2",2,0.0100166528008778,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-032","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2743","exp190831_2_F03",270,0.0281576695485253,24.6166387941096,122.748666666667,750,5.82850043285299,60,0.0403788277123632,5.76360174244161,930,"exp190831","F03","2",2,0.0200083315979452,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-033","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2744","exp190831_2_A10",270,0.0267101866819717,25.9506677663093,119.175666666667,750,5.70526749421253,60,0.0241271966933035,5.39154303859699,930,"exp190831","A10","2",2,0.0187705443004014,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-034","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2745","exp190831_2_A12",330,0.0278374694573324,24.8997913270227,106.978666666667,690,5.59569230850744,90,0.0136117491138528,5.42205849872451,930,"exp190831","A12","2",2,0.0297377425729213,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-035","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2746","exp190831_2_C08",270,0.0280986225604214,24.668368674281,123.247666666667,840,6.21225479336502,30,0.0306526060591934,6.1639536555213,930,"exp190831","C08","2",2,0.0107857931249089,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-037","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2747","exp190831_2_A09",390,0.0267444083180611,25.9174617855295,108.957666666667,930,6.54693620734733,0,0.00245299309433976,6.54693620734733,930,"exp190831","A09","2",2,0.0070237691685685,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2748","exp190831_2_E03",390,0.0262389706597069,26.4167062629616,106.507666666667,930,6.50505094892102,30,0.0113280165404912,6.50505094892102,930,"exp190831","E03","2",2,0.00288675134594813,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-038","239",1,NA,0,TRUE,0,2,FALSE,0,NA,8,"paired-colonising",NA
"BPH2749","exp190831_2_C06",300,0.0312283343433553,22.1960983553845,116.750666666667,930,6.26231661194808,30,0.00200864586950878,6.26231661194808,930,"exp190831","C06","2",2,0.0275136329843952,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-039","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2750","exp190831_2_A01",330,0.026188489411063,26.4676274251669,100.763666666667,930,5.49278492971354,60,0.00972233169234164,5.49278492971354,930,"exp190831","A01","2",2,0.0145716619962629,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,"Died",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2751","exp190831_2_B10",330,0.027065314927577,25.610164981073,104.291666666667,720,5.40006664591257,60,0.00686449832536591,5.39325205494344,930,"exp190831","B10","2",2,0.00288675134594813,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-040","39",0,NA,0,TRUE,0,1,FALSE,0.5,"Relapse (on treatment)",4,"paired-invasive","prfA"
"BPH2752","exp190831_2_B01",375,0.0253974884464222,27.3194125566015,93.3311666666667,840,5.41923701271982,75,0.00519559052990431,5.33248515615691,930,"exp190831","B01","2",1.5,0.00680685928555402,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-041","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2753","exp190831_2_B05",360,0.0246647314881655,28.1027661254909,107.896666666667,930,6.26620438044272,60,0.000637779378677642,6.26620438044272,930,"exp190831","B05","2",2,0.0265392790658174,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-042","121",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2754","exp190831_2_F05",300,0.0273558262501291,25.3381920992671,110.524666666667,750,5.55296600774561,120,0.0145508968822626,5.46887728359996,930,"exp190831","F05","2",2,0.0391066916694999,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2755","exp190831_2_A08",300,0.0268074847759405,25.8564795001596,104.969666666667,750,5.32445681735667,120,0.00206087625340685,5.0291231194548,930,"exp190831","A08","2",2,0.00599999999999998,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-043","-",0,NA,0,TRUE,0,0,FALSE,-0.25,"Persistent",3,"paired-invasive",NA
"BPH2756","exp191109_3_A03",240,0.0265488536818878,26.1083820806102,122.584166666667,705,5.60866779150809,0,0.00556026910209075,5.44137778367428,930,"exp191109","A03","3",2,0.00793515385274076,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-044","567",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2757","exp191109_3_C10",270,0.0267765371059378,25.8872666603436,116.945,855,5.61427252464609,0,0.0138400187021105,5.5579589382193,930,"exp191109","C10","3",2,0.00737563556583432,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-045","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2758","exp191109_3_B02",270,0.0262000282478874,26.4560073104031,126.042,900,6.17031504769775,0,0.00972626309975637,6.06803091878793,930,"exp191109","B02","3",2,0.0123396380281865,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-046","5",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2759","exp191109_3_E08",270,0.0483989583990241,14.328684502238,126.18,375,6.12395630368851,60,0.0140156264722428,5.42835526873249,930,"exp191109","E08","3",2,0.00907744457432817,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-047","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2760","exp191109_3_A07",255,0.0260735663044678,26.5850826284075,121.1255,855,5.44533705404276,0,0.0153548178612074,5.4012274680635,930,"exp191109","A07","3",2,0.00837655458208604,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-048","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2761","exp191109_3_D09",285,0.0257204264779761,26.949674299825,110.747166666667,840,5.41913594046852,0,0.0192798670286033,5.37056376201394,930,"exp191109","D09","3",2,0.0160301798700659,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","30",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2762","exp191109_3_A11",270,0.027262880814364,25.4245840777534,117.194333333333,720,5.4976745300614,0,0.0176458925811663,5.35914103318584,930,"exp191109","A11","3",2,0.0158829048560604,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-049","5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2763","exp191109_3_D04",270,0.0537377001161561,12.8987131764419,154.621,810,7.58686612530243,0,-0.0038430993010005,7.23264925239277,930,"exp191109","D04","3",2,0.124295347191008,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2764","exp191109_3_G10",240,0.0294613884322606,23.5273087062299,129.507333333333,930,6.54393755227776,0,0.00206577747019114,6.54393755227776,930,"exp191109","G10","3",2,0.127440617979948,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-050","78",1,NA,0,TRUE,0,29,FALSE,0,NA,-3,"paired-colonising","hypothetical protein / superantigen-like protein / accB_1 / grsB / Transcriptional regulator / cydD / pepT_2 / yveA / pbuE / Putative esterase / Replication initiation and membrane attachment"
"BPH2765","exp191109_3_C02",315,0.0250909063856449,27.6276128099975,114.984,930,5.87109917882757,0,0.00653077859501896,5.87109917882757,930,"exp191109","C02","3",2,0.00519294393062997,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-051","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2766","exp191109_3_B08",270,0.0269105771334324,25.7574343186869,122.650666666667,855,5.93228881247388,0,0.0120299903991284,5.92310188065279,930,"exp191109","B08","3",2,0.0177473002641716,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-052","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2767","exp191109_3_A04",360,0.0278525787929569,24.8867608980647,106.0285,810,5.74680872070307,0,0.0048953671157274,5.73053395052156,930,"exp191109","A04","3",2,0.00943751379689942,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-053","-",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2768","exp191109_3_B04",300,0.0250050549551853,27.7202822310218,106.648333333333,780,5.42165905479944,0,-0.00218322885000524,5.36128608811567,930,"exp191109","B04","3",2,0.0226862660362314,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-054","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2769","exp191109_3_B11",240,0.028472339716436,24.3450527405037,131.213833333333,915,6.17004455614758,0,0.00432638198434337,6.16986403426854,930,"exp191109","B11","3",2,0.0107827021968831,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-055","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2770","exp191109_3_A06",420,0.0254613028217442,27.2299384602743,93.5426666666667,930,6.10427016118673,0,0.00250811890216667,6.10427016118673,930,"exp191109","A06","3",2,0.00656251984123985,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2771","exp191109_3_F03",420,0.0257786158810421,26.8884616051399,94.7241666666667,930,6.14595724589263,0,0.0102859672392376,6.14595724589263,930,"exp191109","F03","3",2,0.0110634533487515,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-056","45",1,NA,0,TRUE,0,2,FALSE,0.25,NA,0,"paired-colonising","recU"
"BPH2773","exp191109_3_A10",210,0.0270125354711463,25.6602096033802,133.998833333333,780,6.3056401290306,0,0.00752330666243616,6.06858318262566,930,"exp191109","A10","3",2,0.0136198384718762,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-058","188",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2774","exp191109_3_A12",240,0.0270160440857622,25.6586593414813,125.259,930,6.12767327536151,0,0.0138107658177292,6.12767327536151,930,"exp191109","A12","3",2,0.00924481836850605,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-059","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2775","exp191109_3_C08",210,0.0259982621552791,26.6632649770479,128.586,900,5.75589996149554,0,0.00713148363513512,5.6051805475618,930,"exp191109","C08","3",2,0.0183384841249216,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-060","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2776","exp191109_3_A09",330,0.0247941867903986,27.9599435734882,106.2375,825,5.64625288012576,0,-0.00432550631476966,5.59575260053831,930,"exp191109","A09","3",2,0.0116175155117894,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-061","30",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2777","exp191109_3_E03",270,0.0256233140364328,27.0517427190399,110.558333333333,900,5.58201599187637,0,0.00597547221875722,5.4834684481009,930,"exp191109","E03","3",2,0.0129267165204471,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2778","exp191109_3_C06",270,0.0254794237337056,27.2042047125421,116.330333333333,930,5.59863901712534,0,0.00433310943630783,5.59863901712534,930,"exp191109","C06","3",2,0.00655489638870566,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-062","30",0,NA,0,TRUE,0,0,FALSE,0,"Persistent",3,"paired-invasive",NA
"BPH2779","exp191109_3_A01",360,0.0215733379389668,32.1301235231457,101.3485,900,6.10376767804955,0,-4.04885305071715e-05,6.03814246257588,930,"exp191109","A01","3",2,0.00628225012767452,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-063","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
