sample_id	sample_id2	phensim
zero	zero	-48.696
1	1	8.84246
2	2	40.5157
3	3	-83.2951
4	4	-7.06907
5	5	8.50711
6	6	34.072
7	7	-53.2565
8	8	-14.8823
9	9	12.0935
10	10	-13.0267
11	11	-15.7164
12	12	44.0528
13	13	-6.68924
14	14	-6.29728
15	15	22.4179
16	16	37.0633
17	17	54.9363
18	18	10.9072
19	19	-40.6726
20	20	-20.9606
21	21	32.6393
22	22	-21.9507
23	23	-21.5479
24	24	31.8466
25	25	2.79386
26	26	-3.57282
27	27	-25.1772
28	28	-4.04282
29	29	7.54538
30	30	-8.33158
31	31	-16.4885
32	32	-9.31364
33	33	4.75949
34	34	-38.7311
35	35	-9.00811
36	36	-16.7963
37	37	-1.82271
38	38	-21.1879
39	39	-11.2399
40	40	34.894
41	41	4.98495
42	42	-8.17919
43	43	39.2444
44	44	19.4635
45	45	25.8526
46	46	-40.2121
47	47	18.5408
48	48	41.4088
49	49	7.8677
50	50	-16.4091
51	51	-42.9657
52	52	-10.06
53	53	-24.4629
54	54	1.62616
55	55	-31.1896
56	56	42.7049
57	57	-14.7531
58	58	-14.134
59	59	4.60587
60	60	-19.8029
61	61	-24.6773
62	62	-25.7926
63	63	35.1979
64	64	14.4557
65	65	-6.19957
66	66	-28.587
67	67	-61.0753
68	68	3.59622
69	69	16.5095
70	70	40.7029
71	71	-14.288
72	72	-11.0097
73	73	23.0445
74	74	-20.1703
75	75	-33.7407
76	76	8.5322
77	77	63.419
78	78	35.1136
79	79	-0.683279
80	80	26.6439
81	81	4.5499
82	82	-17.0829
83	83	-20.5405
84	84	24.4941
85	85	-5.94133
86	86	6.84927
87	87	-23.9785
88	88	-17.5273
89	89	-3.39675
90	90	-15.3338
91	91	-25.878
92	92	35.797
93	93	32.1727
94	94	7.14143
95	95	-23.0815
96	96	1.11007
97	97	-25.8595
98	98	0.276973
99	99	-32.4406
100	100	41.7834
101	101	3.21382
102	102	-4.33317
103	103	-16.796
104	104	-20.9611
105	105	-35.5485
106	106	-10.6444
107	107	-27.9446
108	108	1.27171
109	109	-9.2023
110	110	13.5034
111	111	36.0632
112	112	-32.1479
113	113	-1.90609
114	114	28.5041
115	115	-1.47016
116	116	5.22318
117	117	-5.41287
118	118	1.40332
119	119	-16.6141
120	120	-40.1852
121	121	41.4519
122	122	-7.68126
123	123	-17.1109
124	124	4.68327
125	125	-5.40459
126	126	25.7648
127	127	38.3472
128	128	52.8999
129	129	-45.3388
130	130	-16.6343
131	131	-29.1616
132	132	-14.281
133	133	-26.5181
134	134	42.2798
135	135	5.23555
136	136	17.6014
137	137	-19.4797
138	138	-33.0192
139	139	-26.0877
140	140	11.3445
141	141	-38.8679
142	142	-1.11698
143	143	-23.4808
144	144	52.517
145	145	-1.7856
146	146	-28.3593
147	147	34.1809
148	148	-37.2972
149	149	-1.9388
150	150	-21.2518
151	151	-15.1332
152	152	30.6744
153	153	-18.3072
154	154	0.924502
155	155	-15.7858
156	156	27.6547
157	157	42.8765
158	158	32.7841
159	159	-10.8545
160	160	-33.5939
161	161	15.49
162	162	-34.0938
163	163	-37.7554
164	164	26.7487
165	165	-1.77485
166	166	-32.2758
167	167	-21.9484
168	168	11.0419
169	169	-17.1243
170	170	21.6428
171	171	-25.4387
172	172	-4.20966
173	173	-6.7261
174	174	28.7097
175	175	4.72142
176	176	11.8577
177	177	5.81445
178	178	35.5048
179	179	70.1336
180	180	20.2108
181	181	20.7945
182	182	-44.9536
183	183	83.7411
184	184	25.7926
185	185	4.13329
186	186	-7.6493
187	187	-29.8888
188	188	-22.6278
189	189	4.76374
190	190	62.7932
191	191	7.63921
192	192	-14.9686
193	193	36.0977
194	194	-23.1232
195	195	23.4838
196	196	-44.3858
197	197	-24.9189
198	198	-29.8794
199	199	11.98
200	200	-6.84575
201	201	16.47
202	202	7.16357
203	203	5.57233
204	204	38.5111
205	205	33.351
206	206	8.27245
207	207	-16.0161
208	208	-29.6905
209	209	3.59066
210	210	-6.06112
211	211	-22.2766
212	212	-2.78209
213	213	7.00007
214	214	38.237
215	215	-17.6374
216	216	-5.10981
217	217	-37.8244
218	218	21.566
219	219	-1.28206
220	220	27.1911
221	221	24.7366
222	222	16.7054
223	223	6.2937
224	224	3.13637
225	225	54.4787
226	226	3.0168
227	227	9.94971
228	228	6.0868
229	229	-38.3711
230	230	-26.1608
231	231	-13.7964
232	232	23.653
233	233	-20.6678
234	234	5.37876
235	235	4.22151
236	236	15.9985
237	237	3.03357
238	238	8.70566
239	239	16.5546
240	240	16.417
241	241	17.7305
242	242	56.7738
243	243	61.9232
244	244	-24.6176
245	245	-34.8172
246	246	-3.87538
247	247	43.4969
248	248	-30.9202
249	249	-34.3504
250	250	-7.93301
251	251	26.7656
252	252	65.7627
253	253	43.797
254	254	-5.86092
255	255	8.83549
256	256	27.7846
257	257	55.7888
258	258	-10.1966
259	259	14.6549
260	260	57.5382
261	261	10.9096
262	262	21.1894
263	263	12.8665
264	264	13.3715
265	265	26.3162
266	266	11.0433
267	267	8.96108
268	268	-42.9304
269	269	22.8589
270	270	-31.9751
271	271	58.9733
272	272	24.6361
273	273	-42.7215
274	274	6.52525
275	275	-20.1634
276	276	-19.9909
277	277	71.9212
278	278	-14.1894
279	279	-37.0693
280	280	28.131
281	281	-34.6086
282	282	-10.0657
283	283	6.05899
284	284	-17.291
285	285	-53.7025
286	286	3.59009
287	287	-10.319
288	288	-40.9536
289	289	-0.400475
290	290	-47.8098
291	291	-6.00384
292	292	-46.5636
293	293	-17.7667
294	294	-13.4075
295	295	32.2898
296	296	-15.8944
297	297	-11.9949
298	298	37.0028
299	299	13.3013
