row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2835,BPH2824,BPH2812,BPH2823,TOX-4,BPH2827,BPH2816,Non infected,BPH2832,BPH2829,BPH2818,BPH2830
B,BPH2837,BPH2814,BPH2837,BPH2824,BPH2838,TOX-5,BPH2827,BPH2822,BPH2823,BPH2836,BPH2825,BPH2824
C,BPH2818,BPH2821,BPH2835,BPH2837,BPH2825,BPH2834,BPH2820,BPH2831,BPH2831,BPH2813,BPH2832,Blank
D,Non infected,BPH2836,BPH2832,BPH2819,BPH2822,TOX-5,BPH2812,BPH2827,BPH2817,BPH2819,BPH2830,BPH2836
E,Blank,BPH2834,BPH2833,BPH2819,TOX-5,BPH2834,TOX-4,BPH2815,BPH2817,BPH2823,BPH2816,BPH2833
F,BPH2838,BPH2833,BPH2828,BPH2835,BPH2839,BPH2839,BPH2828,BPH2815,BPH2817,BPH2829,Blank,Non infected
G,BPH2825,BPH2838,BPH2814,BPH2821,BPH2839,BPH2828,BPH2822,BPH2815,BPH2829,BPH2820,BPH2812,BPH2831
H,TOX-4,BPH2821,BPH2814,BPH2816,BPH2820,BPH2818,BPH2813,BPH2830,BPH2813,Total LDH,Total LDH,Total LDH
