row,01,02,03,04,05,06,07,08,09,10,11,12
A,Blank,TOX-5,BPH3723,TOX-4,Blank,Blank,BPH3727,Blank,Blank,Blank,BPH3729,Blank
B,Blank,BPH3725,Blank,TOX-5,Blank,Blank,Blank,Non infected,TOX-4,Blank,Blank,TOX-5
C,BPH3729,BPH3732,Blank,Blank,Blank,Blank,BPH3731,Blank,Blank,BPH3724,Blank,Blank
D,Blank,Blank,Blank,BPH3730,Non infected,Blank,BPH3723,Blank,BPH3728,BPH3730,Blank,Blank
E,Blank,Blank,Blank,BPH3730,Blank,Blank,Blank,BPH3726,BPH3728,TOX-4,BPH3727,Blank
F,Blank,Blank,Blank,Blank,Blank,Blank,Blank,BPH3726,BPH3728,Blank,Blank,Blank
G,Blank,Blank,BPH3725,BPH3732,Blank,Blank,Non infected,BPH3726,Blank,BPH3731,BPH3723,Blank
H,Blank,BPH3732,BPH3725,BPH3727,BPH3731,BPH3729,BPH3724,Blank,BPH3724,Total LDH,Total LDH,Total LDH
