row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH2944,BPH2934,BPH2922,BPH2933,Non infected,BPH2936,BPH2926,BPH2949,BPH2941,BPH2938,BPH2928,BPH2939
B,BPH2946,BPH2924,BPH2946,BPH2934,BPH2947,TOX-4,BPH2936,BPH2932,BPH2933,BPH2945,BPH2935,BPH2934
C,BPH2928,BPH2931,BPH2944,BPH2946,BPH2935,BPH2943,BPH2930,BPH2940,BPH2940,BPH2923,BPH2941,TOX-5
D,BPH2949,BPH2945,BPH2941,BPH2929,BPH2932,TOX-4,BPH2922,BPH2936,BPH2927,BPH2929,BPH2939,BPH2945
E,TOX-5,BPH2943,BPH2942,BPH2929,TOX-4,BPH2943,Non infected,BPH2925,BPH2927,BPH2933,BPH2926,BPH2942
F,BPH2947,BPH2942,BPH2937,BPH2944,BPH2948,BPH2948,BPH2937,BPH2925,BPH2927,BPH2938,TOX-5,BPH2949
G,BPH2935,BPH2947,BPH2924,BPH2931,BPH2948,BPH2937,BPH2932,BPH2925,BPH2938,BPH2930,BPH2922,BPH2940
H,Non infected,BPH2931,BPH2924,BPH2926,BPH2930,BPH2928,BPH2923,BPH2939,BPH2923,Total LDH,Total LDH,Total LDH
