row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3607,BPH3597,BPH3585,BPH3596,Non infected,BPH3599,BPH3589,BPH3612,BPH3604,BPH3601,BPH3591,BPH3602
B,BPH3609,BPH3587,BPH3609,BPH3597,BPH3610,TOX-4,BPH3599,BPH3595,BPH3596,BPH3608,BPH3598,BPH3597
C,BPH3591,BPH3594,BPH3607,BPH3609,BPH3598,BPH3606,BPH3593,BPH3603,BPH3603,BPH3586,BPH3604,TOX-5
D,BPH3612,BPH3608,BPH3604,BPH3592,BPH3595,TOX-4,BPH3585,BPH3599,BPH3590,BPH3592,BPH3602,BPH3608
E,TOX-5,BPH3606,BPH3605,BPH3592,TOX-4,BPH3606,Non infected,BPH3588,BPH3590,BPH3596,BPH3589,BPH3605
F,BPH3610,BPH3605,BPH3600,BPH3607,BPH3611,BPH3611,BPH3600,BPH3588,BPH3590,BPH3601,TOX-5,BPH3612
G,BPH3598,BPH3610,BPH3587,BPH3594,BPH3611,BPH3600,BPH3595,BPH3588,BPH3601,BPH3593,BPH3585,BPH3603
H,Non infected,BPH3594,BPH3587,BPH3589,BPH3593,BPH3591,BPH3586,BPH3602,BPH3586,Total LDH,Total LDH,Total LDH
