row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3579,BPH3569,BPH3557,BPH3568,Non infected,BPH3571,BPH3561,BPH3584,BPH3576,BPH3573,BPH3563,BPH3574
B,BPH3581,BPH3559,BPH3581,BPH3569,BPH3582,TOX-4,BPH3571,BPH3567,BPH3568,BPH3580,BPH3570,BPH3569
C,BPH3563,BPH3566,BPH3579,BPH3581,BPH3570,BPH3578,BPH3565,BPH3575,BPH3575,BPH3558,BPH3576,TOX-5
D,BPH3584,BPH3580,BPH3576,BPH3564,BPH3567,TOX-4,BPH3557,BPH3571,BPH3562,BPH3564,BPH3574,BPH3580
E,TOX-5,BPH3578,BPH3577,BPH3564,TOX-4,BPH3578,Non infected,BPH3560,BPH3562,BPH3568,BPH3561,BPH3577
F,BPH3582,BPH3577,BPH3572,BPH3579,BPH3583,BPH3583,BPH3572,BPH3560,BPH3562,BPH3573,TOX-5,BPH3584
G,BPH3570,BPH3582,BPH3559,BPH3566,BPH3583,BPH3572,BPH3567,BPH3560,BPH3573,BPH3565,BPH3557,BPH3575
H,Non infected,BPH3566,BPH3559,BPH3561,BPH3565,BPH3563,BPH3558,BPH3574,BPH3558,Total LDH,Total LDH,Total LDH
