row,01,02,03,04,05,06,07,08,09,10,11,12
A,BPH3552,BPH3542,BPH3530,BPH3541,Non infected,BPH3544,BPH3534,BPH3752,BPH3549,BPH3546,BPH3536,BPH3547
B,BPH3554,BPH3532,BPH3554,BPH3542,BPH3555,TOX-4,BPH3544,BPH3540,BPH3541,BPH3553,BPH3543,BPH3542
C,BPH3536,BPH3539,BPH3552,BPH3554,BPH3543,BPH3551,BPH3538,BPH3548,BPH3548,BPH3531,BPH3549,TOX-5
D,BPH3752,BPH3553,BPH3549,BPH3537,BPH3540,TOX-4,BPH3530,BPH3544,BPH3535,BPH3537,BPH3547,BPH3553
E,TOX-5,BPH3551,BPH3550,BPH3537,TOX-4,BPH3551,Non infected,BPH3533,BPH3535,BPH3541,BPH3534,BPH3550
F,BPH3555,BPH3550,BPH3545,BPH3552,BPH3556,BPH3556,BPH3545,BPH3533,BPH3535,BPH3546,TOX-5,BPH3752
G,BPH3543,BPH3555,BPH3532,BPH3539,BPH3556,BPH3545,BPH3540,BPH3533,BPH3546,BPH3538,BPH3530,BPH3548
H,Non infected,BPH3539,BPH3532,BPH3534,BPH3538,BPH3536,BPH3531,BPH3547,BPH3531,Total LDH,Total LDH,Total LDH
